ticker,YETI US Equity
2019-03-21,1.9886
2019-03-22,-0.3482
2019-03-25,4.8917
2019-03-26,2.3651
2019-03-27,5.9551
2019-03-28,-2.0577
2019-03-29,-5.1427
2019-04-01,-0.8595
2019-04-02,2.2007
2019-04-03,-1.6639
2019-04-04,-1.8248
2019-04-05,0.0338
2019-04-08,-0.3378
2019-04-09,1.2542
2019-04-10,1.1048
2019-04-11,5.9603
2019-04-12,-3.2813
2019-04-15,3.5218
2019-04-16,-1.4981
2019-04-17,1.4259
2019-04-18,1.6245
2019-04-22,-4.98
2019-04-23,2.3617
2019-04-24,4.3616
2019-04-25,0.9994
2019-04-26,4.7076
2019-04-29,1.6609
2019-04-30,0.507
2019-05-01,-4.9327
2019-05-02,-8.7854
2019-05-03,1.81
2019-05-06,-4.2857
2019-05-07,-4.7761
2019-05-08,1.1494
2019-05-09,-2.2727
2019-05-10,2.1846
2019-05-13,-1.2414
2019-05-14,-0.1746
2019-05-15,-1.6789
2019-05-16,-2.17
2019-05-17,-6.8364
2019-05-20,-1.1319
2019-05-21,8.0932
2019-05-22,-1.0226
2019-05-23,1.0701
2019-05-24,-2.8112
2019-05-28,1.3148
2019-05-29,-7.8977
2019-05-30,3.7842000000000002
2019-05-31,-7.2149
2019-06-03,-0.8779
2019-06-04,2.4462
2019-06-05,0.8646
2019-06-06,-3.0204
2019-06-07,5.8923
2019-06-10,0.5962
2019-06-11,2.2521
2019-06-12,0.9274
2019-06-13,4.2496
2019-06-14,-0.8447
2019-06-17,-0.8519
2019-06-18,4.6321
2019-06-19,0.9996
2019-06-20,-0.1414
2019-06-21,3.3274
2019-06-24,-4.9332
2019-06-25,-0.5045
2019-06-26,0.0362
2019-06-27,3.4395
2019-06-28,1.3301
2019-07-01,2.8325
2019-07-02,-1.6795
2019-07-03,3.4165
2019-07-05,0.1652
2019-07-08,2.2427
2019-07-09,5.1935
2019-07-10,2.6986
2019-07-11,1.4034
2019-07-12,-1.6196000000000002
2019-07-15,-3.472
2019-07-16,1.6434
2019-07-17,-2.288
2019-07-18,0.5308
2019-07-19,2.0807
2019-07-22,-1.7949000000000002
2019-07-23,12.3296
2019-07-24,0.2758
2019-07-25,-1.7327
2019-07-26,0.3359
2019-07-29,1.3668
2019-07-30,-4.0176
2019-07-31,-0.344
2019-08-01,-6.962
2019-08-02,-6.1224
2019-08-05,-2.7339
2019-08-06,0.8805
2019-08-07,-2.9876
2019-08-08,7.2664
2019-08-09,-2.9355
2019-08-12,-3.4895
2019-08-13,2.3416
2019-08-14,-5.6190999999999995
2019-08-15,-3.7433
2019-08-16,2.4815
2019-08-19,0.3975
2019-08-20,1.0799
2019-08-21,0.4274
2019-08-22,3.0496
2019-08-23,-10.0826
2019-08-26,-1.3395000000000001
2019-08-27,2.1722
2019-08-28,3.4928
2019-08-29,4.2553
2019-08-30,-0.5982
2019-09-03,-5.7699
2019-09-04,8.2645
2019-09-05,1.4226
2019-09-06,3.8317
2019-09-09,-4.8105
2019-09-10,4.3268
2019-09-11,0.5309
2019-09-12,1.3201
2019-09-13,-2.2801
2019-09-16,-3.8333
2019-09-17,2.253
2019-09-18,-2.4068
2019-09-19,0.2084
2019-09-20,0.312
2019-09-23,3.4209
2019-09-24,-1.3365
2019-09-25,0.237
2019-09-26,-3.9527
2019-09-27,-1.1607
2019-09-30,-0.3559
2019-10-01,-4.6071
2019-10-02,0.1123
2019-10-03,5.7592
2019-10-04,0.6365
2019-10-07,0.7027
2019-10-08,-0.5583
2019-10-09,2.2105
2019-10-10,1.4075
2019-10-11,7.6168
2019-10-14,0.6606
2019-10-15,1.0625
2019-10-16,-1.0204
2019-10-17,-0.3749
2019-10-18,1.756
2019-10-21,-1.7257
2019-10-22,-0.0627
2019-10-23,-1.4747
2019-10-24,2.5159000000000002
2019-10-25,1.9261
2019-10-28,1.5544
2019-10-29,0.9304
2019-10-30,3.2114
2019-10-31,-4.0334
2019-11-01,-1.2309
2019-11-04,0.6383
2019-11-05,-3.7451
2019-11-06,-3.577
2019-11-07,-5.109
2019-11-08,4.3896
2019-11-11,-0.0986
2019-11-12,-0.1315
2019-11-13,2.5683
2019-11-14,-5.5859
2019-11-15,0.9861
2019-11-18,-0.9764
2019-11-19,-0.442
2019-11-20,1.7418
2019-11-21,-3.5582000000000003
2019-11-22,1.1834
2019-11-25,1.72
2019-11-26,2.9422
2019-11-27,5.1905
2019-11-29,-0.6246
2019-12-02,-0.0629
2019-12-03,-5.7547
2019-12-04,4.6713000000000005
2019-12-05,2.9009
2019-12-06,-2.6642
2019-12-09,-1.9414
2019-12-10,-0.3246
2019-12-11,3.7773
2019-12-12,6.1814
2019-12-13,-1.4775
2019-12-16,-1.9196
2019-12-17,1.7431
2019-12-18,2.3445
2019-12-19,-1.8796
2019-12-20,3.8911
2019-12-23,-1.1524
2019-12-24,0.6704
2019-12-26,-0.1737
2019-12-27,1.4501
2019-12-30,0.1429
2019-12-31,-0.7137
2020-01-02,0.345
2020-01-03,-3.2092
2020-01-06,-4.9142
2020-01-07,-2.2416
2020-01-08,2.4204
2020-01-09,-0.995
2020-01-10,-1.6646
2020-01-13,2.3315
2020-01-14,1.2484
2020-01-15,1.2947
2020-01-16,-0.7304
2020-01-17,4.9969
2020-01-21,4.2336
2020-01-22,-4.1457
2020-01-23,1.3442
2020-01-24,-1.4129
2020-01-27,-1.0529
2020-01-28,2.3648
2020-01-29,3.4363
2020-01-30,4.383
2020-01-31,-2.7547
2020-02-03,0.8801
2020-02-04,3.3533
2020-02-05,-1.2662
2020-02-06,-2.2442
2020-02-07,-2.7057
2020-02-10,0.5618
2020-02-11,-4.3855
2020-02-12,1.4315
2020-02-13,-1.5265
2020-02-14,-3.9485
2020-02-18,-2.162
2020-02-19,0.0311
2020-02-20,0.8401
2020-02-21,-1.9438
2020-02-24,0.3461
2020-02-25,-2.3205
2020-02-26,-2.3756
2020-02-27,-3.1897
2020-02-28,2.7514
2020-03-02,-2.1157
2020-03-03,-1.6886
2020-03-04,4.3971
2020-03-05,-6.5811
2020-03-06,-5.4244
2020-03-09,-14.4134
2020-03-10,12.1845
2020-03-11,-8.8053
2020-03-12,-4.7214
2020-03-13,2.1429
2020-03-16,-13.0682
2020-03-17,-0.1508
2020-03-18,-13.2427
2020-03-19,6.8485
2020-03-20,-10.8093
2020-03-23,-5.1157
2020-03-24,19.7047
2020-03-25,14.37
2020-03-26,3.7975
2020-03-27,-5.4652
2020-03-30,-3.6311999999999998
2020-03-31,-3.2226
2020-04-01,-7.4795
2020-04-02,-6.2569
2020-04-03,2.1264
2020-04-06,8.7334
2020-04-07,6.9149
2020-04-08,10.2985
2020-04-09,5.097
2020-04-13,-4.5064
2020-04-14,16.3146
2020-04-15,-5.1777
2020-04-16,1.4262000000000001
2020-04-17,-1.8883
2020-04-20,-1.4742
2020-04-21,-3.9485
2020-04-22,-0.2596
2020-04-23,0.7375
2020-04-24,7.149
2020-04-27,4.5016
2020-04-28,2.5769
2020-04-29,7.3116
2020-04-30,-3.529
2020-05-01,-5.6139
2020-05-04,1.6884000000000001
2020-05-05,1.434
2020-05-06,1.4137
2020-05-07,3.8885
2020-05-08,2.7189
2020-05-11,-6.4283
2020-05-12,0.4409
2020-05-13,-4.2794
2020-05-14,-0.1528
2020-05-15,3.0616
2020-05-18,5.8299
2020-05-19,-1.6491
2020-05-20,3.5676
2020-05-21,3.4792
2020-05-22,1.3316
2020-05-26,5.092
2020-05-27,5.5017
2020-05-28,-5.2444
2020-05-29,0.3752
2020-06-01,0.3115
2020-06-02,3.0745
2020-06-03,2.5008
2020-06-04,1.6755
2020-06-05,3.5559
2020-06-08,3.4338
2020-06-09,-0.9177
2020-06-10,0.1362
2020-06-11,-9.1132
2020-06-12,6.7644
2020-06-15,0.5607
2020-06-16,3.429
2020-06-17,1.4825
2020-06-18,2.0452
2020-06-19,2.3686
2020-06-22,2.8986
2020-06-23,6.1527
2020-06-24,-2.4209
2020-06-25,2.4809
2020-06-26,-3.3054
2020-06-29,2.8406000000000002
2020-06-30,0.0234
2020-07-01,2.6211
2020-07-02,-2.7366
2020-07-06,1.0317
2020-07-07,-2.5296
2020-07-08,0.0952
2020-07-09,-0.3806
2020-07-10,-0.1671
2020-07-13,-2.9897
2020-07-14,2.1943
2020-07-15,6.0314
2020-07-16,-0.2958
2020-07-17,0.7759
2020-07-20,2.0154
2020-07-21,1.576
2020-07-22,2.4476
2020-07-23,-1.3225
2020-07-24,-1.4483
2020-07-27,2.2373
2020-07-28,-2.5531
2020-07-29,3.0603
2020-07-30,2.6063
2020-07-31,1.7905
