ticker,UNIF US Equity
2018-08-09,1.5053999999999998
2018-08-10,0.1059
2018-08-13,2.6455
2018-08-14,0.5155
2018-08-24,0.5128
2018-08-27,0.0
2018-08-28,-1.0204
2018-08-30,0.9278
2018-09-04,0.1021
2018-09-10,0.0
2018-09-14,-1.2245
2018-09-18,0.2066
2018-09-20,0.0258
2018-09-21,-0.0258
2018-09-25,-0.2062
2018-09-27,-2.376
2018-09-28,3.1746
2018-10-01,-1.5385
2018-10-11,-0.5208
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,-0.4188
2018-10-22,-0.8412
2018-11-01,-0.3181
2018-11-02,-1.5957
2018-11-05,-1.0811
2018-11-13,-0.4372
2018-11-14,0.0
2018-11-26,1.5368
2018-11-30,-0.973
2018-12-04,0.4367
2018-12-06,-0.4348
2018-12-07,-0.1092
2018-12-10,0.0
2018-12-11,0.0
2018-12-13,-0.8743
2018-12-14,-0.2205
2018-12-17,0.0
2018-12-19,-0.5525
2018-12-21,-1.1111
2018-12-24,1.1236
2018-12-26,0.0
2018-12-31,0.0
2019-01-02,-0.5556
2019-01-03,-0.4469
2019-01-08,0.2245
2019-01-09,0.7839
2019-01-11,0.0
2019-01-14,0.0111
2019-01-16,0.5444
2019-01-17,0.3315
2019-01-18,0.2203
2019-01-22,0.0
2019-01-23,0.1099
2019-01-24,0.4391
2019-01-25,0.0
2019-01-29,0.0
2019-01-30,0.5464
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,-0.5435
2019-02-05,0.1093
2019-02-08,-0.2183
2019-02-13,0.2298
2019-02-15,0.7532
2019-02-19,0.2167
2019-03-05,0.0
2019-03-07,0.0
2019-03-08,-0.4324
2019-03-11,0.4343
2019-03-12,-0.4324
2019-03-13,0.4343
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,-0.3243
2019-03-19,-0.1085
2019-03-22,0.4343
2019-03-26,0.0
2019-03-29,-0.4324
2019-04-01,0.0
2019-04-02,0.4343
2019-04-03,0.0
2019-04-04,0.0
2019-04-09,-0.4324
2019-04-11,0.4343
2019-04-12,0.0
2019-04-17,0.0
2019-04-18,-0.3243
2019-04-23,0.0
2019-04-24,0.3254
2019-04-25,0.0
2019-04-29,0.0
2019-05-01,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-08,-0.3243
2019-05-10,0.0
2019-05-14,0.0
2019-05-16,0.3254
2019-05-17,-0.2162
2019-05-20,-0.1083
2019-05-21,-0.4338
2019-05-22,0.0
2019-05-23,0.2179
2019-06-10,-0.5435
2019-06-11,0.0
2019-06-17,0.0
2019-07-11,-1.6393
2019-07-24,0.0
2019-07-26,0.0
2019-07-30,0.0
2019-08-01,1.6667
2019-08-02,-1.6393
2019-08-14,-1.1111
2019-08-16,2.809
2019-08-28,-1.6393
2019-08-29,-1.1111
2019-09-04,-1.1236
2019-09-10,-1.1364
2019-09-11,-1.1494
2019-09-12,0.0
2019-09-17,-0.5814
2019-09-20,0.0
2019-09-24,0.0
2019-09-26,0.5848
2019-09-27,0.0
2019-09-30,0.5814
2019-10-03,-0.578
2019-10-09,-0.5814
2019-10-18,0.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-25,0.5848
2019-10-28,0.0
2019-10-29,3.4884
2019-10-31,-1.6854
2019-11-01,1.7143000000000002
2019-11-04,-1.573
2019-11-05,-1.2557
2019-11-06,0.0
2019-11-07,0.578
2019-11-14,0.5747
2019-11-15,0.4571
2019-11-19,1.2514
2019-11-20,0.5618
2019-11-21,0.5587
2019-11-25,2.7778
2019-12-02,-1.7297
2019-12-03,-0.11
2019-12-04,-0.6608
2019-12-05,-0.1109
2019-12-09,0.0
2019-12-10,0.9989
2019-12-11,-0.5495
2019-12-12,-0.0011
2019-12-13,0.0011
2019-12-16,0.0
2019-12-17,0.1105
2019-12-18,0.4415
2019-12-19,0.3297
2019-12-20,0.2191
2019-12-30,1.0929
2019-12-31,0.0
2020-01-06,-0.8649
2020-01-08,0.3272
2020-01-09,0.0
2020-01-10,0.5435
2020-01-13,-0.3243
2020-01-15,0.3254
2020-01-16,2.1622
2020-01-22,0.0
2020-01-24,0.5291
2020-01-28,-0.5253
2020-01-30,0.1058
2020-01-31,-0.0973
2020-02-04,0.5195
2020-02-05,0.5263
2020-02-07,2.0942
2020-02-10,0.0
2020-02-11,-2.359
2020-02-12,0.3151
2020-02-14,1.5707
2020-02-18,-1.4433
2020-02-20,0.0
2020-02-24,-0.1046
2020-02-25,-0.5236
2020-02-27,-0.9474
2020-03-02,-0.5313
2020-03-03,0.0
2020-03-09,-3.4188
2020-03-11,-0.4425
2020-03-12,-3.2222
2020-03-13,-0.1148
2020-03-16,-16.6667
2020-03-17,-2.069
2020-03-18,-5.6338
2020-03-19,11.9403
2020-03-20,0.0
2020-03-23,-13.3333
2020-03-24,0.0
2020-03-25,0.0
2020-03-27,0.0
2020-04-02,2.9231
2020-04-06,0.1495
2020-04-07,-2.2388
2020-04-08,-0.7634
2020-04-09,0.2308
2020-04-14,-0.9977
2020-04-15,0.0
2020-04-17,0.0
2020-04-21,6.2016
2020-04-22,-4.3796
2020-04-27,3.0534
2020-04-28,-1.4815
2020-04-29,1.5038
2020-05-04,0.7407
2020-05-05,-0.7353
2020-05-07,1.3333
2020-05-13,-2.6316
2020-05-14,-1.6517
2020-05-18,1.5267
2020-05-26,0.0
2020-05-28,0.7519
2020-05-29,0.7463
2020-06-01,-2.2222
2020-06-02,0.6061
2020-06-04,0.9036
2020-06-05,4.4776
2020-06-08,1.0
2020-06-09,-4.5262
2020-06-12,0.2963
2020-06-24,0.4431
2020-06-25,-0.4412
2020-06-26,-1.034
2020-07-01,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-10,1.4925
2020-07-13,10.2941
2020-07-28,-9.3333
2020-07-29,0.7353
2020-07-30,-0.5839
