ticker,CDRBQ US Equity
2015-10-09,-2.4707
2015-10-12,-0.1333
2015-10-13,-1.8692
2015-10-14,-1.2245
2015-10-15,-1.2397
2015-10-16,-5.2999
2015-10-19,-10.162
2015-10-20,0.3279
2015-10-21,2.1242
2015-10-22,-1.76
2015-10-23,0.0
2015-10-26,-7.8176
2015-10-27,-9.7173
2015-10-28,-4.6967
2015-10-29,0.616
2015-10-30,1.2219
2015-11-02,1.0106
2015-11-03,15.9681
2015-11-04,-2.5818
2015-11-05,-5.1237
2015-11-06,-2.9795
2015-11-09,-0.7678
2015-11-10,-1.1605
2015-11-11,-0.7828
2015-11-12,1.9724
2015-11-13,-5.6093
2015-11-16,-1.8443
2015-11-17,-10.2296
2015-11-18,0.6977
2015-11-19,3.2333
2015-11-20,-1.7896999999999998
2015-11-23,-7.9727
2015-11-24,-0.7426
2015-11-25,-9.9751
2015-11-27,1.108
2015-11-30,2.4657999999999998
2015-12-01,-10.4278
2015-12-02,-3.2836
2015-12-03,-2.7778
2015-12-04,-5.7143
2015-12-07,-8.4175
2015-12-08,9.9265
2015-12-09,0.0
2015-12-10,-3.6789
2015-12-11,-9.375
2015-12-14,9.9617
2015-12-15,5.2265
2015-12-16,-0.6623
2015-12-17,-18.3333
2015-12-18,7.3469
2015-12-21,3.0418
2015-12-22,-4.797
2015-12-23,15.5039
2015-12-24,0.6711
2015-12-28,-2.0
2015-12-29,1.7006999999999999
2015-12-30,-2.0067
2015-12-31,-8.532399999999999
2016-01-04,3.3582
2016-01-05,3.9711
2016-01-06,-9.7222
2016-01-07,-4.2308
2016-01-08,-2.008
2016-01-11,-4.918
2016-01-12,-2.1552
2016-01-13,-5.7269
2016-01-14,1.4019
2016-01-15,68.6636
2016-01-19,-16.9399
2016-01-20,-17.4342
2016-01-21,0.3984
2016-01-22,5.5556
2016-01-25,-27.0677
2016-01-26,3.6082
2016-01-27,7.9602
2016-01-28,8.2949
2016-01-29,-3.4043
2016-02-01,1.3216
2016-02-02,-7.8261
2016-02-03,-3.3019
2016-02-04,1.9512
2016-02-05,-5.2632
2016-02-08,3.5354
2016-02-09,-2.9268
2016-02-10,-1.005
2016-02-11,-4.5685
2016-02-12,-0.5319
2016-02-16,0.0
2016-02-17,-3.2086
2016-02-18,0.5525
2016-02-19,-1.0989
2016-02-22,-1.6667
2016-02-23,-6.7797
2016-02-24,-7.2121
2016-02-25,16.2639
2016-02-26,3.9326
2016-02-29,-2.7027
2016-03-01,2.7778
2016-03-02,17.2973
2016-03-03,14.2857
2016-03-04,-12.0968
2016-03-07,60.5505
2016-03-08,-8.0
2016-03-09,-0.6211
2016-03-10,-25.3125
2016-03-11,4.6025
2016-03-14,-1.6
2016-03-15,-6.9106
2016-03-16,-4.8035
2016-03-17,-2.7523
2016-03-18,6.1321
2016-03-21,1.3333
2016-03-22,-8.7719
2016-03-23,26.4423
2016-03-24,24.7148
2016-03-28,40.2439
2016-03-29,-9.5652
2016-03-30,14.1827
2016-03-31,-1.4737
2016-04-01,-3.2051
2016-04-04,-7.2848
2016-04-05,-14.0476
2016-04-06,-15.2355
2016-04-07,1.3072
2016-04-08,-13.871
2016-04-11,-3.3708
2016-04-12,3.4884
2016-04-13,2.6217
2016-04-14,4.0146
2016-04-15,-11.9298
2016-04-18,30.2789
2016-04-19,-16.208
2016-04-20,-1.8248
2016-04-21,-1.1152
2016-04-22,-6.015
2016-04-25,-11.6
2016-04-26,12.2172
2016-04-27,2.4194
2016-04-28,14.9606
2016-04-29,-3.0822
2016-05-02,1.4134
2016-05-03,5.2265
2016-05-04,-11.5894
2016-05-05,-19.1011
2016-05-23,-97.6852
2016-05-24,110.0
2016-05-25,42.8571
2016-05-26,0.0
2016-05-27,33.3333
2016-05-31,10.0
2016-06-01,-36.3636
2016-06-02,14.2857
2016-06-03,12.5
2016-06-06,11.1111
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,-50.0
2016-06-10,0.0
2016-06-13,0.0
2016-06-14,-34.0
2016-06-15,-24.2424
2016-06-16,0.0
2016-06-17,60.0
2016-06-22,-37.5
2016-06-23,100.0
2016-06-24,-50.0
2016-06-27,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,-80.0
2016-07-06,200.0
2016-07-07,0.0
2016-07-08,-33.3333
2016-07-11,-50.0
2016-07-12,400.0
2016-07-13,0.0
2016-07-14,-40.0
2016-07-19,-33.3333
2016-07-20,-50.0
2016-07-21,0.0
2016-07-25,100.0
2016-07-26,0.0
2016-07-28,12.5
2016-07-29,122.2222
2016-08-01,-55.0
2016-08-02,-11.1111
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-11,0.0
2016-08-12,-50.0
2016-08-16,100.0
2016-08-17,0.0
2016-08-19,-50.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-26,400.0
2016-08-29,-80.0
2016-08-31,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-22,0.0
2016-09-29,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-14,-98.75
2016-10-19,0.0
2016-10-25,0.0
2016-10-28,1500.0
2016-11-02,-84.375
2016-11-03,-40.0
2016-11-08,-33.3333
2016-11-09,0.0
2016-11-10,0.0
2016-11-17,50.0
2016-11-18,66.6667
2016-11-22,220.0
2016-11-29,-68.75
2016-11-30,-60.0
2016-12-01,700.0
2016-12-02,-68.75
2016-12-07,-60.0
2016-12-08,700.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,-87.5
2016-12-15,0.0
2016-12-19,700.0
2016-12-20,-81.25
2016-12-21,-33.3333
2016-12-22,50.0
2016-12-23,5233.3333
2016-12-27,-98.75
2016-12-30,50.0
2017-01-03,0.0
2017-02-01,-33.3333
2017-02-15,0.0
2017-03-01,0.0
2017-03-10,0.0
2017-03-21,15900.0
2017-03-24,-25.0
2017-03-30,0.0
2017-05-03,-93.3333
2017-05-16,0.0
2017-05-19,0.0
2017-05-22,-87.5
2017-05-23,0.0
2017-06-02,0.0
2017-06-09,15900.0
2017-06-19,-95.0
2017-07-10,-90.0
2017-07-20,9900.0
2017-07-27,-98.0
2017-08-11,-50.0
2017-08-15,0.0
2017-08-17,100.0
2017-09-18,0.0
2017-09-28,0.0
2017-09-29,400.0
2017-11-03,-90.0
2017-11-14,0.0
2017-11-16,900.0
2017-12-04,-90.0
2017-12-12,-90.0
2017-12-29,900.0
2018-01-04,-99.0
2018-03-02,0.0
2018-07-23,0.0
2018-07-31,9900.0
2018-08-02,0.0
2018-09-12,0.0
2018-09-14,-90.0
2018-11-13,-90.0
2018-12-12,0.0
2018-12-18,1009900.0026
2018-12-20,-1.9802
2018-12-21,-99.9899
2019-01-09,9900.0
2019-02-12,0.0
2019-05-14,-99.0
2019-07-19,9900.0
2019-08-07,-99.0
2019-09-13,9900.0
2019-09-17,-99.0
2019-09-23,999900.0025
2019-09-26,0.0
2019-11-06,0.0
2019-11-12,0.0
2019-11-15,-99.99
2019-12-20,0.0
2019-12-31,900.0
2020-01-08,-90.0
2020-05-15,9900.0
2020-05-28,9900.0
2020-06-15,0.0
