ticker,LVBX US Equity
2014-09-29,0.0
2014-10-09,30.4348
2014-10-10,0.0
2014-10-13,-33.3333
2014-10-14,0.0
2014-10-17,50.0
2014-10-23,-33.3333
2014-10-30,-5.0
2014-10-31,0.0
2014-11-05,-13.1579
2014-11-06,104.9242
2014-11-14,1.1091
2014-11-19,-41.4991
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,50.0
2014-11-25,-33.3333
2014-12-03,-25.0
2014-12-04,33.3333
2014-12-05,0.0
2014-12-08,100.0
2014-12-09,87.5
2014-12-10,100.0
2014-12-12,0.0
2014-12-16,66.6667
2014-12-17,0.0
2014-12-23,-20.0
2014-12-24,50.0
2014-12-26,-16.6667
2014-12-30,0.0
2014-12-31,-34.0
2015-01-02,21.2121
2015-01-05,0.0
2015-01-07,5.0
2015-01-08,42.8571
2015-01-09,-26.6667
2015-01-13,-25.0
2015-01-14,51.5152
2015-01-15,-0.25
2015-01-16,-19.7494
2015-01-26,19.925
2015-02-06,-16.6667
2015-02-12,-2.25
2015-02-17,2.3018
2015-02-18,-44.1563
2015-02-19,79.0711
2015-03-04,-15.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-23,-17.647100000000002
2015-03-24,-21.4286
2015-03-30,27.2727
2015-03-31,14.2857
2015-04-01,0.0
2015-04-08,6.25
2015-04-09,0.0
2015-04-13,0.0
2015-04-20,-52.9412
2015-04-21,87.5
2015-04-30,0.0
2015-05-01,0.0
2015-05-11,-6.6667
2015-05-14,0.0
2015-05-15,3.5714
2015-06-05,-37.931
2015-06-17,33.3333
2015-06-29,-18.3333
2015-07-09,-10.2041
2015-07-10,11.3636
2015-09-15,-15.3061
2015-10-01,-39.759
2015-10-07,-10.0
2015-10-08,11.1111
2015-10-15,70.0
2015-10-20,29.4118
2015-10-26,0.0
2015-10-28,-59.0909
2015-10-29,55.5556
2015-10-30,42.8571
2015-11-04,0.0
2015-11-05,-50.0
2015-11-06,20.0
2015-11-12,16.6667
2015-12-04,28.5714
2015-12-07,0.0
2015-12-11,18.8889
2015-12-29,-48.5981
2015-12-30,0.0
2016-01-05,81.8182
2016-01-06,0.0
2016-02-11,-20.0
2016-02-16,-50.0
2016-02-17,145.0
2016-03-01,0.0
2016-03-03,-13.2653
2016-05-24,-64.7059
2016-06-07,0.0
2016-06-14,100.0
2016-06-15,-0.2083
2016-06-21,234.0292
2016-06-22,-52.5
2016-08-03,-55.2632
2016-08-04,17.647100000000002
2016-08-31,0.0
2016-09-02,-20.0
2016-09-06,50.0
2016-11-16,-50.0
2016-12-12,-30.0
2016-12-27,0.0
2017-01-26,280.9524
2017-01-30,-35.625
2017-02-06,0.9709
2017-02-15,0.0
2017-02-21,0.0
2017-02-23,-3.8462
2017-02-27,160.0
2017-02-28,-23.0769
2017-03-01,-20.0
2017-03-02,-12.5
2017-03-08,1.4285999999999999
2017-03-09,40.8451
2017-03-10,-50.0
2017-03-13,100.0
2017-03-14,30.0
2017-03-15,0.9135
2017-03-16,-23.7732
2017-03-17,20.0
2017-03-21,-16.7708
2017-03-22,20.1502
2017-03-23,0.0
2017-03-24,49.8958
2017-03-27,-16.6088
2017-03-28,-32.6667
2017-03-29,33.6634
2017-04-03,11.1111
2017-04-04,-13.3333
2017-04-05,-23.0769
2017-04-06,20.0
2017-04-10,-4.8958
2017-04-12,-29.9014
2017-04-17,0.0
2017-04-18,37.5
2017-04-20,-19.5455
2017-04-21,1.6949
2017-04-24,18.3333
2017-04-25,40.8451
2017-04-26,-6.6667
2017-04-27,7.1429
2017-04-28,-13.3333
2017-05-01,0.0
2017-05-02,11.538499999999999
2017-05-03,-10.3448
2017-05-04,11.538499999999999
2017-05-05,-24.1379
2017-05-08,18.1818
2017-05-09,-15.3846
2017-05-10,18.1818
2017-05-11,-15.3846
2017-05-12,40.9091
2017-05-15,-35.4839
2017-05-16,50.0
2017-05-18,-11.3333
2017-05-19,12.782
2017-05-22,-33.3333
2017-05-23,50.0
2017-05-24,-26.6667
2017-05-25,36.25
2017-05-26,-26.6055
2017-05-30,0.0
2017-05-31,36.3636
2017-06-01,0.0
2017-06-02,-23.4167
2017-06-05,-20.0218
2017-06-06,8.8435
2017-06-07,3.74
2017-06-08,8.9262
2017-06-12,-12.3894
2017-06-15,5.5556
2017-06-16,2.9665
2017-06-22,-11.71
2017-06-26,-1.0526
2017-06-28,-4.5745000000000005
2017-06-29,10.3679
2017-06-30,-1.0101
2017-07-03,-5.6122
2017-07-05,2.7027
2017-07-12,2.1053
2017-07-13,3.0928
2017-07-19,60.0
2017-07-20,-28.125
2017-07-21,-13.0435
2017-07-24,19.0
2017-07-25,5.042
2017-07-26,20.0
2017-07-27,13.3333
2017-07-28,-17.647100000000002
2017-07-31,7.0714
2017-08-01,-33.2889
2017-08-02,30.0
2017-08-03,15.2308
2017-08-07,-13.2176
2017-08-08,0.0
2017-08-09,-21.5385
2017-08-11,27.5
2017-08-14,6.882
2017-08-16,-27.8417
2017-08-17,-0.2991
2017-08-21,20.0
2017-08-25,-16.0833
2017-08-29,-0.149
2017-09-01,0.4475
2017-09-06,3.7624
2017-09-11,-4.5802
2017-09-13,0.0
2017-09-15,0.0
2017-09-21,-20.0
2017-09-25,0.25
2017-09-26,-0.1247
2017-09-27,0.0
2017-09-29,24.8439
2017-10-02,0.0
2017-10-03,7.0
2017-10-10,-15.8879
2017-10-12,0.0
2017-10-16,-2.1778
2017-10-18,2.2263
2017-10-23,-10.8889
2017-10-27,0.0
2017-10-30,12.2195
2017-11-03,-10.8889
2017-11-06,0.0
2017-11-09,9.7257
2017-11-21,0.0
2017-11-27,-9.0909
2017-11-28,0.0
2017-12-01,6.25
2017-12-04,-11.7647
2017-12-05,0.0
2017-12-07,-13.4933
2017-12-08,-11.3748
2017-12-18,37.0435
2017-12-19,-11.1675
2017-12-20,6.4571
2017-12-21,1.986
2017-12-22,5.2632
2017-12-26,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,-12.25
2018-01-18,-55.5556
2018-01-22,124.359
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,-0.1429
2018-02-07,0.1431
2018-02-08,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-13,0.0
2018-03-14,42.8571
2018-03-16,0.0
2018-03-19,-29.0
2018-03-20,40.8451
2018-03-21,0.0
2018-03-22,-2.0
2018-03-23,22.449
2018-03-26,-19.1667
2018-03-27,0.0
2018-03-29,23.7113
2018-04-02,-41.6667
2018-04-03,-17.8571
2018-04-13,104.3478
2018-04-16,-64.2553
2018-04-17,138.0952
2018-04-19,0.0
2018-05-01,-10.0
2018-05-04,-22.2222
2018-05-08,-28.5714
2018-05-14,0.0
2018-05-18,-38.0
2018-05-21,125.8065
2018-05-22,21.4286
2018-05-23,-35.2941
2018-05-24,27.2727
2018-05-25,-28.5714
2018-05-29,40.0
2018-05-30,28.5714
2018-05-31,0.0
2018-06-01,22.2222
2018-06-04,4.5455
2018-06-06,-4.3478
2018-06-08,-36.3636
2018-06-11,55.5714
2018-06-12,-8.1726
2018-06-13,9.0
2018-06-15,0.0
2018-06-18,-25.6881
2018-06-19,19.7531
2018-06-20,13.4021
2018-06-21,-9.0909
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,10.0
2018-06-27,0.0
2018-06-28,-17.2727
2018-06-29,26.044
2018-07-02,0.1744
2018-07-05,-0.8703
2018-07-06,-0.0878
2018-07-09,-2.8822
2018-07-10,3.0583
2018-07-11,-28.885
2018-07-12,28.3951
2018-07-13,-32.6923
2018-07-18,56.4286
2018-07-19,-36.0731
2018-07-20,43.5714
2018-07-24,-43.2836
2018-07-25,-1.7544
2018-07-26,7.1429
2018-07-27,9.8333
2018-07-30,-46.8892
2018-07-31,94.2857
2018-08-01,-27.9412
2018-08-02,-7.9592
2018-08-03,0.2217
2018-08-06,-0.2212
2018-08-08,1.5521
2018-08-09,0.0437
2018-08-10,9.0354
2018-08-13,-15.9327
2018-08-14,-3.3333
2018-08-15,-5.1724
2018-08-21,0.2597
2018-08-22,-6.7358
2018-08-23,-8.0556
2018-08-24,-0.3021
2018-08-27,2.1212
2018-08-28,45.4006
2018-08-29,0.3571
2018-08-31,19.0646
2018-09-04,-6.0632
2018-09-05,-9.0909
2018-09-06,20.0
2018-09-07,0.0
2018-09-10,-8.1667
2018-09-12,0.0
2018-09-14,-0.1815
2018-09-17,-5.4545
2018-09-18,-1.9231
2018-09-19,13.3333
2018-09-20,-42.9066
2018-09-21,41.2121
2018-09-24,-9.2275
2018-09-25,0.0
2018-09-26,-1.182
2018-09-27,0.0
2018-09-28,3.11
2018-10-01,-9.5128
2018-10-02,-15.3846
2018-10-03,22.2727
2018-10-04,-20.6939
2018-10-05,-2.1875
2018-10-08,29.393
2018-10-09,-1.2346
2018-10-10,-15.0
2018-10-11,-8.8235
2018-10-12,0.3226
2018-10-15,27.3312
2018-10-17,-21.7172
2018-10-18,22.5806
2018-10-19,2.6316
2018-10-23,0.2564
2018-10-26,-23.2737
2018-10-31,0.0
2018-11-01,28.0
2018-11-02,0.2604
2018-11-05,-9.0909
2018-11-06,0.0
2018-11-07,28.5714
2018-11-08,-11.1111
2018-11-09,25.0
2018-11-12,0.0
2018-11-13,-20.0
2018-11-14,0.0
2018-11-15,-5.0
2018-11-16,5.2632
2018-11-19,25.0
2018-11-23,-5.0
2018-11-26,5.2632
2018-11-28,-30.0
2018-11-29,42.8571
2018-12-03,-30.0
2018-12-04,0.0
2018-12-07,28.5714
2018-12-10,11.1111
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,-20.0
2018-12-14,25.0
2018-12-17,0.0
2018-12-18,-18.0
2018-12-19,-15.8537
2018-12-20,-7.2464
2018-12-24,9.375
2018-12-26,0.0
2018-12-27,-5.7143
2018-12-31,66.6667
2019-01-02,-10.9091
2019-01-03,0.0
2019-01-04,-25.5102
2019-01-07,50.6849
2019-01-10,-27.2727
2019-01-11,-19.5
2019-01-14,54.9689
2019-01-15,80.1603
2019-01-16,-51.0567
2019-01-17,-4.5455
2019-01-18,0.5952
2019-01-22,-5.3254
2019-01-23,-13.125
2019-01-24,-7.3381
2019-01-25,21.118
2019-01-31,2.5641
2019-02-01,-3.125
2019-02-05,15.6129
2019-02-06,-10.7143
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,10.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.4545
2019-02-15,-0.4525
2019-02-19,0.0
2019-02-20,-20.4545
2019-02-21,14.2857
2019-02-22,-23.75
2019-02-26,18.0328
2019-03-01,-16.6667
2019-03-05,0.0
2019-03-07,33.3333
2019-03-08,-25.0
2019-03-11,16.6667
2019-03-12,14.2857
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,25.0
2019-03-18,0.0
2019-03-21,-6.1
2019-03-26,-10.5431
2019-03-27,-28.5714
2019-03-29,16.6667
2019-04-01,-14.2857
2019-04-02,55.0
2019-04-03,-9.6774
2019-04-04,-23.8095
2019-04-05,12.5
2019-04-08,11.1111
2019-04-09,2.5
2019-04-10,-2.439
2019-04-16,-22.5
2019-04-17,16.129
2019-04-22,-5.5556
2019-04-23,-8.8235
2019-04-24,0.0
2019-04-25,22.5806
2019-04-26,-2.6316
2019-05-03,2.7027
2019-05-06,0.0
2019-05-10,0.0
2019-05-14,-28.6842
2019-05-16,-0.369
2019-05-17,37.037
2019-05-23,-25.6757
2019-06-07,0.0
2019-06-10,-9.0909
2019-06-13,0.0
2019-06-17,0.0
2019-06-18,-16.0
2019-06-19,-47.619
2019-06-21,72.7273
2019-06-24,-21.0526
2019-06-26,20.0
2019-06-27,31.1111
2019-06-28,-23.7288
2019-07-01,5.5556
2019-07-02,-5.2632
2019-07-03,0.0
2019-07-05,11.1111
2019-07-08,-9.5
2019-07-09,-11.6022
2019-07-10,-6.25
2019-07-12,-13.3333
2019-07-17,46.1538
2019-07-18,-26.3158
2019-07-23,-7.1429
2019-07-24,7.6923
2019-07-25,21.4286
2019-07-29,11.7647
2019-08-15,0.0
2019-08-16,5.2632
2019-08-19,44.25
2019-08-20,-2.9463
2019-08-21,25.0
2019-08-22,0.0
2019-08-23,8.5714
2019-08-26,5.0
2019-08-27,0.0
2019-08-28,-4.7619
2019-08-29,0.0
2019-08-30,-2.6316
2019-09-04,0.0
2019-09-05,13.5135
2019-09-06,-16.6667
2019-09-09,42.8571
2019-09-10,42.0
2019-09-11,-15.493
2019-09-12,-16.6667
2019-09-16,15.8
2019-09-17,-13.6442
2019-09-18,0.0
2019-09-19,-4.0
2019-09-20,-16.6667
2019-09-23,-17.5
2019-09-24,-1.3636
2019-09-25,1.3825
2019-09-30,24.2424
2019-10-01,-34.1463
2019-10-03,-7.4074
2019-10-04,0.0
2019-10-08,12.0
2019-10-09,-10.7143
2019-10-10,20.0
2019-10-11,0.0
2019-10-14,-10.0
2019-10-15,5.1852
2019-10-16,-1.7606000000000002
2019-10-17,-21.147
2019-10-21,13.6364
2019-10-23,20.0
2019-10-24,-4.0
2019-10-25,-1.0417
2019-10-28,0.0
2019-10-29,5.2632
2019-10-30,13.0
2019-11-04,-26.2537
2019-11-05,12.0
2019-11-06,-3.5714
2019-11-07,25.6667
2019-11-08,-26.3189
2019-11-12,-8.0
2019-11-15,4.3478
2019-11-20,20.8333
2019-11-21,20.6897
2019-11-27,0.0
2019-12-03,-2.8571
2019-12-04,-11.7647
2019-12-05,16.6667
2019-12-06,-14.2857
2019-12-10,-15.0
2019-12-12,17.647100000000002
2019-12-17,-15.0
2019-12-19,0.0
2019-12-20,7.0196
2019-12-23,6.266
2019-12-26,-15.5172
2019-12-30,1.0204
2019-12-31,17.1717
2020-01-02,3.4483
2020-01-03,-18.3333
2020-01-06,10.2041
2020-01-07,3.7037
2020-01-09,-14.2857
2020-01-14,6.25
2020-01-16,-0.9804
2020-01-23,7.7228
2020-02-06,-26.4706
2020-02-07,25.0
2020-02-10,8.0
2020-02-18,-7.4074
2020-02-19,10.0
2020-02-24,-5.4545
2020-02-28,-11.538499999999999
2020-03-02,14.1304
2020-03-04,-16.0381
2020-03-10,13.4301
2020-03-12,-27.6
2020-03-13,10.4972
2020-03-18,-6.25
2020-03-20,-20.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-30,-6.6667
2020-04-03,0.0
2020-04-14,-57.1429
2020-04-15,50.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,-32.2222
2020-04-24,-34.4262
2020-05-26,81.25
2020-06-11,-31.0345
2020-06-15,0.0
2020-06-22,90.0
2020-06-29,89.4737
2020-06-30,-22.2222
2020-07-01,-19.6429
2020-07-02,6.6667
2020-07-07,21.25
2020-07-08,71.8213
2020-07-09,-71.6
2020-07-13,16.9014
2020-07-17,53.3133
