ticker,MNBO US Equity
2008-12-19,4.1667
2008-12-23,3.0
2008-12-24,16.5049
2008-12-29,0.0
2008-12-30,0.0
2009-01-05,13.3333
2009-01-12,-2.9412000000000003
2009-03-20,-24.2424
2009-03-26,-16.0
2009-04-17,-14.2857
2009-05-21,0.0
2009-07-14,5.5556
2009-07-20,0.0
2009-09-08,-2.6316
2009-11-12,-4.9189
2010-01-13,-9.0392
2010-02-03,4.6875
2010-02-04,7.4627
2010-03-03,-2.7778
2010-03-09,2.8571
2010-04-07,6.9444
2010-05-07,1.2987
2010-05-25,-0.1538
2010-06-03,2.4653
2010-06-24,1.604
2010-07-16,1.6280000000000001
2010-09-16,2.1845
2010-12-13,9.5012
2010-12-16,4.1215
2011-01-13,-10.4167
2011-03-15,7.4419
2011-03-22,6.0606
2011-03-25,0.0
2011-04-15,-1.7551
2011-04-25,8.0183
2011-05-04,-5.0
2011-05-09,4.0486
2011-05-10,-0.1946
2011-05-13,-3.5088
2011-06-01,1.0101
2011-06-06,-4.0
2011-06-28,-8.125
2011-06-29,-7.483
2011-06-30,-1.9607999999999999
2011-07-08,0.0
2011-07-25,-10.0
2011-07-27,2.7778
2011-08-24,-3.2432
2011-08-29,-0.2235
2011-09-09,-0.3359
2011-10-18,0.0
2012-02-29,-0.8427
2012-05-02,13.3144
2012-07-27,-11.5
2012-08-20,0.565
2012-08-24,0.2809
2012-10-05,5.9384
2012-11-12,-3.4902
2012-11-13,2.5205
2012-11-19,-0.5879
2012-12-18,0.3763
2013-01-03,7.1237
2013-01-10,5.0
2013-04-30,4.7619
2013-05-06,-9.0909
2013-05-21,5.0
2013-06-24,-4.2857
2013-06-26,6.9652
2013-07-18,-2.3256
2013-07-29,-4.2857
2013-07-30,5.7214
2013-07-31,1.1764999999999999
2013-09-11,1.1628
2013-09-26,1.1494
2013-10-02,2.2727
2013-10-23,2.2222
2013-10-28,-3.9130000000000003
2013-11-22,13.1222
2013-12-04,0.08
2013-12-06,3.9169
2013-12-11,0.0
2014-01-08,0.1923
2014-02-03,9.405
2014-04-30,5.2632
2014-05-28,16.6667
2014-07-22,0.0286
2014-07-29,5.6841
2014-08-05,0.0
2014-08-15,0.0
2014-09-03,-2.7027
2014-09-08,0.0
2014-09-17,-1.3889
2014-09-18,1.3803
2014-09-22,-1.3615
2014-09-25,-0.7042
2014-09-26,0.0567
2014-09-29,-0.7655
2014-10-06,-4.2
2014-10-14,1.4017
2014-11-06,0.0294
2014-11-25,-0.0294
2015-01-06,3.6765
2015-01-08,1.4184
2015-01-23,-1.3706
2015-02-12,-3.5735
2015-02-20,0.5882
2015-02-24,0.0585
2015-02-25,0.0877
2015-02-27,-0.0584
2015-04-13,0.1753
2015-05-04,0.6416
2015-05-14,1.4199
2015-05-15,-2.0571
2015-05-18,0.0
2015-05-19,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,1.3711
2015-06-01,0.0
2015-07-28,0.0
2015-11-20,-1.1511
2015-12-07,-0.0873
2016-01-08,0.0291
2016-02-10,0.0
2016-02-24,11.8555
2016-03-04,-6.25
2016-03-14,0.0
2016-03-22,-4.1111
2016-03-23,6.46
2016-05-02,2.8571
2016-05-31,-6.6138
2016-06-28,4.8159
2016-07-22,-4.7297
2016-08-03,4.9645
2016-08-22,-2.7
2016-09-27,5.5526
2016-10-21,1.3158
2016-11-08,0.0
2016-11-10,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-28,-3.2208
2016-11-29,0.0
2016-11-30,3.328
2017-02-06,0.0
2017-02-14,0.0
2017-02-22,0.2597
2017-02-27,3.6269
2017-03-17,0.0
2017-04-13,0.0
2017-04-28,-2.95
2017-05-12,5.6157
2017-05-25,0.0
2017-05-31,3.6585
2017-06-06,17.647100000000002
2017-07-12,-18.0
2017-09-05,10.3659
2017-09-13,4.9724
2017-10-04,-1.0526
2017-10-05,0.0
2017-10-11,0.0
2017-10-12,8.5106
2017-10-18,-7.3529
2017-10-23,5.8201
2017-11-03,-2.02
2017-11-07,-1.0002
2017-11-10,-2.7835
2017-11-17,-2.2269
2017-12-06,0.8677
2017-12-12,1.0753
2017-12-14,4.2553
2018-01-26,0.0
2018-02-09,-5.6122
2018-02-12,3.7838000000000003
2018-02-26,0.0
2018-02-27,2.0833
2018-03-05,0.0
2018-03-06,0.0
2018-03-16,-4.5918
2018-03-28,4.8128
2018-04-10,0.0
2018-04-11,0.0
2018-05-29,-4.0796
2018-05-30,3.1893
2018-07-25,3.0928
2018-07-31,0.1
2018-08-01,1.8981
2018-08-14,0.4941
2018-08-28,2.9228
2018-08-29,-1.418
2018-09-10,1.4384000000000001
2018-09-11,0.0
2018-09-13,0.0
2018-09-17,0.0
2018-09-25,0.0
2018-10-12,0.0
2018-10-25,-0.1896
2018-10-31,-0.1899
2018-11-09,4.6622
2018-11-13,7.2727
2018-11-20,-5.7627
2018-12-18,0.2698
2018-12-20,0.0
2018-12-27,-4.9327
2018-12-28,3.7736
2018-12-31,0.0
2019-01-07,-0.4545
2019-01-08,1.8265
2019-02-05,0.8969
2019-02-20,0.5689
2019-02-21,-0.1237
2019-02-22,0.0
2019-02-25,-0.6195
2019-02-27,-0.089
2019-02-28,0.2674
2019-03-01,0.0889
2019-03-06,0.0888
2019-03-13,0.7098
2019-03-18,3.9648
2019-03-29,-0.0169
2019-04-01,-3.3735
2019-05-29,1.4035
2019-08-14,0.4327
2019-08-15,-0.0863
2019-08-21,0.1724
2019-10-14,0.0
2019-10-15,-12.2203
2019-10-16,7.8431
2019-10-18,1.8182
2019-11-08,0.0
2019-12-09,0.4464
2019-12-13,6.6667
2020-01-22,-0.3167
2020-02-27,-3.0262000000000002
2020-03-09,-1.1724
2020-03-10,2.0586
2020-03-11,7.6923
2020-03-12,-8.5714
2020-03-17,-8.8542
2020-03-18,-0.9524
2020-06-24,-3.8462
2020-07-22,0.6002
2020-07-30,-0.0002
