ticker,TW US Equity
2019-08-23,-1.7774
2019-08-26,-2.9631
2019-08-27,-0.2564
2019-08-28,-0.1402
2019-08-29,2.3637
2019-08-30,-2.4463
2019-09-03,-4.7194
2019-09-04,3.795
2019-09-05,1.0209
2019-09-06,-1.3161
2019-09-09,-1.2146
2019-09-10,-1.7599
2019-09-11,-0.0982
2019-09-12,-2.309
2019-09-13,-1.6093
2019-09-16,0.9711
2019-09-17,-1.063
2019-09-18,2.7373
2019-09-19,-1.245
2019-09-20,1.4876
2019-09-23,-0.2484
2019-09-24,-1.5442
2019-09-25,0.5565
2019-09-26,-5.8994
2019-09-27,-2.366
2019-09-30,1.2596
2019-10-01,2.2715
2019-10-02,2.0095
2019-10-03,1.4774
2019-10-04,1.2771
2019-10-07,1.3871
2019-10-08,-3.408
2019-10-09,2.5753
2019-10-10,3.063
2019-10-11,-1.9001000000000001
2019-10-14,-0.894
2019-10-15,0.0
2019-10-16,5.9133
2019-10-17,2.3184
2019-10-18,-4.0462
2019-10-21,2.7952
2019-10-22,-1.7112
2019-10-23,-3.5774
2019-10-24,1.7314
2019-10-25,-0.6808
2019-10-28,2.4234999999999998
2019-10-29,-0.0956
2019-10-30,0.3349
2019-10-31,-0.453
2019-11-01,-0.2395
2019-11-04,-2.1849
2019-11-05,-1.4727999999999999
2019-11-06,1.0962
2019-11-07,2.1932
2019-11-08,2.9419
2019-11-11,0.3982
2019-11-12,0.49
2019-11-13,0.6037
2019-11-14,-1.3155000000000001
2019-11-15,0.9121
2019-11-18,0.8806
2019-11-19,-0.5973
2019-11-20,3.2355
2019-11-21,-0.4925
2019-11-22,0.315
2019-11-25,1.525
2019-11-26,-1.2149
2019-11-27,-0.3801
2019-11-29,0.5836
2019-12-02,-1.252
2019-12-03,1.2225
2019-12-04,-0.0447
2019-12-05,0.7832
2019-12-06,0.8215
2019-12-09,-0.1982
2019-12-10,0.1765
2019-12-11,-0.4846
2019-12-12,-1.1067
2019-12-13,0.3133
2019-12-16,2.8782
2019-12-17,-0.4988
2019-12-18,0.0654
2019-12-19,1.9386
2019-12-20,-0.0855
2019-12-23,-1.219
2019-12-24,1.5804
2019-12-26,-0.1066
2019-12-27,-0.256
2019-12-30,0.0214
2019-12-31,-0.8768
2020-01-02,0.8198
2020-01-03,-0.1284
2020-01-06,-1.1999
2020-01-07,-1.5398
2020-01-08,1.7401
2020-01-09,1.0392
2020-01-10,-1.0714
2020-01-13,-0.9097
2020-01-14,-0.0874
2020-01-15,0.1313
2020-01-16,-0.2403
2020-01-17,0.1971
2020-01-21,0.153
2020-01-22,-1.6368
2020-01-23,-0.3772
2020-01-24,0.3118
2020-01-27,-0.9325
2020-01-28,-0.6051
2020-01-29,-0.5411
2020-01-30,1.9043
2020-01-31,2.7364
2020-02-03,1.1477
2020-02-04,-0.8135
2020-02-05,-1.921
2020-02-06,-1.2984
2020-02-07,0.2899
2020-02-10,0.3557
2020-02-11,2.3039
2020-02-12,1.5375
2020-02-13,0.917
2020-02-14,4.5013
2020-02-18,-1.1931
2020-02-19,2.4765
2020-02-20,3.2155
2020-02-21,0.2225
2020-02-24,-1.2453
2020-02-25,-2.6784
2020-02-26,0.4419
2020-02-27,-2.46
2020-02-28,-0.9637
2020-03-02,4.2306
2020-03-03,3.1437
2020-03-04,-0.2701
2020-03-05,-1.1219
2020-03-06,-3.0125
2020-03-09,-5.5062999999999995
2020-03-10,6.1472999999999995
2020-03-11,-2.2119
2020-03-12,-11.1043
2020-03-13,0.3932
2020-03-16,-10.4378
2020-03-17,3.0872
2020-03-18,-9.6082
2020-03-19,10.4362
2020-03-20,-1.825
2020-03-23,-6.6972000000000005
2020-03-24,10.1255
2020-03-25,3.1227
2020-03-26,2.4754
2020-03-27,-1.2664
2020-03-30,-0.3088
2020-03-31,0.1668
2020-04-01,1.5937000000000001
2020-04-02,6.9773
2020-04-03,-0.5472
2020-04-06,5.8759
2020-04-07,0.291
2020-04-08,2.1347
2020-04-09,-3.7338
2020-04-13,-0.6324
2020-04-14,5.07
2020-04-15,4.1187
2020-04-16,3.0832
2020-04-17,-2.8781
2020-04-20,1.6463
2020-04-21,-1.9817
2020-04-22,-0.3694
2020-04-23,2.4779999999999998
2020-04-24,0.9139
2020-04-27,6.0377
2020-04-28,-4.9644
2020-04-29,0.0749
2020-04-30,-2.4135
2020-05-01,-0.4601
2020-05-04,3.4284
2020-05-05,0.6518
2020-05-06,-1.0916
2020-05-07,3.3483
2020-05-08,5.3032
2020-05-11,3.0251
2020-05-12,-2.002
2020-05-13,2.0599
2020-05-14,-1.5847
2020-05-15,3.0678
2020-05-18,2.2365
2020-05-19,-2.6862
2020-05-20,1.9339
2020-05-21,-0.454
2020-05-22,1.8407
2020-05-26,1.1996
2020-05-27,-3.2085
2020-05-28,2.8086
2020-05-29,4.892
2020-06-01,1.9102000000000001
2020-06-02,1.1604
2020-06-03,-5.8971
2020-06-04,-0.7657
2020-06-05,-2.0945
2020-06-08,2.1232
2020-06-09,2.3941
2020-06-10,0.9537
2020-06-11,-5.7443
2020-06-12,1.0831
2020-06-15,1.0555
2020-06-16,-0.8387
2020-06-17,0.8139
2020-06-18,0.7757
2020-06-19,1.1938
2020-06-22,-3.2599
2020-06-23,0.2086
2020-06-24,-2.5620000000000003
2020-06-25,2.1693
2020-06-26,-4.166
2020-06-29,-0.7385
2020-06-30,-1.6909
2020-07-01,1.8748
2020-07-02,-1.587
2020-07-06,-4.2889
2020-07-07,0.9321
2020-07-08,2.1843
2020-07-09,-3.667
2020-07-10,-1.2268
2020-07-13,-1.7534
2020-07-14,0.9295
2020-07-15,0.221
2020-07-16,-0.7168
2020-07-17,0.4073
2020-07-20,3.5029
2020-07-21,0.7838
2020-07-22,-0.4065
2020-07-23,-1.8634
2020-07-24,-1.4647000000000001
2020-07-27,0.8075
2020-07-28,-1.5110000000000001
2020-07-29,0.9427
2020-07-30,-1.9226999999999999
2020-07-31,0.9522
