ticker,ORHK US Equity
2015-10-05,-6.6667
2015-10-21,7.1429
2015-10-22,13.3333
2015-10-23,0.0
2015-11-20,0.0
2015-12-23,29.4118
2015-12-29,0.0
2015-12-30,0.0
2016-01-07,-22.7273
2016-01-19,29.4118
2016-02-05,9.0909
2016-02-19,-29.1667
2016-02-23,-11.7647
2016-02-25,0.0
2016-03-28,0.0
2016-04-11,13.3333
2016-04-14,-11.7647
2016-04-15,20.0
2016-06-15,-16.6667
2016-07-14,-6.6667
2016-07-15,0.0
2016-07-19,28.5714
2016-08-11,66.6667
2016-08-12,0.0
2016-08-18,0.0
2016-09-01,33.3333
2016-09-15,0.0
2016-09-26,-25.0
2016-09-29,0.0
2016-10-03,-16.6667
2017-01-03,-99.9999
2017-01-30,-11.9681
2017-03-09,-8.1571
2017-06-21,5689.4737
2017-06-27,0.0
2017-07-14,-4.5455
2017-09-14,-80.4762
2017-09-18,182.9268
2017-09-26,72.4138
2017-10-10,-50.0
2017-10-11,-30.0
2017-10-12,14.2857
2017-10-16,0.0
2017-10-27,62.5
2017-11-09,-42.3077
2017-11-10,0.0
2017-11-13,-20.0
2017-11-15,-25.0
2017-11-16,-33.3289
2017-11-20,199.98
2017-11-22,-33.3333
2017-11-24,0.0
2017-11-29,0.0
2017-11-30,20.0
2017-12-04,211.1111
2017-12-15,-1.7856999999999998
2018-01-17,-43.1809
2018-01-30,11.9982
2018-02-06,-28.5714
2018-02-15,26.002
2018-02-21,-16.668
2018-02-23,-47.619
2018-02-26,100.0
2018-03-05,-22.7273
2018-03-13,29.4118
2018-03-14,-20.0018
2018-03-15,-19.3163
2018-03-16,-8.4507
2018-03-19,15.3846
2018-03-20,-37.3333
2018-03-21,13.617
2018-03-22,-25.0936
2018-03-23,0.5
2018-03-26,0.4975
2018-03-29,50.9901
2018-04-02,7.8689
2018-04-04,-24.0122
2018-04-05,10.0
2018-04-06,9.0909
2018-04-13,-35.0
2018-04-17,41.0256
2018-04-30,18.1818
2018-05-01,-15.3846
2018-05-21,-26.9091
2018-05-30,-0.4975
2018-06-04,0.0
2018-06-08,25.0
2018-07-02,-25.6
2018-07-10,-11.2849
2018-07-26,0.0
2018-07-31,21.2048
2018-08-07,-7.5
2018-09-05,8.1081
2018-09-20,13.0
2018-10-22,-0.4425
2018-11-09,-22.2222
2018-11-21,-14.28
2018-11-26,-0.0067
2019-04-03,-40.0
2019-04-04,-38.8889
2019-05-02,0.0
2019-07-19,81.8182
2019-07-22,50.0
2019-07-31,0.0
2019-08-02,-49.0
2019-08-05,96.0784
2019-08-09,0.0
2019-08-12,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-13,0.0
2019-10-08,0.0
2019-10-11,0.0
2019-10-14,33.3333
2019-11-04,-61.995
2019-12-02,31.5616
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,-34.99
2019-12-27,69.2047
2020-01-16,-31.8182
2020-02-21,46.6667
2020-03-09,81.8182
2020-03-16,0.0
2020-03-18,-35.0
2020-03-27,53.8462
2020-04-02,-25.0
2020-04-09,40.0
2020-04-13,2.3810000000000002
2020-04-16,4.6512
2020-04-17,-0.1111
2020-04-21,-0.3293
2020-04-23,-0.0045
2020-04-24,0.0
2020-04-27,-6.25
2020-04-30,-47.6143
2020-05-01,81.8017
2020-05-07,-48.5
2020-05-14,-2.9126
2020-05-27,50.0
2020-06-24,-33.3267
2020-07-02,0.9899
2020-07-13,-19.802
