ticker,CRNY US Equity
2007-07-13,-5.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,-5.2632
2007-07-19,0.0
2007-07-20,16.6667
2007-07-23,4.7619
2007-07-24,-4.5455
2007-07-25,-4.7619
2007-07-26,15.0
2007-07-27,26.087
2007-07-30,0.0
2007-07-31,-6.8966
2007-08-01,7.4074
2007-08-02,27.5862
2007-08-03,-29.7297
2007-08-06,-23.0769
2007-08-07,10.0
2007-08-08,4.5455
2007-08-09,0.0
2007-08-10,0.0
2007-08-13,0.0
2007-08-14,-8.6957
2007-08-15,0.0
2007-08-16,9.5238
2007-08-17,0.0
2007-08-20,-13.0435
2007-08-21,5.0
2007-08-22,-9.5238
2007-08-23,5.2632
2007-08-24,10.0
2007-08-27,-9.0909
2007-08-28,15.0
2007-08-29,-13.0435
2007-08-30,10.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,9.0909
2007-09-11,8.3333
2007-09-12,-15.3846
2007-09-13,4.5455
2007-09-14,-17.3913
2007-09-17,5.2632
2007-09-18,10.0
2007-09-19,4.5455
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,-8.6957
2007-09-26,4.7619
2007-09-27,9.0909
2007-09-28,-17.9688
2007-10-01,-6.0317
2007-10-02,-13.5135
2007-10-03,6.25
2007-10-04,5.8824
2007-10-05,5.5556
2007-10-08,-10.526299999999999
2007-10-09,5.8824
2007-10-10,0.0
2007-10-11,0.0
2007-10-15,-2.7778
2007-10-16,2.8571
2007-10-17,5.5556
2007-10-18,5.2632
2007-10-19,-15.0
2007-10-23,0.0
2007-10-24,5.8824
2007-10-25,5.5556
2007-10-26,-5.2632
2007-10-29,-8.3333
2007-11-01,1.8939
2007-11-02,-1.8587
2007-11-05,-9.0909
2007-11-06,-20.0
2007-11-07,0.0
2007-11-09,41.6667
2007-11-12,0.0
2007-11-13,-17.647100000000002
2007-11-14,0.0
2007-11-15,-28.5714
2007-11-16,30.0
2007-11-19,0.0
2007-11-23,-23.0769
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,-30.0
2007-11-29,42.8571
2007-12-03,-30.0
2007-12-05,0.0
2007-12-06,42.8571
2007-12-10,-25.0
2007-12-11,33.3333
2007-12-12,90.0
2007-12-13,-42.1053
2007-12-14,36.3636
2007-12-17,6.6667
2007-12-18,-6.25
2007-12-19,-46.6667
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,62.5
2007-12-31,15.3846
2008-01-02,-26.6667
2008-01-03,18.1818
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,0.0
2008-01-10,-15.3846
2008-01-14,-27.2727
2008-01-18,0.0
2008-01-22,25.0
2008-01-23,0.0
2008-01-25,0.0
2008-01-29,0.0
2008-02-05,0.0
2008-02-07,20.0
2008-02-11,-33.3333
2008-02-19,25.0
2008-02-25,-20.0
2008-03-05,25.0
2008-03-06,-20.0
2008-03-07,-25.0
2008-03-11,-16.6667
2008-03-14,0.0
2008-03-17,0.0
2008-03-19,0.0
2008-03-24,40.0
2008-04-01,-42.8571
2008-04-04,25.0
2008-04-08,0.0
2008-04-17,0.0
2008-04-28,100.0
2008-04-29,-20.0
2008-05-01,-12.5
2008-05-02,0.0
2008-05-05,-14.2857
2008-05-06,33.3333
2008-05-14,-25.0
2008-05-15,0.0
2008-05-21,-33.3333
2008-05-29,0.0
2008-06-19,0.0
2008-06-24,0.0
2008-06-30,25.0
2008-07-15,-20.0
2008-07-17,0.0
2008-07-22,-25.0
2008-07-23,-66.6667
2008-07-31,100.0
2008-08-08,0.0
2008-08-13,0.0
2008-08-20,400.0
2008-08-25,2.1459
2008-08-29,-15.9664
2008-11-17,-5.0
2008-12-04,-86.8421
2008-12-10,-20.0
2008-12-15,0.0
2008-12-22,-70.0
2008-12-23,0.0
2008-12-24,233.3333
2008-12-29,0.0
2009-10-22,-95.0
2009-11-20,0.0
2009-12-23,0.0
2009-12-29,0.0
2010-01-19,0.0
2010-01-25,0.0
2010-02-08,0.0
2010-07-20,0.0
2010-10-29,100.0
2010-12-13,5.0
2010-12-30,138.0952
2010-12-31,0.0
2011-02-28,0.0
2011-03-10,0.0
2011-03-11,0.0
2011-06-24,-80.0
2012-06-04,0.0
2012-07-20,0.0
2012-08-16,0.0
2012-09-13,0.0
2012-11-20,-85.0
2013-01-23,0.0
2013-01-28,0.0
2016-12-05,1233.3333
