ticker,MTC US Equity
2019-06-03,-0.5546
2019-06-04,7.4299
2019-06-05,12.0878
2019-06-06,12.2807
2019-06-07,-16.2125
2019-06-10,5.9227
2019-06-11,-8.2746
2019-06-12,6.7179
2019-06-13,36.1511
2019-06-14,-5.5482
2019-06-17,-4.1958
2019-06-18,10.9474
2019-06-19,9.212
2019-06-20,7.306
2019-06-21,2.7351
2019-06-24,1.0929
2019-06-25,11.6897
2019-06-26,6.279
2019-06-27,17.8506
2019-06-28,30.0618
2019-07-01,13.1907
2019-07-02,-2.6247
2019-07-03,-2.9111000000000002
2019-07-05,3.2815
2019-07-08,-7.5055
2019-07-09,-13.9774
2019-07-10,-24.8221
2019-07-11,-21.2683
2019-07-12,25.6849
2019-07-15,13.3515
2019-07-16,0.1603
2019-07-17,6.4
2019-07-18,22.5564
2019-07-19,5.0307
2019-07-22,-5.257
2019-07-23,-9.2972
2019-07-24,2.9772
2019-07-25,-9.571
2019-07-26,5.3285
2019-07-29,-23.4927
2019-07-30,9.3297
2019-07-31,-4.3447
2019-08-01,-10.7894
2019-08-02,-4.368
2019-08-05,16.6497
2019-08-06,-20.9748
2019-08-07,-15.3084
2019-08-08,-25.8778
2019-08-09,-6.8649000000000004
2019-08-12,-49.1401
2019-08-13,171.8519
2019-08-14,-45.5041
2019-08-15,1.0
2019-08-16,25.7426
2019-08-19,-13.3858
2019-08-20,-7.2727
2019-08-21,1.4706000000000001
2019-08-22,-0.9662
2019-08-23,-3.6585
2019-08-26,-2.7848
2019-08-27,-7.5521
2019-08-28,-2.2535
2019-08-29,17.8674
2019-08-30,-1.2225
2019-09-03,-6.4356
2019-09-04,-2.6455
2019-09-05,-1.3587
2019-09-06,0.0
2019-09-09,1.3774
2019-09-10,1.087
2019-09-11,1.8817
2019-09-12,-2.6385
2019-09-13,-0.813
2019-09-16,-4.3716
2019-09-17,-5.7143
2019-09-18,-0.6061
2019-09-19,0.9146
2019-09-20,-5.136
2019-09-23,-2.5478
2019-09-24,-7.5163
2019-09-25,-3.5336
2019-09-26,2.5641
2019-09-27,-6.7857
2019-09-30,0.3831
2019-10-01,-2.6718
2019-10-02,0.0
2019-10-03,1.5686
2019-10-04,-0.3861
2019-10-07,-1.5504
2019-10-08,-3.5433
2019-10-09,-2.5183999999999997
2019-10-10,-2.0224
2019-10-11,15.3846
2019-10-14,2.963
2019-10-15,2.8777
2019-10-16,7.6923
2019-10-17,-6.1688
2019-10-18,2.7682
2019-10-21,-5.3872
2019-10-22,-0.7117
2019-10-23,-2.8674
2019-10-24,0.5535
2019-10-25,-1.2844
2019-10-28,-2.2305
2019-10-29,-3.4221
2019-10-30,-1.5748
2019-10-31,-3.6
2019-11-01,2.0747
2019-11-04,0.4065
2019-11-05,0.0
2019-11-06,-2.834
2019-11-07,0.0
2019-11-08,1.6667
2019-11-11,0.7541
2019-11-12,-4.0026
2019-11-13,-2.1186
2019-11-14,-22.0779
2019-11-15,24.0444
2019-11-18,-18.488
2019-11-19,9.2747
2019-11-20,-3.4594
2019-11-21,1.5625
2019-11-22,0.0
2019-11-25,-2.0513
2019-11-26,1.9215
2019-11-27,5.3372
2019-11-29,6.481
2019-12-02,-7.03
2019-12-03,-1.9704000000000002
2019-12-04,0.8844
2019-12-05,2.6101
2019-12-06,-0.1214
2019-12-09,4.4957
2019-12-10,7.4419
2019-12-11,6.0606
2019-12-12,1.2245
2019-12-13,-3.2258
2019-12-16,-0.625
2019-12-17,-9.8532
2019-12-18,-3.2558
2019-12-19,1.4423
2019-12-20,-6.6350999999999996
2019-12-23,-0.5076
2019-12-24,-3.0561
2019-12-26,1.0473
2019-12-27,0.526
2019-12-30,2.0673
2019-12-31,-1.0102
2020-01-02,8.1996
2020-01-03,1.4218
2020-01-06,-0.9346
2020-01-07,-3.3019
2020-01-08,2.4098
2020-01-09,-3.3057
2020-01-10,2.9557
2020-01-13,1.9139
2020-01-14,-2.3521
2020-01-15,-2.8799
2020-01-16,1.1683
2020-01-17,14.9931
2020-01-21,-0.4255
2020-01-22,-5.3291
2020-01-23,-0.6907
2020-01-24,-8.6364
2020-01-27,-0.9751
2020-01-28,3.748
2020-01-29,-1.2107
2020-01-30,1.5
2020-01-31,-2.492
2020-02-03,-1.4364
2020-02-04,0.6332
2020-02-05,1.3682
2020-02-06,-4.9261
2020-02-07,-1.5544
2020-02-10,-0.5263
2020-02-11,3.1746
2020-02-12,-1.0256
2020-02-13,-3.1088
2020-02-14,3.1872
2020-02-18,-2.2595
2020-02-19,-0.0795
2020-02-20,-1.2629000000000001
2020-02-21,-1.1125
2020-02-24,-7.663
2020-02-25,-1.701
2020-02-26,-4.1974
2020-02-27,2.0625
2020-02-28,-8.1445
2020-03-02,0.0
2020-03-03,-12.6667
2020-03-04,1.5267
2020-03-05,0.7519
2020-03-06,-5.2239
2020-03-09,-11.811
2020-03-10,-1.7856999999999998
2020-03-11,-3.1545
2020-03-12,-31.4747
2020-03-13,0.6712
2020-03-16,0.1361
2020-03-17,16.8637
2020-03-18,-18.6047
2020-03-19,7.1429
2020-03-20,1.3333
2020-03-23,2.6316
2020-03-24,1.6667
2020-03-25,2.1438
2020-03-26,14.679
2020-03-27,-9.6996
2020-03-30,4.3096
2020-03-31,10.8636
2020-04-01,-5.1546
2020-04-02,-0.837
2020-04-03,-7.9141
2020-04-06,2.3688000000000002
2020-04-07,-2.3256
2020-04-08,7.1429
2020-04-09,-4.4111
2020-04-13,8.1018
2020-04-14,9.6774
2020-04-15,3.9215999999999998
2020-04-16,23.6038
2020-04-17,-0.7785
2020-04-20,-1.5385
2020-04-21,-8.2031
2020-04-22,-4.6809
2020-04-23,-1.7856999999999998
2020-04-24,-3.6364
2020-04-27,0.0
2020-04-28,-0.934
2020-04-29,0.9428
2020-04-30,-3.7736
2020-05-01,-6.8627
2020-05-04,6.3158
2020-05-05,-2.604
2020-05-06,7.3803
2020-05-07,-4.3738
2020-05-08,27.7101
2020-05-11,-4.062
2020-05-12,-4.7188
2020-05-13,-4.1808
2020-05-14,0.0089
2020-05-15,-1.7610999999999999
2020-05-18,3.5943
2020-05-19,1.7391
2020-05-20,-0.8547
2020-05-21,-2.5862
2020-05-22,-2.6549
2020-05-26,86.3636
2020-05-27,-2.439
2020-05-28,0.805
2020-05-29,5.6495
2020-06-01,0.939
2020-06-02,32.5581
2020-06-03,14.7368
2020-06-04,-7.0336
2020-06-05,47.6974
2020-06-08,32.5167
2020-06-09,12.605
2020-06-10,-56.8657
2020-06-11,-19.7232
2020-06-12,-9.9138
2020-06-15,-10.526299999999999
2020-06-16,-1.0695000000000001
2020-06-17,-7.027
2020-06-18,-1.1628
2020-06-19,-4.7059
2020-06-22,-11.7284
2020-06-23,-5.5944
2020-06-24,25.1852
2020-06-25,-13.0178
2020-06-26,-4.7619
2020-06-29,0.0
2020-06-30,-3.5714
2020-07-01,-0.7407
2020-07-02,0.7463
2020-07-06,4.4444
2020-07-07,-2.8369
2020-07-08,-2.1898
2020-07-09,0.0
2020-07-10,0.7463
2020-07-13,-2.2222
2020-07-14,-6.0606
2020-07-15,2.4194
2020-07-16,3.1496
2020-07-17,-2.2901
2020-07-20,0.7813
2020-07-21,4.6512
2020-07-22,9.6296
2020-07-23,-3.6486
2020-07-24,-2.5244999999999997
2020-07-27,-4.3165
2020-07-28,-2.2556
2020-07-29,3.0769
2020-07-30,0.0
2020-07-31,-3.7313
