ticker,CNGA US Equity
2005-11-29,0.0
2005-12-21,0.0
2006-02-02,0.0
2006-02-06,13.3333
2006-02-22,-11.7647
2006-02-27,180.0
2006-02-28,7.1429
2006-03-01,0.0
2006-03-02,-11.1111
2006-03-03,0.0
2006-03-06,-37.5
2006-03-08,60.0
2006-03-14,-2.5
2006-03-20,-35.8974
2006-07-27,0.0
2006-09-27,60.0
2006-10-12,-50.0
2006-11-22,0.0
2007-01-29,0.0
2007-01-30,0.0
2007-02-12,0.0
2007-02-27,-20.0
2007-03-08,0.0
2007-03-16,0.0
2007-04-13,0.0
2007-04-17,0.0
2007-07-20,0.0
2007-09-12,0.0
2007-11-19,12.5
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.0
2007-11-28,5.5556
2007-12-07,0.0
2007-12-14,5.2632
2008-01-15,0.0
2008-02-08,0.0
2008-02-12,25.0
2008-02-27,-36.0
2008-05-07,25.0
2008-05-28,-50.0
2008-06-25,0.0
2008-07-11,0.0
2008-07-21,50.0
2008-07-22,0.0
2008-07-31,20.0
2008-08-08,-16.6667
2008-09-05,20.0
2008-09-09,-33.3333
2008-09-18,0.0
2008-10-08,50.0
2009-01-27,-33.3333
2009-02-24,0.0
2009-02-26,25.0
2009-03-03,33.3333
2009-03-09,-25.0
2009-05-06,-33.3333
2009-05-07,-20.0
2009-10-13,62.5
2009-10-26,-84.6154
2009-12-14,550.0
2010-05-06,-84.6154
2010-09-07,0.0
2010-09-09,0.0
2010-10-27,0.0
2010-11-10,0.0
2011-03-01,0.0
2011-05-27,-85.0
2011-07-14,66.6667
2011-07-15,0.0
2011-07-20,0.0
2011-11-04,0.0
2011-12-08,0.0
2012-04-04,0.0
2012-05-21,0.0
2012-06-18,1900.0
2012-06-20,-90.0
2012-09-28,-90.0
2012-10-25,9900.0
2012-10-26,-50.0
2012-10-31,100.0
2012-11-02,-10.0
2012-11-15,-55.5556
2012-11-16,0.0
2012-11-19,100.0
2012-12-03,0.0
2012-12-14,-37.5
2013-01-31,80.0
2013-02-07,11.1111
2013-02-08,-5.0
2013-02-11,0.0
2013-02-15,5.2632
2013-03-13,60.0
2013-03-22,0.0
2013-03-28,50.0
2013-04-01,4.1667
2013-04-15,0.0
2013-04-17,-4.0
2013-04-25,-4.1667
2013-04-29,4.3478
2013-05-03,4.1667
2013-06-06,4.0
2013-06-13,0.0
2013-06-21,0.0
2013-10-09,3.8462
2013-11-08,0.0
2013-11-26,11.1111
2014-01-23,0.0
2014-01-30,-6.6667
2014-02-28,42.8571
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-13,-25.0
2014-05-07,66.6667
2014-05-14,-40.0
2014-08-04,-16.6667
2014-08-05,80.0
2014-08-07,-44.4444
2014-08-13,-28.0
2014-08-14,122.2222
2014-08-18,0.0
2014-08-20,0.0
2014-08-29,-25.0
2014-09-05,33.3333
2014-09-17,0.0
2014-10-17,0.0
2014-10-23,0.0
2014-12-09,-7.5
2014-12-19,2.7027
2014-12-22,-47.3684
2014-12-23,50.0
2015-01-05,-23.3333
2015-01-13,52.1739
2015-01-29,0.0
2015-03-02,0.0
2015-03-16,42.8214
2015-03-20,-9.9775
2015-03-24,11.1111
2015-03-27,0.0
2015-04-17,-0.025
2015-04-21,-19.98
2015-04-22,25.0
2015-04-23,-20.0
2015-04-24,37.5
2015-05-05,-27.2727
2015-05-22,0.0
2015-10-27,0.0
2015-11-06,25.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,-18.0
2015-11-17,21.9512
2015-11-19,0.0
2015-11-20,0.0
2015-11-25,0.0
2015-11-27,0.0
2016-01-14,-20.0
2016-01-15,0.0
2016-01-29,17.5
2016-02-12,0.0
2016-02-17,-25.5319
2016-03-03,0.0
2016-03-14,14.2857
2016-03-17,-72.5
2016-03-24,172.7273
2016-05-17,0.0
2016-05-26,0.0
2016-05-27,46.6667
2016-05-31,-31.8182
2016-06-24,33.3333
2016-07-19,-12.5
2016-08-18,0.0
2016-09-02,28.5714
2016-11-10,11.1111
2016-12-23,0.0
2017-01-03,-80.0
2017-01-10,100.0
2017-01-13,150.0
2017-06-07,-20.0
2017-06-20,25.0
2017-08-03,-20.0
2017-08-07,0.0
2017-08-08,25.0
2017-09-19,20.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-29,-15.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,43.1373
2017-10-20,23.2877
2017-10-23,-5.5333
2017-10-26,7.0336
2017-10-27,0.0
2017-11-02,0.0
2017-11-06,0.0
2017-11-10,0.0
2017-11-16,-1.0989
2017-11-24,-27.7778
2017-12-05,0.0
2017-12-19,4.6154
2017-12-20,0.0
2018-01-02,33.8235
2018-01-04,-20.7363
2018-01-12,-9.8849
2018-01-31,47.6923
2018-02-14,-31.25
2018-02-20,0.0
2018-03-13,-1.5152
2018-03-15,-7.6923
2018-04-02,60.0
2018-04-04,0.0
2018-04-24,-37.5
2018-04-27,8.3333
2018-04-30,-7.6923
2018-05-01,0.0
2018-05-10,1.6667
2018-05-15,-1.6393
2018-05-16,0.0
2018-07-02,60.0
2018-07-09,0.0
2018-07-19,-27.0833
2018-08-02,1.4285999999999999
2018-08-07,-15.3521
2018-09-17,8.1531
2018-09-26,30.4615
2018-10-01,0.2358
2018-10-03,17.647100000000002
2018-10-05,10.0
2018-10-11,-9.0909
2018-11-02,0.0
2018-11-05,-13.1
2018-12-06,-7.9402
2018-12-31,25.0
2019-01-07,-15.0
2019-01-18,-1.1764999999999999
2019-01-25,-26.1905
2019-01-29,1.6129
2019-02-05,19.0476
2019-02-07,0.0
2019-03-04,6.6667
2019-04-15,0.0
2019-04-18,25.0
2019-05-02,0.0
2019-05-07,-34.4
2019-05-29,44.8171
2019-06-05,-20.0
2019-06-07,23.6842
2019-07-26,-20.1064
2019-08-01,24.9001
2019-08-12,-20.0426
2019-08-20,26.6667
2019-08-23,-17.7895
2019-09-11,8.8348
2019-09-12,-5.8824
2019-10-02,0.0
2019-10-11,0.0
2019-10-14,-6.25
2019-10-17,6.6667
2019-11-07,0.0
2019-12-03,6.25
2019-12-04,-5.8824
2019-12-13,11.25
2019-12-16,-7.5843
2020-01-10,9.4347
2020-01-21,4.4328
2020-01-22,-7.4468
2020-02-06,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-19,-13.7931
2020-02-26,-18.6667
2020-03-04,10.6557
2020-03-19,48.1481
2020-03-23,-27.9
2020-03-25,1.2483
2020-03-27,30.137
2020-04-02,-21.0526
2020-04-03,0.0
2020-04-07,-13.0667
2020-04-09,2.7607
2020-04-13,4.7761
2020-04-15,1.4245
2020-04-20,10.9551
2020-04-24,1.2658
2020-04-29,-2.5
2020-05-04,2.5641
2020-05-05,2.7625
2020-05-06,-2.6882
2020-05-07,0.0
2020-05-11,6.25
2020-05-13,0.0
2020-05-18,-5.8824
2020-05-22,8.75
2020-05-26,0.0
2020-05-29,1.1494
2020-06-01,-26.1364
2020-06-02,0.0
2020-06-03,-4.4615
2020-06-10,-1.6103
2020-06-16,0.0
2020-06-26,22.7496
2020-06-29,-13.2
2020-07-06,12.1352
2020-07-07,17.3973
2020-07-13,-0.2334
2020-07-16,-12.2807
2020-07-22,-6.6667
2020-07-31,14.2857
