ticker,TSGL US Equity
2014-03-31,2.0
2014-04-01,-1.9607999999999999
2014-04-02,11.0
2014-04-03,6.3063
2014-04-04,-1.6949
2014-04-07,-15.5388
2014-04-08,6.1495
2014-04-09,-3.8462
2014-04-10,-14.975
2014-04-11,11.7318
2014-04-15,-11.5789
2014-04-16,2.3810000000000002
2014-04-17,-4.6512
2014-04-22,-14.6341
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,25.7143
2014-04-28,-31.8182
2014-04-29,30.0
2014-04-30,0.0
2014-05-02,-7.6923
2014-05-07,-30.5556
2014-05-08,20.0
2014-05-09,3.3333
2014-05-12,-3.2258
2014-05-13,-1.6667
2014-05-14,-15.2542
2014-05-15,18.0
2014-05-16,3.3898
2014-05-19,-4.918
2014-05-20,-6.8966
2014-05-22,12.9167
2014-05-29,-24.5592
2014-05-30,82.6087
2014-06-02,-21.4286
2014-06-03,-19.6591
2014-06-04,50.8722
2014-06-05,-12.5
2014-06-06,-14.2857
2014-06-09,-16.6667
2014-06-10,0.0
2014-06-11,-10.0
2014-06-17,2.2222
2014-06-18,26.9565
2014-06-19,-21.2329
2014-06-20,0.0
2014-06-24,26.087
2014-06-25,-13.7931
2014-06-26,16.0
2014-06-27,-7.5862
2014-06-30,-3.1017
2014-07-01,7.3887
2014-07-02,-17.1224
2014-07-03,-0.0541
2014-07-07,18.1006
2014-07-08,-15.693
2014-07-09,0.0
2014-07-11,-13.0435
2014-07-14,2.5625
2014-07-15,0.9141
2014-07-16,30.4348
2014-07-17,-62.963
2014-07-18,-26.875
2014-07-21,-24.7863
2014-07-22,0.0
2014-07-24,44.8864
2014-07-25,0.0
2014-07-28,25.2549
2014-07-29,15.216
2014-07-30,-43.4783
2014-08-05,15.3846
2014-08-06,11.8333
2014-08-07,-16.3934
2014-08-11,19.2513
2014-08-12,-8.3707
2014-08-14,-7.3408999999999995
2014-08-22,8.4507
2014-09-03,-8.9286
2014-09-04,24.0642
2014-09-05,14.7989
2014-09-15,-26.9086
2014-09-18,0.0
2014-10-01,-3.9384
2014-10-02,-21.5686
2014-10-16,18.1818
2014-10-20,-35.3846
2014-10-21,4.7619
2014-10-27,-20.4545
2014-10-28,-40.0
2014-10-29,14.2857
2014-10-31,66.6667
2014-11-03,0.0
2014-11-17,11.25
2014-11-24,-10.1124
2014-11-28,-25.0
2014-12-01,-96.0417
2014-12-02,2373.6842
2014-12-03,-14.8936
2014-12-04,17.5
2014-12-05,40.4255
2014-12-08,-27.2727
2014-12-09,0.0
2014-12-10,-57.0833
2014-12-12,55.3398
2014-12-15,17.5
2014-12-23,-52.3936
2014-12-31,8.9385
2015-01-07,2.5641
2015-01-13,91.0
2015-01-14,-64.3979
2015-01-15,-5.8824
2015-01-16,0.0
2015-01-21,0.0
2015-01-22,12.5
2015-01-23,400.0
2015-01-26,-46.6667
2015-01-27,-16.6667
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,-25.0
2015-02-02,150.8333
2015-02-05,-60.1329
2015-02-06,133.3333
2015-02-09,-21.4286
2015-02-11,-27.2727
2015-02-17,67.5
2015-02-18,-40.2985
2015-02-19,2.5
2015-02-24,-9.1463
2015-02-25,-0.6711
2015-02-26,-2.7027
2015-03-10,0.6944
2015-03-11,0.0
2015-03-13,-24.8276
2015-03-16,72.9358
2015-03-17,-35.809
2015-03-25,0.0
2015-04-08,0.0
2015-04-15,19.0083
2015-04-16,38.8889
2015-04-17,-28.0
2015-04-29,0.0
2015-05-27,0.0
2015-06-03,11.1111
2015-06-05,25.0
2015-06-11,40.5
2015-06-12,70.8185
2015-06-15,-25.0
2015-06-16,48.8889
2015-06-17,-2.9851
2015-06-18,3.8462
2015-06-19,-11.2963
2015-06-22,-16.2839
2015-06-25,9.7257
2015-06-26,7.0455
2015-07-06,0.0
2015-07-07,10.4034
2015-07-08,0.0
2015-07-10,-15.3846
2015-07-13,0.0
2015-07-14,2.7273
2015-07-16,39.823
2015-07-17,-3.3228
2015-07-20,-27.9869
2015-07-22,-9.0909
2015-07-24,40.0
2015-07-27,0.0
2015-07-28,-28.5714
2015-07-29,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,-20.0
2015-08-10,37.5
2015-08-11,9.0909
2015-08-14,-25.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-28,65.9722
2015-09-01,-53.2218
2015-09-02,-31.3059
2015-09-10,45.8333
2015-09-11,0.0
2015-09-14,-14.2857
2015-09-17,0.0
2015-09-28,66.6667
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,-10.0
2015-10-05,-18.8889
2015-10-09,1.3699
2015-10-12,21.6216
2015-10-13,0.0
2015-10-14,-11.1111
2015-10-15,-2.5
2015-10-19,8.9744
2015-10-21,-8.2353
2015-10-28,0.0
2015-10-29,15.3846
2015-10-30,0.0
2015-11-02,-5.5556
2015-11-06,17.647100000000002
2015-11-19,-30.0
2015-12-02,25.7143
2015-12-03,-2.2727
2015-12-08,-18.6047
2015-12-09,-14.2857
2015-12-14,0.0
2015-12-15,-16.6667
2015-12-21,16.0
2015-12-22,-22.4138
2015-12-24,100.0
2015-12-29,-27.7778
2015-12-30,13.8462
2015-12-31,8.1081
2016-01-04,-20.0
2016-01-05,15.625
2016-01-06,-20.2703
2016-01-11,35.5932
2016-01-15,-26.25
2016-01-20,0.0
2016-01-27,18.6441
2016-02-02,-2.3214
2016-02-08,-12.2486
2016-02-09,0.0
2016-02-10,-3.75
2016-02-12,17.7489
2016-02-23,2.9412000000000003
2016-03-03,-14.2857
2016-03-08,66.6667
2016-03-09,-20.0
2016-03-10,-2.5
2016-03-14,-2.5641
2016-03-24,-5.2632
2016-04-01,-8.8889
2016-04-04,-5.4878
2016-04-06,-9.6774
2016-04-08,7.1429
2016-04-11,0.0
2016-04-15,13.3333
2016-04-18,0.0
2016-04-19,2.9412000000000003
2016-04-20,1.2570999999999999
2016-04-25,0.4444
2016-04-29,0.5689
2016-05-02,-5.0279
2016-05-09,-2.9412000000000003
2016-05-10,7.2727
2016-05-11,1.6949
2016-05-12,6.1111
2016-05-13,4.712
2016-05-17,12.0
2016-05-18,7.1429
2016-05-20,2.0833
2016-05-23,-28.5714
2016-05-24,2.8571
2016-05-25,1.1111
2016-05-26,4.3956
2016-05-27,2.6316
2016-05-31,2.2051
2016-06-02,0.3512
2016-06-03,25.0
2016-06-06,4.0
2016-06-07,-3.8462
2016-06-08,0.04
2016-06-10,3.9584
2016-06-13,3.8462
2016-06-14,10.3704
2016-06-15,5.7047
2016-06-16,4.7619
2016-06-17,2.7273
2016-06-20,-5.6047
2016-06-21,-18.4375
2016-06-22,-11.8774
2016-06-23,2.1739
2016-06-24,-19.1489
2016-06-27,-21.0526
2016-06-28,-8.6667
2016-06-29,-16.0584
2016-06-30,-8.6957
2016-07-01,-4.7619
2016-07-05,10.0
2016-07-06,13.6364
2016-07-07,32.0
2016-07-08,18.1818
2016-07-13,-7.6923
2016-07-14,-5.5556
2016-07-18,-8.8235
2016-07-20,-6.4516
2016-07-25,0.0
2016-07-26,1.3793
2016-08-02,-11.5646
2016-08-04,-7.6923
2016-08-09,-33.3333
2016-08-11,12.5
2016-08-12,0.0
2016-08-15,-22.2222
2016-08-16,-2.8571
2016-08-17,0.0
2016-08-23,0.0
2016-08-24,-14.7059
2016-09-13,-31.0345
2016-09-14,-25.0
2016-09-15,33.3333
2016-09-16,50.0
2016-09-19,-10.0
2016-09-20,20.3704
2016-09-21,23.0769
2016-09-22,23.75
2016-09-23,31.3131
2016-09-26,-7.6923
2016-09-27,10.8333
2016-09-28,-6.015
2016-09-29,8.0
2016-09-30,-14.8148
2016-10-03,-2.6087
2016-10-04,-50.8929
2016-10-05,1.8182
2016-10-07,8.9286
2016-10-10,-16.3934
2016-10-12,0.0368
2016-10-13,-0.0368
2016-10-14,-17.647100000000002
2016-10-21,19.2857
2016-10-25,7.7844
2016-10-26,25.9259
2016-10-28,-7.3529
2016-10-31,-12.6984
2016-11-03,-18.1818
2016-11-09,0.0
2016-11-14,0.0
2016-11-17,-2.2222
2016-11-22,-20.4545
2016-11-30,-20.0
2016-12-01,-21.4286
2016-12-02,-18.1818
2016-12-06,0.0
2016-12-08,0.0
2016-12-09,11.1111
2016-12-19,0.0
2016-12-23,0.0
2017-01-04,0.0
2017-01-20,-20.0
2017-01-23,10.0
2017-01-24,2.2727
2017-02-08,25.2778
2017-02-09,170.5654
2017-02-10,12.2721
2017-02-13,-63.5036
2017-02-14,4.0
2017-02-15,2.6923
2017-02-16,14.3258
2017-02-17,-13.8411
2017-02-21,-23.9544
2017-02-22,-50.0
2017-02-23,10.0
2017-02-24,81.8182
2017-02-27,-25.0
2017-02-28,33.3333
2017-03-02,-5.0625
2017-03-03,-25.7406
2017-03-06,21.2766
2017-03-08,-29.8246
2017-03-09,0.0
2017-03-10,-7.6563
2017-03-14,3.7789
2017-03-15,-4.3478
2017-03-16,36.3636
2017-03-17,-13.4167
2017-03-20,-34.5525
2017-03-21,36.4706
2017-03-24,1.7241
2017-03-27,-15.2542
2017-03-28,20.0
2017-03-29,25.0
2017-03-30,0.0
2017-03-31,33.3333
2017-04-03,-15.0
2017-04-04,5.8824
2017-04-05,-52.2222
2017-04-06,4.6512
2017-04-07,22.2222
2017-04-10,8.9205
2017-04-11,0.1043
2017-04-12,-32.3606
2017-04-17,4.7766
2017-04-20,0.1471
2017-04-21,65.2717
2017-04-24,-22.7454
2017-04-25,-1.6101
2017-04-27,-34.5412
2017-04-28,42.7679
2017-05-03,-37.0231
2017-05-04,-0.6951
2017-05-05,-26.9
2017-05-09,9.7127
2017-05-10,0.0
2017-05-11,19.7007
2017-05-12,21.7708
2017-05-16,-31.3944
2017-05-18,18.2045
2017-05-23,-15.4008
2017-05-26,0.1247
2017-06-01,70.8593
2017-06-02,15.4519
2017-06-12,-59.4949
2017-06-13,124.4389
2017-06-15,0.0
2017-06-29,-55.4444
2017-07-03,0.0
2017-07-07,11.9451
2017-07-10,13.8717
2017-07-11,-21.5525
2017-07-13,15.536200000000001
2017-07-14,18.7136
2017-07-20,0.0
2017-07-24,18.4
2017-07-26,7.4939
2017-07-27,-14.2857
2017-08-09,3.3333
2017-08-22,0.0
2017-08-28,-19.3548
2017-08-29,97.8
2017-09-01,0.1011
2017-09-05,-30.303
2017-09-06,0.0
2017-09-07,0.0
2017-09-15,4.3478
2017-09-20,-4.1667
2017-09-25,15.7971
2017-09-26,0.0
2017-09-27,-1.1264
2017-09-29,6.1139
2017-10-04,-5.7617
2017-10-06,0.0
2017-10-11,0.0
2017-10-17,-21.519
2017-10-25,14.5161
2017-11-02,-12.6761
2017-11-08,14.9677
2017-11-17,-11.6162
2017-12-05,4.7619
2017-12-22,0.0
2017-12-27,18.1818
2018-01-04,-8.6026
2018-01-08,-7.4204
2018-01-09,0.0
2018-01-31,0.0
2018-02-01,-24.2424
2018-02-05,3.2
2018-02-06,-3.1008
2018-02-09,4.6
2018-02-15,14.7228
2018-03-09,-0.1667
2018-03-13,-8.1803
2018-03-20,9.0909
2018-03-23,-8.3333
2018-03-26,78.1818
2018-03-27,1.0204
2018-03-29,0.0
2018-04-02,-51.5152
2018-04-04,-4.1667
2018-04-13,0.0
2018-04-17,82.6087
2018-04-23,-45.2381
2018-05-09,0.0
2018-05-10,0.0
2018-05-16,0.0
2018-06-01,10.8696
2018-06-04,60.7843
2018-06-20,-43.9024
2018-08-15,0.0
2018-08-28,0.0
2018-08-31,-28.2609
2018-09-11,0.0
2018-09-13,0.0
2018-09-24,-9.0909
2018-09-25,-16.6667
2018-10-05,0.0
2018-12-03,0.0
2018-12-10,-20.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-26,-22.5
2018-12-31,-3.2258
2019-01-17,-19.3333
2019-01-22,0.0
2019-02-05,0.0
2019-04-16,-9.0909
2019-06-10,0.0
2019-07-10,10.0
2019-08-14,0.0
2020-07-24,-99.9174
