ticker,HUTN US Equity
2015-09-29,-21.4286
2015-10-02,174.5455
2015-10-05,18.543
2015-10-06,11.7318
2015-10-07,50.0
2015-10-08,-50.0
2015-10-09,0.0
2015-10-12,-33.3333
2015-10-13,-10.0
2015-10-30,-16.7222
2015-11-04,-27.951999999999998
2015-11-17,-25.9259
2015-11-23,0.0
2015-12-02,2.5
2015-12-03,0.0
2015-12-04,0.2439
2015-12-10,0.0
2015-12-15,-0.2433
2016-01-21,-1.2195
2016-02-18,-8.642
2016-02-19,0.0
2016-02-22,-0.1351
2016-03-14,-1.2179
2016-04-29,-28.7671
2016-08-04,42.3077
2016-08-05,48.6486
2016-09-01,9.0909
2016-09-02,66.6667
2016-09-21,0.0
2016-09-26,0.0
2016-09-27,-10.0
2016-11-03,0.0
2016-11-07,-33.3333
2016-11-10,0.0
2016-11-22,65.0
2016-11-23,0.0
2016-12-01,-9.0909
2016-12-23,-42.2222
2017-02-23,25.0
2017-03-06,0.0
2017-03-10,0.0
2017-03-31,0.0
2017-04-21,-23.0769
2017-04-27,30.0
2017-05-01,20.7692
2017-05-02,-36.3057
2017-05-03,0.0
2017-05-10,450.0
2017-05-11,-53.4545
2017-05-12,32.8125
2017-05-15,-41.1765
2017-05-31,0.0
2017-06-15,-45.0
2017-06-16,100.0
2017-06-26,-9.0909
2017-06-28,0.0
2017-06-30,0.0
2017-07-27,-45.0
2017-08-04,72.7273
2017-08-07,5.2632
2017-08-10,0.0
2017-08-11,-0.5
2017-08-16,-39.6985
2017-09-01,33.3333
2017-09-05,0.0
2017-09-07,0.0
2017-09-26,25.0
2017-10-02,-31.5
2017-10-10,-5.1095
2017-10-25,66.1538
2017-10-27,-7.4074
2017-11-01,13.0
2017-11-06,-11.5044
2017-11-10,-5.0
2017-11-16,0.0
2017-11-17,-21.0421
2017-12-15,1.3332
2017-12-27,-0.0132
2018-01-02,-1.3158
2018-01-11,0.0
2018-01-26,-6.6667
2018-01-30,-14.2857
2018-01-31,-1.6667
2018-02-05,10.1695
2018-02-15,-30.7692
2018-03-09,-33.3333
2018-03-29,183.3333
2018-04-02,-27.0588
2018-04-03,0.0
2018-04-04,-29.0323
2018-04-05,2.2727
2018-04-06,0.0
2018-04-09,9.7778
2018-04-10,3.2389
2018-04-13,-31.3725
2018-04-16,45.7143
2018-04-26,7.8431
2018-05-08,-9.0909
2018-05-11,6.0
2018-05-14,3.7736
2018-05-17,0.0
2018-05-24,-45.4545
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,3.3333
2018-06-12,3.2258
2018-06-26,40.625
2018-06-28,-44.4444
2018-07-02,80.0
2018-07-13,122.2222
2018-07-16,-50.0
2018-07-17,0.0
2018-07-19,100.0
2018-07-26,-55.0
2018-07-30,-11.1111
2018-07-31,0.0
2018-08-01,25.0
2018-08-02,0.0
2018-08-03,80.0
2018-08-06,-45.2
2018-08-07,-8.7591
2018-08-09,22.2222
2018-08-13,0.0
2018-08-14,18.1818
2018-08-20,0.0
2018-08-21,-7.6923
2018-08-23,0.0
2018-08-27,0.0
2018-08-28,8.3333
2018-08-30,-4.6154
2018-08-31,4.8387
2018-09-04,23.0769
2018-09-10,-18.75
2018-09-11,13.8462
2018-09-12,0.0
2018-09-13,0.0
2018-09-17,-5.4054
2018-09-18,10.2857
2018-09-19,-13.2124
2018-09-20,17.9104
2018-09-21,0.0
2018-09-24,-17.7215
2018-09-25,0.0
2018-09-27,30.7692
2018-09-28,-23.5294
2018-10-01,53.8462
2018-10-02,0.0
2018-10-03,-35.0
2018-10-04,64.6154
2018-10-05,2.8037
2018-10-08,-27.2727
2018-10-09,42.5
2018-10-10,14.0351
2018-10-12,0.0
2018-10-15,-23.0769
2018-10-16,10.0
2018-10-18,18.1818
2018-10-19,0.0
2018-10-24,-15.3846
2018-10-25,-9.0909
2018-10-26,30.0
2018-10-31,0.0
2018-11-05,-30.7692
2018-11-06,11.1111
2018-11-07,29.0
2018-11-09,-21.7054
2018-11-12,-0.9901
2018-11-13,-35.0
2018-11-14,61.5385
2018-11-15,-4.7619
2018-11-19,15.0
2018-11-20,0.0
2018-12-03,-8.6957
2018-12-06,18.0952
2018-12-11,-11.2903
2018-12-13,9.0909
2018-12-20,-32.5
2018-12-26,-12.6543
2018-12-27,20.1413
2019-01-03,-17.647100000000002
2019-01-08,0.0
2019-01-18,0.0
2019-01-23,14.2857
2019-01-25,-12.5
2019-02-06,7.1429
2019-02-07,-0.3333
2019-02-08,-6.3545
2019-02-12,-7.1429
2019-02-22,-2.9231
2019-03-21,58.4786
2019-03-25,0.0
2019-03-27,-35.0
2019-03-28,53.8462
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,-43.0
2019-04-04,-3.5088
2019-04-05,-27.2727
2019-04-08,122.5
2019-04-15,-55.0562
2019-04-18,0.0
2019-05-07,-12.5
2019-05-16,-14.2857
2019-05-20,0.0
2019-05-22,70.0
2019-08-14,-50.9804
2019-09-05,-20.0
2019-09-06,0.0
2019-10-07,-5.0
2019-10-28,-36.8421
2019-11-11,24.9167
2019-12-18,-26.6177
2019-12-20,0.0
2019-12-23,-9.0909
2019-12-26,-49.9
2019-12-27,99.4012
2020-03-25,-49.8498
2020-04-08,0.0
2020-05-15,399.002
2020-05-19,0.0
2020-06-03,-79.96
2020-06-05,99.6008
2020-06-12,100.0
2020-07-20,-74.95
