ticker,FVRR US Equity
2019-10-29,-1.1387
2019-10-30,-7.1987
2019-10-31,0.2216
2019-11-01,-5.4401
2019-11-04,3.6483
2019-11-05,0.6318
2019-11-06,1.5247000000000002
2019-11-07,-2.3852
2019-11-08,-0.3167
2019-11-11,0.0908
2019-11-12,-1.2245
2019-11-13,3.7649
2019-11-14,0.7522
2019-11-15,-3.2499000000000002
2019-11-18,-0.4539
2019-11-19,1.7784
2019-11-20,-1.6129
2019-11-21,0.1821
2019-11-22,0.4545
2019-11-25,1.81
2019-11-26,0.9333
2019-11-27,2.1136
2019-11-29,-0.7762
2019-12-02,-2.0426
2019-12-03,-2.3514
2019-12-04,-2.2717
2019-12-05,-0.7903
2019-12-06,-2.5305
2019-12-09,-2.8846
2019-12-10,6.6337
2019-12-11,0.2786
2019-12-12,2.5463
2019-12-13,5.1919
2019-12-16,-1.7167
2019-12-17,-1.7467000000000001
2019-12-18,1.7332999999999998
2019-12-19,3.1455
2019-12-20,4.532
2019-12-23,-5.5916
2019-12-24,-4.1631
2019-12-26,4.747
2019-12-27,6.8405000000000005
2019-12-30,-7.2429
2019-12-31,1.3805
2020-01-02,-2.5532
2020-01-03,1.2664
2020-01-06,1.3368
2020-01-07,3.1489
2020-01-08,3.2178
2020-01-09,-2.518
2020-01-10,1.681
2020-01-13,4.3145
2020-01-14,-1.4302000000000001
2020-01-15,0.7451
2020-01-16,2.9583
2020-01-17,1.8904
2020-01-21,3.7477
2020-01-22,-3.6837999999999997
2020-01-23,-2.5251
2020-01-24,-0.9905
2020-01-27,-1.8469
2020-01-28,0.3528
2020-01-29,0.0391
2020-01-30,-0.039
2020-01-31,1.9141
2020-02-03,-1.9163999999999999
2020-02-04,3.3216
2020-02-05,-3.2148
2020-02-06,-0.7425
2020-02-07,1.2598
2020-02-10,2.5272
2020-02-11,-0.986
2020-02-12,3.4087
2020-02-13,1.2963
2020-02-14,2.011
2020-02-18,0.3584
2020-02-19,7.1429
2020-02-20,17.0333
2020-02-21,-3.9875
2020-02-24,-2.8182
2020-02-25,-2.3199
2020-02-26,2.8125
2020-02-27,-2.5532
2020-02-28,-1.8091
2020-03-02,9.0851
2020-03-03,-6.8142
2020-03-04,2.9063
2020-03-05,-2.8242000000000003
2020-03-06,-4.25
2020-03-09,-9.0405
2020-03-10,6.028
2020-03-11,-8.088
2020-03-12,-12.2975
2020-03-13,9.152
2020-03-16,-14.0385
2020-03-17,4.7427
2020-03-18,-2.0931
2020-03-19,1.7452
2020-03-20,-6.9897
2020-03-23,7.1462
2020-03-24,3.7435
2020-03-25,-0.3318
2020-03-26,4.1615
2020-03-27,5.2737
2020-03-30,-7.0968
2020-03-31,2.8186
2020-04-01,-3.7346
2020-04-02,0.0413
2020-04-03,-5.3629999999999995
2020-04-06,3.6181
2020-04-07,-1.4304000000000001
2020-04-08,29.3641
2020-04-09,0.3299
2020-04-13,-1.8086
2020-04-14,1.641
2020-04-15,3.8221
2020-04-16,-3.3005
2020-04-17,4.9885
2020-04-20,13.4104
2020-04-21,-3.6935000000000002
2020-04-22,5.7813
2020-04-23,-2.3539
2020-04-24,4.4611
2020-04-27,0.6366
2020-04-28,3.2947
2020-04-29,7.0426
2020-04-30,-6.4839
2020-05-01,0.7137
2020-05-04,6.9350000000000005
2020-05-05,-0.0473
2020-05-06,6.583
2020-05-07,3.1326
2020-05-08,5.1486
2020-05-11,7.0272
2020-05-12,4.441
2020-05-13,-0.0367
2020-05-14,4.5105
2020-05-15,3.5789
2020-05-18,0.1863
2020-05-19,7.0161
2020-05-20,3.8705
2020-05-21,-7.346
2020-05-22,-1.8713
2020-05-26,4.3158
2020-05-27,-6.7511
2020-05-28,4.454
2020-05-29,7.2111
2020-06-01,5.2979
2020-06-02,1.5167000000000002
2020-06-03,1.0918
2020-06-04,-4.4053
2020-06-05,-5.0245
2020-06-08,-5.9477
2020-06-09,0.2163
2020-06-10,1.6108
2020-06-11,-1.4545
2020-06-12,-0.3648
2020-06-15,6.4747
2020-06-16,-0.6878
2020-06-17,-1.9203999999999999
2020-06-18,9.5972
2020-06-19,-2.2551
2020-06-22,6.9213000000000005
2020-06-23,-3.2927
2020-06-24,0.5216
2020-06-25,6.6734
2020-06-26,-2.1213
2020-06-29,-2.5538
2020-06-30,4.5757
2020-07-01,1.8694
2020-07-02,1.7287
2020-07-06,2.4183
2020-07-07,5.2585
2020-07-08,0.0849
2020-07-09,3.5377
2020-07-10,-1.0531
2020-07-13,-6.1377
2020-07-14,4.0947
2020-07-15,-0.0847
2020-07-16,-2.3743
2020-07-17,-0.4963
2020-07-20,9.1657
2020-07-21,-3.3013
2020-07-22,1.5121
2020-07-23,-4.8179
2020-07-24,-1.3449
2020-07-27,5.7628
2020-07-28,3.7497
2020-07-29,3.2189
2020-07-30,0.197
2020-07-31,2.0312
