ticker,HBMK US Equity
2010-07-02,4.1667
2010-07-06,0.0
2010-07-07,-16.0
2010-07-08,0.0
2010-07-09,-4.7619
2010-07-12,45.0
2010-07-15,-13.7931
2010-07-16,0.05
2010-07-19,-0.05
2010-07-20,-32.0
2010-07-23,0.0
2010-07-26,17.647100000000002
2010-07-28,0.0
2010-07-29,-30.0
2010-07-30,42.8571
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-09-03,0.0
2010-09-08,10.0
2010-09-14,-40.9091
2010-09-23,-23.0769
2010-09-27,100.0
2010-09-28,-56.5
2010-09-30,106.8966
2010-10-04,-16.6667
2010-10-08,33.3333
2010-10-13,0.0
2010-10-25,0.0
2010-10-28,87.5
2010-11-11,-66.6667
2010-11-12,-40.0
2010-11-22,65.0
2010-11-30,-1.0101
2010-12-06,0.0
2010-12-08,-32.6531
2010-12-27,28.7879
2010-12-28,-23.5294
2010-12-30,1.5385
2011-01-18,-22.7273
2011-01-24,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-03-07,-11.7647
2011-03-15,22.2222
2011-03-16,1.8182
2011-04-05,-33.9286
2011-04-06,37.8378
2011-04-07,-41.1765
2011-04-08,0.0
2011-04-11,0.0
2011-04-13,0.0
2011-04-28,0.0
2011-05-05,-33.3333
2011-05-10,50.0
2011-05-16,-33.3333
2011-05-18,50.0
2011-05-24,33.3333
2011-06-01,-57.5
2011-06-09,76.4706
2011-06-14,-6.6667
2011-06-20,-19.6429
2011-06-28,37.7778
2011-07-05,77.4194
2011-07-06,-41.8182
2011-07-07,56.25
2011-07-08,0.0
2011-07-18,10.0
2011-07-19,-9.0909
2011-07-20,10.0
2011-07-21,-14.5455
2011-07-26,-6.383
2011-07-27,11.3636
2011-08-01,-16.3265
2011-08-04,9.7561
2011-08-05,-11.1111
2011-08-08,-17.5
2011-08-10,6.0606
2011-08-11,-5.4286
2011-08-15,0.0
2011-08-22,5.7402
2011-09-06,45.7143
2011-09-13,-50.9804
2011-09-20,80.0
2011-09-21,-11.1111
2011-09-22,-22.5
2011-09-23,-9.6774
2011-09-26,-3.5714
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,14.8148
2011-09-30,9.6774
2011-10-03,-8.8235
2011-10-04,-3.2258
2011-10-05,0.6667
2011-10-06,-16.8874
2011-10-07,0.3984
2011-10-12,-32.5397
2011-10-13,0.0
2011-10-17,0.0
2011-10-18,-5.8824
2011-10-19,12.5
2011-10-21,-5.5556
2011-10-28,17.647100000000002
2011-10-31,0.0
2011-11-03,12.5
2011-11-16,0.0
2011-11-18,6.6667
2011-11-30,-16.6667
2011-12-01,50.0
2011-12-02,63.3333
2011-12-05,-48.9796
2011-12-06,16.0
2011-12-08,3.4483
2011-12-14,-46.6042
2011-12-15,87.2805
2011-12-19,-3.3333
2011-12-20,-34.4397
2011-12-28,5.194
2011-12-30,25.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-12,80.0
2012-01-20,-44.4444
2012-01-24,8.0
2012-01-25,0.0
2012-01-30,7.4074
2012-01-31,-10.3017
2012-02-01,15.3292
2012-02-06,3.3333
2012-02-08,0.0403
2012-02-21,6.4087
2012-02-22,-3.0303
2012-02-23,3.125
2012-02-28,-24.2424
2012-02-29,100.0
2012-03-01,-24.0
2012-03-02,-21.0526
2012-03-06,66.6667
2012-03-12,-2.0
2012-03-13,22.449
2012-03-15,0.0208
2012-03-16,8.3108
2012-03-19,-7.6731
2012-03-20,14.975999999999999
2012-03-21,1.4493
2012-03-27,14.2857
2012-03-28,0.0
2012-03-30,-12.5
2012-04-03,7.1429
2012-04-04,20.0
2012-04-05,16.6667
2012-04-09,90.4762
2012-04-10,-7.5
2012-04-11,-44.8649
2012-04-13,42.1569
2012-04-18,-29.6552
2012-04-20,45.098
2012-04-24,-31.0811
2012-04-25,22.549
2012-05-04,-51.2
2012-05-15,65.5738
2012-05-16,0.0
2012-05-18,11.8812
2012-05-21,-10.6195
2012-06-08,-24.7525
2012-06-13,0.0
2012-06-18,11.0526
2012-06-20,0.0
2012-06-26,-25.3555
2012-06-28,11.1111
2012-07-06,-14.2857
2012-08-27,0.0
2012-08-28,0.0
2012-09-05,50.0
2012-09-06,44.4444
2012-09-07,-15.3846
2012-09-10,36.3636
2012-09-11,19.3333
2012-09-12,0.5587
2012-09-13,-11.1111
2012-09-14,0.0
2012-09-17,0.0
2012-10-11,-36.875
2012-10-18,-30.6931
2012-10-19,-14.2857
2012-11-02,1.75
2012-11-05,-1.7199
2012-11-14,-15.0
2012-11-23,-39.2157
2012-12-28,61.2903
2013-01-04,-27.0
2013-01-22,38.3562
2013-01-24,-22.7351
2013-02-05,28.1435
2013-02-07,0.0
2013-02-08,1.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-22,48.5149
2013-02-25,6.6667
2013-03-04,-28.125
2013-03-08,91.3043
2013-08-02,-72.1818
2013-11-14,14.3791
2013-12-26,0.0
2014-01-10,0.0
2014-02-26,185.7143
2014-03-14,0.0
2015-04-16,0.0
2017-06-22,-99.99
2018-08-16,700.0
2019-05-13,43650.0
2019-05-16,2.8571
2019-08-06,-16.6667
2019-11-29,-66.6333
2019-12-02,0.0
2019-12-03,0.0
2020-01-24,149.7502
2020-01-31,2.0
2020-02-03,-17.0588
2020-02-12,-29.078
2020-02-21,30.0
2020-02-27,-23.0769
2020-03-06,-13.3333
2020-03-13,0.0
2020-03-25,-15.3846
2020-04-28,-9.0909
2020-05-12,-50.0
2020-05-14,-20.0
2020-05-19,0.0
2020-05-20,-0.25
2020-05-21,-2.7569
2020-05-22,-48.3247
2020-05-29,-0.2494
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-19,0.0
2020-06-25,0.0
2020-06-30,-0.5
2020-07-15,101.005
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,-25.0
2020-07-24,-49.6667
