ticker,LTCP US Equity
2017-12-15,3.7923999999999998
2017-12-19,0.0
2017-12-20,-3.8462
2017-12-22,-2.0
2017-12-26,2.0408
2017-12-27,-3.0
2017-12-28,7.0103
2017-12-29,-13.2948
2018-01-02,11.1111
2018-01-03,0.0
2018-01-04,4.0
2018-01-08,0.0
2018-01-09,5.7692
2018-01-10,0.0
2018-01-11,-18.1818
2018-01-12,11.1111
2018-01-16,100.0
2018-01-17,-50.0
2018-01-18,59.8
2018-01-19,-12.3905
2018-01-22,114.2857
2018-01-23,-33.3333
2018-01-24,-11.25
2018-01-25,-26.7606
2018-01-26,7.6923
2018-01-29,14.1429
2018-01-30,-6.1327
2018-01-31,-13.3333
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,-7.6923
2018-02-07,-16.6667
2018-02-09,-10.0
2018-02-12,33.3333
2018-02-13,-25.0
2018-02-14,77.7778
2018-02-15,-42.75
2018-02-16,63.7555
2018-02-20,-1.3333
2018-02-21,-18.9189
2018-02-22,-16.6667
2018-02-23,0.0
2018-02-26,-19.8
2018-03-01,24.6883
2018-03-02,50.0
2018-03-05,-20.0
2018-03-06,25.0
2018-03-07,-20.1333
2018-03-08,-33.222
2018-03-09,0.25
2018-03-13,86.783
2018-03-14,-33.2443
2018-03-19,0.0
2018-03-20,-12.0
2018-03-22,-4.5455
2018-03-26,23.8095
2018-03-27,-3.8462
2018-03-29,0.0
2018-04-02,-19.8
2018-04-03,24.6883
2018-04-04,0.0
2018-04-13,60.0
2018-04-16,-36.75
2018-04-17,18.5771
2018-04-25,8.3333
2018-04-26,0.0
2018-05-03,38.4615
2018-05-04,-5.5556
2018-05-08,7.0588
2018-05-10,-45.0549
2018-05-11,4.0
2018-05-14,19.2308
2018-05-18,12.9032
2018-05-21,7.1429
2018-05-24,13.3333
2018-05-29,-5.8824
2018-05-30,0.0
2018-06-08,0.0
2018-06-14,0.0
2018-06-19,-20.3125
2018-06-29,9.8039
2018-07-12,28.5714
2018-07-13,0.0
2018-07-17,-11.1111
2018-07-24,0.0
2018-07-27,25.0
2018-08-01,-20.0
2018-08-03,-12.5
2018-08-15,2.1429
2018-08-27,-2.0979
2018-08-29,57.1429
2018-08-30,1.8182
2018-08-31,-35.7143
2018-09-06,38.8889
2018-09-07,-10.0
2018-09-11,20.0
2018-09-13,-30.5556
2018-10-04,38.6667
2018-10-08,-16.8269
2018-10-09,4.0462
2018-10-10,11.1111
2018-10-11,-20.0
2018-10-16,0.0
2018-10-18,0.0
2018-11-08,0.0
2018-11-30,-37.375
2018-12-04,31.7365
2018-12-06,21.2121
2019-01-04,-56.25
2019-01-09,0.0
2019-01-17,85.7143
2019-01-24,38.4615
2019-02-12,-71.1111
2019-02-20,207.6923
2019-02-26,0.0
2019-03-13,-45.0
2019-03-19,-29.5455
2019-04-08,16.129
2019-04-17,0.0
2019-04-18,113.8889
2019-04-23,1.9481000000000002
2019-04-25,-52.8662
2019-05-01,432.4324
2019-05-03,-81.2183
2019-06-28,2.7027
2019-07-09,-2.6316
2019-07-26,-16.2162
2019-08-13,0.0
2019-08-19,0.0
2019-08-30,68.3484
2019-09-04,-40.4078
2019-09-10,0.0
2019-09-12,6.1093
2019-09-30,0.0
2019-10-04,-6.0606
2019-11-05,6.4516
2019-11-07,63.6364
2019-11-22,-59.2593
2019-11-25,-0.9091
2019-11-26,127.0642
2019-11-29,-61.6162
2019-12-03,-80.0
2019-12-12,663.1579
2020-01-02,-65.5172
2020-01-03,150.0
2020-01-06,-82.0
2020-01-07,406.6667
2020-01-23,-69.2982
2020-01-31,114.2857
2020-03-06,-53.3333
2020-03-10,0.0
2020-03-20,110.0
2020-03-25,2.0408
2020-03-30,-52.6667
2020-04-07,1.4085
2020-04-15,0.0
2020-04-16,11.1111
2020-04-21,25.0
2020-05-07,60.0
2020-05-11,-50.0
2020-05-12,0.0
2020-05-15,0.0
2020-05-20,0.0
2020-06-08,15.625
2020-07-01,-24.3243
2020-07-02,-21.4286
2020-07-06,18.1818
2020-07-29,-15.3846
2020-07-30,0.0
2020-07-31,0.0
