ticker,GTVI US Equity
2015-05-19,33.3333
2015-06-30,-25.0
2015-07-27,0.0
2015-08-13,0.0
2015-10-16,0.0
2015-10-27,0.0
2015-11-24,0.0
2015-12-03,-33.0208
2015-12-10,-0.4666
2016-02-10,0.0
2016-03-30,0.0
2016-04-18,25.0
2016-06-07,0.0
2016-11-14,-2.0
2016-11-16,0.0
2016-11-28,42.602
2016-12-08,-28.4436
2016-12-14,0.0
2017-03-15,10.0
2017-03-16,81.8182
2017-05-04,-50.0
2017-06-20,40.0
2017-06-23,0.0
2017-07-03,14.2857
2017-08-02,0.0
2017-08-21,-25.0
2017-08-24,-16.6667
2017-08-29,0.0
2017-10-18,40.0
2017-10-20,-28.5714
2017-12-05,0.0
2017-12-19,0.0
2018-03-02,40.0
2018-03-28,-28.5714
2018-04-23,0.0
2018-06-11,8.0
2018-10-12,-7.4074
2018-12-26,-16.0
2019-02-19,7.1429
2019-04-22,-11.1111
2019-05-01,0.0
2019-06-07,-3.125
2019-06-12,-9.6774
2019-07-08,217.1429
2019-07-09,165.7658
2019-07-10,-22.0339
2019-07-11,17.3913
2019-07-12,85.1852
2019-07-15,-12.0
2019-07-16,36.3636
2019-07-17,36.6667
2019-07-18,-17.1951
2019-07-19,-41.0898
2019-07-22,-46.0
2019-07-23,-44.4444
2019-07-24,75.0
2019-07-25,7.1429
2019-07-26,-2.2222
2019-07-29,0.0
2019-07-31,0.0
2019-08-01,54.5455
2019-08-05,-26.4706
2019-08-06,-3.0
2019-08-07,-17.5258
2019-08-08,10.0
2019-08-14,36.3636
2019-08-15,66.6667
2019-08-16,-50.0
2019-08-19,8.0
2019-08-20,-59.2593
2019-08-21,54.5455
2019-08-23,13.1176
2019-08-26,-27.1971
2019-08-27,0.0
2019-08-28,21.3571
2019-08-29,-17.5986
2019-08-30,3.5714
2019-09-03,-3.4483
2019-09-05,0.0
2019-09-09,0.0
2019-09-10,7.1429
2019-09-11,0.0
2019-09-12,-20.0
2019-09-17,16.6667
2019-09-19,-7.2143
2019-09-24,-6.5626999999999995
2019-09-25,-17.6107
2019-09-26,0.0
2019-09-30,15.0
2019-10-03,4.3478
2019-10-07,-25.0083
2019-10-14,0.0111
2019-10-15,-16.3333
2019-10-18,19.5219
2019-10-21,-16.4444
2019-10-22,32.9787
2019-10-24,0.0
2019-10-28,7.6
2019-10-31,-51.0223
2019-11-04,0.1898
2019-11-05,13.6364
2019-11-22,0.0
2019-11-25,233.3333
2019-11-26,-30.0
2019-12-02,-62.3571
2019-12-04,0.0
2019-12-06,-5.1233
2019-12-09,60.0
2019-12-10,-37.5
2019-12-11,0.0
2019-12-20,0.0
2019-12-27,59.8
2019-12-30,-37.4218
2019-12-31,0.0
2020-01-10,-26.0
2020-01-13,-18.9189
2020-02-04,0.0
2020-02-11,141.6667
2020-03-04,9.1034
2020-03-10,-0.1264
2020-03-12,0.0
2020-03-19,-36.7089
2020-04-06,0.0
2020-04-13,0.0
2020-04-14,30.0
2020-04-15,-7.6923
2020-04-23,12.5
2020-05-01,-25.9259
2020-05-08,0.0
2020-05-13,260.0
2020-05-18,0.0
2020-06-01,-78.3333
2020-06-25,102.5641
2020-07-14,-63.2911
2020-07-21,3.4483
