ticker,NVST US Equity
2020-02-06,0.2715
2020-02-07,-1.3197999999999999
2020-02-10,0.4458
2020-02-11,0.6828
2020-02-12,-3.3571
2020-02-13,0.9123
2020-02-14,1.8776000000000002
2020-02-18,-2.8669000000000002
2020-02-19,-0.5973
2020-02-20,-2.2622999999999998
2020-02-21,-0.4702
2020-02-24,-0.7994
2020-02-25,-2.9304
2020-02-26,0.0
2020-02-27,-1.6604
2020-02-28,-2.6094
2020-03-02,0.985
2020-03-03,-3.1604
2020-03-04,-0.4432
2020-03-05,-7.8106
2020-03-06,-1.3169
2020-03-09,-10.4537
2020-03-10,4.8187
2020-03-11,-5.545
2020-03-12,-8.6302
2020-03-13,4.2284
2020-03-16,-10.2213
2020-03-17,-7.3944
2020-03-18,-23.1939
2020-03-19,-0.495
2020-03-20,-0.995
2020-03-23,-0.2513
2020-03-24,13.686
2020-03-25,3.0281
2020-03-26,11.1828
2020-03-27,-4.2553
2020-03-30,1.6162
2020-03-31,-0.994
2020-04-01,-4.083
2020-04-02,-0.6281
2020-04-03,-8.8483
2020-04-06,10.3236
2020-04-07,5.0978
2020-04-08,8.9701
2020-04-09,6.9512
2020-04-13,-4.333
2020-04-14,5.6019
2020-04-15,-4.2325
2020-04-16,-5.0678
2020-04-17,8.1316
2020-04-20,-0.4018
2020-04-21,-2.5937
2020-04-22,2.7811
2020-04-23,-3.3967
2020-04-24,4.5292
2020-04-27,6.1574
2020-04-28,-0.4834
2020-04-29,5.8824
2020-04-30,-0.7645
2020-05-01,-3.2357
2020-05-04,-0.0531
2020-05-05,1.009
2020-05-06,-3.1546
2020-05-07,-0.9772
2020-05-08,-3.125
2020-05-11,-1.245
2020-05-12,-8.4814
2020-05-13,-1.3776
2020-05-14,1.0794
2020-05-15,-0.1256
2020-05-18,-0.2516
2020-05-19,10.0883
2020-05-20,6.3001
2020-05-21,0.7543
2020-05-22,1.4439
2020-05-26,4.9025
2020-05-27,6.8844
2020-05-28,-1.5514999999999999
2020-05-29,0.9551
2020-06-01,1.4664
2020-06-02,0.4196
2020-06-03,1.5785
2020-06-04,2.1481
2020-06-05,4.4743
2020-06-08,4.9251000000000005
2020-06-09,-8.6122
2020-06-10,-4.6896
2020-06-11,-9.4658
2020-06-12,1.1387
2020-06-15,6.8065999999999995
2020-06-16,-1.1021
2020-06-17,0.2907
2020-06-18,0.8696
2020-06-19,-0.7184
2020-06-22,-2.4602
2020-06-23,5.1434
2020-06-24,-6.0207
2020-06-25,-0.5005
2020-06-26,-0.7042
2020-06-29,3.8501
2020-06-30,2.878
2020-07-01,1.138
2020-07-02,0.3282
2020-07-06,1.8692
2020-07-07,-3.3945
2020-07-08,-3.7037
2020-07-09,-2.8106999999999998
2020-07-10,2.4353
2020-07-13,0.3962
2020-07-14,2.7627
2020-07-15,4.8968
2020-07-16,-0.1831
2020-07-17,0.4585
2020-07-20,-2.8298
2020-07-21,0.9394
2020-07-22,3.9088000000000003
2020-07-23,0.9852
2020-07-24,-1.3747
2020-07-27,0.0899
2020-07-28,-1.4376
2020-07-29,3.6463
2020-07-30,-0.6596
2020-07-31,-3.1873
