ticker,PHR US Equity
2019-12-05,-0.1406
2019-12-06,2.5704000000000002
2019-12-09,-0.6866
2019-12-10,-0.3457
2019-12-11,-0.5897
2019-12-12,0.0349
2019-12-13,-7.2899
2019-12-16,-2.4831
2019-12-17,0.3472
2019-12-18,2.4606
2019-12-19,-2.1013
2019-12-20,-0.4216
2019-12-23,0.6159
2019-12-24,0.1913
2019-12-26,1.0309
2019-12-27,-0.2646
2019-12-30,-0.0379
2019-12-31,0.9856
2020-01-02,-1.0135
2020-01-03,0.8343
2020-01-06,2.4445
2020-01-07,0.0
2020-01-08,-0.4772
2020-01-09,-1.2173
2020-01-10,-0.8215
2020-01-13,-1.3178
2020-01-14,-1.2591
2020-01-15,0.4637
2020-01-16,6.1154
2020-01-17,0.8699
2020-01-21,1.7966
2020-01-22,0.6001
2020-01-23,1.7544
2020-01-24,3.4138
2020-01-27,-2.4341
2020-01-28,4.7505
2020-01-29,1.6313
2020-01-30,0.0963
2020-01-31,-0.5773
2020-02-03,1.5161
2020-02-04,-1.3982
2020-02-05,7.7345
2020-02-06,-0.4786
2020-02-07,-2.0739
2020-02-10,0.5525
2020-02-11,1.6178
2020-02-12,-2.7936
2020-02-13,3.6774
2020-02-14,-2.8018
2020-02-18,0.368
2020-02-19,1.9554
2020-02-20,0.7192
2020-02-21,1.5472000000000001
2020-02-24,-6.7682
2020-02-25,-4.274
2020-02-26,4.0709
2020-02-27,-0.7886
2020-02-28,-1.3037
2020-03-02,-4.9613
2020-03-03,-0.678
2020-03-04,7.1331
2020-03-05,-1.9114
2020-03-06,-8.5742
2020-03-09,-11.8295
2020-03-10,1.8131
2020-03-11,-7.0044
2020-03-12,-10.8936
2020-03-13,-3.0564
2020-03-16,-10.8867
2020-03-17,4.2565
2020-03-18,-12.0361
2020-03-19,11.6938
2020-03-20,8.5807
2020-03-23,-5.6163
2020-03-24,-4.3707
2020-03-25,0.1101
2020-03-26,13.1463
2020-03-27,-9.2368
2020-03-30,8.9448
2020-03-31,3.3923
2020-04-01,-7.941
2020-04-02,-1.0331
2020-04-03,-3.2359
2020-04-06,-1.1865999999999999
2020-04-07,-3.6572
2020-04-08,1.7564
2020-04-09,9.9666
2020-04-13,1.1139000000000001
2020-04-14,-0.8012
2020-04-15,0.6058
2020-04-16,-0.2007
2020-04-17,9.8039
2020-04-20,3.8919
2020-04-21,-0.617
2020-04-22,-2.3947
2020-04-23,6.7697
2020-04-24,0.7234
2020-04-27,12.5053
2020-04-28,0.4506
2020-04-29,-0.3364
2020-04-30,-4.7637
2020-05-01,-0.7483
2020-05-04,-1.5476
2020-05-05,0.8061
2020-05-06,-0.04
2020-05-07,6.4
2020-05-08,3.4962
2020-05-11,-1.1623999999999999
2020-05-12,-2.6093
2020-05-13,-2.9057
2020-05-14,0.9716
2020-05-15,0.8083
2020-05-18,5.7656
2020-05-19,2.8881
2020-05-20,3.5088
2020-05-21,-0.1695
2020-05-22,0.0
2020-05-26,0.4754
2020-05-27,-2.2981
2020-05-28,1.4182000000000001
2020-05-29,0.0
2020-06-01,2.5921
2020-06-02,-0.5319
2020-06-03,3.4759
2020-06-04,-6.2339
2020-06-05,10.3341
2020-06-08,-1.3425
2020-06-09,-5.3797
2020-06-10,0.9365
2020-06-11,-9.8078
2020-06-12,5.327
2020-06-15,5.4412
2020-06-16,-0.5624
2020-06-17,-3.4265
2020-06-18,-1.7913000000000001
2020-06-19,-0.8067
2020-06-22,2.8996
2020-06-23,-1.9931
2020-06-24,-2.6999
2020-06-25,1.1532
2020-06-26,-3.7406
2020-06-29,0.111
2020-06-30,4.5471
2020-07-01,-1.0255
2020-07-02,4.1086
2020-07-06,-1.0638
2020-07-07,1.5609
2020-07-08,-4.9863
2020-07-09,1.5457
2020-07-10,3.7522
2020-07-13,-0.7506
2020-07-14,-0.1375
2020-07-15,3.4423
2020-07-16,-1.9634
2020-07-17,-0.9844
2020-07-20,1.097
2020-07-21,-2.5770999999999997
2020-07-22,0.174
2020-07-23,-2.6755
2020-07-24,-3.6059
2020-07-27,1.7037
2020-07-28,0.2185
2020-07-29,3.5974
2020-07-30,2.771
2020-07-31,2.5939
