ticker,WAFU US Equity
2019-09-18,-15.0
2019-09-19,-2.6471
2019-09-20,3.3233
2019-09-23,0.0
2019-09-24,-6.4357
2019-09-25,3.4407
2019-09-26,1.3988
2019-09-27,-11.8076
2019-09-30,1.3514
2019-10-01,-6.0
2019-10-02,-0.7092
2019-10-03,0.0
2019-10-04,-7.5
2019-10-07,-8.8803
2019-10-08,1.6949
2019-10-09,15.3125
2019-10-10,1.1707
2019-10-11,-12.0576
2019-10-14,-6.7011
2019-10-15,4.9058
2019-10-17,4.1494
2019-10-18,8.7809
2019-10-22,-5.5267
2019-10-24,0.7947
2019-10-25,0.4346
2019-10-28,6.0774
2019-10-29,-12.3032
2019-10-30,7.027
2019-10-31,-11.5351
2019-11-01,-2.0435
2019-11-04,-2.3524
2019-11-05,4.0909
2019-11-06,-3.9301
2019-11-07,-1.3636
2019-11-08,-0.2304
2019-11-11,-32.8591
2019-11-12,-1.6236000000000002
2019-11-13,5.5944
2019-11-14,-1.0662
2019-11-15,-4.4113
2019-11-18,-0.9384
2019-11-20,-10.9289
2019-11-21,118.254
2019-11-22,0.36
2019-11-25,-11.2287
2019-11-26,-9.7959
2019-11-27,-10.4072
2019-11-29,0.0
2019-12-02,-7.5758
2019-12-03,-5.4645
2019-12-04,-0.578
2019-12-05,-4.0698
2019-12-06,11.4667
2019-12-09,-3.7625
2019-12-10,-6.0226
2019-12-11,6.4086
2019-12-12,-0.9605
2019-12-13,0.9755
2019-12-16,0.0169
2019-12-17,-1.1071
2019-12-18,-4.0439
2019-12-19,0.0
2019-12-20,5.3869
2019-12-23,-2.8523
2019-12-24,-1.1628
2019-12-26,0.4941
2019-12-27,-3.4184
2019-12-30,-0.6061
2019-12-31,-8.5366
2020-01-02,0.0
2020-01-03,8.6667
2020-01-06,-1.8405
2020-01-07,5.6875
2020-01-08,34.2401
2020-01-09,12.7753
2020-01-10,-1.9531
2020-01-13,-0.3984
2020-01-14,-6.8
2020-01-15,9.0172
2020-01-16,-4.7282
2020-01-17,1.2397
2020-01-21,-0.4082
2020-01-22,-11.8852
2020-01-23,-4.6605
2020-01-24,-2.4295
2020-01-27,-2.0
2020-01-28,0.5102
2020-01-29,-1.5228000000000002
2020-01-30,-2.5773
2020-01-31,-1.5873
2020-02-03,0.457
2020-02-04,-2.0605
2020-02-05,34.9727
2020-02-06,-10.9312
2020-02-07,0.0
2020-02-10,5.4545
2020-02-11,-1.2931
2020-02-12,0.0
2020-02-13,-2.7904
2020-02-14,-2.9693
2020-02-18,-1.3611
2020-02-19,7.9508
2020-02-20,1.4348
2020-02-21,-2.2718
2020-02-24,-1.7544
2020-02-25,-3.125
2020-02-26,7.8341
2020-02-27,9.8376
2020-02-28,-6.6221
2020-03-02,-7.5
2020-03-03,3.6036
2020-03-04,14.7826
2020-03-05,-6.8182
2020-03-06,-2.439
2020-03-09,-45.4167
2020-03-10,19.084
2020-03-11,14.7436
2020-03-12,10.6145
2020-03-13,-15.6566
2020-03-16,-13.1737
2020-03-17,-6.2069
2020-03-18,-2.2059
2020-03-19,5.2632
2020-03-20,17.8571
2020-03-23,-10.303
2020-03-24,6.7568
2020-03-25,8.8608
2020-03-26,-8.1395
2020-03-27,-0.6329
2020-03-30,1.9172
2020-03-31,2.4936
2020-04-01,-8.5366
2020-04-02,1.5333
2020-04-03,-7.4196
2020-04-06,12.0567
2020-04-07,0.6329
2020-04-08,-0.6289
2020-04-09,-3.3987
2020-04-13,-3.3545
2020-04-14,25.4152
2020-04-15,-14.0541
2020-04-16,-5.0314
2020-04-17,7.2848
2020-04-20,-7.4074
2020-04-21,7.12
2020-04-22,-1.6679
2020-04-23,0.2722
2020-04-24,0.6817
2020-04-27,-0.884
2020-04-28,2.4668
2020-04-29,3.5185
2020-04-30,-4.8897
2020-05-01,-3.4483
2020-05-04,-1.2987
2020-05-05,-0.6579
2020-05-06,0.3311
2020-05-07,-0.9571
2020-05-08,2.2992
2020-05-11,4.2345
2020-05-12,8.75
2020-05-13,-2.2931
2020-05-14,-0.0059
2020-05-15,-5.2941
2020-05-18,6.2112
2020-05-19,-2.924
2020-05-20,9.6386
2020-05-21,2.7473
2020-05-22,-3.7433
2020-05-26,33.8889
2020-05-27,3.7344
2020-05-28,-14.2
2020-05-29,-4.4289
2020-06-01,-2.439
2020-06-02,1.0
2020-06-03,-2.9653
2020-06-04,1.0153
2020-06-05,1.0101
2020-06-08,0.0
2020-06-09,6.5
2020-06-10,4.2254
2020-06-11,222.0721
2020-06-12,-23.9161
2020-06-15,-12.8676
2020-06-16,60.3376
2020-06-17,-16.0526
2020-06-18,0.0
2020-06-19,-5.6426
2020-06-22,-6.8106
2020-06-23,-8.1996
2020-06-24,1.165
2020-06-25,-3.6468
2020-06-26,-8.3665
2020-06-29,-8.6957
2020-06-30,4.5238
2020-07-01,3.1891
2020-07-02,8.1678
2020-07-06,-2.449
2020-07-07,-6.6946
2020-07-08,0.4484
2020-07-09,11.607099999999999
2020-07-10,43.6
2020-07-13,-15.1811
2020-07-14,-11.6585
2020-07-15,3.5316
2020-07-16,5.9246
2020-07-17,-2.3729
2020-07-20,-4.8611
2020-07-21,7.6642
2020-07-22,-2.0339
2020-07-23,-1.7301
2020-07-24,-4.9296
2020-07-27,2.037
2020-07-28,1.8149
2020-07-29,0.1783
2020-07-30,7.6512
2020-07-31,-11.5702
