ticker,GNZR US Equity
2009-07-23,-5.4187
2009-07-24,0.0
2009-07-28,0.0
2009-07-29,16.6667
2009-07-31,-13.392900000000001
2009-08-03,0.0
2009-08-04,23.7113
2009-08-06,-19.1667
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,-17.5258
2009-08-12,140.0
2009-08-18,-54.1667
2009-08-19,36.3636
2009-08-20,-20.0
2009-08-24,-8.3333
2009-08-26,81.8182
2009-08-27,-40.0
2009-08-28,-16.6667
2009-08-31,1.25
2009-09-08,13.5802
2009-09-10,4.3478
2009-09-11,-16.6667
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-22,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-10-01,0.0
2009-10-07,0.0
2009-10-15,0.0
2009-10-16,-15.0
2009-10-20,23.5294
2009-10-23,4.7619
2009-10-26,-4.5455
2009-10-27,42.8571
2009-10-28,6.6667
2009-10-29,-7.0313
2009-10-30,-32.7731
2009-11-02,48.75
2009-11-03,-6.7227
2009-11-04,-13.5135
2009-11-05,-16.6667
2009-11-06,48.75
2009-11-09,0.8403
2009-11-10,166.6667
2009-11-11,-19.5313
2009-11-12,5.6311
2009-11-13,-23.5294
2009-11-16,15.3846
2009-11-17,-33.3333
2009-11-18,19.375
2009-11-19,-28.0105
2009-11-20,39.6364
2009-11-23,-33.8542
2009-11-24,25.9843
2009-11-25,-15.0
2009-11-27,46.3235
2009-11-30,32.6633
2009-12-02,-39.3939
2009-12-04,0.0
2009-12-07,-10.0
2009-12-08,-8.3333
2009-12-09,-3.0303
2009-12-10,-31.25
2009-12-11,72.7273
2009-12-14,0.0
2009-12-17,-1.6447
2009-12-18,-6.3545
2009-12-21,0.7143
2009-12-22,-4.2553
2009-12-23,-11.1111
2009-12-28,-26.6667
2009-12-29,0.0
2009-12-31,0.0
2010-01-04,36.3636
2010-01-05,-26.6667
2010-01-06,309.0909
2010-01-07,-33.3333
2010-01-08,-20.4167
2010-01-11,-35.8639
2010-01-12,30.6122
2010-01-13,15.0
2010-01-14,73.913
2010-01-15,0.0
2010-01-19,17.5
2010-01-20,-15.1596
2010-01-21,6.5831
2010-01-22,17.647100000000002
2010-01-25,-30.0
2010-01-26,-7.1429
2010-01-27,-23.0769
2010-01-28,20.0
2010-01-29,0.0
2010-02-03,-16.6667
2010-02-04,-2.0
2010-02-09,-18.3673
2010-02-10,40.0
2010-02-12,-28.5714
2010-02-16,0.0
2010-02-17,40.0
2010-02-18,-10.7143
2010-02-19,0.0
2010-02-22,-4.0
2010-02-23,25.0
2010-02-24,-3.3333
2010-03-03,-37.5
2010-03-04,48.9655
2010-03-05,-26.3889
2010-03-09,-74.8428
2010-03-10,298.0
2010-03-16,-2.5126
2010-04-07,-68.5567
2010-04-09,0.0
2010-04-12,216.3934
2010-04-14,-61.6516
2010-04-23,-0.0169
2010-04-29,156.7568
2010-05-25,-66.3158
2010-05-28,-20.3125
2010-06-04,0.0
2010-06-08,47.0588
2010-06-09,-5.3333
2010-06-10,5.6338
2010-06-11,4.0
2010-06-14,8.9744
2010-06-15,9.4118
2010-06-16,25.8065
2010-06-17,-12.8205
2010-06-18,20.5882
2010-06-21,-10.5691
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,-26.8182
2010-06-29,5.5901
2010-06-30,20.0
2010-07-01,-3.4314
2010-07-02,1.5228000000000002
2010-07-06,0.0
2010-07-07,-7.5
2010-07-08,-24.3243
2010-07-09,28.5714
2010-07-12,-7.7778
2010-07-13,-3.6145
2010-07-14,0.0
2010-07-16,-5.0
2010-07-19,5.2632
2010-07-20,3.75
2010-07-21,0.0
2010-07-22,0.0
2010-07-26,0.0
2010-07-27,3.6145
2010-07-29,2.3256
2010-07-30,1.1364
2010-08-02,4.4944
2010-08-03,-1.0753
2010-08-04,-2.1739
2010-08-05,-5.5556
2010-08-06,11.7647
2010-08-09,3.1579
2010-08-10,2.0408
2010-08-13,-10.0
2010-08-19,-6.6667
2010-08-20,0.0
2010-08-23,-1.1905000000000001
2010-08-25,1.2048
2010-08-26,-1.1905000000000001
2010-08-27,0.0
2010-09-03,20.4819
2010-09-08,-20.0
2010-09-13,0.0
2010-09-16,-18.75
2010-09-17,0.0
2010-09-20,-7.6923
2010-09-23,-50.0
2010-09-27,16.6667
2010-10-01,71.4286
2010-10-04,0.0
2010-10-05,-15.0
2010-10-12,56.8627
2010-10-13,0.0
2010-10-14,-36.25
2010-10-18,56.8627
2010-10-19,12.5
2010-10-20,-11.1111
2010-10-21,0.0
2010-10-26,0.0
2010-10-29,12.5
2010-11-03,-42.2222
2010-11-04,0.0
2010-11-12,53.8462
2010-11-16,-35.0
2010-11-22,5.7692
2010-11-24,0.0
2010-11-29,45.4545
2010-11-30,0.0
2010-12-03,0.0
2010-12-07,-12.5
2010-12-08,-22.8571
2010-12-09,1.8519
2010-12-10,1.8182
2010-12-13,5.3571
2010-12-14,-5.0847
2010-12-16,-8.9286
2010-12-22,-1.9607999999999999
2010-12-27,0.0
2010-12-31,2.0
2011-01-03,47.0588
2011-02-10,-33.3333
2011-02-11,0.0
2011-02-22,-50.0
2011-02-25,220.0
2011-03-14,25.0
2011-03-15,0.0
2011-03-18,-20.0
2011-03-21,0.0
2011-03-24,-18.75
2011-03-28,0.0
2011-04-01,38.4615
2011-04-12,-61.1111
2011-04-13,0.0
2011-04-15,114.2857
2011-05-02,-6.6667
2011-06-14,-28.5714
2011-06-16,-50.0
2011-06-17,0.0
2011-06-21,68.0
2011-08-11,-85.7143
2011-08-12,583.3333
2011-11-07,-39.0244
2011-12-20,-80.0
2012-02-13,0.0
2012-02-16,0.0
2012-02-24,400.0
2012-04-03,-20.0
2012-04-16,0.0
2012-04-23,0.0
2012-05-09,0.0
2012-05-15,0.0
2012-08-14,0.0
2012-08-16,-25.0
2012-09-14,-6.6667
2012-10-03,0.0
2012-10-15,0.0
2012-11-02,0.0
2012-11-12,0.0
2012-12-11,0.0
2012-12-20,-92.8571
2012-12-28,10.0
2013-01-30,227.2727
2013-04-12,52.7778
2013-06-19,1.8182
2013-07-23,0.0
2013-08-02,346.4286
2013-08-07,-82.0
2013-10-03,0.0
2013-10-08,22.2222
2013-10-16,-18.1818
2013-11-15,11.1111
2013-11-18,-18.0
2013-11-29,0.0
2013-12-03,2.439
2013-12-23,0.0
2013-12-30,2.3810000000000002
2014-01-07,1.1628
2014-01-23,0.0
2014-01-27,0.0
2014-09-24,129.8851
2014-10-28,20.0
2014-10-29,-16.6667
2014-12-22,-56.375
2015-01-07,152.149
2015-01-14,-9.0909
2015-01-23,0.0
2015-02-03,100.0
2015-02-18,-60.0
2015-02-19,0.0
2015-03-25,-6.25
2015-04-02,0.0
2015-04-06,0.0
2015-04-13,0.0
2015-04-14,60.0
2015-05-01,-8.3333
2015-05-07,-27.2727
2015-05-13,0.0
2015-05-20,-6.25
2015-06-03,-33.3333
2015-06-19,-20.0
2015-06-23,-25.0
2015-06-24,33.3333
2015-06-26,-37.5
2015-07-15,60.0
2015-07-30,-37.5
2015-08-21,0.0
2015-08-24,0.0
2015-08-31,20.0
2015-09-01,-16.6667
2015-09-03,100.0
2015-09-04,0.0
2015-09-11,0.0
2015-09-15,0.0
2015-09-28,40.0
2015-10-01,28.5714
2015-10-02,11.1111
2015-10-05,-40.0
2015-10-30,-16.6667
2015-11-04,-30.0
2015-11-13,100.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-19,0.0
2015-12-29,-35.7143
2016-03-02,0.0
2016-03-04,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-17,0.0
2016-03-23,-5.5556
2016-04-12,41.1765
2016-04-18,-16.6667
2016-04-19,40.0
2016-04-25,0.0
2016-05-02,-28.5714
2016-05-03,0.0
2016-05-24,-20.0
2016-06-01,0.0
2016-06-02,0.0
2016-08-02,25.0
2016-08-08,-7.75
2016-08-16,-34.9593
2016-09-30,33.3333
2016-10-10,-25.0
2016-10-28,-33.3333
2016-11-28,0.0
2016-12-19,0.0
2016-12-22,0.0
2017-01-11,120.625
2017-01-31,-30.8782
2017-03-23,-18.0328
2017-03-28,0.0
2017-04-20,0.0
2017-05-10,300.0
2017-05-24,-48.0625
2017-05-25,-45.1264
2017-08-02,-12.2807
2017-09-06,100.0
2017-10-05,-48.8
2017-10-06,-21.875
2017-11-10,94.99
2017-12-20,-48.7153
2018-03-13,0.0
2018-04-02,-23.3
2018-04-09,-2.2164
2018-04-11,0.0
2018-04-18,0.0
2018-05-04,-66.6667
2018-05-07,900.0
2018-05-08,-30.0
2018-05-14,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-23,0.0
2018-07-03,0.0
2018-08-13,0.0
2018-08-27,0.0
2018-09-10,0.0
2018-11-14,-28.5714
2018-11-21,60.0
2018-12-26,-12.5
2019-01-17,0.0
2019-02-06,2.8571
2019-05-14,-58.3333
2019-05-28,0.0
2019-08-08,-33.3333
2019-08-21,12.0
2019-09-05,109.8214
2019-09-06,-29.3617
2019-09-09,-9.6386
2019-09-11,112.0
2019-09-12,-37.1069
2019-09-17,-41.5
2019-09-27,0.0
2019-10-07,-14.5299
2019-10-08,0.0
2019-10-14,-17.0
2019-10-15,-9.6386
2019-10-16,-2.6667
2019-10-22,0.0
2019-10-25,-6.8493
2019-11-14,2.9412000000000003
2019-11-27,-14.2857
2019-12-10,-16.6667
2019-12-31,-18.0
2020-01-08,192.6829
2020-01-10,-16.6667
2020-02-11,-40.0
2020-02-19,-25.0
