ticker,WSG US Equity
2019-12-12,-3.8869
2019-12-13,0.0
2019-12-16,0.3676
2019-12-17,-3.2967
2019-12-18,-0.3788
2019-12-19,2.2814
2019-12-20,1.1152
2019-12-23,-0.7353
2019-12-24,-0.3704
2019-12-26,-0.3717
2019-12-27,-0.3731
2019-12-30,-2.2472
2019-12-31,-6.1303
2020-01-02,9.7959
2020-01-03,2.6022
2020-01-06,0.7246
2020-01-07,19.4245
2020-01-08,3.012
2020-01-09,0.2924
2020-01-10,0.0
2020-01-13,-0.2915
2020-01-14,-0.5848
2020-01-15,-2.0588
2020-01-16,-0.9009
2020-01-17,-4.8485
2020-01-21,-5.7325
2020-01-22,1.3514
2020-01-23,0.6667
2020-01-24,-5.9603
2020-01-27,-3.5211
2020-01-28,0.7299
2020-01-29,-0.7246
2020-01-30,-1.4599
2020-01-31,-0.7407
2020-02-03,3.3582
2020-02-04,1.444
2020-02-05,-0.3559
2020-02-06,-1.0714
2020-02-07,2.5271
2020-02-10,4.2254
2020-02-11,-1.0135
2020-02-12,5.4608
2020-02-13,0.3236
2020-02-14,-3.5484
2020-02-18,45.4849
2020-02-19,10.1149
2020-02-20,-1.0438
2020-02-21,-2.9536
2020-02-24,-6.5217
2020-02-25,-2.7907
2020-02-26,-0.7177
2020-02-27,-2.1687
2020-02-28,-7.8818
2020-03-02,3.2086
2020-03-03,5.6995000000000005
2020-03-04,1.4706000000000001
2020-03-05,-4.5894
2020-03-06,-5.8228
2020-03-09,-15.5914
2020-03-10,-4.1401
2020-03-11,-13.6213
2020-03-12,-18.0769
2020-03-13,-5.6338
2020-03-16,-26.8657
2020-03-17,23.8095
2020-03-18,-10.989
2020-03-19,-11.1111
2020-03-20,11.8056
2020-03-23,-3.1056
2020-03-24,7.6923
2020-03-25,17.8571
2020-03-26,41.4141
2020-03-27,-9.642900000000001
2020-03-30,-7.1146
2020-03-31,-1.2766
2020-04-01,-7.7586
2020-04-02,5.1402
2020-04-03,-1.7778
2020-04-06,3.6199
2020-04-07,4.8035
2020-04-08,0.8333
2020-04-09,2.8926
2020-04-13,-4.4177
2020-04-14,-2.521
2020-04-15,3.4483
2020-04-16,-2.9167
2020-04-17,-2.5751
2020-04-20,-0.8811
2020-04-21,-1.3333
2020-04-22,-0.4505
2020-04-23,-1.3575
2020-04-24,2.7523
2020-04-27,-3.5714
2020-04-28,5.5556
2020-04-29,4.386
2020-04-30,2.9412000000000003
2020-05-01,-10.2041
2020-05-04,1.8182
2020-05-05,2.6786
2020-05-06,2.1739
2020-05-07,2.5532
2020-05-08,9.5436
2020-05-11,-0.5682
2020-05-12,1.3333
2020-05-13,-2.2556
2020-05-14,-3.0769
2020-05-15,-3.9683
2020-05-18,5.7851
2020-05-19,1.5625
2020-05-20,0.7692
2020-05-21,-1.5267
2020-05-22,-5.814
2020-05-26,2.0576
2020-05-27,2.0161
2020-05-28,-7.1146
2020-05-29,3.8298
2020-06-01,8.1967
2020-06-02,-3.0303
2020-06-03,-2.3438
2020-06-04,6.4
2020-06-05,4.1353
2020-06-08,-2.1661
2020-06-09,-13.6531
2020-06-10,13.6752
2020-06-11,-1.8797000000000001
2020-06-12,0.0
2020-06-15,-1.9157
2020-06-16,-7.0313
2020-06-17,-0.4202
2020-06-18,-3.7975
2020-06-19,-3.5088
2020-06-22,2.7273
2020-06-23,-3.5398
2020-06-24,-4.1284
2020-06-25,-0.9569
2020-06-26,0.4831
2020-06-29,1.9231
2020-06-30,-0.9434
2020-07-01,-0.5381
2020-07-02,6.2862
2020-07-06,-1.8018
2020-07-07,2.2936
2020-07-08,-1.7936999999999999
2020-07-09,0.0
2020-07-10,2.2831
2020-07-13,-4.0179
2020-07-14,0.0
2020-07-15,2.3256
2020-07-16,-1.3636
2020-07-17,-0.9217
2020-07-20,0.0
2020-07-21,3.2558
2020-07-22,-5.4054
2020-07-23,-2.3810000000000002
2020-07-24,-0.4878
2020-07-27,-2.451
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,-2.0101
2020-07-31,0.5128
