ticker,PHCG US Equity
2019-03-21,14.7664
2019-03-22,5.8632
2019-03-25,-8.461500000000001
2019-03-27,33.6134
2019-03-28,-18.239
2019-04-02,3.8462
2019-04-03,-11.1111
2019-04-05,15.0
2019-04-08,-0.3623
2019-04-11,-19.2727
2019-04-15,-10.8108
2019-04-16,11.1111
2019-04-17,10.9091
2019-04-22,-16.8033
2019-04-24,18.2266
2019-04-26,7.5
2019-04-29,-1.5504
2019-04-30,2.3622
2019-05-01,-10.961500000000001
2019-05-02,29.5896
2019-05-03,-6.6667
2019-05-06,-0.0143
2019-05-07,0.0143
2019-05-08,0.0
2019-05-09,-13.2143
2019-05-13,-9.465
2019-05-14,9.0909
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,23.3333
2019-05-23,1.3514
2019-05-24,-26.6667
2019-05-28,-7.2727
2019-05-29,27.451
2019-05-30,-15.3846
2019-05-31,3.6364
2019-06-03,40.3509
2019-06-04,0.0
2019-06-05,-31.25
2019-06-06,27.2727
2019-06-10,-11.4286
2019-06-13,-3.2258
2019-06-17,-8.3333
2019-06-18,-0.0182
2019-06-25,18.2033
2019-06-26,-20.0
2019-06-28,-13.461500000000001
2019-07-01,-14.0
2019-07-02,-19.8966
2019-07-03,3.2258
2019-07-05,6.25
2019-07-08,0.0
2019-07-09,-8.8235
2019-07-10,-9.6774
2019-07-11,32.1429
2019-07-12,0.0
2019-07-16,8.1081
2019-07-17,-27.5
2019-07-19,17.2414
2019-07-22,0.0
2019-07-23,-14.7059
2019-07-24,0.0
2019-07-25,-6.8966
2019-07-26,-3.7037
2019-08-01,5.8077
2019-08-02,99.9273
2019-08-05,-7.2727
2019-08-06,7.8431
2019-08-08,0.0
2019-08-09,9.0909
2019-08-12,8.3333
2019-08-13,-15.3846
2019-08-14,16.3636
2019-08-15,-51.25
2019-08-16,92.3077
2019-08-19,-12.5
2019-08-21,0.4762
2019-08-22,0.4739
2019-08-23,16.8868
2019-08-27,-27.3608
2019-08-29,0.0
2019-08-30,0.0
2019-09-04,11.1111
2019-09-05,-0.4
2019-09-09,-4.6185
2019-09-10,-5.2632
2019-09-11,10.6667
2019-09-12,-9.618500000000001
2019-09-13,11.0864
2019-09-16,-9.98
2019-09-17,0.0
2019-09-18,15.0855
2019-09-19,-1.5444
2019-09-20,-3.9215999999999998
2019-09-23,-6.1224
2019-09-26,0.0
2019-09-30,8.6957
2019-10-01,-8.0
2019-10-02,0.0
2019-10-03,-2.1739
2019-10-04,-1.1111
2019-10-07,12.3596
2019-10-08,0.0
2019-10-10,2.0
2019-10-11,0.0
2019-10-14,-10.7843
2019-10-15,-1.0989
2019-10-16,6.6667
2019-10-17,-6.25
2019-10-21,12.8889
2019-10-23,-17.3228
2019-10-24,20.9524
2019-10-25,-11.417300000000001
2019-10-28,0.0
2019-10-29,0.0222
2019-10-30,0.0
2019-11-05,9.9756
2019-11-06,0.5152
2019-11-07,0.01
2019-11-11,-0.1206
2019-11-12,-4.4266
2019-11-14,9.473700000000001
2019-11-15,-3.8462
2019-11-19,4.0
2019-11-20,0.0
2019-11-22,0.0096
2019-11-26,-0.0096
2019-11-27,5.7692
2019-11-29,-9.0727
2019-12-02,3.9792
2019-12-03,0.9615
2019-12-04,0.0
2019-12-05,0.1905
2019-12-06,4.5247
2019-12-10,-5.2383
2019-12-12,-0.1919
2019-12-16,1.9231
2019-12-17,-1.9811
2019-12-19,-7.6035
2019-12-23,10.4167
2019-12-24,-9.3774
2019-12-30,10.3477
2020-01-02,0.0
2020-01-06,-5.6604
2020-01-07,-5.0
2020-01-09,9.473700000000001
2020-01-10,5.7692
2020-01-13,-7.2727
2020-01-14,0.0
2020-01-17,-10.7843
2020-01-21,9.8901
2020-01-22,0.0
2020-01-23,-6.0
2020-01-28,6.383
2020-01-29,-10.0
2020-01-30,-4.4444
2020-02-04,16.2791
2020-02-06,-4.0
2020-02-07,-16.6667
2020-02-10,3.75
2020-02-11,3.6145
2020-02-12,16.2791
2020-02-13,0.0
2020-02-19,0.0
2020-02-21,-4.0
2020-02-24,-35.4167
2020-02-26,58.0645
2020-02-27,-35.7143
2020-03-02,3.1746
2020-03-03,47.6923
2020-03-04,-6.25
2020-03-09,-19.9778
2020-03-11,-16.689799999999998
2020-03-12,-16.6667
2020-03-13,80.0
2020-03-16,-1.1111
2020-03-17,-10.1124
2020-03-18,-25.0
2020-03-19,33.3333
2020-03-20,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,-25.0
2020-03-26,33.3333
2020-03-27,-10.0
2020-03-30,-11.1111
2020-03-31,9.375
2020-04-02,14.2857
2020-04-03,12.5
2020-04-06,-28.8889
2020-04-07,-6.25
2020-04-08,18.3333
2020-04-09,-12.6761
2020-04-13,12.9032
2020-04-14,-20.0
2020-04-15,0.0357
2020-04-16,42.8061
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-24,-13.0
2020-04-27,-3.7213000000000003
2020-04-28,19.3852
2020-04-29,25.0
2020-04-30,-15.0
2020-05-04,17.647100000000002
2020-05-05,-12.5
2020-05-07,14.2857
2020-05-08,-2.0
2020-05-12,-18.3469
2020-05-13,-0.025
2020-05-14,-2.4875
2020-05-18,15.3698
2020-05-19,11.0667
2020-05-20,-19.968
2020-05-21,0.0
2020-05-22,-12.5
2020-05-26,37.0857
2020-05-27,-6.2526
2020-06-01,6.6919
2020-06-04,2.1046
2020-06-05,0.0
2020-06-08,-18.3673
2020-06-09,22.5
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,-8.1633
2020-06-15,-11.1111
2020-06-16,1.25
2020-06-17,11.1111
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,-13.3111
2020-06-23,2.5378
2020-06-25,12.475
2020-06-26,-11.0914
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-07,-2.5
2020-07-08,0.0
2020-07-09,-10.2564
2020-07-10,2.8571
2020-07-13,36.1111
2020-07-14,0.0
2020-07-15,-22.449
2020-07-16,31.5789
2020-07-17,0.0
2020-07-21,-10.96
2020-07-22,-7.9066
2020-07-23,21.9512
2020-07-24,-40.0
2020-07-27,66.6333
2020-07-28,0.0
2020-07-29,-1.9804
2020-07-30,0.0
2020-07-31,-8.1633
