ticker,ADGS US Equity
2014-08-29,34.2857
2014-09-08,-6.9149
2014-09-10,0.0
2014-09-16,-9.1429
2014-09-17,0.0
2014-09-24,9.434
2014-09-25,-25.2874
2014-09-26,-21.5385
2014-09-30,22.549
2014-10-03,-12.0
2014-10-07,9.0909
2014-10-10,8.3333
2014-10-13,10.0
2014-10-14,0.6993
2014-10-16,-16.6667
2014-10-20,40.0
2014-10-21,-0.5952
2014-10-22,0.5988
2014-10-23,3.5714
2014-10-24,0.5747
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,-5.7143
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,1.8106
2014-11-06,7.1434
2014-11-07,2.7849
2014-11-10,0.0
2014-11-11,-2.7027
2014-11-12,-5.5556
2014-11-24,2.9412000000000003
2014-12-02,-14.2857
2014-12-05,0.0
2014-12-10,0.0
2014-12-19,-43.3333
2014-12-22,0.0
2014-12-23,-29.4118
2014-12-29,-8.3333
2015-01-05,81.8182
2015-01-06,-1.5
2015-01-07,1.5228000000000002
2015-01-16,-44.0
2015-01-23,77.6786
2015-01-28,0.0
2015-01-29,-48.7437
2015-01-30,0.0
2015-02-02,0.0
2015-02-04,0.0
2015-02-05,-35.2941
2015-02-09,54.5455
2015-02-10,0.0
2015-02-11,-1.9607999999999999
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,10.0
2015-02-27,-7.2727
2015-03-02,3.9215999999999998
2015-03-11,-5.6604
2015-04-08,-20.0
2015-04-13,0.0
2015-04-17,25.0
2015-04-21,0.0
2015-05-04,-20.0
2015-05-20,25.0
2015-06-09,-40.0
2015-06-19,0.0
2015-07-08,-16.6667
2015-07-29,-20.0
2015-08-05,0.0
2015-08-18,-25.0
2015-09-30,-20.0
2015-10-19,25.0
2015-10-22,66.6667
2015-10-23,4.0
2015-11-20,-3.8462
2015-12-29,-8.0
2016-02-08,0.0
2016-02-19,-17.3913
2016-02-22,13.3224
2016-03-10,-48.9115
2016-04-13,0.0
2016-05-05,13.75
2016-06-20,19.7802
2016-07-22,-59.9666
2016-07-26,0.0
2016-08-18,-16.6667
2016-09-01,0.0
2016-09-02,-10.75
2016-09-21,-21.5686
2016-09-29,0.0
2016-10-03,0.0
2016-11-25,0.0
2017-01-27,-37.1429
2017-05-03,-4.5455
2017-05-04,-4.7619
2017-05-05,-50.0
2017-06-29,5.0
2018-02-20,-0.9524
2018-03-05,46.1538
2018-09-04,-7.8947
2018-10-16,-27.1429
2018-11-08,0.0
2019-01-04,17.647100000000002
2019-11-15,-58.3333
2019-12-31,0.0
2020-01-09,100.0
2020-01-24,99.0
2020-01-27,-74.8744
2020-01-30,296.0
2020-02-20,1415.1515
2020-02-21,400.0
2020-02-24,133.3333
2020-02-25,41.4286
2020-02-26,-6.2626
2020-02-27,12.069
2020-02-28,21.1538
2020-03-02,26.8254
2020-03-03,2.6283
2020-03-04,-6.0976
2020-03-05,-31.8182
2020-03-06,-7.8095
2020-03-09,-58.6777
2020-03-10,175.0
2020-03-11,-18.1818
2020-03-12,-11.1111
2020-03-13,-7.5
2020-03-16,-24.5946
2020-03-17,2.509
2020-03-18,10.8392
2020-03-19,0.3155
2020-03-20,22.6415
2020-03-23,2.3077
2020-03-24,5.0125
2020-03-25,-6.9212
2020-03-26,-3.8462
2020-03-27,0.5333
2020-03-30,0.7958
2020-03-31,2.6316
2020-04-01,13.5897
2020-04-02,-20.9932
2020-04-03,27.4286
2020-04-06,-14.7982
2020-04-07,0.0
2020-04-08,5.2632
2020-04-09,12.25
2020-04-13,4.4543
2020-04-14,-6.3966
2020-04-15,-16.6287
2020-04-16,12.0219
2020-04-17,-28.0488
2020-04-20,0.678
2020-04-21,7.7440999999999995
2020-04-22,-3.125
2020-04-23,-3.871
2020-04-24,7.3826
2020-04-27,-6.5625
2020-04-28,0.0
2020-04-29,-42.1405
2020-04-30,-1.7341
2020-05-01,17.647100000000002
2020-05-04,11.5
2020-05-05,16.1435
2020-05-06,-22.7799
2020-05-07,-11.5
2020-05-08,3.9548
2020-05-11,-7.6087
2020-05-12,-1.1764999999999999
2020-05-13,-10.7143
2020-05-14,6.6667
2020-05-15,14.375
2020-05-18,20.2186
2020-05-19,33.1818
2020-05-20,-4.4369
2020-05-21,-20.0
2020-05-22,5.8036
2020-05-26,11.3924
2020-05-27,0.3788
2020-05-28,-0.3774
2020-05-29,0.0
2020-06-01,42.0455
2020-06-02,-6.6667
2020-06-03,-14.2857
2020-06-04,-28.3333
2020-06-05,5.1163
2020-06-08,14.1593
2020-06-09,-18.2171
2020-06-10,-10.9005
2020-06-11,-4.7872
2020-06-12,1.6760000000000002
2020-06-15,-3.8462
2020-06-16,2.8571
2020-06-17,-13.8889
2020-06-18,3.2258
2020-06-19,1.25
2020-06-22,-13.5802
2020-06-23,-10.0
2020-06-24,16.2698
2020-06-25,-2.3891
2020-06-26,0.6993
2020-06-29,0.0
2020-06-30,-2.7778
2020-07-01,0.0
2020-07-02,14.2857
2020-07-06,-6.25
2020-07-07,-1.3333
2020-07-08,11.4865
2020-07-09,9.0909
2020-07-10,2.2222
2020-07-14,-4.8913
2020-07-15,-1.7143000000000002
2020-07-16,-20.9302
2020-07-17,0.0
2020-07-20,-11.7647
2020-07-21,39.1667
2020-07-22,-26.9461
2020-07-23,19.6721
2020-07-24,10.9589
2020-07-27,-7.4074
2020-07-28,-0.0067
2020-07-29,-9.994
2020-07-30,1.4815
2020-07-31,-8.7591
