ticker,ATXG US Equity
2017-06-13,-4.878
2017-06-14,-7.6923
2017-06-15,-5.5556
2017-06-16,8.8235
2017-06-19,-1.8649
2017-06-21,1.9003
2017-06-22,0.0
2017-06-23,-8.1081
2017-06-26,1.1764999999999999
2017-06-27,-4.0698
2017-06-28,0.6061
2017-06-29,5.4217
2017-06-30,0.0
2017-07-03,-8.5714
2017-07-05,9.375
2017-07-06,-0.6571
2017-07-07,-1.5588
2017-07-10,-2.0159
2017-07-11,0.7812
2017-07-12,0.0
2017-07-13,0.0
2017-07-17,3.5503
2017-07-18,-4.5714
2017-07-19,1.7964
2017-07-20,0.0
2017-07-24,-1.2235
2017-07-25,0.0476
2017-07-26,0.5952
2017-07-27,1.7751000000000001
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,-1.1628
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,6.4706
2017-08-11,0.0
2017-08-14,-3.3149
2017-08-15,0.0
2017-08-16,-1.7143000000000002
2017-08-17,1.7442
2017-08-18,0.0
2017-08-21,2.8571
2017-08-22,-4.4444
2017-08-23,4.6512
2017-08-24,-4.4444
2017-08-25,4.6512
2017-08-28,0.0
2017-08-29,-0.5556
2017-08-30,36.8715
2017-08-31,-18.3673
2017-09-01,-11.38
2017-09-05,-1.2638
2017-09-06,2.8571
2017-09-07,-4.4444
2017-09-08,0.0
2017-09-11,-1.1628
2017-09-12,-1.7647
2017-09-13,0.0
2017-09-14,0.5988
2017-09-15,-0.5952
2017-09-18,0.5988
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,5.9524
2017-09-22,0.0
2017-09-25,0.6966
2017-09-26,0.9819
2017-09-27,-1.3536000000000001
2017-09-28,-0.4313
2017-09-29,-1.0012
2017-10-02,1.1364
2017-10-03,0.5618
2017-10-04,3.352
2017-10-05,-7.4919
2017-10-06,0.0
2017-10-09,-2.4191
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,2.9939999999999998
2017-10-13,7.5581
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,-5.5135
2017-10-19,4.6911000000000005
2017-10-20,0.0
2017-11-10,0.5464
2017-11-29,5.9783
2017-12-12,4.6154
2017-12-19,12.7451
2017-12-21,-11.7391
2017-12-29,-1.4778
2018-01-11,0.0
2018-01-17,0.0
2018-01-19,20.0
2018-02-08,8.3333
2018-02-12,0.0
2018-02-13,0.0
2018-02-16,1.9231
2018-02-21,-2.6414999999999997
2018-02-26,4.6512
2018-03-06,4.8148
2018-03-07,2.4735
2018-03-12,0.0
2018-03-21,0.0
2018-03-28,-31.0345
2018-03-29,0.0
2018-04-02,15.0
2018-04-03,11.3043
2018-04-05,1.5625
2018-04-10,-1.5385
2018-04-11,1.5625
2018-04-20,0.0
2018-04-24,15.3846
2018-04-26,3.3333
2018-04-27,-3.2258
2018-04-30,6.6667
2018-05-01,0.0
2018-05-03,0.0
2018-05-08,9.375
2018-05-09,0.0
2018-05-10,-0.8571
2018-05-16,0.2882
2018-05-22,12.069
2018-06-11,0.0
2018-06-13,-2.5641
2018-06-18,-7.8947
2018-06-20,8.5714
2018-06-21,0.0
2018-06-28,-20.7895
2018-06-29,26.2458
2018-07-05,-1.3158
2018-07-06,6.6667
2018-07-09,0.0
2018-07-10,2.5
2018-07-18,-4.3902
2018-07-23,0.7653
2018-08-01,-1.2658
2018-08-03,2.5641
2018-08-07,0.0
2018-08-22,0.0
2018-08-29,0.0
2018-10-09,-2.5
2018-10-31,-34.6154
2018-11-27,56.8627
2019-02-13,0.0
2019-03-01,2.5
2019-03-04,0.0
2020-04-01,-91.4634
