ticker,PSFT US Equity
2009-11-02,1.6393
2009-11-03,0.0
2009-11-04,-4.8387
2009-11-05,3.3898
2009-11-06,-6.5574
2009-11-09,1.7544
2009-11-10,1.7241
2009-11-12,6.7797
2009-11-16,3.1746
2009-11-17,3.0769
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-24,1.4925
2009-11-25,5.8824
2009-11-30,1.3889
2009-12-01,0.0
2009-12-02,1.3699
2009-12-04,0.0
2009-12-07,2.7027
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,1.3158
2009-12-14,0.0
2009-12-15,-1.2987
2009-12-16,1.3158
2009-12-17,1.2987
2009-12-18,1.2821
2009-12-21,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,1.2658
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,3.75
2010-01-06,2.4096
2010-01-07,3.5294
2010-01-08,-2.2727
2010-01-11,2.3256
2010-01-12,2.2727
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,-2.2222
2010-01-19,-3.4091
2010-01-20,0.0
2010-01-21,-3.5294
2010-01-22,-3.6585
2010-01-26,0.0
2010-01-27,5.0633
2010-01-28,2.4096
2010-01-29,1.1764999999999999
2010-02-01,0.0
2010-02-02,1.1628
2010-02-03,1.1494
2010-02-04,-4.5455
2010-02-05,1.1905000000000001
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,1.1764999999999999
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,1.1628
2010-02-18,0.0
2010-02-22,-1.1494
2010-02-23,1.1628
2010-02-24,1.1494
2010-02-25,0.0
2010-02-26,1.1364
2010-03-03,0.0
2010-03-04,0.0
2010-03-15,-2.2472
2010-03-16,2.2989
2010-03-26,-2.2472
2010-03-29,-1.1494
2010-04-07,-1.1628
2010-04-13,0.0
2010-04-20,3.5294
2010-04-21,3.4091
2010-04-26,-2.1978
2010-04-28,1.1236
2010-04-30,0.0
2010-05-05,-4.4444
2010-05-06,-4.6512
2010-05-10,3.6585
2010-05-12,8.2353
2010-05-13,-2.1739
2010-05-14,2.2222
2010-05-17,-1.087
2010-05-18,-1.0989
2010-05-21,3.3333
2010-05-24,-7.5269
2010-05-26,8.1395
2010-06-01,2.1505
2010-06-02,2.1053
2010-06-08,0.0
2010-06-10,-14.433
2010-06-11,12.0482
2010-06-14,-5.3763
2010-06-15,2.2727
2010-06-23,11.1111
2010-06-29,-11.0
2010-07-02,1.1236
2010-07-13,-11.1111
2010-07-20,6.25
2010-07-26,-7.0588
2010-07-27,0.0
2010-08-05,-5.0633
2010-09-08,13.3333
2010-09-15,0.0
2010-10-01,0.0
2010-10-04,5.8824
2010-10-05,-6.6667
2010-10-07,7.1429
2010-10-08,0.0
2010-10-11,-6.6667
2010-10-12,7.1429
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-19,3.3333
2010-10-20,1.6129
2010-10-21,-4.7619
2010-10-26,-10.0
2010-10-28,3.7037
2010-11-04,-35.7143
2010-11-05,50.0
2010-11-12,-18.5185
2010-11-16,-18.1818
2010-12-03,0.0
2010-12-14,0.0
2011-02-10,5.5556
2011-03-03,57.8947
2011-03-10,0.0
2011-03-15,-26.6667
2011-03-23,-13.6364
2011-04-14,0.0
2011-04-29,26.3158
2011-08-08,-20.8333
2011-10-26,68.4211
2012-01-25,0.0
2012-03-16,-40.625
2012-04-16,0.0
2012-05-21,0.0
2012-06-21,0.0
2012-09-11,0.0
2012-09-14,426.3158
2012-09-18,-81.0
2012-11-07,0.0
2013-01-23,-35.7895
2013-02-21,14.7541
2013-03-07,0.0
2013-03-08,0.0
2013-03-12,1.4285999999999999
2013-03-13,-1.2324
2013-03-15,0.0
2013-03-18,-0.1783
2013-03-19,7.1429
2013-03-20,0.0
2013-05-24,0.0
2013-05-29,0.0
2013-06-07,1.3333
2013-06-10,1.3158
2013-06-11,0.0
2013-06-25,2.5974
2013-10-01,-2.5316
2013-12-27,0.0
2014-01-16,0.0
2014-03-14,0.0
2014-04-29,0.0
2014-05-08,-9.0909
2014-05-14,-14.2857
2014-06-26,-16.6667
2014-07-11,20.0
2014-09-02,-33.3333
2014-09-15,-12.5
2014-10-07,0.0
2014-12-29,0.0
2014-12-30,-42.8571
2015-09-18,-20.0
2015-12-18,-12.5
2016-03-18,32.1429
2016-06-17,-10.8108
2016-09-16,15.1515
2016-10-05,15.7895
2016-12-16,-13.6364
2016-12-20,-47.3684
2017-01-12,0.0
2017-01-13,0.0
2017-01-25,0.0
2017-04-21,0.0
2017-05-08,-30.0
2017-09-12,-28.5714
2017-11-28,0.0
2018-01-16,0.0
2018-05-07,-40.0
2018-10-02,-23.3333
2019-01-09,-8.6957
2019-10-21,19.0476
2019-11-11,0.0
2019-11-15,-14.0
2019-12-03,-30.2326
2019-12-04,33.3333
2019-12-23,0.0
2019-12-31,1225.0
2020-01-02,-24.5283
2020-01-13,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-24,50.0
2020-01-27,-33.3333
2020-02-13,5.625
2020-03-09,0.0
2020-05-04,-5.3254
2020-05-19,-25.0
2020-05-27,0.0
2020-06-01,33.3333
2020-06-11,0.0
2020-06-15,0.0
2020-06-22,0.0
2020-06-29,0.0
2020-06-30,-25.0
