ticker,NSYC US Equity
2010-09-02,-5.1095
2010-11-03,3.0769
2010-12-16,4.4776
2010-12-17,0.0357
2010-12-21,7.1046
2010-12-22,13.3333
2010-12-23,-9.4118
2010-12-29,-9.0909
2011-01-07,0.0
2011-01-20,7.1429
2011-02-25,1.3333
2011-04-15,-9.8355
2011-05-05,-1.4958
2011-05-09,0.0
2011-05-13,0.7407
2011-06-06,0.0
2011-07-27,4.4118
2011-09-28,6.338
2011-10-07,5.9603
2011-10-19,-6.2188
2011-10-20,6.6311
2011-11-08,-4.375
2011-11-22,0.0
2011-12-06,-0.6536
2012-01-12,8.5526
2012-01-13,-6.0606
2012-01-18,0.0
2012-01-31,0.0
2012-04-03,0.0
2012-04-26,0.0
2012-05-07,-11.6129
2012-05-22,0.0
2012-06-28,13.1387
2012-08-02,-3.2258
2012-08-10,-3.3333
2012-08-16,-1.3793
2012-08-22,4.8951
2012-09-07,0.0
2012-09-11,-4.6667
2012-09-12,-0.3846
2012-09-14,-0.3159
2012-09-19,0.3169
2012-09-25,1.7901
2012-09-26,1.7241
2012-10-25,8.4746
2012-11-26,6.2438
2012-12-11,-2.3472
2012-12-27,8.4337
2013-01-29,-5.5556
2013-02-06,-2.9412000000000003
2013-02-11,3.0303
2013-03-01,-2.9412000000000003
2013-03-04,0.0
2013-06-03,10.9091
2013-08-12,9.2896
2013-08-30,2.5
2013-09-03,-4.878
2013-09-05,0.0
2013-10-15,17.9487
2013-10-16,0.0
2013-10-18,30.4348
2013-12-02,-35.0
2014-01-23,-2.9897
2014-01-24,4.6678
2014-06-30,1.0101
2014-07-17,21.6216
2014-07-31,-12.8889
2014-08-08,14.7959
2014-09-02,0.0
2014-09-24,2.2222
2014-09-29,-1.7391
2014-10-07,2.6549
2014-10-15,-4.8491
2014-10-22,-1.6987999999999999
2014-10-28,0.0046
2014-11-03,-3.2303
2014-12-09,-7.1429
2015-01-05,12.8205
2015-01-13,4.5455
2015-01-14,-2.1739
2015-01-16,0.0
2015-01-23,2.2222
2015-01-27,0.0
2015-02-09,-4.3478
2015-02-10,-4.5455
2015-02-11,-2.3571
2015-02-12,2.414
2015-02-19,2.3810000000000002
2015-02-27,-4.6512
2015-03-03,0.0
2015-03-04,7.3171
2015-03-09,-5.0
2015-03-17,0.4785
2015-03-20,0.9524
2015-04-10,13.2075
2015-04-13,0.0
2015-04-27,-0.0042
2015-05-04,2.0876
2015-05-14,6.6667
2015-05-18,-2.0833
2015-05-20,-1.0638
2015-06-10,-1.9355
2015-06-16,-1.3158
2015-06-26,-0.4444
2015-06-30,0.0
2015-07-01,0.0
2015-07-06,0.0
2015-08-13,-0.4688
2015-09-01,0.9195
2015-10-05,4.4444
2015-12-31,2.1234
2016-01-08,4.5502
2016-01-21,-3.4783
2016-01-22,0.0
2016-02-11,5.4009
2016-04-19,-2.1326
2016-04-28,31.0
2016-05-05,-22.3307
2016-05-06,0.0
2016-05-09,-1.2876
2016-05-10,0.0
2016-05-11,0.4348
2016-06-17,0.0
2016-07-01,0.0
2016-07-18,6.0606
2016-10-03,-5.7143
2016-10-07,0.4329
2016-10-28,0.0
2016-11-01,0.0
2016-11-21,1.2931
2016-11-22,0.0
2016-11-23,-1.2681
2016-12-29,9.9
2016-12-30,0.0039
2017-01-06,8.5106
2017-01-09,0.0
2017-01-18,-13.7255
2017-01-19,-2.2727
2017-02-03,9.3023
2017-02-07,0.0
2017-03-06,4.2553
2017-03-08,2.0408
2017-03-16,8.0
2017-03-30,0.0
2017-04-05,-7.4074
2017-05-31,6.0
2017-06-27,-1.883
2017-06-28,1.9192
2017-07-14,1.1320999999999999
2017-08-14,-0.7463
2017-08-15,0.7519
2017-08-17,0.0
2017-08-30,0.0
2017-09-05,1.4925
2017-09-06,10.2684
2017-09-21,-0.01
2017-10-05,0.0
2017-10-19,-8.3028
2017-10-20,1.8182
2017-11-08,-4.6393
2017-12-01,-0.0037
2017-12-14,31.0749
2017-12-22,-0.0029
2017-12-27,-0.0029
2017-12-28,-7.1296
2017-12-29,-16.9231
2018-01-02,0.0
2018-01-04,13.1481
2018-01-08,-7.1804
2018-01-09,2.2641999999999998
2018-01-16,5.1402
2018-01-17,0.7265
2018-01-19,0.6969
2018-01-22,0.0
2018-01-30,-0.692
2018-02-08,0.0
2018-02-12,-1.3937
2018-02-14,1.0601
2018-02-22,1.3986
2018-02-26,0.0
2018-03-08,-1.7241
2018-03-21,-5.2632
2018-03-22,2.963
2018-03-23,0.0
2018-03-26,0.0
2018-03-29,0.7194
2018-04-04,-3.5714
2018-04-05,1.8519
2018-04-10,0.0
2018-04-23,-1.8182
2018-04-25,1.8519
2018-05-11,-1.8182
2018-05-18,3.7037
2018-05-31,-2.8571
2018-06-04,0.0
2018-06-05,0.0
2018-06-21,2.9412000000000003
2018-06-29,0.0
2018-07-09,1.7821
2018-07-10,0.0
2018-07-12,-0.007
2018-08-02,0.0105
2018-08-23,-5.0
2018-08-24,0.4617
2018-08-27,0.3676
2018-09-13,1.0989
2018-09-17,-3.8949
2018-09-21,3.8643
2018-10-11,-10.3448
2018-10-12,1.2146
2018-10-18,2.8
2018-11-27,6.6148
2018-12-10,0.0
2018-12-12,-6.9343
2018-12-13,-1.098
2018-12-17,0.0198
2018-12-19,7.0367
2019-01-03,-1.8519
2019-01-04,1.8868
2019-01-07,1.4815
2019-01-08,13.1387
2019-01-09,0.0
2019-01-10,-0.6897
2019-01-11,0.0
2019-01-16,0.0
2019-01-18,0.0
2019-01-22,-0.0035
2019-01-23,0.3507
2019-01-24,0.346
2019-01-25,1.7241
2019-01-30,-7.4576
2019-01-31,2.5641
2019-02-05,4.2857
2019-02-12,-0.0068
2019-02-14,-0.3425
2019-02-20,3.0999
2019-02-27,-1.6667
2019-03-04,-2.8814
2019-03-06,0.1745
2019-03-07,2.7875
2019-03-15,0.0
2019-03-19,-2.3729
2019-03-22,-9.7222
2019-03-25,1.9231
2019-03-26,-1.8868
2019-03-28,-1.9231
2019-03-29,0.0
2019-04-09,17.6431
2019-04-11,-6.6636
2019-04-12,0.0
2019-04-15,7.1393
2019-04-17,-1.6634
2019-04-18,-6.7797
2019-04-22,9.0909
2019-04-23,-1.6667
2019-04-25,1.6949
2019-04-26,0.6667
2019-05-03,0.0
2019-05-10,2.649
2019-05-14,3.2258
2019-05-15,-0.0031
2019-05-28,-1.5594000000000001
2019-05-29,3.1714
2019-05-30,0.0031
2019-06-07,-9.2308
2019-06-10,10.1695
2019-06-24,-3.0769
2019-06-26,-4.7619
2019-06-27,6.6567
2019-06-28,-0.0063
2019-07-01,1.5752000000000002
2019-07-08,-0.0031
2019-07-12,0.0
2019-07-15,6.1604
2019-07-18,1.4464000000000001
2019-07-22,-0.0057
2019-07-26,-7.1349
2019-07-29,-8.6123
2019-08-01,2.6935000000000002
2019-08-05,0.0
2019-08-13,-0.0033
2019-08-16,-2.623
2019-08-19,-4.0404
2019-08-20,0.0
2019-08-21,-1.0526
2019-08-28,-4.2518
2019-09-03,-0.0037
2019-09-19,1.8519
2019-10-08,0.0
2019-10-11,-5.0909
2019-10-14,-7.6628
2019-10-17,-5.8091
2019-10-23,17.6211
2019-10-24,0.0
2019-11-04,-12.7341
2019-11-05,14.5923
2019-11-19,-6.367
2019-11-20,-4.0
2019-11-21,0.0
2019-11-25,4.1667
2019-12-06,7.6
2019-12-12,0.0
2019-12-13,0.3718
2019-12-16,0.0
2019-12-17,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-03,-1.8519
2020-01-06,1.8868
2020-01-08,0.0
2020-01-13,1.1111
2020-01-14,2.5641
2020-01-16,15.3846
2020-01-21,-5.0
2020-02-03,-8.7719
2020-02-10,7.6769
2020-02-11,0.0143
2020-02-18,-0.0071
2020-03-03,-4.4575
2020-03-06,-0.9346
2020-03-12,0.0
2020-03-13,0.0
2020-03-18,-9.434
2020-03-19,6.25
2020-03-20,1.9607999999999999
2020-03-24,0.0
2020-03-25,0.0
2020-03-31,-3.8462
2020-04-06,0.0
2020-04-08,0.0
2020-04-13,6.0
2020-04-14,-5.6604
2020-04-16,5.992
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,-0.3774
2020-04-28,0.0
2020-04-29,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-07,0.0
2020-05-19,0.0
2020-05-20,0.0038
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-06-01,-0.375
2020-06-02,0.3764
2020-06-05,0.0038
2020-06-08,0.0
2020-06-09,0.0
2020-06-11,-0.3788
2020-06-12,0.3802
2020-06-16,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-26,-5.322
2020-06-30,5.6211
2020-07-01,2.2727
2020-07-02,0.0185
2020-07-06,-0.0185
2020-07-07,-3.7037
2020-07-08,-7.6923
2020-07-10,8.3333
2020-07-13,-3.8462
2020-07-14,8.02
2020-07-16,0.0
2020-07-17,-0.0185
2020-07-22,0.0
2020-07-24,0.0
2020-07-28,0.0
2020-07-29,0.0185
