ticker,APM US Equity
2019-05-14,4.3162
2019-05-15,2.3245
2019-05-16,6.2244
2019-05-17,5.8169
2019-05-20,-2.9507
2019-05-21,0.0833
2019-05-22,2.7882
2019-05-23,7.2874
2019-05-24,7.8113
2019-05-28,3.2552
2019-05-29,-1.3559
2019-05-30,0.7192
2019-05-31,7.8101
2019-06-03,2.252
2019-06-04,0.7428
2019-06-05,-0.768
2019-06-06,-2.1672
2019-06-07,2.1519
2019-06-10,-7.9616
2019-06-11,0.2693
2019-06-12,-18.429
2019-06-13,-5.5556
2019-06-14,-2.3094
2019-06-17,6.1552
2019-06-18,0.7983
2019-06-19,6.5511
2019-06-20,0.5317
2019-06-21,0.0097
2019-06-24,1.5564
2019-06-25,0.7663
2019-06-26,0.5703
2019-06-27,-3.5917
2019-06-28,-1.4902
2019-07-01,-4.4586
2019-07-02,2.0417
2019-07-03,-2.8991
2019-07-05,-0.1262
2019-07-08,-2.9053
2019-07-09,2.9922
2019-07-10,-3.4105
2019-07-11,0.4795
2019-07-12,0.6508
2019-07-15,0.0862
2019-07-16,-3.1438
2019-07-17,4.0462
2019-07-18,-4.2735
2019-07-19,-2.0089
2019-07-22,1.8223
2019-07-23,-1.8009
2019-07-24,-0.1253
2019-07-25,-0.5931
2019-07-26,2.7077
2019-07-29,-1.9325
2019-07-30,1.3327
2019-07-31,-1.7536
2019-08-01,-6.7327
2019-08-02,-2.6444
2019-08-05,-24.3952
2019-08-06,25.774
2019-08-07,-7.2771
2019-08-08,0.3247
2019-08-09,-3.1339
2019-08-13,-6.4706
2019-08-14,0.5031
2019-08-15,2.9417999999999997
2019-08-16,-0.9732
2019-08-19,-0.9896
2019-08-20,-0.7986
2019-08-21,0.0
2019-08-22,1.2375
2019-08-23,-1.2224
2019-08-26,0.2956
2019-08-27,0.253
2019-08-28,0.0752
2019-08-29,0.9317
2019-08-30,1.4769
2019-09-03,-0.1819
2019-09-04,-3.2321
2019-09-05,1.0799
2019-09-06,-1.5528
2019-09-09,4.1009
2019-09-10,1.3333
2019-09-11,0.1196
2019-09-12,-1.4337
2019-09-13,-0.303
2019-09-16,3.1003
2019-09-17,0.1474
2019-09-18,-0.7948
2019-09-19,-0.4154
2019-09-20,-0.2408
2019-09-23,-2.7456
2019-09-24,-0.86
2019-09-25,1.8587
2019-09-26,-2.5547
2019-09-27,-0.6792
2019-09-30,3.7634
2019-10-01,-3.4525
2019-10-02,1.5056
2019-10-03,-3.7083
2019-10-04,2.5930999999999997
2019-10-07,3.2282
2019-10-08,-1.4855
2019-10-09,-1.3245
2019-10-10,2.9558
2019-10-11,-3.2319
2019-10-14,-1.1264
2019-10-15,1.8987
2019-10-16,-0.3416
2019-10-17,-0.5921
2019-10-18,-0.8489
2019-10-21,1.1091
2019-10-22,0.0625
2019-10-23,-0.8125
2019-10-24,0.8192
2019-10-25,-0.9375
2019-10-28,-0.7621
2019-10-29,0.0051
2019-10-30,0.1907
2019-10-31,0.8249
2019-11-01,-0.6923
2019-11-04,0.0634
2019-11-05,-0.19
2019-11-06,-0.0635
2019-11-07,0.1562
2019-11-08,-0.1052
2019-11-11,0.4569
2019-11-12,-0.9476
2019-11-13,0.0
2019-11-14,0.1913
2019-11-15,0.8912
2019-11-18,0.3155
2019-11-19,-0.7553
2019-11-20,-0.0627
2019-11-21,0.0
2019-11-22,-1.2048
2019-11-25,-1.5404
2019-11-26,2.3051
2019-11-27,-1.3611
2019-11-29,0.0
2019-12-02,-1.292
2019-12-03,-0.5236
2019-12-04,-0.0658
2019-12-05,-0.0665
2019-12-06,0.0007
2019-12-09,-0.6588
2019-12-10,0.8621
2019-12-11,0.3465
2019-12-12,-1.3936
2019-12-13,1.196
2019-12-16,-0.8536
2019-12-17,-8.9404
2019-12-18,5.1636
2019-12-19,-2.4205
2019-12-20,0.9922
2019-12-23,0.7018
2019-12-24,0.6948
2019-12-26,0.3474
2019-12-27,-1.3786
2019-12-30,-1.3986
2019-12-31,12.4106
2020-01-02,-13.8165
2020-01-03,7.8331
2020-01-06,0.1358
2020-01-07,0.4068
2020-01-08,-0.4051
2020-01-09,-3.3898
2020-01-10,-0.4912
2020-01-13,1.5514999999999999
2020-01-14,-1.5278
2020-01-15,1.9041000000000001
2020-01-16,-2.6298
2020-01-17,2.4854
2020-01-21,2.4515000000000002
2020-01-22,-0.4278
2020-01-23,1.2237
2020-01-24,1.2089
2020-01-27,-1.9243999999999999
2020-01-28,-1.0149
2020-01-29,2.4607
2020-01-30,-0.7338
2020-01-31,-2.2849
2020-02-03,0.2063
2020-02-04,2.2649
2020-02-05,-1.2752
2020-02-06,-1.0877
2020-02-07,-0.1588
2020-02-10,8.0754
2020-02-11,-2.4840999999999998
2020-02-12,3.0046
2020-02-13,1.4585
2020-02-14,-4.125
2020-02-18,0.7823
2020-02-19,1.6818
2020-02-20,-6.1705
2020-02-21,-2.0339
2020-02-24,-2.8374
2020-02-25,2.5641
2020-02-26,-53.4722
2020-02-27,-5.9701
2020-02-28,-4.7619
2020-03-02,-3.0
2020-03-03,-3.0928
2020-03-04,-12.234
2020-03-05,-15.1515
2020-03-06,-1.9048
2020-03-09,-15.7767
2020-03-10,-3.6023
2020-03-11,-12.4066
2020-03-12,-12.2867
2020-03-13,3.1128
2020-03-16,-20.0
2020-03-17,-2.8302
2020-03-18,13.1068
2020-03-19,6.7768
2020-03-20,7.7214
2020-03-23,-14.1791
2020-03-24,4.7826
2020-03-25,7.4689
2020-03-26,5.0193
2020-03-27,2.9412000000000003
2020-03-30,7.5
2020-03-31,21.2625
2020-04-01,5.7534
2020-04-02,-18.0052
2020-04-03,-11.2164
2020-04-06,4.2705
2020-04-07,-2.3891
2020-04-08,5.9441
2020-04-09,0.6601
2020-04-13,0.3279
2020-04-14,18.9542
2020-04-15,-1.6484
2020-04-16,-8.6592
2020-04-17,10.7034
2020-04-20,-6.0773
2020-04-21,-1.1764999999999999
2020-04-22,-3.8689999999999998
2020-04-23,0.4954
2020-04-24,8.1331
2020-04-27,-0.3989
2020-04-28,-2.746
2020-04-29,6.7647
2020-04-30,-4.6832
2020-05-01,-8.0116
2020-05-04,4.3107
2020-05-05,-4.6687
2020-05-06,-0.9163
2020-05-07,2.3597
2020-05-08,-0.3115
2020-05-11,-4.6875
2020-05-12,4.5902
2020-05-13,6.8433
2020-05-14,0.6367
2020-05-15,-7.8717
2020-05-18,1.2658
2020-05-19,1.875
2020-05-20,-2.7607
2020-05-21,-1.2618
2020-05-22,0.9553
2020-05-26,-2.8449999999999998
2020-05-27,2.6059
2020-05-28,-2.2222
2020-05-29,-0.0519
2020-06-01,0.052
2020-06-02,1.2987
2020-06-03,0.641
2020-06-04,0.1783
2020-06-05,6.498
2020-06-08,6.6896
2020-06-09,31.5016
2020-06-10,-10.6383
2020-06-11,-14.2857
2020-06-12,4.1667
2020-06-15,11.7333
2020-06-16,-8.8616
2020-06-17,2.3909000000000002
2020-06-18,6.9054
2020-06-19,1.9139
2020-06-22,0.0
2020-06-23,-4.2254
2020-06-24,-8.3333
2020-06-25,-8.8235
2020-06-26,2.6393
2020-06-29,3.7143
2020-06-30,4.4077
2020-07-01,-0.2639
2020-07-02,0.7937
2020-07-06,-5.5118
2020-07-07,-5.5556
2020-07-08,1.4706000000000001
2020-07-09,-0.2899
2020-07-10,0.8692
2020-07-13,-6.0492
2020-07-14,-4.2945
2020-07-15,7.3718
2020-07-16,2.6866
2020-07-17,7.5581
2020-07-20,-5.4054
2020-07-21,4.2857
2020-07-22,3.0137
2020-07-23,-1.0638
2020-07-24,-2.6882
2020-07-27,-5.8011
2020-07-28,2.6393
2020-07-29,6.2857
2020-07-30,0.5376
2020-07-31,1.3369
