ticker,RMED US Equity
2019-02-19,-0.1359
2019-02-20,0.0
2019-02-21,-0.6803
2019-02-22,-2.6027
2019-02-25,1.8284
2019-02-26,-1.9337
2019-02-27,-1.6901000000000002
2019-02-28,-3.4384
2019-03-01,3.1157
2019-03-04,0.8633
2019-03-05,-0.8559
2019-03-06,-7.9137
2019-03-07,0.3125
2019-03-08,3.271
2019-03-11,-1.0558
2019-03-12,-0.1524
2019-03-13,0.0
2019-03-14,0.3053
2019-03-15,-32.5723
2019-03-18,-9.7065
2019-03-19,-3.25
2019-03-20,0.7752
2019-03-21,7.1795
2019-03-22,-5.5024
2019-03-25,0.2532
2019-03-26,0.5051
2019-03-27,-12.1859
2019-03-28,2.1459
2019-03-29,-4.7619
2019-04-01,7.0588
2019-04-02,4.6703
2019-04-03,-8.399000000000001
2019-04-04,0.2865
2019-04-05,-1.1429
2019-04-08,2.0231
2019-04-09,0.0
2019-04-10,-1.4163999999999999
2019-04-11,0.2874
2019-04-12,11.7479
2019-04-15,-2.0513
2019-04-16,10.733
2019-04-17,-4.0189
2019-04-18,-0.2463
2019-04-22,3.7037
2019-04-23,6.1905
2019-04-24,13.2287
2019-04-25,8.7129
2019-04-26,-12.7505
2019-04-29,-10.4384
2019-04-30,-0.2331
2019-05-01,3.5047
2019-05-02,-0.6772
2019-05-03,-8.1818
2019-05-06,2.2277
2019-05-07,0.7264
2019-05-08,-2.1635
2019-05-09,-0.4914
2019-05-10,0.0
2019-05-13,-4.1975
2019-05-14,7.732
2019-05-15,-1.1962
2019-05-16,10.4116
2019-05-17,5.2632
2019-05-20,-0.625
2019-05-21,-1.6771
2019-05-22,-7.8891
2019-05-23,-8.5648
2019-05-24,-5.8228
2019-05-28,-3.2258
2019-05-29,-2.7778
2019-05-30,-2.0
2019-05-31,0.2915
2019-06-03,-4.6512
2019-06-04,6.7073
2019-06-05,-2.2857
2019-06-06,-2.0468
2019-06-07,-0.597
2019-06-10,2.1021
2019-06-11,-9.1176
2019-06-12,-0.9709
2019-06-13,7.5163
2019-06-14,0.0
2019-06-17,-4.8632
2019-06-18,3.8339
2019-06-19,3.0769
2019-06-20,2.6866
2019-06-21,-1.1628
2019-06-24,-0.8824
2019-06-25,2.3739
2019-06-26,0.8696
2019-06-27,-1.7241
2019-06-28,5.848
2019-07-01,-3.3149
2019-07-02,0.2857
2019-07-03,-3.1339
2019-07-05,5.0
2019-07-08,-3.0812
2019-07-09,-0.8671
2019-07-10,1.7492999999999999
2019-07-11,-3.7249
2019-07-12,-1.7856999999999998
2019-07-15,-3.9394
2019-07-16,-1.2271
2019-07-17,-6.742
2019-07-18,-5.4795
2019-07-19,-0.7246
2019-07-22,-1.0949
2019-07-23,0.369
2019-07-24,1.4706000000000001
2019-07-25,-0.3623
2019-07-26,-0.7273
2019-07-29,4.3956
2019-07-30,1.0526
2019-07-31,-1.7361
2019-08-01,1.7668
2019-08-02,-1.0417
2019-08-05,-5.2632
2019-08-06,0.7407
2019-08-07,-1.4706000000000001
2019-08-08,1.1194
2019-08-09,0.6458
2019-08-12,3.3914
2019-08-13,-57.0922
2019-08-14,22.314
2019-08-15,32.4324
2019-08-16,-8.1633
2019-08-19,4.4444
2019-08-20,11.1702
2019-08-21,0.0
2019-08-22,-4.7847
2019-08-23,-6.0302
2019-08-26,-4.2781
2019-08-27,-7.8212
2019-08-28,-9.0909
2019-08-29,4.6667
2019-08-30,-1.9108
2019-09-03,-2.5974
2019-09-04,-0.6667
2019-09-05,2.6846
2019-09-06,0.6536
2019-09-09,-7.1429
2019-09-10,18.1818
2019-09-11,10.0592
2019-09-12,-9.6774
2019-09-13,2.9762
2019-09-16,-2.3121
2019-09-17,0.5917
2019-09-18,-4.1176
2019-09-19,-8.589
2019-09-20,0.0
2019-09-23,-1.3423
2019-09-24,-7.483
2019-09-25,2.2059
2019-09-26,-0.7194
2019-09-27,14.4928
2019-09-30,-11.3924
2019-10-01,-9.2857
2019-10-02,-7.874
2019-10-03,-2.5641
2019-10-04,10.526299999999999
2019-10-07,-6.3492
2019-10-08,0.0
2019-10-09,1.6949
2019-10-10,-5.8333
2019-10-11,7.9646
2019-10-14,-5.7377
2019-10-15,23.4783
2019-10-16,3.5211
2019-10-17,-2.0408
2019-10-18,-6.9444
2019-10-21,1.4925
2019-10-22,8.0882
2019-10-23,8.1633
2019-10-24,1.8868
2019-10-25,-3.0864
2019-10-28,-3.1847
2019-10-29,-9.8684
2019-10-30,10.219
2019-10-31,0.0
2019-11-01,-7.2848
2019-11-04,4.2857
2019-11-05,4.1096
2019-11-06,-3.9474
2019-11-07,15.0685
2019-11-08,-1.7856999999999998
2019-11-11,-6.0606
2019-11-12,2.5806
2019-11-13,-4.4025
2019-11-14,2.2434
2019-11-15,-1.5507
2019-11-18,1.3072
2019-11-19,-4.5484
2019-11-20,-1.318
2019-11-21,-7.5342
2019-11-22,4.4444
2019-11-25,1.4184
2019-11-26,1.3986
2019-11-27,-1.3103
2019-11-29,-11.2509
2019-12-02,4.7244
2019-12-03,-8.2707
2019-12-04,12.2951
2019-12-05,-4.3796
2019-12-06,-7.6336
2019-12-09,-11.5702
2019-12-10,-6.5888
2019-12-11,-10.9555
2019-12-12,1.1236
2019-12-13,-12.2111
2019-12-16,-1.0378
2019-12-17,-1.5347
2019-12-18,13.1446
2019-12-19,2.1697
2019-12-20,1.236
2019-12-23,-3.0411
2019-12-24,6.4446
2019-12-26,-1.4195
2019-12-27,-2.9126
2019-12-30,38.5169
2019-12-31,-8.3387
2020-01-02,-1.0708
2020-01-03,1.9769
2020-01-06,3.5088
2020-01-07,12.2881
2020-01-08,6.7245
2020-01-09,-2.4114
2020-01-10,10.8696
2020-01-13,1.3072
2020-01-14,1.2903
2020-01-15,29.2994
2020-01-16,0.0
2020-01-17,-13.7931
2020-01-21,20.0
2020-01-22,-11.9048
2020-01-23,4.3243
2020-01-24,-1.0363
2020-01-27,-4.1885
2020-01-28,1.6011
2020-01-29,7.0295
2020-01-30,18.593
2020-01-31,4.661
2020-02-03,-0.4049
2020-02-04,-10.5691
2020-02-05,8.1818
2020-02-06,4.6218
2020-02-07,-2.8112
2020-02-10,-4.5455
2020-02-11,2.1645
2020-02-12,-8.8983
2020-02-13,-0.8419
2020-02-14,-1.0273
2020-02-18,-7.5829
2020-02-19,-8.2051
2020-02-20,-5.0279
2020-02-21,5.8824
2020-02-24,-16.6667
2020-02-25,0.0
2020-02-26,-0.6667
2020-02-27,-8.7248
2020-02-28,6.6176
2020-03-02,3.4483
2020-03-03,-16.6667
2020-03-04,15.56
2020-03-05,9.3804
2020-03-06,-4.4304
2020-03-09,-0.6623
2020-03-10,-6.0
2020-03-11,-10.9007
2020-03-12,-0.5015
2020-03-13,5.6
2020-03-16,-9.0909
2020-03-17,-10.8333
2020-03-18,9.3458
2020-03-19,-1.7094
2020-03-20,-6.9565
2020-03-23,-6.5421
2020-03-24,10.0
2020-03-25,-0.4545
2020-03-26,0.4566
2020-03-27,0.0
2020-03-30,-7.2727
2020-03-31,6.8627
2020-04-01,20.1835
2020-04-02,1.5267
2020-04-03,-5.2632
2020-04-06,-14.2857
2020-04-07,1.8519
2020-04-08,1.7364000000000002
2020-04-09,0.0804
2020-04-13,-7.1429
2020-04-14,6.7308
2020-04-15,11.7027
2020-04-16,-8.0571
2020-04-17,-8.3333
2020-04-20,0.4785
2020-04-21,-4.7619
2020-04-22,-1.5
2020-04-23,1.5228000000000002
2020-04-24,0.0
2020-04-27,15.5
2020-04-28,-10.8225
2020-04-29,3.8834999999999997
2020-04-30,-6.5421
2020-05-01,-1.0
2020-05-04,-3.0404
2020-05-05,-1.0418
2020-05-06,-1.8107
2020-05-07,3.9991
2020-05-08,18.5567
2020-05-11,-10.4348
2020-05-12,1.9417
2020-05-13,-8.8476
2020-05-14,-11.305
2020-05-15,-8.3991
2020-05-18,-3.543
2020-05-19,-11.9925
2020-05-20,-24.6932
2020-05-21,-4.3452
2020-05-22,2.6288
2020-05-26,8.9959
2020-05-27,-6.8998
2020-05-28,-0.3433
2020-05-29,4.5593
2020-06-01,-1.938
2020-06-02,-2.1739
2020-06-03,3.4343
2020-06-04,6.4453
2020-06-05,-3.3028
2020-06-08,13.852
2020-06-09,1.7
2020-06-10,1.1472
2020-06-11,-1.1666
2020-06-12,0.0
2020-06-15,-0.0164
2020-06-16,-0.0328
2020-06-17,2.8375
2020-06-18,-1.1482999999999999
2020-06-19,-7.7444
2020-06-22,1.4341
2020-06-23,-2.4138
2020-06-24,-3.1095
2020-06-25,-5.1787
2020-06-26,-8.0769
2020-06-29,8.5146
2020-06-30,-5.0511
2020-07-01,-4.0812
2020-07-02,0.1058
2020-07-06,-1.6705
2020-07-07,-2.3441
2020-07-08,-2.004
2020-07-09,2.4718999999999998
2020-07-10,-1.1184
2020-07-13,-2.7500999999999998
2020-07-14,-2.4629
2020-07-15,2.8291
2020-07-16,-0.1819
2020-07-17,-9.9772
2020-07-20,-1.8218999999999999
2020-07-21,8.5052
2020-07-22,-3.6817
2020-07-23,-3.9211
2020-07-24,-0.8984
2020-07-27,-1.0101
2020-07-28,-5.7823
2020-07-29,-5.1375
2020-07-30,-15.7787
2020-07-31,1.6684
