ticker,ZHDM US Equity
2016-04-11,-25.0
2016-04-14,100.0
2016-04-15,-33.3333
2016-04-20,-18.75
2016-04-22,-38.4615
2016-04-27,12.5
2016-05-03,-11.1111
2016-05-10,-31.25
2016-06-17,263.6364
2016-06-20,15.0
2016-09-02,0.0
2016-09-06,0.0
2016-09-07,-23.913
2016-09-15,0.0
2016-10-24,0.0
2016-11-14,-31.4286
2017-02-28,33.3333
2017-05-16,284.375
2017-05-17,-11.3821
2017-05-18,10.0917
2017-05-19,126.6667
2017-05-22,-52.9412
2017-05-23,10.1562
2017-05-24,-26.2411
2017-05-26,0.0
2017-05-30,8.6538
2017-06-01,-7.9646
2017-06-02,-2.8846
2017-06-06,2.9703
2017-06-08,-7.6923
2017-06-13,0.0
2017-06-14,-16.6667
2017-06-15,0.0
2017-06-22,-38.0
2017-07-10,29.0323
2017-07-20,0.0
2017-07-28,0.0
2017-08-04,-22.5
2017-09-12,3.2258
2017-09-29,-3.125
2017-10-24,4.8387
2017-11-09,-4.6154
2017-11-21,0.0
2018-01-18,0.0
2018-02-12,-3.2258
2018-02-13,0.0
2018-02-16,0.0
2018-03-05,16.6667
2018-04-11,14.2857
2018-04-30,100.0
2018-05-03,0.0
2018-05-22,-37.5
2018-06-04,50.0
2018-06-08,33.3333
2018-06-12,-20.0
2018-06-13,-12.5
2018-06-14,-7.1429
2018-06-18,130.7692
2018-06-19,-60.0
2018-06-25,0.0
2018-06-26,33.3333
2018-06-27,-3.75
2018-07-03,29.8701
2018-07-06,-10.0
2018-07-09,0.0
2018-07-11,0.0
2018-07-13,0.0
2018-07-23,0.0
2018-07-26,-11.1111
2018-08-09,-12.5
2018-09-26,-28.5714
2018-10-23,-20.0
2018-11-26,0.0
2018-12-19,112.5
2018-12-20,5.8824
2018-12-21,-33.3333
2018-12-28,-33.3333
2019-01-03,0.0
2019-01-28,0.0
2019-01-30,50.0
2019-01-31,48.3333
2019-02-01,3.3708
2019-02-04,-34.7826
2019-02-05,-33.3333
2019-02-07,0.0
2019-02-08,0.0
2019-02-25,-23.75
2019-02-27,-1.6393
2019-02-28,0.0
2019-03-05,34.0
2019-03-18,-0.4975
2019-03-25,0.0
2019-03-29,-25.0
2019-04-02,64.0
2019-04-03,-20.3252
2019-04-05,-10.7143
2019-04-08,42.8571
2019-04-09,-66.0
2019-04-10,127.9412
2019-04-11,3.2258
2019-04-12,62.5
2019-04-15,-35.3846
2019-04-16,39.2857
2019-04-17,-14.5299
2019-04-23,-16.0
2019-04-29,66.6667
2019-05-01,-41.7143
2019-05-02,-1.9607999999999999
2019-05-03,0.0
2019-05-07,75.0
2019-05-08,-41.4286
2019-05-09,21.9512
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-20,-17.0
2019-05-21,-3.6145
2019-05-23,87.5
2019-05-24,-6.6667
2019-05-28,-28.5714
2019-05-29,-20.0
2019-05-30,47.5
2019-06-03,-15.2542
2019-06-05,-20.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-14,-1.875
2019-06-18,1.9108
2019-06-21,-12.5
2019-06-28,-20.0
2019-07-08,78.5714
2019-07-10,-20.0
2019-07-11,2.5
2019-07-15,-24.3902
2019-07-19,0.0
2019-08-12,-3.2258
2019-08-13,33.3333
2019-09-13,-25.0
2019-09-27,0.0
2019-10-01,66.6667
2019-11-13,-50.0
2019-11-27,100.0
2019-12-31,-40.0
2020-01-06,21.6667
2020-01-07,-17.8082
2020-01-27,0.0
2020-02-10,0.0
2020-02-19,0.0
2020-03-02,0.0
2020-03-04,-26.6667
2020-04-07,32.7273
2020-04-08,-24.6575
2020-04-28,-4.5455
2020-05-01,35.7143
2020-05-07,-26.3158
2020-05-08,0.0
2020-05-14,304.7619
2020-05-15,-1.1764999999999999
2020-05-19,-57.1429
2020-05-20,16.6667
2020-05-27,-22.619
2020-06-01,-29.2308
2020-06-08,117.3913
2020-06-10,0.0
2020-06-29,-46.0
