ticker,CBBB US Equity
2014-06-23,-3.4783
2014-06-24,0.0
2014-06-26,75.6757
2014-06-27,-43.0769
2014-07-01,3.6036
2014-07-03,0.0
2014-07-08,25.2174
2014-07-15,-13.1944
2014-07-21,-0.8
2014-07-22,-3.2258
2014-07-24,0.0
2014-07-25,25.0
2014-07-28,0.0
2014-07-29,10.0
2014-07-30,-9.0909
2014-07-31,0.0
2014-08-04,-3.3333
2014-08-05,51.7241
2014-08-06,-40.9091
2014-08-07,0.0
2014-08-15,0.7692
2014-08-19,-2.2901
2014-08-20,-1.5625
2014-08-21,-2.3810000000000002
2014-08-25,-2.439
2014-08-27,-12.5
2014-08-28,20.0
2014-08-29,-20.634900000000002
2014-09-03,25.0
2014-09-04,-21.12
2014-09-05,-13.7931
2014-09-08,0.0
2014-09-15,-5.8824
2014-09-17,-12.5
2014-10-14,0.0
2014-10-29,0.0
2014-11-18,37.8571
2014-12-08,-32.6425
2015-01-22,-3.0769
2015-02-02,-4.7619
2015-02-04,0.0
2015-02-06,-1.6667
2015-02-09,-35.5932
2015-02-10,2.6316
2015-02-12,2.5641
2015-02-17,-2.5
2015-02-18,0.0
2015-02-19,2.5641
2015-02-20,5.0
2015-02-23,0.0
2015-02-24,90.4762
2015-03-18,-37.5
2015-03-19,50.0
2015-03-25,-46.6667
2015-04-02,-25.0
2015-04-06,0.0
2015-04-08,0.0
2015-04-16,66.6667
2015-05-11,-40.0
2015-05-12,-50.0
2015-05-29,-33.3333
2015-06-02,-50.0
2015-06-05,500.0
2015-06-17,-66.6667
2015-06-18,6.0
2015-06-19,-5.6604
2015-06-25,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-17,0.0
2015-07-31,0.0
2015-08-03,9.0
2015-08-04,-8.2569
2015-08-25,15.0
2015-08-26,0.0
2015-08-27,-13.0435
2015-08-28,10.0
2015-09-14,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-14,90.9091
2015-10-15,42.8571
2015-10-19,-34.0
2015-10-23,-33.8384
2015-10-29,-15.2672
2015-10-30,0.0
2015-11-04,0.0
2015-11-06,0.0
2015-11-10,17.5676
2015-11-17,7.2797
2015-12-22,-39.2857
2015-12-23,76.4706
2015-12-31,-53.3333
2016-01-04,-14.2857
2016-01-05,-15.0
2016-01-08,-21.5686
2016-01-11,87.5
2016-02-26,-20.0
2016-02-29,0.0
2016-03-02,0.0
2016-03-09,25.0
2016-03-10,-6.6667
2016-03-17,7.1429
2016-03-22,0.0
2016-03-30,0.0
2016-04-19,-23.3333
2016-04-20,73.913
2016-04-21,-70.0
2016-04-22,250.0
2016-04-26,19.0476
2016-04-27,-0.8
2016-05-10,-47.5806
2016-05-11,7.6923
2016-05-13,7.1429
2016-05-17,20.0
2016-05-19,36.6667
2016-05-24,0.0
2016-05-26,0.0
2016-06-09,1.626
2016-06-17,-20.0
2016-06-24,-40.0
2016-06-27,0.0
2016-07-01,66.6667
2016-07-11,0.0
2016-09-08,0.0
2016-09-20,0.0
2016-09-23,-75.0
2016-10-25,20.0
2016-10-26,-33.3333
2016-11-07,-75.0
2016-11-08,0.0
2016-12-23,9.75
2016-12-29,9.9089
2017-01-12,-17.0984
2017-03-08,0.0
2017-06-28,0.0
2017-10-12,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-04-10,-40.0
2018-04-11,66.6667
2018-04-12,0.0
2018-06-05,-40.0
2018-06-28,66.6667
2018-06-29,300.0
2018-07-02,12.5
2018-07-05,-4.4444
2018-07-09,-32.4791
2018-07-26,3.3271
2018-09-25,-42.4667
2018-10-26,131.7497
2018-11-23,-0.5
2018-12-26,-40.7588
2019-01-03,18.7548
2019-02-13,-50.0
2019-03-22,6.3571
2019-03-26,-4.634
2019-05-14,-1.2676
2019-09-05,141.0842
2019-09-06,0.0
2019-09-10,0.0
2019-09-27,36.0947
2019-09-30,-13.0435
2019-10-01,-19.95
2019-10-04,0.0
2019-10-15,2.8076
2019-10-18,51.7057
2019-10-30,-35.8831
2019-12-03,-30.356
2020-01-03,0.0
2020-02-13,-28.2511
2020-04-07,-23.75
