ticker,XGN US Equity
2020-02-06,-3.4766
2020-02-07,-1.1006
2020-02-10,-8.1942
2020-02-11,-0.1102
2020-02-12,-0.4964
2020-02-13,4.6563
2020-02-14,11.5466
2020-02-18,-8.7369
2020-02-19,-0.1041
2020-02-20,-4.2708
2020-02-21,-3.0468
2020-02-24,-3.1425
2020-02-25,-5.3882
2020-02-26,9.308
2020-02-27,4.986
2020-02-28,-8.8581
2020-03-02,8.0211
2020-03-03,-6.3415
2020-03-04,8.1597
2020-03-05,10.8614
2020-03-06,3.2336
2020-03-09,-4.2543
2020-03-10,10.7422
2020-03-11,-13.7566
2020-03-12,-13.7014
2020-03-13,10.782
2020-03-16,-31.9786
2020-03-17,63.6792
2020-03-18,-22.8146
2020-03-19,-4.6671
2020-03-20,3.7859
2020-03-23,-6.7925
2020-03-24,-9.3117
2020-03-25,-5.506
2020-03-26,37.4016
2020-03-27,-24.8138
2020-03-30,9.9848
2020-03-31,10.4643
2020-04-01,-9.5358
2020-04-02,-11.5811
2020-04-03,0.4706
2020-04-06,5.3864
2020-04-07,-3.4815
2020-04-08,3.3001
2020-04-09,11.4413
2020-04-13,-5.8
2020-04-14,6.7233
2020-04-15,-4.244
2020-04-16,-5.1247
2020-04-17,3.7956
2020-04-20,6.5401
2020-04-21,0.396
2020-04-22,-4.5365
2020-04-23,4.1322
2020-04-24,5.5556
2020-04-27,-2.6316
2020-04-28,0.9653
2020-04-29,6.4372
2020-04-30,-6.5868
2020-05-01,0.1282
2020-05-04,-1.4085
2020-05-05,-3.1818
2020-05-06,-6.774
2020-05-07,6.4748
2020-05-08,6.2838
2020-05-11,-2.8608000000000002
2020-05-12,-6.2827
2020-05-13,-3.4218
2020-05-14,-4.3384
2020-05-15,4.5351
2020-05-18,-5.0615
2020-05-19,-0.5331
2020-05-20,2.4502
2020-05-21,-1.1958
2020-05-22,4.9924
2020-05-26,-0.3602
2020-05-27,-9.9783
2020-05-28,-7.0683
2020-05-29,0.1729
2020-06-01,-3.8827
2020-06-02,0.9874
2020-06-03,0.2667
2020-06-04,2.4823
2020-06-05,7.0934
2020-06-08,3.231
2020-06-09,-1.0955
2020-06-10,-5.0633
2020-06-11,-4.1667
2020-06-12,8.2609
2020-06-15,10.7631
2020-06-16,0.9427
2020-06-17,-0.7184
2020-06-18,-5.9334
2020-06-19,0.0
2020-06-22,-5.0769
2020-06-23,-0.3241
2020-06-24,-4.6341
2020-06-25,-0.341
2020-06-26,-5.9025
2020-06-29,4.5455
2020-06-30,7.913
2020-07-01,2.4173999999999998
2020-07-02,0.3147
2020-07-06,1.1764999999999999
2020-07-07,-12.093
2020-07-08,1.4109
2020-07-09,-8.1739
2020-07-10,0.5682
2020-07-13,1.6008
2020-07-14,0.5561
2020-07-15,4.7926
2020-07-16,4.1337
2020-07-17,-6.8412
2020-07-20,0.7253
2020-07-21,5.3105
2020-07-22,8.9744
2020-07-23,-7.2157
2020-07-24,-3.8884
2020-07-27,-3.2542
2020-07-28,6.6364
2020-07-29,8.6957
2020-07-30,0.0
2020-07-31,-2.3529
