ticker,TOPZ US Equity
2010-09-20,14.2857
2010-09-21,-3.5714
2010-09-22,-2.7778
2010-09-23,-0.9524
2010-09-24,-13.461500000000001
2010-09-27,15.5556
2010-09-28,-3.8462
2010-09-29,12.0
2010-09-30,2.5
2010-10-01,-5.9233
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,5.5556
2010-10-07,0.0
2010-10-08,-7.0175
2010-10-11,7.5472
2010-10-12,-3.5088
2010-10-13,-2.7273
2010-10-14,6.5421
2010-10-15,0.0
2010-10-18,-7.0175
2010-10-19,0.0
2010-10-20,-5.6604
2010-10-21,-4.0
2010-10-22,-34.375
2010-10-25,7.9365
2010-10-26,-8.8235
2010-10-27,-3.2258
2010-10-28,3.3333
2010-10-29,3.2258
2010-11-01,3.125
2010-11-02,-9.0909
2010-11-03,3.3333
2010-11-04,-3.2258
2010-11-05,-1.6667
2010-11-08,5.0847
2010-11-09,0.0
2010-11-10,-11.2903
2010-11-11,16.3636
2010-11-12,-3.125
2010-11-15,-51.9355
2010-11-16,161.2416
2010-11-17,38.7283
2010-11-18,-17.7778
2010-11-19,-32.4324
2010-11-22,-21.0
2010-11-23,8.8608
2010-11-24,2.3256
2010-11-26,-9.0909
2010-11-29,20.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,-23.9583
2010-12-03,-1.0274
2010-12-06,-0.346
2010-12-07,-9.7222
2010-12-08,-7.6923
2010-12-09,-6.6667
2010-12-10,-8.9286
2010-12-13,-21.5686
2010-12-14,5.0
2010-12-15,-14.2857
2010-12-16,0.0
2010-12-17,11.1111
2010-12-20,7.5
2010-12-21,-11.6279
2010-12-22,5.2632
2010-12-23,-5.0
2010-12-27,10.526299999999999
2010-12-28,-11.9048
2010-12-29,-6.4189
2010-12-30,-2.5271
2010-12-31,6.6667
2011-01-03,5.5556
2011-01-04,-9.5395
2011-01-05,-24.3636
2011-01-06,0.0
2011-01-07,23.0769
2011-01-10,-18.75
2011-01-11,7.6923
2011-01-12,-14.2857
2011-01-13,7.2917
2011-01-14,-18.4466
2011-01-18,-3.5714
2011-01-19,-11.1111
2011-01-20,6.9444
2011-01-21,-6.4935
2011-01-24,-11.1111
2011-01-25,-2.3438
2011-01-26,0.0
2011-01-27,10.4
2011-01-28,27.5362
2011-01-31,36.3636
2011-02-01,5.8333
2011-02-02,7.0866
2011-02-03,-17.647100000000002
2011-02-04,-10.7143
2011-02-07,36.0
2011-02-08,-8.8235
2011-02-09,-5.2419
2011-02-10,-6.8085
2011-02-11,-3.653
2011-02-14,25.1185
2011-02-15,3.0303
2011-02-16,-17.647100000000002
2011-02-17,1.3393
2011-02-18,8.37
2011-02-22,-2.439
2011-02-23,13.3333
2011-02-24,-11.0294
2011-02-25,-0.8264
2011-02-28,10.0
2011-03-01,3.0303
2011-03-02,-5.8824
2011-03-03,-3.125
2011-03-04,8.871
2011-03-07,-7.4074
2011-03-08,0.0
2011-03-09,-1.6
2011-03-10,9.3496
2011-03-11,-4.8327
2011-03-14,12.5
2011-03-15,0.0
2011-03-16,-11.1111
2011-03-17,6.25
2011-03-18,-2.9412000000000003
2011-03-21,-5.303
2011-03-22,2.4
2011-03-23,-3.125
2011-03-24,-2.4194
2011-03-25,5.7851
2011-03-28,-18.75
2011-03-29,3.8462
2011-03-30,0.0
2011-03-31,-11.1111
2011-04-01,25.0
2011-04-04,-19.1667
2011-04-05,23.7113
2011-04-06,-3.3333
2011-04-07,0.0
2011-04-08,-6.8966
2011-04-11,0.0
2011-04-12,-6.4815
2011-04-13,-0.9901
2011-04-14,8.0
2011-04-15,-2.7778
2011-04-18,-4.7619
2011-04-19,6.5
2011-04-20,-9.8592
2011-04-21,0.0
2011-04-25,8.3333
2011-04-26,3.8462
2011-04-27,-0.9259
2011-04-28,-17.757
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,-9.0909
2011-05-05,10.0
2011-05-06,9.0909
2011-05-09,-1.0417
2011-05-10,-15.7895
2011-05-11,-10.0
2011-05-12,11.1111
2011-05-13,-1.25
2011-05-16,-8.8608
2011-05-17,9.0278
2011-05-18,-8.2803
2011-05-19,-3.4722
2011-05-20,0.0
2011-05-23,0.0
2011-05-25,-12.2302
2011-05-26,16.3934
2011-05-27,0.0
2011-05-31,0.0
2011-06-01,-4.2254
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,-5.8824
2011-06-07,0.0
2011-06-08,-14.8438
2011-06-09,-11.9266
2011-06-10,-2.0833
2011-06-13,0.0
2011-06-14,25.5319
2011-06-15,-11.8644
2011-06-16,-7.6923
2011-06-17,16.6667
2011-06-20,0.0
2011-06-22,5.3571
2011-06-23,-5.0847
2011-06-24,14.2857
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,-25.0
2011-06-30,0.0
2011-07-01,25.0
2011-07-05,0.0
2011-07-06,-18.3333
2011-07-07,-2.0408
2011-07-08,11.4583
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,-12.1495
2011-07-15,-12.766
2011-07-18,17.0732
2011-07-19,0.0
2011-07-21,2.0833
2011-07-22,6.1224
2011-07-25,7.6923
2011-07-26,-5.3571
2011-07-27,0.9434
2011-07-28,-0.9346
2011-07-29,5.6604
2011-08-01,0.0
2011-08-02,0.0
2011-08-03,-4.4643
2011-08-04,-0.9346
2011-08-05,0.0
2011-08-08,-9.434
2011-08-10,-8.3333
2011-08-11,0.0
2011-08-12,-3.4091
2011-08-15,-3.5294
2011-08-16,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,17.0732
2011-08-23,-28.125
2011-08-24,15.942
2011-08-25,-16.25
2011-08-26,19.403
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,-10.0
2011-09-01,2.7778
2011-09-02,0.0
2011-09-07,0.0
2011-09-08,-13.5135
2011-09-09,50.0
2011-09-12,0.0
2011-09-13,-16.6667
2011-09-14,-10.0
2011-09-15,0.0
2011-09-16,-8.3333
2011-09-19,0.0
2011-09-21,0.0
2011-09-22,-3.0303
2011-09-23,-3.125
2011-09-26,-1.6129
2011-09-27,-8.1967
2011-09-28,3.5714
2011-09-29,-41.3793
2011-09-30,17.647100000000002
2011-10-03,0.0
2011-10-04,55.0
2011-10-06,-1.6129
2011-10-10,-34.4262
2011-10-11,0.0
2011-10-13,0.0
2011-10-17,-27.5
2011-10-19,37.931
2011-10-20,-27.5
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,-24.1379
2011-10-26,127.2727
2011-10-27,0.0
2011-10-28,-4.0
2011-10-31,-22.9167
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,-13.5135
2011-11-10,6.25
2011-11-11,0.0
2011-11-14,-38.2353
2011-11-15,14.2857
2011-11-16,0.0
2011-11-17,-8.3333
2011-11-18,-13.6364
2011-11-21,-15.7895
2011-11-22,0.0
2011-11-23,50.0
2011-11-25,-41.6667
2011-11-28,0.0
2011-11-29,-7.1429
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,7.6923
2011-12-06,14.2857
2011-12-07,0.0
2011-12-08,50.0
2011-12-09,0.0
2011-12-12,-25.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,-11.1111
2011-12-19,0.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,12.5
2011-12-28,33.3333
2011-12-29,8.3333
2011-12-30,-7.6923
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-10,166.6667
2012-01-11,-4.6875
2012-01-12,-44.2623
2012-01-17,35.2941
2012-01-18,26.087
2012-01-26,10.3448
2012-01-30,0.0
2012-01-31,37.5
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,27.2727
2012-02-06,0.0
2012-02-07,24.1071
2012-02-08,15.1079
2012-02-09,20.0
2012-02-10,7.2917
2012-02-13,16.5049
2012-02-14,-60.0
2012-02-15,0.0
2012-02-16,41.6667
2012-02-17,11.7647
2012-02-21,-1.3158
2012-02-22,-9.3333
2012-02-23,-5.8824
2012-02-24,-25.0
2012-02-27,33.3333
2012-02-28,3.9063
2012-02-29,-11.2782
2012-03-01,0.0
2012-03-02,4.2373
2012-03-05,-8.9431
2012-03-07,0.0
2012-03-08,7.1429
2012-03-09,6.6667
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,-25.0
2012-03-16,3.125
2012-03-20,2.0202
2012-03-21,0.0
2012-03-22,42.5743
2012-03-23,-5.5556
2012-03-26,0.0
2012-03-27,-29.4118
2012-03-28,25.0
2012-03-29,-18.3333
2012-04-02,-2.0408
2012-04-03,2.0833
2012-04-09,22.449
2012-04-11,-26.6667
2012-04-12,3.4091
2012-04-16,-8.7912
2012-04-17,0.0
2012-04-18,3.6145
2012-04-19,39.5349
2012-04-20,-24.1667
2012-04-24,0.0
2012-04-27,0.0
2012-04-30,0.0
2012-05-01,-3.2967
2012-05-02,9.0909
2012-05-04,16.6667
2012-05-08,0.0
2012-05-09,-21.4286
2012-05-10,0.0
2012-05-11,9.0909
2012-05-14,0.0
2012-05-15,-50.0
2012-05-16,95.8333
2012-05-17,-8.5106
2012-05-21,-51.1628
2012-05-22,0.0
2012-05-24,14.2857
2012-05-25,16.6667
2012-05-29,0.0
2012-05-30,-14.2857
2012-05-31,0.0
2012-06-01,50.0
2012-06-04,-11.1111
2012-06-05,-25.0
2012-06-06,-33.3333
2012-06-07,0.0
2012-06-11,100.0
2012-06-12,0.0
2012-06-13,-46.875
2012-06-15,2.9412000000000003
2012-06-19,14.2857
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,-12.5
2012-06-28,5.7143
2012-07-02,2.7027
2012-07-05,0.0
2012-07-09,10.526299999999999
2012-07-10,2.3810000000000002
2012-07-11,-20.9302
2012-07-12,0.0
2012-07-13,26.4706
2012-07-16,-6.9767
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,-15.0
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,26.4706
2012-07-31,-20.9302
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,2.9412000000000003
2012-08-09,-8.5714
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,6.25
2012-08-17,0.0
2012-08-20,0.0
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-27,17.647100000000002
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,0.0
2012-09-04,0.0
2012-09-05,0.0
2012-09-06,-15.0
2012-09-07,8.8235
2012-09-10,0.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-17,8.1081
2012-09-18,132.5
2012-09-20,-31.1828
2012-09-21,42.1875
2012-09-24,-12.0879
2012-09-25,-20.0
2012-09-28,4.6875
2012-10-02,-4.4776
2012-10-03,12.5
2012-10-04,0.0
2012-10-05,0.0
2012-10-08,-4.1667
2012-10-09,0.0
2012-10-10,4.3478
2012-10-12,-4.1667
2012-10-15,-30.4348
2012-10-16,43.75
2012-10-17,-42.029
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,32.5
2012-10-25,0.0
2012-10-26,-18.8679
2012-10-31,104.6512
2012-11-05,-51.1364
2012-11-07,30.2326
2012-11-08,0.0
2012-11-09,0.0
2012-11-12,-28.5714
2012-11-13,7.5
2012-11-14,62.7907
2012-11-15,-38.5714
2012-11-16,-6.9767
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,7.5
2012-11-26,0.0
2012-11-27,11.6279
2012-11-28,0.0
2012-11-29,6.25
2012-11-30,37.2549
2012-12-04,-27.1429
2012-12-05,-21.5686
2012-12-06,20.0
2012-12-07,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-24,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,-12.5
2013-01-02,71.4286
2013-01-04,-41.6667
2013-01-10,7.1429
2013-01-11,60.0
2013-01-14,-11.1111
2013-01-15,-12.5
2013-01-16,0.0
2013-01-22,0.0
2013-01-23,-23.2143
2013-01-24,11.6279
2013-01-25,-6.25
2013-01-29,0.0
2013-02-01,6.6667
2013-02-04,-4.1667
2013-02-06,0.0
2013-02-08,0.0
2013-02-11,-6.5217
2013-02-12,0.0
2013-02-14,0.0
2013-02-15,11.6279
2013-02-19,-10.4167
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,-2.3256
2013-03-01,0.0
2013-03-05,0.0
2013-03-06,-4.7619
2013-03-07,0.0
2013-03-08,0.0
2013-03-11,0.0
2013-03-13,0.0
2013-03-15,0.0
2013-03-18,0.0
2013-03-19,-20.0
2013-03-20,50.0
2013-03-22,-33.3333
2013-03-26,25.0
2013-03-27,20.0
2013-04-01,-16.6667
2013-04-02,-20.0
2013-04-03,6.25
2013-04-05,0.0
2013-04-08,0.0
2013-04-09,-5.8824
2013-04-12,6.25
2013-04-15,0.0
2013-04-17,2.9412000000000003
2013-04-18,-2.8571
2013-04-19,0.0
2013-04-25,0.0
2013-04-26,41.1765
2013-04-30,-43.75
2013-05-02,-11.1111
2013-05-03,20.8333
2013-05-06,-6.8966
2013-05-07,0.0
2013-05-09,-3.7037
2013-05-10,0.0
2013-05-13,23.0769
2013-05-14,0.0
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-28,-18.75
2013-05-29,0.0
2013-06-03,0.0
2013-06-04,23.0769
2013-06-06,90.625
2013-06-07,-57.377
2013-06-10,11.538499999999999
2013-06-17,0.0
2013-06-18,-17.2414
2013-06-21,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-27,0.0
2013-06-28,0.0
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,-25.0
2013-07-09,111.1111
2013-07-10,-10.526299999999999
2013-07-11,-14.7059
2013-07-12,3.4483
2013-07-15,-13.3333
2013-07-17,0.0
2013-07-19,0.0
2013-07-23,3.8462
2013-07-24,-18.5185
2013-07-26,-4.5455
2013-07-29,-14.2857
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,33.3333
2013-08-02,0.0
2013-08-07,-41.6667
2013-08-08,14.2857
2013-08-12,0.0
2013-08-13,12.5
2013-08-14,33.3333
2013-08-15,20.8333
2013-08-19,0.0
2013-08-21,-34.4828
2013-08-23,52.6316
2013-08-26,-27.5862
2013-08-29,4.7619
2013-08-30,0.0
2013-09-04,0.0
2013-09-11,18.1818
2013-09-12,11.538499999999999
2013-09-13,-24.1379
2013-09-16,31.8182
2013-09-17,0.0
2013-09-18,-17.2414
2013-09-20,20.8333
2013-09-23,-34.4828
2013-09-25,26.3158
2013-09-26,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-07,-12.5
2013-10-09,-9.5238
2013-10-10,10.526299999999999
2013-10-11,-9.5238
2013-10-14,0.0
2013-10-16,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-24,0.0
2013-10-29,-5.2632
2013-10-30,-11.1111
2013-10-31,0.0
2013-11-01,0.0
2013-11-04,50.0
2013-11-07,-20.8333
2013-11-08,0.0
2013-11-11,0.0
2013-11-12,-15.7895
2013-11-13,0.0
2013-11-18,12.5
2013-11-19,0.0
2013-11-21,-22.2222
2013-11-22,14.2857
2013-11-25,18.75
2013-11-26,-5.2632
2013-11-27,0.0
2013-12-03,22.2222
2013-12-06,-27.2727
2013-12-09,100.0
2013-12-10,0.0
2013-12-11,18.75
2013-12-12,-15.7895
2013-12-13,0.0
2013-12-16,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-20,0.0
2013-12-24,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,-25.0
2014-01-06,0.0
2014-01-09,-12.5
2014-01-13,-9.5238
2014-01-15,0.0
2014-01-17,0.0
2014-01-21,0.0
2014-01-23,26.3158
2014-01-27,-20.8333
2014-01-29,0.0
2014-02-05,0.0
2014-02-06,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-18,-5.2632
2014-02-19,5.5556
2014-02-26,-15.7895
2014-02-27,0.0
2014-03-05,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,50.0
2014-03-13,-20.8333
2014-03-17,10.526299999999999
2014-03-19,-23.8095
2014-03-20,0.0
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-27,31.25
2014-04-03,-23.8095
2014-04-04,0.0
2014-04-07,0.0
2014-04-10,0.0
2014-04-14,-12.5
2014-04-16,0.0
2014-04-17,0.0
2014-04-22,0.0
2014-04-24,0.0
2014-04-29,0.0
2014-05-05,-7.1429
2014-05-08,7.6923
2014-05-12,0.0
2014-05-14,0.0
2014-05-15,35.7143
2014-05-16,0.0
2014-05-19,-26.3158
2014-05-20,0.0
2014-05-23,-7.1429
2014-05-27,7.6923
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,14.2857
2014-06-03,-12.5
2014-06-06,228.5714
2014-06-09,-43.4783
2014-06-10,-30.7692
2014-06-11,0.0
2014-06-13,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-25,16.6667
2014-06-26,-14.2857
2014-07-07,5.5556
2014-07-10,0.0
2014-07-11,0.0
2014-07-15,0.0
2014-07-18,0.0
2014-07-21,-5.2632
2014-07-23,0.0
2014-07-25,33.3333
2014-07-29,-33.3333
2014-07-30,-18.75
2014-08-01,0.0
2014-08-04,7.6923
2014-08-05,-7.1429
2014-08-06,0.0
2014-08-07,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-18,7.6923
2014-08-21,-7.1429
2014-08-22,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-29,0.0
2014-09-02,7.6923
2014-09-03,-7.1429
2014-09-04,0.0
2014-09-05,0.0
2014-09-09,0.0
2014-09-11,7.6923
2014-09-15,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-07,0.0
2014-10-08,-7.1429
2014-10-09,0.0
2014-10-13,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,46.1538
2014-11-05,-15.7895
2014-11-07,-18.75
2014-11-10,-38.4615
2014-11-12,37.5
2014-11-13,-9.0909
2014-11-17,0.0
2014-11-19,0.0
2014-11-21,0.0
2014-11-25,0.0
2014-12-01,0.0
2014-12-02,10.0
2014-12-03,-9.0909
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,-20.0
2014-12-22,25.0
2014-12-23,-20.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,-25.0
2015-01-09,33.3333
2015-01-12,25.0
2015-01-14,-20.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-22,0.0
2015-01-30,0.0
2015-02-03,175.0
2015-02-04,18.1818
2015-02-05,3.8462
2015-02-09,-48.1481
2015-02-10,85.7143
2015-02-11,0.0
2015-02-12,3.8462
2015-02-17,0.0
2015-02-18,-33.3333
2015-02-19,0.0
2015-02-20,50.0
2015-02-23,0.0
2015-02-24,-33.3333
2015-02-25,-22.2222
2015-02-26,14.2857
2015-02-27,50.0
2015-03-02,-25.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-11,0.0
2015-03-13,0.0
2015-03-16,0.0
2015-03-24,-22.2222
2015-03-30,-7.1429
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-06,-15.3846
2015-04-07,0.0
2015-04-08,0.0
2015-04-14,-9.0909
2015-04-15,-20.0
2015-04-16,0.0
2015-04-20,0.0
2015-04-22,0.0
2015-04-27,0.0
2015-05-01,0.0
2015-05-08,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-22,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,-25.0
2015-06-01,83.3333
2015-06-04,-45.4545
2015-06-05,83.3333
2015-06-09,-27.2727
2015-06-18,25.0
2015-06-22,0.0
2015-06-30,-20.0
2015-07-06,0.0
2015-07-13,0.0
2015-07-15,37.5
2015-07-17,-9.0909
2015-07-20,0.0
2015-07-21,-20.0
2015-07-22,0.0
2015-07-29,0.0
2015-08-10,25.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-17,-20.0
2015-08-21,-25.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-31,0.0
2015-09-01,16.6667
2015-09-03,-14.2857
2015-09-08,0.0
2015-09-11,0.0
2015-09-16,0.0
2015-09-18,0.0
2015-09-25,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-10-05,33.3333
2015-10-07,0.0
2015-10-12,-25.0
2015-10-14,33.3333
2015-10-15,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-26,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-11-04,0.0
2015-11-06,0.0
2015-11-09,0.0
2015-11-11,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-30,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-09,0.0
2015-12-14,-25.0
2015-12-15,0.0
2015-12-16,33.3333
2015-12-17,-25.0
2015-12-22,33.3333
2015-12-23,-37.5
2015-12-24,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-11,20.0
2016-01-19,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-29,16.6667
2016-02-04,-14.2857
2016-02-08,0.0
2016-02-11,0.0
2016-02-22,16.6667
2016-02-24,-28.5714
2016-02-26,0.0
2016-03-02,0.0
2016-03-04,0.0
2016-03-15,40.0
2016-03-17,-14.2857
2016-03-18,0.0
2016-03-21,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-29,0.0
2016-03-31,33.3333
2016-04-06,-25.0
2016-04-07,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,16.6667
2016-04-15,14.2857
2016-04-18,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-06,25.0
2016-05-09,-20.0
2016-05-11,0.0
2016-05-13,0.0
2016-05-18,0.0
2016-05-23,0.0
2016-06-03,0.0
2016-06-10,0.0
2016-06-14,162.5
2016-06-15,-14.2857
2016-06-16,-22.2222
2016-06-17,14.2857
2016-06-20,0.0
2016-06-21,31.25
2016-06-22,-23.8095
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,-18.75
2016-06-29,0.0
2016-07-01,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,23.0769
2016-07-14,-18.75
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-22,0.0
2016-07-26,0.0
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-04,0.0
2016-08-15,-7.6923
2016-08-18,33.3333
2016-08-22,-18.75
2016-08-23,-15.3846
2016-08-26,0.0
2016-08-31,9.0909
2016-09-06,-8.3333
2016-09-07,0.0
2016-09-12,0.0
2016-09-15,0.0
2016-09-21,0.0
2016-09-22,-9.0909
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-29,0.0
2016-10-05,40.0
2016-10-06,0.0
2016-10-07,14.2857
2016-10-10,-18.75
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,23.0769
2016-10-17,-18.75
2016-10-19,0.0
2016-10-27,-15.3846
2016-10-28,27.2727
2016-10-31,65.7143
2016-11-01,-3.4052
2016-11-02,-28.6033
2016-11-07,-92.0
2016-11-08,525.0
2016-11-09,7.625
2016-11-11,85.8304
2016-11-15,-45.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,54.5455
2016-12-05,-93.5294
2016-12-06,1945.4545
2016-12-07,-11.1111
2016-12-08,0.0
2016-12-09,5.0
2016-12-12,20.4762
2016-12-14,30.3854
2016-12-15,-14.1531
2016-12-20,-19.6204
2016-12-21,-12.1362
2016-12-22,60.0
2016-12-23,-8.6328
2016-12-27,9.4485
2016-12-29,-37.5
2016-12-30,21.5
2017-01-03,-9.465
2017-01-05,4.5455
2017-01-09,4.4022
2017-01-11,8.2769
2017-01-12,8.0769
2017-01-13,-0.3559
2017-01-20,0.3571
2017-01-26,-21.7082
2017-01-30,0.0
2017-02-07,13.6364
2017-02-10,0.0
2017-02-14,-8.0
2017-02-15,0.0
