ticker,NHEL US Equity
2019-04-03,15.4545
2019-04-04,22.3097
2019-04-05,-3.4335
2019-04-08,-27.8444
2019-04-09,-13.7974
2019-04-10,-7.1454
2019-04-11,8.1185
2019-04-12,3.2028
2019-04-15,-13.7931
2019-04-16,-2.04
2019-04-17,-24.459
2019-04-18,-3.5135
2019-04-22,6.3866
2019-04-23,4.3181
2019-04-24,-1.0601
2019-04-25,-3.0612
2019-04-26,-8.2632
2019-04-29,-6.7699
2019-04-30,-4.6154
2019-05-01,3.2258
2019-05-02,9.375
2019-05-03,2.8
2019-05-06,0.0556
2019-05-07,-11.1111
2019-05-08,12.5
2019-05-09,-22.2222
2019-05-10,-5.7143
2019-05-13,0.0
2019-05-14,7.5758
2019-05-15,-23.8732
2019-05-16,-6.568
2019-05-17,31.1881
2019-05-20,35.8491
2019-05-21,19.4444
2019-05-22,23.3814
2019-05-23,-13.2959
2019-05-24,-16.0
2019-05-28,-22.3602
2019-05-29,-3.0
2019-05-30,-17.5258
2019-05-31,-8.3333
2019-06-03,9.0909
2019-06-04,8.3333
2019-06-05,-4.6154
2019-06-06,0.8065
2019-06-07,-17.6
2019-06-10,1.9417
2019-06-11,11.9048
2019-06-12,2.1277
2019-06-13,0.0
2019-06-14,-12.5
2019-06-18,4.7619
2019-06-19,-27.2727
2019-06-20,37.5
2019-06-21,-18.1818
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,8.3333
2019-06-27,8.3077
2019-06-28,-5.303
2019-07-19,-70.0
2019-07-30,-33.3333
2019-07-31,75.0
2019-08-01,14.2857
2019-08-02,0.0
2019-08-05,-50.0
2019-08-07,0.0
2019-08-08,50.0
2019-08-15,20.0
2019-08-16,-16.6667
2019-08-26,6.6667
2019-08-28,9.375
2019-09-04,-42.8571
2019-09-06,0.0
2019-09-10,0.0
2019-09-11,-75.0
2019-09-24,300.0
2019-09-26,0.0
2019-09-30,-99.5
2019-10-01,100.0
2019-10-02,400.0
2019-10-08,-80.0
2019-10-09,0.0
2019-10-11,0.0
2019-10-14,-50.0
2019-10-15,2900.0
2019-10-16,33.3333
2019-10-21,25.0
2019-10-23,100.0
2019-10-25,0.0
2019-10-28,150.0
2019-10-29,20.0
2019-10-30,-33.3333
2019-11-01,25.0
2019-11-07,-20.0
2019-11-12,-40.0
2019-11-14,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,66.6667
2019-11-21,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-12-04,0.0
2019-12-09,0.0
2019-12-12,50.0
2019-12-16,-33.3333
2019-12-18,0.0
2019-12-19,50.0
2019-12-23,-33.3333
2019-12-27,10.0
2019-12-30,-9.0909
2019-12-31,0.0
2020-01-07,0.0
2020-01-08,10.0
2020-01-13,0.0
2020-01-21,9.0909
2020-01-27,4.1667
2020-02-04,-20.0
2020-02-11,0.0
2020-02-14,-37.5
2020-02-19,60.0
2020-02-27,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-12,-95.0
2020-03-16,200.0
2020-03-23,0.0
2020-03-26,900.0
2020-04-02,-99.6667
2020-04-06,0.0
2020-04-09,19900.0
2020-04-13,50.0
2020-04-14,-33.3333
2020-04-17,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-27,5.0
2020-04-29,-23.5714
2020-04-30,-0.3115
2020-05-18,-81.25
2020-05-27,-86.6667
2020-06-01,50.0
2020-06-05,-33.3333
2020-06-09,50.0
2020-06-26,-50.0
2020-07-06,33.3333
2020-07-14,0.0
2020-07-20,125.0
2020-07-23,533.3333
2020-07-24,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-31,0.0
