ticker,HPTN US Equity
2013-06-11,2.3256
2013-06-12,2.9545
2013-06-13,4.8565000000000005
2013-06-14,0.2105
2013-06-17,-1.6806999999999999
2013-06-18,2.1368
2013-06-19,-0.6276
2013-06-20,0.0
2013-06-21,-2.7368
2013-06-24,-2.3810000000000002
2013-06-25,-6.8736
2013-06-26,-20.2381
2013-06-27,-17.9104
2013-06-28,1.8182
2013-07-01,-8.9286
2013-07-02,-5.8824
2013-07-03,12.5
2013-07-05,-3.7037
2013-07-08,3.8462
2013-07-09,0.0
2013-07-10,-5.5556
2013-07-11,5.098
2013-07-12,0.0
2013-07-15,0.0
2013-07-16,-1.1194
2013-07-17,-7.5472
2013-07-18,4.0816
2013-07-19,-0.3922
2013-07-22,-1.5748
2013-07-23,-11.2
2013-07-24,-8.1081
2013-07-25,-4.4118
2013-07-26,-64.6154
2013-07-29,-34.7826
2013-07-30,-11.1111
2013-07-31,-62.5
2013-08-01,-30.0
2013-08-02,9.5238
2013-08-05,31.3043
2013-08-07,-0.6623
2013-08-08,0.0
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,6.6667
2013-08-15,15.625
2013-08-16,359.4595
2013-08-19,-11.7647
2013-08-26,-33.3333
2013-08-27,0.0
2013-09-03,0.0
2013-09-06,-2.0
2013-09-13,-63.2653
2013-09-20,-41.6667
2013-10-01,0.0
2013-10-03,0.0
2013-10-07,0.0
2013-10-10,0.0
2013-10-14,0.0
2013-11-04,150.4762
2013-11-05,-4.943
2013-11-06,0.0
2013-11-08,8.0
2013-11-11,85.1852
2013-11-13,20.0
2013-11-14,66.6667
2013-11-15,24.5
2013-11-18,-39.759
2013-11-20,-40.0
2013-11-22,0.0
2013-11-26,-11.1111
2013-12-05,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-13,1.25
2013-12-26,-7.4074
2013-12-30,33.3333
2014-01-02,0.0
2014-01-09,0.0
2014-01-10,-25.0
2014-01-13,33.3333
2014-01-16,0.0
2014-01-22,0.0
2014-01-31,0.0
2014-02-05,0.0
2014-02-06,2.0
2014-02-07,-1.9607999999999999
2014-03-14,-74.0
2014-04-09,-53.8462
2014-04-10,116.6667
2014-04-14,426.9231
2014-04-21,-63.5036
2014-04-30,12.0
2014-05-02,69.6429
2014-05-28,-8.4211
2014-06-06,-36.7816
2014-06-10,0.0
2014-07-18,0.0
2014-07-24,-43.6364
2014-08-15,0.0
2014-08-18,0.0
2014-08-25,0.0
2014-11-14,-61.2903
2014-11-17,-8.3333
2014-12-03,0.0
2014-12-10,0.0
2015-01-05,0.0
2015-04-02,-12.7273
2015-04-30,-6.25
2015-05-06,0.0
2015-05-07,0.0
2015-09-04,0.0
2015-09-21,0.0
2015-09-28,-66.6667
2015-10-05,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-11-17,400.0
2015-12-01,-80.0
2015-12-04,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-08,0.0
2016-01-20,0.0
2016-03-07,0.0
2016-03-15,0.0
2016-03-16,-16.6667
2016-04-22,-56.0
2016-06-28,490.9091
2016-07-07,-69.2308
2016-08-09,0.0
2016-08-11,25.0
2016-10-25,21.5
2016-11-07,-34.1564
2016-12-29,0.0
2017-01-20,0.0
2017-02-06,0.0
2017-04-06,225.0
2017-04-13,0.0
2017-05-19,-69.2308
2017-06-08,0.0
2017-06-12,0.0
2017-06-20,0.0
2017-07-13,0.0
2017-09-19,0.0
2017-10-16,0.0
2017-10-26,225.0
2017-10-30,0.0
2017-12-01,-69.2308
2017-12-26,0.0
2018-01-11,0.0
2018-03-27,-50.0
2018-04-03,550.0
2018-04-06,0.0
2018-05-15,-9.2308
2018-05-22,-5.9322
2018-05-29,-0.9009
2018-07-17,100.0
2018-08-02,0.0
2018-08-14,0.0
2018-08-27,-58.5091
2018-09-05,294.3909
2018-09-06,0.0
2018-09-25,-66.6667
2018-09-27,66.6667
2018-10-11,-48.0
2018-10-29,-3.8462
2018-11-26,40.0
2018-12-31,71.4286
2019-01-03,-33.3333
2019-02-14,-6.2625
2019-02-21,-13.3218
2019-04-05,284.6154
2019-04-08,-60.0
2019-04-09,100.0
2019-04-11,45.0
2019-04-12,0.0
2019-04-15,-3.2759
2019-04-16,3.3868
2019-04-17,6.8966
2019-04-18,19.1935
2019-04-22,2.1651
2019-04-23,3.3113
2019-04-24,0.0
2019-04-29,12.7949
2019-04-30,-11.3435
2019-05-01,30.7692
2019-05-02,-1.9607999999999999
2019-05-03,0.0
2019-05-06,-30.0
2019-05-07,-14.2857
2019-05-08,33.3333
2019-05-09,0.0
2019-05-10,-44.5
2019-05-13,-0.9009
2019-05-15,-22.7273
2019-05-16,73.5294
2019-05-17,-6.7797
2019-05-20,-0.7273
2019-05-21,42.8571
2019-05-24,-10.2564
2019-05-28,-14.2857
2019-05-29,6.6667
2019-05-30,21.875
2019-06-03,-35.8974
2019-06-04,40.0
2019-06-05,0.0
2019-06-12,0.0
2019-06-19,42.8571
2019-06-20,0.0
2019-06-25,0.0
2019-06-26,-10.0
2019-06-28,0.0
2019-07-01,35.5556
2019-07-02,0.0
2019-07-03,6.5574
2019-07-05,15.3846
2019-07-08,-6.6667
2019-07-09,-7.1429
2019-07-11,21.5385
2019-07-12,0.0
2019-07-15,-27.8481
2019-07-17,49.1228
2019-07-18,-17.647100000000002
2019-07-19,3.5714
2019-07-22,7.5862
2019-07-23,5.1282
2019-07-24,1.2195
2019-07-25,-32.4518
2019-07-26,24.8551
2019-07-30,17.1429
2019-07-31,0.0
2019-08-02,-31.0976
2019-08-05,48.6726
2019-08-06,0.0
2019-08-09,-34.4048
2019-08-12,54.265
2019-08-13,-29.4118
2019-08-19,0.0
2019-09-04,3.3333
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,-11.2903
2019-09-27,0.0
2019-09-30,27.2727
2019-10-02,0.0
2019-10-09,0.0
2019-10-11,39.9857
2019-10-14,9.1948
2019-10-15,-9.0187
2019-10-16,16.076
2019-10-17,7.0796
2019-10-18,2.6446
2019-10-21,0.6441
2019-10-22,-6.24
2019-10-23,-14.6758
2019-10-24,-6.0
2019-10-25,10.8511
2019-10-29,-4.0403
2019-10-31,-5.8106
2019-11-01,-9.7473
2019-11-11,-11.7647
2019-11-12,13.3333
2019-11-13,24.7059
2019-11-14,-1.8868
2019-11-15,1.9231
2019-11-19,-2.8302
2019-11-20,-1.9417
2019-11-26,-10.8911
2019-12-12,-14.4444
2019-12-16,20.7792
2019-12-17,-10.7527
2019-12-18,12.0482
2019-12-26,0.0
2020-01-06,-2.1505
2020-01-07,2.2088
2020-01-08,-1.0859
2020-01-10,-1.087
2020-01-14,-15.3846
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-9.0909
2020-02-21,0.0
2020-02-24,-7.1429
2020-02-28,0.0
2020-03-09,0.0
2020-03-12,3.0769
2020-03-24,2.9851
2020-03-31,0.0
2020-04-16,13.7681
2020-04-29,-36.293
2020-05-06,0.0
2020-05-19,9.978
2020-05-20,-9.0909
2020-06-23,60.0
2020-06-24,-62.5
2020-07-06,-16.6667
2020-07-10,-4.0
2020-07-14,212.5
2020-07-17,-4.0
2020-07-20,0.0
2020-07-21,4.1667
2020-07-29,0.0
