ticker,ALEC US Equity
2019-06-28,5.6142
2019-07-01,-0.6316
2019-07-02,3.6547
2019-07-03,-5.0077
2019-07-05,2.5282
2019-07-08,-0.1574
2019-07-09,-1.1561
2019-07-10,1.0101
2019-07-11,-1.2631999999999999
2019-07-12,-1.2793
2019-07-15,2.5918
2019-07-16,0.2105
2019-07-17,-4.2542
2019-07-18,2.8524000000000003
2019-07-19,0.48
2019-07-22,0.3715
2019-07-23,1.7450999999999999
2019-07-24,3.3264
2019-07-25,4.9296
2019-07-26,0.6232
2019-07-29,5.7646
2019-07-30,-2.6126
2019-07-31,-2.3127
2019-08-01,-4.9242
2019-08-02,-0.8964
2019-08-05,-7.5377
2019-08-06,3.2609
2019-08-07,-3.2105
2019-08-08,-3.3714
2019-08-09,1.8571
2019-08-12,2.6519
2019-08-13,-4.1981
2019-08-14,-14.6067
2019-08-15,-2.2368
2019-08-16,-0.0673
2019-08-19,5.9259
2019-08-20,1.7165
2019-08-21,-1.0
2019-08-22,-4.4192
2019-08-23,-0.9247
2019-08-26,7.4
2019-08-27,-2.7933
2019-08-28,3.3205999999999998
2019-08-29,2.6576
2019-08-30,-0.9031
2019-09-03,-5.6501
2019-09-04,3.9279
2019-09-05,2.8501
2019-09-06,-0.3614
2019-09-09,4.7158
2019-09-10,11.0277
2019-09-11,2.9641
2019-09-12,-1.2121
2019-09-13,-2.9141
2019-09-16,2.0011
2019-09-17,1.1358
2019-09-18,-1.8377
2019-09-19,-3.7962
2019-09-20,7.6757
2019-09-23,-4.1667
2019-09-24,-6.3384
2019-09-25,-5.3132
2019-09-26,-10.7797
2019-09-27,-0.5958
2019-09-30,-3.9627
2019-10-01,-1.5257
2019-10-02,1.2676
2019-10-03,0.6954
2019-10-04,0.1727
2019-10-07,1.6891
2019-10-08,-3.322
2019-10-09,-0.6311
2019-10-10,2.5406
2019-10-11,3.3723
2019-10-14,-2.2636
2019-10-15,0.2044
2019-10-16,1.2237
2019-10-17,1.0745
2019-10-18,-4.4186
2019-10-21,4.3448
2019-10-22,6.5956
2019-10-23,0.75
2019-10-24,-1.0546
2019-10-25,0.3135
2019-10-28,1.1875
2019-10-29,4.6325
2019-10-30,2.5974
2019-10-31,-3.107
2019-11-01,0.0
2019-11-04,2.4347
2019-11-05,-0.8696
2019-11-06,0.2924
2019-11-07,4.0816
2019-11-08,-4.1457
2019-11-11,-2.5132
2019-11-12,-2.2182
2019-11-13,-3.9853
2019-11-14,-0.9579
2019-11-15,3.0303
2019-11-18,-0.6884
2019-11-19,-2.4575
2019-11-20,2.0672
2019-11-21,0.1899
2019-11-22,0.0632
2019-11-25,4.2298
2019-11-26,9.9939
2019-11-27,4.185
2019-11-29,-1.4799
2019-12-02,-0.1073
2019-12-03,4.4039
2019-12-04,0.9259
2019-12-05,-1.1723
2019-12-06,1.9082
2019-12-09,-0.6579
2019-12-10,-0.4075
2019-12-11,-2.2506
2019-12-12,4.2909
2019-12-13,1.4049
2019-12-16,0.4453
2019-12-17,-0.5419
2019-12-18,-4.3091
2019-12-19,1.1387
2019-12-20,-0.2047
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,-6.8205
2019-12-27,-3.137
2019-12-30,-4.1477
2019-12-31,2.134
2020-01-02,-3.8015
2020-01-03,-1.9607999999999999
2020-01-06,1.0462
2020-01-07,0.9135
2020-01-08,9.9578
2020-01-09,3.7321999999999997
2020-01-10,-1.9577
2020-01-13,-4.3713
2020-01-14,4.0632
2020-01-15,2.5488
2020-01-16,5.1824
2020-01-17,7.4912
2020-01-21,2.8531
2020-01-22,4.2747
2020-01-23,1.5046
2020-01-24,5.478
2020-01-27,4.8065
2020-01-28,-4.4306
2020-01-29,5.49
2020-01-30,8.5968
2020-01-31,-0.8165
2020-02-03,0.8948
2020-02-04,7.0592
2020-02-05,11.6965
2020-02-06,2.2545
2020-02-07,2.3499
2020-02-10,-17.0635
2020-02-11,2.529
2020-02-12,0.8667
2020-02-13,-2.4455
2020-02-14,1.626
2020-02-18,-3.3667
2020-02-19,3.001
2020-02-20,0.067
2020-02-21,1.9746000000000001
2020-02-24,-10.2396
2020-02-25,0.1463
2020-02-26,0.073
2020-02-27,-5.5089
2020-02-28,6.1004
2020-03-02,3.3843
2020-03-03,-0.7392
2020-03-04,11.1348
2020-03-05,-6.0306
2020-03-06,-1.1885
2020-03-09,-10.2062
2020-03-10,3.406
2020-03-11,-7.772
2020-03-12,-15.3692
2020-03-13,17.2594
2020-03-16,-6.2677
2020-03-17,21.5703
2020-03-18,-11.1427
2020-03-19,11.3818
2020-03-20,5.0914
2020-03-23,-18.7649
2020-03-24,2.4779999999999998
2020-03-25,-3.8933999999999997
2020-03-26,5.5437
2020-03-27,-8.0404
2020-03-30,7.645
2020-03-31,-1.5102
2020-04-01,-9.3659
2020-04-02,4.0238
2020-04-03,-3.7363
2020-04-06,6.9863
2020-04-07,-2.2621
2020-04-08,2.0524
2020-04-09,-0.2995
2020-04-13,-1.2446
2020-04-14,2.086
2020-04-15,-5.2363
2020-04-16,1.0332
2020-04-17,7.9591
2020-04-20,3.4596
2020-04-21,-4.7771
2020-04-22,3.9716
2020-04-23,-3.458
2020-04-24,5.4561
2020-04-27,4.2654
2020-04-28,-2.1212
2020-04-29,8.9009
2020-04-30,-12.1535
2020-05-01,-2.1845
2020-05-04,6.1208
2020-05-05,9.431
2020-05-06,-3.7749
2020-05-07,1.5544
2020-05-08,-0.7289
2020-05-11,6.7915
2020-05-12,-2.922
2020-05-13,6.4802
2020-05-14,-10.7416
2020-05-15,3.2042
2020-05-18,2.2744
2020-05-19,1.6943000000000001
2020-05-20,6.2131
2020-05-21,3.3007
2020-05-22,4.7137
2020-05-26,-4.4109
2020-05-27,3.4766
2020-05-28,-3.879
2020-05-29,3.9085
2020-06-01,1.2538
2020-06-02,-0.6342
2020-06-03,-7.1125
2020-06-04,-0.8181
2020-06-05,-1.0558
2020-06-08,2.9677
2020-06-09,0.6153
2020-06-10,0.354
2020-06-11,-6.8313
2020-06-12,0.7917
2020-06-15,1.6052
2020-06-16,1.6639
2020-06-17,5.4719999999999995
2020-06-18,-2.4451
2020-06-19,-1.7351999999999999
2020-06-22,-1.2426
2020-06-23,2.7152
2020-06-24,-5.1902
2020-06-25,-3.8762
2020-06-26,-14.0785
2020-06-29,-3.2524
2020-06-30,4.0
2020-07-01,2.1277
2020-07-02,-4.6074
2020-07-06,-4.3259
2020-07-07,3.2046
2020-07-08,3.3177
2020-07-09,-0.9881
2020-07-10,-3.1185
2020-07-13,-3.2189
2020-07-14,-0.2217
2020-07-15,1.3111
2020-07-16,-1.0748
2020-07-17,4.2572
2020-07-20,0.8507
2020-07-21,-9.8271
2020-07-22,6.3143
2020-07-23,-1.9358
2020-07-24,-0.4935
2020-07-27,5.3652
2020-07-28,-8.6864
2020-07-29,-23.5708
2020-07-30,2.8817
2020-07-31,-6.615
