ticker,FMCB US Equity
2004-02-27,1.3333
2004-03-01,-1.3158
2004-03-02,20.0
2004-03-09,-20.0
2004-04-08,11.1111
2004-04-22,14.1875
2004-04-23,-2.2989
2004-04-30,-17.647100000000002
2004-05-10,-7.1429
2004-05-12,0.0
2004-05-13,1.5385
2004-05-14,0.0
2004-05-17,0.303
2004-05-19,6.3444
2004-07-01,15.9794
2004-07-02,-7.4074
2004-08-09,6.6933
2004-08-10,3.7241
2004-08-11,-3.6145
2004-08-13,3.75
2004-08-18,-3.6145
2004-08-19,0.0
2004-08-31,6.25
2004-09-17,-2.3529
2004-10-06,0.0
2004-10-07,0.0
2004-10-15,0.7229
2004-10-25,-1.9139
2004-10-28,10.9756
2004-10-29,-4.3956
2004-11-10,3.4483
2004-11-11,-10.8889
2004-11-17,2.2444
2004-12-07,0.0
2004-12-10,9.7561
2004-12-22,-10.2334
2004-12-23,12.5
2004-12-28,-5.5556
2005-01-10,17.647100000000002
2005-01-12,-17.0
2005-01-19,4.8193
2005-01-24,-2.2989
2005-02-01,12.9412
2005-02-04,-3.125
2005-02-08,2.1505
2005-02-09,-3.1579
2005-02-10,10.8696
2005-02-28,-6.8627
2005-03-15,1.0526
2005-03-22,0.0
2005-03-23,-2.0833
2005-03-28,3.1915
2005-03-30,-2.0619
2005-03-31,0.0
2005-04-01,0.0
2005-04-04,-1.0526
2005-04-12,-1.0638
2005-04-13,6.4516
2005-04-18,-7.0707
2005-04-28,11.8478
2005-05-03,-10.2041
2005-05-05,7.9545
2005-05-12,-5.2632
2005-05-13,-0.8889
2005-05-16,4.2600999999999996
2005-05-17,-4.086
2005-05-18,0.0
2005-05-26,0.0
2005-06-14,2.2422
2005-06-29,1.5901
2005-06-30,11.9565
2005-07-01,0.0
2005-07-06,0.0
2005-07-07,-1.9417
2005-07-08,-6.9307
2005-07-21,-1.0638
2005-08-01,2.1505
2005-08-04,0.0
2005-08-17,0.0
2005-09-09,0.0
2005-09-12,0.0
2005-09-28,-1.0526
2005-10-13,0.0
2005-10-18,4.2553
2005-10-20,-2.0408
2005-11-02,0.0
2005-11-07,0.8333
2005-12-02,-0.8264
2005-12-05,1.0417
2005-12-12,0.0
2005-12-15,-1.1446
2005-12-20,3.1579
2006-01-03,-1.0204
2006-01-24,0.0
2006-02-03,1.0309
2006-02-07,0.0
2006-02-16,-1.0204
2006-02-23,1.0309
2006-02-24,-0.4082
2006-02-27,-0.6148
2006-04-04,4.9485
2006-04-10,-1.7682
2006-04-11,-1.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,1.0101
2006-04-19,-1.0
2006-04-20,1.0101
2006-04-24,1.0
2006-04-26,0.0
2006-05-02,0.0
2006-05-03,1.1881
2006-05-04,-0.1957
2006-05-05,-0.9804
2006-05-11,2.3762
2006-05-12,-2.9013999999999998
2006-05-16,3.5857
2006-06-02,3.632
2006-06-06,0.0
2006-06-19,0.9346
2006-06-20,-0.7407
2006-06-22,-1.6791
2006-06-26,-0.3795
2006-06-27,0.0
2006-06-28,1.9048
2006-06-30,2.8037
2006-07-12,-4.3636
2006-07-17,0.3802
2006-08-07,1.3258
2006-08-21,5.6075
2006-08-23,-3.5398
2006-08-24,0.9174
2006-08-31,2.7273
2006-09-01,0.0
2006-09-07,0.0
2006-09-08,-0.885
2006-09-12,-5.3571
2006-09-26,3.7736
2006-10-12,1.2727
2006-10-13,-2.1544
2006-10-17,-1.6514
2006-10-18,-0.1866
2006-10-19,0.0
2006-10-23,0.0
2006-10-24,0.1869
2006-10-31,-1.1194
2006-11-07,1.8868
2006-11-08,0.0
2006-11-30,-0.5556
2006-12-04,-0.3724
2006-12-12,2.8037
2006-12-22,-1.8709
2006-12-27,-3.7382999999999997
2007-01-04,3.8834999999999997
2007-01-16,-1.8692
2007-01-22,-0.9543
2007-01-23,0.0019
2007-01-25,1.9231
2007-01-30,-2.8302
2007-02-01,3.8834999999999997
2007-02-12,-3.2393
2007-02-13,1.416
2007-02-26,-2.8571
2007-02-27,2.9412000000000003
2007-03-05,-0.9524
2007-03-22,0.0
2007-03-23,-0.9615
2007-03-26,0.0
2007-04-10,0.0
2007-04-17,0.0
2007-04-19,0.0
2007-04-25,0.0
2007-04-30,0.0
2007-05-03,-0.3883
2007-05-04,0.3899
2007-05-07,0.0
2007-05-09,-2.7184
2007-05-14,0.7984
2007-05-24,1.7822
2007-06-04,-1.8935
2007-06-05,-5.0
2007-06-08,1.0526
2007-06-12,0.4167
2007-06-14,-0.4149
2007-06-19,-1.0417
2007-06-28,1.0526
2007-07-02,0.0
2007-07-11,-0.625
2007-07-12,1.6771
2007-07-13,0.0
2007-07-23,-1.8557000000000001
2007-08-06,-2.9412000000000003
2007-08-20,-3.6797
2007-08-29,-4.4944
2007-09-04,0.0
2007-09-12,2.3529
2007-09-17,-5.2874
2007-09-18,3.1553
2007-09-19,-1.1764999999999999
2007-09-26,3.5714
2007-10-03,-1.1494
2007-10-05,-0.6977
2007-10-10,0.7026
2007-10-11,0.0
2007-10-22,-0.6977
2007-10-23,-1.4052
2007-10-30,-3.3254
2007-10-31,0.0
2007-11-06,4.1769
2007-11-08,-2.1226
2007-11-14,-0.7229
2007-11-15,-1.6989999999999998
2007-11-16,0.0
2007-11-20,2.4691
2007-11-27,0.0
2007-11-30,0.0
2007-12-07,-4.7968
2007-12-10,-2.3077
2007-12-17,1.0499
2007-12-20,1.2987
2008-01-02,5.1282
2008-01-07,-1.2195
2008-01-14,-3.7037
2008-01-16,5.1308
2008-01-22,-2.4414
2008-01-24,12.5
2008-01-25,-10.8889
2008-02-12,-2.7431
2008-02-13,0.5128
2008-02-14,-0.5102
2008-02-15,2.5641
2008-02-19,3.75
2008-02-20,-4.8193
2008-02-22,2.5316
2008-02-26,3.7037
2008-03-19,-2.3810000000000002
2008-03-28,0.0
2008-04-01,1.2195
2008-04-04,-1.2048
2008-04-07,0.0
2008-04-14,-2.439
2008-04-15,2.5
2008-04-16,0.0
2008-04-17,0.0
2008-04-23,-0.7317
2008-04-29,3.1941
2008-04-30,1.1905000000000001
2008-05-01,0.0
2008-05-02,11.7647
2008-05-19,-9.473700000000001
2008-05-21,0.0
2008-05-22,0.9302
2008-05-30,0.2304
2008-06-09,4.6147
2008-06-13,-3.3333
2008-06-16,0.0
2008-06-18,0.0
2008-06-23,0.0
2008-06-24,-0.2299
2008-06-25,0.2304
2008-06-30,3.4483
2008-07-01,3.1111
2008-07-02,-6.0345
2008-07-03,6.422
2008-07-07,0.0
2008-07-08,-4.9569
2008-07-10,-2.4943
2008-07-11,0.0
2008-07-14,0.0
2008-07-22,-1.1628
2008-07-28,0.0
2008-07-29,0.0
2008-08-01,11.7647
2008-08-12,-6.3158
2008-08-18,2.2472
2008-08-19,0.0
2008-08-20,-2.1978
2008-08-29,-4.2697
2008-09-02,-0.2347
2008-09-09,2.3529
2008-09-10,1.3793
2008-09-11,-1.3605
2008-09-15,0.0
2008-09-22,-2.2989
2008-09-24,5.8824
2008-09-25,0.0
2008-09-29,3.3333
2008-09-30,-7.5269
2008-10-01,9.3023
2008-10-06,-11.7021
2008-10-07,2.4096
2008-10-09,4.7059
2008-10-15,-11.1236
2008-10-16,0.5057
2008-10-17,0.0
2008-10-21,3.1447
2008-10-27,9.2683
2008-10-28,-1.7856999999999998
2008-11-03,-10.1136
2008-11-10,1.1378
2008-11-12,-1.25
2008-11-13,3.7975
2008-11-17,1.2195
2008-11-19,0.0
2008-11-20,1.2048
2008-11-24,-1.1905000000000001
2008-12-05,0.0
2008-12-10,0.0
2008-12-12,-0.0244
2008-12-18,-5.891
2008-12-22,0.0
2008-12-29,6.2597
2008-12-30,0.22
2009-01-02,0.0
2009-01-05,-5.8537
2009-01-07,6.2176
2009-01-13,0.0
2009-01-16,0.0
2009-01-21,15.8537
2009-01-23,-12.6316
2009-02-02,2.4096
2009-02-03,3.5294
2009-02-04,0.0
2009-02-11,-8.8636
2009-02-19,-5.985
2009-02-24,-0.5305
2009-02-27,1.3333
2009-03-04,-7.8947
2009-03-09,-7.1429
2009-03-10,-4.6154
2009-03-19,5.3225999999999996
2009-03-23,7.1975
2009-03-24,0.0
2009-03-27,-5.7143
2009-03-30,-0.9091
2009-04-06,7.0336
2009-04-07,0.0
2009-04-08,0.0
2009-04-14,0.0
2009-04-17,7.1429
2009-04-30,-6.6667
2009-05-04,7.1429
2009-05-05,-6.6667
2009-05-13,0.0
2009-05-14,0.0
2009-05-27,0.0
2009-06-02,0.0
2009-06-03,8.6
2009-06-04,0.0
2009-06-05,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-17,0.0
2009-06-18,0.2667
2009-06-22,0.0
2009-06-23,7.9787
2009-06-25,6.8966
2009-06-29,-12.4424
2009-06-30,3.9474
2009-07-01,9.8734
2009-07-10,-8.9862
2009-07-14,0.0
2009-07-20,1.2658
2009-07-21,-1.25
2009-07-22,0.0
2009-07-28,0.0
2009-08-21,-1.2658
2009-08-24,0.0
2009-08-25,-2.5641
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-11,8.9474
2009-09-17,-0.9662
2009-09-22,-4.878
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-30,2.5641
2009-10-02,-1.25
2009-10-05,0.0
2009-10-07,0.0
2009-10-12,4.8101
2009-10-13,-4.5894
2009-10-14,4.8101
2009-10-15,-0.9662
2009-11-03,-7.3171
2009-11-04,-1.3158
2009-11-10,0.0
2009-11-12,0.0
2009-11-13,4.0
2009-11-23,-6.9231
2009-11-24,0.551
2009-11-25,0.0
2009-12-03,5.4795
2009-12-07,0.0
2009-12-08,1.2987
2009-12-11,4.1395
2009-12-14,-3.75
2009-12-15,3.8961
2009-12-23,-7.5
2010-01-04,0.0
2010-01-13,0.0
2010-01-14,1.3514
2010-01-29,0.0
2010-02-03,0.0
2010-02-22,-1.3333
2010-03-08,2.7027
2010-03-18,-6.5789
2010-03-25,0.0
2010-04-08,0.0
2010-04-23,6.1972
2010-04-28,3.4483
2010-04-29,0.0
2010-05-03,0.0
2010-05-07,1.2821
2010-05-12,0.0
2010-05-17,0.0
2010-06-07,3.7975
2010-06-11,1.3221
2010-06-14,1.2195
2010-06-17,0.0
2010-06-18,0.0
2010-06-28,0.0
2010-07-01,-1.2048
2010-07-14,0.0
2010-07-21,0.0
2010-07-23,-2.1951
2010-07-26,0.0
2010-07-27,0.9975
2010-07-30,-1.2346
2010-08-02,0.0
2010-08-04,3.7525
2010-08-05,-0.0024
2010-08-11,0.0
2010-08-13,0.0
2010-08-17,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-31,0.0
2010-09-08,0.0
2010-09-13,0.0
2010-09-17,1.2048
2010-09-20,1.1905000000000001
2010-09-30,-2.3529
2010-10-01,0.0
2010-10-11,0.0
2010-10-12,2.4096
2010-10-13,0.0
2010-10-18,0.0
2010-10-22,0.0
2010-10-27,0.0
2010-11-09,0.0
2010-11-11,-2.3529
2010-11-12,0.0
2010-11-16,0.0
2010-11-23,0.0
2010-11-24,0.0
2010-12-08,0.0
2010-12-14,3.912
2010-12-17,-1.1764999999999999
2010-12-20,-1.1905000000000001
2010-12-23,0.0
2010-12-27,0.0
2011-01-04,0.0
2011-01-07,-2.4096
2011-01-14,0.0
2011-01-24,0.0
2011-02-09,0.0
2011-02-10,2.4691
2011-02-17,2.4096
2011-03-01,-3.5294
2011-03-08,-1.2171
2011-03-14,-0.0025
2011-03-18,0.0
2011-03-21,1.2346
2011-03-29,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,-6.5854
2011-04-14,5.7440999999999995
2011-04-20,0.0
2011-04-21,1.2346
2011-04-26,-1.2195
2011-04-29,1.2346
2011-05-02,0.0
2011-05-04,-1.2195
2011-05-09,0.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-16,-2.4691
2011-05-17,3.7975
2011-05-20,0.0
2011-05-25,0.0
2011-06-01,0.0
2011-06-08,1.3973
2011-06-14,0.0
2011-06-16,0.0
2011-06-17,0.0
2011-06-22,0.0
2011-07-01,0.0
2011-07-12,0.0
2011-07-18,3.6585
2011-07-19,0.0
2011-07-22,-3.5294
2011-07-25,1.9512
2011-07-26,-1.9139
2011-08-03,0.0
2011-08-15,1.2195
2011-08-18,1.2048
2011-08-22,-14.2857
2011-08-26,3.3333
2011-09-06,-1.0753
2011-09-08,1.9022000000000001
2011-09-13,0.0
2011-09-20,-4.0
2011-09-22,3.6111
2011-09-26,0.5362
2011-09-30,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-20,-1.3333
2011-10-24,0.0
2011-10-26,0.0
2011-11-04,0.0
2011-11-07,1.3514
2011-11-08,0.0
2011-11-09,0.0
2011-11-10,-1.3333
2011-11-15,0.0
2011-11-18,0.0
2011-11-30,0.0
2011-12-02,-1.3514
2011-12-05,-1.3699
2011-12-07,0.0
2011-12-09,-4.1667
2011-12-12,4.3478
2011-12-15,1.7237
2012-01-03,-2.7778
2012-01-04,2.8571
2012-01-06,0.0
2012-01-13,0.0
2012-01-17,0.0
2012-01-18,0.0
2012-01-20,0.2778
2012-01-24,2.4931
2012-01-26,-1.3514
2012-02-01,-1.3699
2012-02-03,0.0
2012-02-13,-1.3889
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,-3.662
2012-03-02,3.8012
2012-03-08,-1.4085
2012-03-13,1.4285999999999999
2012-03-14,0.0
2012-03-27,0.0
2012-03-29,-1.4085
2012-03-30,0.0
2012-04-03,0.0
2012-04-09,0.0
2012-04-10,1.4285999999999999
2012-04-13,1.4085
2012-04-16,-1.3860999999999999
2012-04-17,-1.4112
2012-04-18,0.2857
2012-04-19,1.1396
2012-04-20,0.0
2012-04-25,1.4085
2012-04-30,-1.3889
2012-05-07,0.0423
2012-05-08,-0.0422
2012-05-18,0.0
2012-05-22,0.0
2012-06-04,9.8592
2012-06-08,-2.5641
2012-06-11,2.6316
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,2.5641
2012-06-20,0.0254
2012-06-28,-9.9442
2012-06-29,5.6338
2012-07-06,0.0
2012-07-09,0.0
2012-07-11,-3.7333
2012-07-13,3.3241
2012-07-17,-1.8767
2012-07-18,-0.2732
2012-07-23,-1.3699
2012-08-15,0.0
2012-08-16,0.0694
2012-08-17,2.4289
2012-08-20,0.271
2012-08-22,-0.2703
2012-08-23,-2.439
2012-08-24,2.5
2012-08-28,0.271
2012-08-29,0.0
2012-08-31,0.0
2012-09-07,0.0
2012-09-11,0.0
2012-09-12,-4.0541
2012-09-14,3.9436999999999998
2012-09-17,-1.084
2012-09-18,-2.7397
2012-09-19,2.8169
2012-09-28,0.0
2012-10-08,0.0
2012-10-15,0.0
2012-10-22,0.0
2012-10-24,-2.737
2012-10-31,2.814
2012-11-05,4.1096
2012-11-06,0.0
2012-11-07,0.0
2012-11-26,0.2632
2012-11-27,-0.2625
2012-11-28,0.0
2012-12-03,2.6316
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,2.5641
2012-12-10,2.8
2012-12-11,0.0
2012-12-12,0.0
2012-12-14,0.0
2012-12-20,0.0
2012-12-26,0.0
2012-12-31,0.0
2013-01-07,0.0
2013-01-09,0.0
2013-01-11,0.0
2013-01-17,1.2346
2013-01-18,-0.2439
2013-01-31,1.2225
2013-02-04,0.2415
2013-02-12,0.0
2013-02-13,0.0
2013-02-15,1.2048
2013-02-19,2.3810000000000002
2013-02-27,0.0
2013-03-04,1.1628
2013-03-06,1.1494
2013-03-11,2.2727
2013-03-19,2.2222
2013-03-22,0.0
2013-03-26,2.1739
2013-04-02,2.1277
2013-04-04,0.0
2013-04-08,0.0
2013-04-09,4.1667
2013-04-10,0.0
2013-04-11,-2.0
2013-04-12,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,-11.2245
2013-04-23,0.0
2013-04-25,0.0
2013-04-29,0.0
2013-04-30,-3.4483
2013-05-01,-1.1905000000000001
2013-05-02,0.0
2013-05-03,2.4096
2013-05-06,0.0
2013-05-08,0.0
2013-05-14,-3.5294
2013-05-15,0.0
2013-05-16,-0.2439
2013-05-20,-2.2005
2013-05-21,-4.0
2013-05-22,1.5625
2013-05-23,0.0
2013-05-31,5.1282
2013-06-05,-2.9268
2013-06-14,-0.4594
2013-06-17,0.0
2013-06-18,0.1923
2013-06-20,-0.1868
2013-06-21,8.7124
2013-06-24,-5.658
2013-07-05,-0.0025
2013-07-12,0.25
2013-07-16,0.0
2013-07-18,0.9975
2013-07-23,1.2346
2013-07-30,0.0
2013-07-31,1.2195
2013-08-01,-0.4819
2013-08-06,0.4818
2013-08-07,0.0024
2013-08-08,1.2
2013-08-15,-1.1858
2013-08-16,-0.4819
2013-08-19,-0.2421
2013-08-21,0.0189
2013-09-04,1.4372
2013-09-09,-2.6316
2013-09-20,0.7371
2013-09-24,0.0
2013-09-26,1.2195
2013-09-30,0.0
2013-10-01,0.4819
2013-10-07,0.0
2013-10-08,0.0
2013-10-14,-1.6787
2013-10-17,-0.9756
2013-10-18,0.0
2013-10-21,-0.2463
2013-10-25,0.0
2013-10-28,0.9877
2013-11-04,0.2445
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-13,0.0
2013-11-18,0.0
2013-11-25,0.0
2013-11-26,1.4634
2013-11-27,0.0
2013-12-02,-0.0024
2013-12-05,1.5402
2013-12-06,0.0
2013-12-09,0.0
2013-12-10,-0.2404
2013-12-11,0.2434
2013-12-17,0.0
2013-12-19,-0.0024
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,-0.2404
2013-12-26,0.241
2013-12-31,0.2404
2014-01-02,0.2398
2014-01-06,-0.2392
2014-01-13,0.0
2014-01-17,0.2398
2014-01-23,-0.2392
2014-01-27,0.0
2014-01-28,0.0
2014-02-06,0.7194
2014-02-07,0.0
2014-02-10,6.8881
2014-02-19,-6.4442
2014-02-20,0.0
2014-02-24,1.1905000000000001
2014-02-25,-0.9412
2014-02-26,0.9501
2014-03-11,2.3529
2014-03-14,-0.9195
2014-03-18,1.3921000000000001
2014-03-19,-2.746
2014-03-20,0.0
2014-03-21,0.0
2014-04-01,-0.8133
2014-04-04,0.5828
2014-04-07,0.0
2014-04-08,0.0
2014-04-10,0.0
2014-04-14,-0.4717
2014-04-15,0.0
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,0.0
2014-04-29,0.0
2014-04-30,-0.4739
2014-05-01,0.4762
2014-05-05,0.0
2014-05-07,-0.4739
2014-05-08,0.4762
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-19,3.0806
2014-05-20,-0.1149
2014-05-21,-0.3452
2014-05-27,2.7714
2014-05-28,-1.1236
2014-05-30,1.1364
2014-06-02,-1.1236
2014-06-03,0.0
2014-06-09,0.0692
2014-06-16,1.3825
2014-06-17,-3.1818
2014-06-18,2.1127
2014-06-25,-0.4598
2014-06-26,0.0
2014-06-30,0.1617
2014-07-02,0.4611
2014-07-07,0.9869
2014-07-08,1.1341
2014-07-09,-1.1214
2014-07-10,0.2273
2014-07-11,0.0
2014-07-14,0.907
2014-07-15,-0.4494
2014-07-18,-0.2257
2014-07-21,0.2262
2014-07-22,-0.0622
2014-07-23,0.0622
2014-07-24,0.0
2014-07-30,0.0
2014-07-31,0.2006
2014-08-08,-0.2002
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-20,0.0
2014-08-22,0.0
2014-08-25,0.2257
2014-08-26,-0.0563
2014-08-27,0.2817
2014-08-28,0.0
2014-08-29,-0.0135
2014-09-04,0.0135
2014-09-09,0.0
2014-09-18,0.2247
2014-09-19,0.8969
2014-09-22,-0.8889
2014-09-23,0.3363
2014-09-25,-0.1117
2014-09-30,0.6711
2014-10-08,3.3333
2014-10-14,-1.0753
2014-10-15,1.0761
2014-10-16,0.0
2014-10-20,0.0065
2014-10-22,-0.2108
2014-10-27,0.0
2014-11-04,-0.6466
2014-11-11,0.0
2014-11-14,0.0
2014-11-19,0.6508
2014-11-20,-0.431
2014-11-21,-0.2165
2014-11-25,0.2169
2014-12-01,0.0
2014-12-16,1.6242
2014-12-17,0.6479
2014-12-18,-0.1609
2014-12-23,-0.4836
2015-01-02,-0.432
2015-01-05,0.9219
2015-01-08,-0.4836
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-26,0.0
2015-01-28,-0.6479
2015-01-30,0.6522
2015-02-02,0.0
2015-02-23,0.0
2015-02-24,-0.6479
2015-03-30,4.5652
2015-04-10,9.1476
2015-04-13,-8.5714
2015-04-14,-0.625
2015-04-30,4.8218
2015-05-04,3.0
2015-05-08,1.9417
2015-05-28,-4.7619
2015-05-29,5.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.9524
2015-06-08,1.2223
2015-06-11,0.0
2015-06-12,-1.8868
2015-06-15,0.0
2015-06-17,0.0
2015-06-18,0.9615
2015-06-22,-0.9524
2015-06-23,0.0
2015-06-24,1.9231
2015-06-25,-0.1887
2015-07-09,-3.5917
2015-07-10,0.0
2015-07-13,0.0
2015-07-17,0.0
2015-07-21,-1.9607999999999999
2015-07-22,3.0
2015-07-28,1.9417
2015-07-29,0.9524
2015-07-30,0.3774
2015-08-20,-3.1955
2015-08-21,0.0
2015-08-26,-1.3592
2015-08-27,0.0
2015-09-14,2.3622
2015-10-01,1.9231
2015-10-19,-1.8868
2015-10-29,0.9615
2015-10-30,11.4286
2015-11-03,-5.9829
2015-11-04,-3.6364
2015-11-11,-1.8868
2015-11-12,3.8462
2015-11-13,1.85
2015-11-16,-4.7255
2015-11-20,2.0992
2015-11-24,-1.6822
2015-11-27,1.7109999999999999
2015-11-30,0.7477
2015-12-02,-1.3915
2015-12-07,1.9048
2015-12-08,-1.8692
2015-12-11,0.0
2015-12-14,-2.8571
2015-12-15,1.9607999999999999
2015-12-16,1.7308
2015-12-21,0.0
2015-12-28,0.7561
2015-12-29,1.1257
2015-12-30,0.1855
2016-01-04,-2.7778
2016-01-06,0.9524
2016-01-15,1.8868
2016-01-20,-2.7778
2016-01-22,-0.9524
2016-01-25,0.0
2016-01-27,0.9615
2016-02-03,-0.0019
2016-02-08,-2.8552999999999997
2016-02-09,0.0
2016-02-10,2.549
2016-02-11,0.0
2016-02-12,-0.5736
2016-02-17,-1.5385
2016-02-18,1.1719
2016-02-19,1.3514
2016-02-22,-0.9524
2016-02-23,0.9615
2016-02-24,-0.7619
2016-02-26,-2.8791
2016-02-29,-0.7905
2016-03-04,3.9840999999999998
2016-03-07,0.5747
2016-03-08,0.0
2016-03-09,0.0
2016-03-11,0.9524
2016-03-14,0.9434
2016-03-17,0.0
2016-03-21,-1.8692
2016-03-22,22.6667
2016-03-23,-15.9938
2016-03-24,0.7394
2016-03-29,-1.4679
2016-03-31,7.0764
2016-04-04,-7.8261
2016-04-05,1.8868
2016-04-06,-1.1111
2016-04-07,1.1236
2016-04-08,0.1852
2016-04-11,-1.1091
2016-04-14,0.0
2016-04-15,-0.3738
2016-04-18,1.3133
2016-04-19,0.9259
2016-04-20,0.0
2016-04-25,0.0
2016-04-27,0.9156
2016-05-02,-0.9073
2016-05-03,-0.9174
2016-05-05,-0.9259
2016-05-06,-0.3738
2016-05-11,-1.5009000000000001
2016-05-12,0.9524
2016-05-17,-0.566
2016-05-18,1.7078
2016-05-19,-1.1194
2016-05-20,0.9434
2016-05-23,0.0
2016-05-25,-0.7477
2016-05-26,0.4708
2016-05-27,2.9053
2016-05-31,-1.275
2016-06-01,1.476
2016-06-02,0.9091
2016-06-03,16.036
2016-06-06,-0.6211
2016-06-07,-6.25
2016-06-08,-2.2417
2016-06-09,3.4483
2016-06-10,1.6667
2016-06-13,0.0
2016-06-14,-0.4918
2016-06-15,0.3295
2016-06-16,0.0
2016-06-17,-1.642
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,1.8364
2016-06-23,-4.918
2016-06-24,1.7241
2016-06-27,-1.3729
2016-06-28,-2.045
2016-06-29,-0.7018
2016-06-30,3.3569
2016-07-05,0.8547
2016-07-06,0.0
2016-07-08,-0.8475
2016-07-11,0.0
2016-07-12,-0.1709
2016-07-13,0.0
2016-07-18,-0.6849
2016-07-19,-0.8621
2016-07-20,0.0
2016-07-21,4.3478
2016-07-22,-0.1667
2016-07-25,0.1669
2016-07-26,-1.5
2016-07-27,1.5228000000000002
2016-08-01,0.0
2016-08-02,-4.1667
2016-08-03,1.3739
2016-08-08,-1.1837
2016-08-09,1.1962
2016-08-10,0.0017
2016-08-11,0.1887
2016-08-15,0.1713
2016-08-16,2.5641
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-23,0.0
2016-08-24,-3.3167
2016-08-26,3.4304
2016-08-30,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-06,0.0
2016-09-13,0.0
2016-09-15,-0.8333
2016-09-16,-1.6806999999999999
2016-09-19,2.547
2016-09-20,0.0167
2016-09-21,-0.8333
2016-09-22,0.8403
2016-09-23,0.0
2016-09-26,0.0
2016-09-28,0.0
2016-10-05,0.0
2016-10-13,5.0
2016-10-14,3.1746
2016-10-17,-3.8462
2016-10-21,-0.0016
