ticker,WESC US Equity
2011-05-04,0.0
2011-06-24,-30.0
2011-07-13,42.8571
2011-07-20,50.0
2011-07-22,6.6667
2011-08-25,-18.75
2011-09-02,-30.7692
2011-09-21,-22.2222
2011-09-23,0.0
2011-09-30,0.0
2012-04-04,-14.2857
2012-09-20,-16.6667
2012-09-28,-60.0
2012-12-31,400.0
2013-01-29,-50.0
2013-01-31,0.0
2013-04-12,0.0
2013-04-15,-58.0
2013-09-12,90.4762
2013-11-11,-25.0
2013-11-19,-16.6667
2013-12-26,-36.0
2014-01-03,25.0
2014-04-23,850.0
2014-04-24,-15.8882
2014-04-25,-37.4267
2014-04-28,-18.0
2014-04-29,3.5061
2014-04-30,-39.9116
2014-05-01,18.6275
2014-05-02,-1.6529
2014-05-05,0.0
2014-05-06,-49.5798
2014-05-07,0.0
2014-05-08,-13.3333
2014-05-09,-22.5962
2014-05-12,0.0
2014-05-13,0.9317
2014-05-14,0.0
2014-05-15,3.3846
2014-05-19,32.4405
2014-05-21,-20.8989
2014-05-22,27.2727
2014-05-23,30.3571
2014-05-27,34.2466
2014-05-28,-4.0816
2014-05-30,-38.2979
2014-06-04,0.6466
2014-06-06,0.0
2014-06-12,-17.773
2014-06-17,0.0
2014-06-18,0.0
2014-06-24,0.0
2014-07-01,0.0
2014-07-07,4.1667
2014-07-09,199.5
2014-07-10,-26.5442
2014-07-11,44.5455
2014-07-14,32.0755
2014-07-15,-30.4762
2014-07-16,-4.1096
2014-07-17,-14.2857
2014-07-18,66.6667
2014-07-21,0.0
2014-07-23,-54.875
2014-07-28,13.0194
2014-07-29,-9.8039
2014-07-31,-13.0435
2014-08-04,-10.0
2014-08-05,-8.3333
2014-08-08,6.0606
2014-08-13,0.0
2014-08-18,-36.7857
2014-08-19,58.1921
2014-08-20,14.2857
2014-08-21,0.0
2014-08-22,-37.5
2014-08-25,91.5
2014-08-27,8.6162
2014-09-02,-3.8462
2014-09-04,1.0
2014-09-10,-20.7921
2014-09-12,-25.0
2014-09-15,-3.3333
2014-09-22,0.0
2014-09-23,0.0
2014-10-06,-3.4483
2014-10-20,-7.1429
2014-10-23,-23.0769
2014-10-28,0.0
2014-11-13,0.0
2014-11-14,70.0
2014-11-17,-41.1765
2014-11-18,0.0
2014-11-21,0.0
2014-11-28,0.0
2014-12-02,0.0
2014-12-04,0.0
2014-12-11,0.0
2014-12-17,0.0
2014-12-22,-50.0
2014-12-30,0.0
2015-01-06,100.0
2015-01-22,-50.0
2015-02-13,500.0
2015-02-17,0.0
2015-02-19,-5.0
2015-02-20,-47.3684
2015-02-23,0.0
2015-02-24,-58.3333
2015-02-25,89.5
2015-02-26,-46.7018
2015-03-02,58.4158
2015-03-04,50.0
2015-03-11,-36.6667
2015-03-13,5.2632
2015-03-16,-24.375
2015-03-18,85.124
2015-03-20,-39.2857
2015-03-23,0.0
2015-03-25,1.1029
2015-03-26,16.3636
2015-03-31,0.625
2015-04-06,0.3106
2015-04-10,0.0
2015-04-13,-0.9288
2015-04-14,-19.375
2015-04-16,0.3876
2015-04-17,0.0
2015-04-20,-1.1583
2015-04-21,0.0
2015-04-23,1.1719
2015-05-08,-1.1583
2015-05-18,0.0
2015-05-19,0.0
2015-06-03,0.0
2015-07-02,-25.0
2015-07-14,0.0
2015-07-30,0.0
2015-08-06,0.0
2015-08-10,0.0
2015-08-24,0.0
2015-08-26,-23.9583
2015-09-02,0.6849
2015-09-08,0.0
2015-09-09,0.0
2015-09-16,105.4422
2015-09-29,-28.4768
2015-10-05,-39.8148
2015-10-13,66.1538
2015-12-21,-39.8148
2015-12-24,0.0
2015-12-28,11.538499999999999
2016-01-21,-10.3448
2016-01-26,0.0
2016-02-16,5.3846
2016-03-28,-5.1095
2016-04-27,-23.8462
2016-05-05,0.0
2016-05-24,-57.5758
2016-06-27,61.9048
2016-06-29,45.5882
2016-07-19,-11.1111
2016-08-02,0.0
2016-08-12,-45.4545
2016-08-18,0.0
2016-09-28,1633.3333
2016-09-29,-50.0
2016-09-30,-9.6154
2016-10-03,0.0
2016-10-04,0.0
2016-10-06,-57.4468
2016-10-07,25.0
2016-10-11,-12.0
2016-10-17,0.0
2016-10-27,10.7955
2016-11-04,-17.9487
2016-11-08,0.0
2016-11-11,10.0
2016-12-06,17.6136
2016-12-23,-45.8937
2016-12-27,-42.8571
2016-12-29,34.375
2016-12-30,-4.6512
2017-01-04,-21.9512
2017-01-27,25.0
2017-02-23,20.0
2017-03-01,-25.0
2017-03-07,0.0
2017-03-09,0.0
2017-03-13,0.0
2017-03-14,-29.1667
2017-04-20,0.0
2017-04-28,0.0
2017-06-13,0.3922
2017-06-27,-3.125
2017-07-05,0.0
2017-07-19,0.0
2017-08-07,0.0
2017-09-05,0.0
2017-09-26,2.9677
2017-09-28,144.3609
2017-10-17,-35.8974
2017-10-26,20.0
2017-11-07,0.0
2017-11-09,0.0
2017-11-27,0.0
2017-12-08,1.6667
2017-12-13,10.9344
2017-12-18,-11.3344
2017-12-20,10.7333
2018-01-02,-9.693
2018-02-07,4.3167
2018-02-15,-12.1265
2018-03-07,0.0
2018-04-18,9.0909
2018-05-01,-8.3333
2018-05-02,0.0
2018-05-03,-9.0909
2018-05-09,220.0
2018-05-10,-80.625
2018-05-11,351.6129
2018-05-14,-63.5714
2018-05-17,-1.9607999999999999
2018-05-23,0.0
2018-05-25,-20.0
2018-06-26,0.0
2018-07-18,25.0
2018-07-23,0.0
2018-07-24,0.8
2018-08-03,-28.5714
2018-08-20,11.1111
2018-09-05,-10.0
2018-10-05,-13.8889
2018-11-05,0.0
2018-11-30,3.2258
2018-12-03,0.0
2018-12-21,-2.8125
2019-01-24,-0.3215
2019-01-31,3.2258
2019-02-05,0.0
2019-02-13,212.5
2019-02-15,-59.0
2019-02-19,95.122
2019-02-22,-61.25
2019-02-27,158.0645
2019-03-14,0.0
2019-03-20,0.0
2019-03-22,-37.5
2019-05-14,-98.0
2019-05-15,1000.0
2019-06-03,354.5455
2019-07-26,32.0
2019-08-12,-7.5758
2019-09-16,63.9344
2019-09-17,-35.0
2019-09-26,-2.3846
2019-09-27,97.0055
2019-09-30,-40.0
2019-10-01,53.3333
2019-10-03,-56.5217
2019-10-07,0.0
2019-10-08,0.0
2019-10-10,0.0
2019-10-16,0.0
2019-10-23,20.0
2019-10-28,-33.3333
2019-11-13,-17.5
2019-11-14,203.0303
2019-11-18,0.0
2019-12-23,0.0
2020-01-03,0.0
2020-01-08,-1.0
2020-02-04,-83.83840000000001
2020-03-03,87.5
2020-03-04,0.0
2020-03-06,0.0
2020-03-11,0.0
2020-03-20,0.0
2020-03-30,0.0
2020-04-08,0.0
2020-04-09,396.6667
2020-04-14,-79.8658
2020-04-16,0.0
2020-04-22,0.0
2020-04-23,366.6667
2020-04-28,-89.2857
2020-05-01,0.0
2020-05-08,0.0
2020-05-26,500.0
2020-05-29,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-12,-68.8889
2020-07-06,3.5714
