ticker,AXLA US Equity
2019-09-27,-1.1299
2019-09-30,7.8095
2019-10-01,-6.0071
2019-10-02,-0.3759
2019-10-03,6.5094
2019-10-04,-6.1116
2019-10-07,-3.7736
2019-10-08,3.9215999999999998
2019-10-09,2.0755
2019-10-10,2.0333
2019-10-11,2.3551
2019-10-14,-3.0088
2019-10-15,4.927
2019-10-16,-9.0435
2019-10-17,0.1912
2019-10-18,-1.7176
2019-10-21,1.9417
2019-10-22,0.0
2019-10-23,0.0
2019-10-25,-4.7619
2019-10-28,0.0
2019-10-29,-2.0
2019-10-30,2.0408
2019-10-31,5.8
2019-11-01,4.9149
2019-11-04,-9.9099
2019-11-05,18.0
2019-11-06,-13.5593
2019-11-07,-6.6667
2019-11-08,-5.4622
2019-11-11,-6.2222
2019-11-12,-6.3981
2019-11-13,-3.038
2019-11-14,-6.5274
2019-11-15,-2.2346
2019-11-18,-12.0
2019-11-19,9.7403
2019-11-20,5.3254
2019-11-21,-5.8989
2019-11-22,2.3881
2019-11-25,0.0
2019-11-26,4.3732
2019-11-27,10.8939
2019-11-29,0.7557
2019-12-02,9.0
2019-12-03,7.7982
2019-12-04,-1.7021
2019-12-05,-2.8139
2019-12-06,-20.0445
2019-12-09,-2.507
2019-12-10,-0.2857
2019-12-11,1.2894
2019-12-12,0.4243
2019-12-13,-1.9718
2019-12-16,-3.4483
2019-12-17,1.4881
2019-12-18,-0.2933
2019-12-19,-0.2941
2019-12-20,0.59
2019-12-23,1.173
2019-12-24,3.1884
2019-12-26,15.1685
2019-12-27,-6.5854
2019-12-30,-3.3943
2019-12-31,8.3784
2020-01-02,2.7431
2020-01-03,-4.8544
2020-01-06,1.2755
2020-01-07,3.0227
2020-01-08,11.9804
2020-01-09,8.7336
2020-01-10,0.2008
2020-01-13,-1.8035999999999999
2020-01-14,-4.6939
2020-01-15,-2.1413
2020-01-16,6.7834
2020-01-17,2.0492
2020-01-21,1.6064
2020-01-22,0.3953
2020-01-23,0.0
2020-01-24,0.1969
2020-01-27,2.947
2020-01-28,-0.5725
2020-01-29,-2.6871
2020-01-30,-4.3393
2020-01-31,-0.2062
2020-02-03,0.2066
2020-02-04,-2.0619
2020-02-05,1.8947
2020-02-06,1.4463
2020-02-07,-1.222
2020-02-10,-2.8866
2020-02-11,-1.0616
2020-02-12,1.2876
2020-02-13,-0.8475
2020-02-14,-0.8547
2020-02-18,-0.6466
2020-02-19,0.2169
2020-02-20,2.8139
2020-02-21,4.2105
2020-02-24,-7.0707
2020-02-25,-1.3043
2020-02-26,-17.8414
2020-02-27,-2.681
2020-02-28,3.719
2020-03-02,0.9296
2020-03-03,-11.0526
2020-03-04,2.071
2020-03-05,3.7681
2020-03-06,5.0279
2020-03-09,-11.9681
2020-03-10,-1.2085
2020-03-11,1.5291000000000001
2020-03-12,-13.8554
2020-03-13,7.6923
2020-03-16,-19.1558
2020-03-17,-3.6145
2020-03-18,-6.25
2020-03-19,6.2222
2020-03-20,25.523
2020-03-23,-10.0
2020-03-24,9.2593
2020-03-25,-5.0847
2020-03-26,6.4286
2020-03-27,-12.4161
2020-03-30,30.2682
2020-03-31,0.5882
2020-04-01,-14.0351
2020-04-02,10.2041
2020-04-03,4.321
2020-04-06,3.5503
2020-04-07,-2.2857
2020-04-08,1.1696
2020-04-09,0.8671
2020-04-13,-2.0057
2020-04-14,0.5848
2020-04-15,-5.5233
2020-04-16,6.7692
2020-04-17,0.8646
2020-04-20,8.5714
2020-04-21,3.1579
2020-04-22,6.6327
2020-04-23,4.7847
2020-04-24,-0.2283
2020-04-27,12.1281
2020-04-28,-3.6734999999999998
2020-04-29,3.3898
2020-04-30,-4.5082
2020-05-01,3.6481
2020-05-04,-1.0352
2020-05-05,1.6736
2020-05-06,16.2551
2020-05-07,18.5841
2020-05-08,9.403
2020-05-11,5.0477
2020-05-12,-22.2078
2020-05-13,-10.8514
2020-05-14,-17.7903
2020-05-15,-9.5672
2020-05-18,3.5263999999999998
2020-05-19,2.6764
2020-05-20,-0.4739
2020-05-21,25.0
2020-05-22,18.0952
2020-05-26,-12.0968
2020-05-27,-5.1376
2020-05-28,9.6712
2020-05-29,5.8201
2020-06-01,0.5
2020-06-02,-1.1609
2020-06-03,-2.8523
2020-06-04,-5.0086
2020-06-05,-3.0909
2020-06-08,4.878
2020-06-09,0.7156
2020-06-10,-5.5062
2020-06-11,-9.2105
2020-06-12,3.9337
2020-06-15,8.3665
2020-06-16,-0.9191
2020-06-17,2.5974
2020-06-18,3.9783
2020-06-19,1.3913
2020-06-22,-2.2298
2020-06-23,-5.4386
2020-06-24,-7.2356
2020-06-25,5.8
2020-06-26,-3.9698
2020-06-29,2.7559
2020-06-30,5.9387
2020-07-01,-0.9042
2020-07-02,-3.4672
2020-07-06,-3.9698
2020-07-07,-0.7874
2020-07-08,2.1825
2020-07-09,-0.1942
2020-07-10,-0.9728
2020-07-13,-11.7878
2020-07-14,-4.4543
2020-07-15,3.38
2020-07-16,5.7497
2020-07-17,8.9552
2020-07-20,-3.1311
2020-07-21,-3.0303
2020-07-22,-3.75
2020-07-23,-2.3810000000000002
2020-07-24,-2.2173
2020-07-27,-4.7619
2020-07-28,7.1429
2020-07-29,0.2222
2020-07-30,2.2173
2020-07-31,-2.6029999999999998
