ticker,RAEWF US Equity
2012-01-23,0.0
2012-02-01,6.6667
2012-02-29,25.0
2012-03-01,5.0
2012-03-06,4.7619
2012-03-07,27.2727
2012-03-08,-25.0
2012-03-13,0.0
2012-03-16,-4.7619
2012-03-19,0.0
2012-03-20,0.0
2012-03-23,-10.0
2012-03-30,11.1111
2012-04-13,0.0
2012-05-16,-25.0
2012-05-30,0.0
2012-05-31,33.3333
2012-06-07,-50.0
2013-11-14,0.0
2013-12-02,0.0
2014-01-21,-25.0
2014-01-23,33.3333
2014-01-24,-70.0
2014-01-28,133.3333
2014-01-30,0.0
2014-03-17,-57.1429
2014-06-17,0.0
2014-06-26,-33.3333
2014-08-07,-50.0
2014-08-08,-60.0
2014-08-11,150.0
2014-08-12,0.0
2014-08-14,250.0
2014-08-15,0.0
2014-08-20,0.0
2014-08-25,0.0
2014-08-26,-14.2857
2014-08-29,0.0
2014-09-03,0.0
2014-09-04,-16.6667
2014-09-05,20.0
2014-09-16,-33.3333
2014-09-24,25.0
2014-10-01,-60.0
2014-10-02,100.0
2014-10-03,-25.0
2014-10-09,0.0
2014-10-10,-33.3333
2014-10-23,46.25
2014-10-31,-24.7863
2014-11-05,-9.0909
2014-12-05,-10.0
2014-12-12,-55.5556
2014-12-17,50.0
2014-12-19,2.0833
2014-12-22,14.2857
2014-12-26,178.5714
2015-01-02,2.5641
2015-01-12,-65.0
2015-01-15,114.2857
2015-01-16,0.0
2015-01-23,-33.3333
2015-03-25,0.0
2015-04-07,0.0
2015-04-15,0.0
2015-04-27,0.0
2015-05-13,-20.0
2015-05-14,0.0
2015-06-11,0.0
2015-07-23,-37.5
2015-08-19,0.0
2015-08-20,-10.0
2015-09-14,-22.2222
2015-09-16,-37.5
2015-09-18,0.0
2015-09-21,0.0
2015-09-30,-31.4286
2015-12-17,0.0
2016-02-16,0.0
2016-03-07,33.3333
2016-03-28,-18.75
2016-07-12,311.5385
2016-07-13,49.5327
2016-07-14,-18.125
2016-07-15,-26.7176
2016-07-19,-31.25
2016-07-22,0.0
2016-07-27,0.0
2016-08-25,69.697
2016-08-30,-42.8571
2016-10-20,75.0
2016-10-21,4.4643
2016-10-25,36.7521
2016-10-31,50.0
2016-11-14,-33.3333
2016-11-30,-40.0
2016-12-02,66.6667
2016-12-15,50.0
2016-12-20,-33.3333
2017-01-04,50.0
2017-01-05,33.3333
2017-01-06,0.0
2017-01-11,0.0
2017-01-12,25.0
2017-01-25,0.0
2017-01-26,-20.0
2017-01-30,-25.0
2017-02-01,33.3333
2017-02-02,-25.0
2017-02-03,0.0
2017-02-09,0.0
2017-02-10,33.3333
2017-02-17,-2.5
2017-03-02,-23.0769
2017-03-16,-13.3333
2017-03-21,0.0
2017-03-27,15.3846
2017-04-04,33.3333
2017-04-10,0.0
2017-04-11,-50.0
2017-04-12,-50.0
2017-05-02,0.0
2017-05-08,0.0
2017-05-11,-20.0
2017-06-16,0.0
2017-06-27,-25.0
2017-07-05,33.3333
2017-07-06,25.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-20,0.0
2017-07-25,0.0
2017-07-26,140.0
2017-07-31,-16.6667
2017-08-01,0.0
2017-08-02,10.0
2017-08-03,-9.0909
2017-08-07,0.0
2017-08-09,0.0
2017-08-10,20.0
2017-08-11,-8.3333
2017-08-14,18.1818
2017-08-16,0.0
2017-08-17,-7.6923
2017-08-21,16.6667
2017-08-22,7.1429
2017-08-24,-6.6667
2017-08-25,-21.4286
2017-08-30,-9.0909
2017-09-12,0.0
2017-09-21,-20.0
2017-09-25,-75.0
2017-10-17,150.0
2017-10-18,0.0
2017-10-19,-14.0
2017-10-26,272.093
2017-10-27,-25.0
2017-10-31,0.0
2017-11-08,-8.3333
2017-11-09,18.1818
2017-11-10,-14.6154
2017-11-16,17.1171
2017-11-22,0.0
2017-11-29,0.0
2017-12-11,-23.0769
2017-12-14,0.0
2017-12-15,36.0
2017-12-19,10.2941
2017-12-20,0.0
2017-12-21,-16.6667
2017-12-28,-20.0
2017-12-29,-40.0
2018-01-19,66.3333
2018-01-22,0.2004
2018-01-23,-20.0
2018-02-02,0.0
2018-02-12,-12.5
2018-03-09,64.2857
2018-03-13,-39.1304
2018-03-27,42.8571
2018-03-29,-30.0
2018-04-05,0.0
2018-04-09,42.8571
2018-06-06,0.0
2018-06-07,-20.0
2018-06-20,0.0
2018-06-26,0.0
2018-08-08,-12.5
2018-09-04,85.7143
2019-10-29,15.3846
2019-10-31,33.3333
2019-11-05,-50.0
2019-11-06,0.0
2019-11-07,100.0
2019-11-11,0.0
2019-11-12,-50.0
2019-11-13,100.0
2019-11-19,0.0
2019-12-02,-50.0
2019-12-04,-20.0
2019-12-10,25.0
2019-12-20,50.0
2019-12-27,-33.3333
2019-12-31,50.0
2020-01-02,33.3333
2020-01-08,-70.0
2020-01-14,733.3333
2020-01-16,-60.0
2020-01-29,-31.25
2020-02-21,81.8182
2020-03-13,-40.0
2020-03-16,-33.3333
2020-03-25,50.0
2020-04-09,-33.3333
2020-04-13,-40.0
2020-04-17,33.3333
2020-04-24,62.5
2020-04-27,15.3846
2020-04-28,2900.0
2020-04-29,-81.1111
2020-05-01,-17.647100000000002
2020-05-04,121.4286
2020-05-12,-61.2903
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,50.0
2020-05-20,-33.3333
2020-05-27,-8.3333
2020-06-03,-9.0909
2020-07-08,-30.0
2020-07-17,185.7143
2020-07-30,0.0
