ticker,METX US Equity
2019-09-20,-0.0099
2019-09-23,0.0
2019-09-27,0.1974
2019-09-30,0.0
2019-10-03,0.2956
2019-10-10,0.1965
2019-10-15,-0.3922
2019-10-22,0.3937
2019-10-29,-0.1961
2019-10-30,0.7859
2019-10-31,-0.5848
2019-11-04,-0.3
2019-11-08,0.3009
2019-11-11,0.098
2019-11-13,-0.4897
2019-12-02,0.5906
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0978
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.391
2019-12-13,-0.1947
2019-12-16,0.0
2019-12-17,0.0
2019-12-19,0.0
2019-12-23,0.0
2019-12-31,0.1951
2020-01-03,-0.1947
2020-01-06,0.0
2020-01-08,0.3902
2020-01-09,-0.0972
2020-01-10,0.1946
2020-01-13,-0.0971
2020-01-14,-0.3887
2020-01-30,0.3902
2020-01-31,0.2906
2020-02-04,-0.1928
2020-02-06,0.0
2020-02-07,0.0971
2020-02-10,-0.097
2020-02-13,0.0
2020-02-14,0.0971
2020-02-18,0.0
2020-02-19,0.194
2020-02-20,-0.1926
2020-02-24,0.29
2020-02-25,-0.2901
2020-02-26,0.0
2020-02-27,-0.0233
2020-02-28,0.1125
2020-03-02,0.0078
2020-03-04,-0.1221
2020-03-05,0.4133
2020-03-06,-0.3865
2020-03-09,0.0
2020-03-10,0.097
2020-03-11,-0.0678
2020-03-12,-0.1261
2020-03-13,0.1835
2020-03-16,-1.7337
2020-03-18,-1.3807
2020-03-19,1.0
2020-03-20,1.0891
2020-03-23,0.5495
2020-03-24,0.3302
2020-03-25,-0.0971
2020-03-26,10.3013
2020-03-27,49.7797
2020-03-30,23.8824
2020-03-31,11.0636
2020-04-01,-38.0077
2020-04-02,4.8276
2020-04-03,-2.6316
2020-04-06,-4.1216
2020-04-07,-16.8865
2020-04-08,8.5316
2020-04-09,-1.0937999999999999
2020-04-13,1.9747
2020-04-14,10.1472
2020-04-15,-13.0098
2020-04-16,1.8593
2020-04-17,1.1905000000000001
2020-04-20,1.1764999999999999
2020-04-21,-0.5426
2020-04-22,-2.1824
2020-04-23,-1.0359
2020-04-24,-3.3816
2020-04-27,-0.9167
2020-04-28,0.2523
2020-04-29,-0.1678
2020-04-30,0.0
2020-05-01,-2.5235
2020-05-04,1.8052000000000001
2020-05-05,-6.1741
2020-05-06,-3.5199
2020-05-07,3.6483
2020-05-08,-4.1516
2020-05-11,-2.4482
2020-05-12,-0.0965
2020-05-13,-10.7246
2020-05-14,0.7576
2020-05-15,1.5038
2020-05-18,-3.4920999999999998
2020-05-19,4.8246
2020-05-20,0.4184
2020-05-21,2.7083
2020-05-22,5.071
2020-05-26,0.6757
2020-05-27,-1.7258
2020-05-28,1.6585
2020-05-29,2.8791
2020-06-01,-2.4254
2020-06-02,-0.0956
2020-06-03,1.6268
2020-06-04,3.2957
2020-06-05,0.1823
2020-06-08,-0.8189
2020-06-09,-1.8349
2020-06-10,1.4953
2020-06-11,-3.5911999999999997
2020-06-12,5.6350999999999996
2020-06-15,-1.7179
2020-06-16,2.7599
2020-06-17,0.94
2020-06-18,1.1086
2020-06-19,6.7544
2020-06-22,3.3689
2020-06-23,0.159
2020-06-24,-0.4762
2020-06-25,-4.067
2020-06-26,0.4988
2020-06-29,-0.3309
2020-06-30,0.166
2020-07-01,-0.4971
2020-07-02,0.6661
2020-07-06,-0.9926
2020-07-07,-1.2530999999999999
2020-07-08,1.7766
2020-07-09,-1.4963
2020-07-10,0.6751
2020-07-13,-0.8382
2020-07-14,1.437
2020-07-15,1.4167
2020-07-16,-4.848
2020-07-17,1.0363
2020-07-20,-0.5128
2020-07-21,0.2577
2020-07-22,0.2571
2020-07-23,-1.2821
2020-07-24,0.4329
2020-07-27,-1.2931
2020-07-28,-1.7467000000000001
2020-07-29,1.7778
2020-07-30,-0.8734
2020-07-31,3.1718
