ticker,GTXMQ US Equity
2019-02-06,0.9913
2019-02-07,-6.1963
2019-02-08,-2.6161
2019-02-11,-1.4775
2019-02-12,2.2495
2019-02-13,0.0667
2019-02-14,3.1312
2019-02-15,4.3282
2019-02-19,0.9288
2019-02-20,4.0491
2019-02-21,-6.6038
2019-02-22,2.5253
2019-02-25,0.6773
2019-02-26,3.4251
2019-02-27,-0.7688
2019-02-28,-0.2384
2019-03-01,0.2389
2019-03-04,-3.6353
2019-03-05,-0.8658
2019-03-06,-4.3668
2019-03-07,1.2394
2019-03-08,-1.9973999999999998
2019-03-11,0.1972
2019-03-12,1.1811
2019-03-13,0.1946
2019-03-14,-6.1489
2019-03-15,1.7931
2019-03-18,0.813
2019-03-19,0.8737
2019-03-20,-2.5983
2019-03-21,3.8304
2019-03-22,-3.0962
2019-03-25,0.6798
2019-03-26,2.6334
2019-03-27,-0.3947
2019-03-28,0.9247
2019-03-29,-3.5995
2019-04-01,5.4311
2019-04-02,2.1249
2019-04-03,-0.3153
2019-04-04,3.9848
2019-04-05,-0.6083
2019-04-08,0.7956
2019-04-09,-1.5786
2019-04-10,2.7144
2019-04-11,0.3604
2019-04-12,3.2914
2019-04-15,2.7231
2019-04-16,2.8201
2019-04-17,4.8272
2019-04-18,-1.5699
2019-04-22,2.4987
2019-04-23,0.2593
2019-04-24,0.1552
2019-04-25,-2.8926
2019-04-26,2.2872
2019-04-29,-1.9761
2019-04-30,-0.2653
2019-05-01,-4.2553
2019-05-02,-2.8889
2019-05-03,5.4348
2019-05-06,0.1628
2019-05-07,3.1961
2019-05-08,-3.832
2019-05-09,-0.3821
2019-05-10,0.1644
2019-05-13,-1.5316999999999998
2019-05-14,0.4444
2019-05-15,1.2168
2019-05-16,1.4208
2019-05-17,-2.3168
2019-05-20,-1.7099
2019-05-21,0.4489
2019-05-22,-4.7486
2019-05-23,0.0587
2019-05-24,0.4103
2019-05-28,-1.3427
2019-05-29,-3.6095
2019-05-30,-1.9644
2019-05-31,-3.6944
2019-06-03,-1.2354
2019-06-04,5.8591
2019-06-05,-3.3582
2019-06-06,1.5444
2019-06-07,-0.4436
2019-06-10,1.846
2019-06-11,0.5
2019-06-12,-0.0622
2019-06-13,2.1157
2019-06-14,-2.4985
2019-06-17,-3.4375
2019-06-18,-2.4595000000000002
2019-06-19,0.3981
2019-06-20,1.0575
2019-06-21,-1.1772
2019-06-24,-2.3825
2019-06-25,-1.5593
2019-06-26,1.2397
2019-06-27,5.5782
2019-06-28,-1.0954
2019-07-01,-1.759
2019-07-02,0.4642
2019-07-03,0.066
2019-07-05,-0.4617
2019-07-08,-1.6566999999999998
2019-07-09,-5.593
2019-07-10,1.142
2019-07-11,-0.6351
2019-07-12,3.3381
2019-07-15,0.4124
2019-07-16,-0.4791
2019-07-17,-2.3384
2019-07-18,-1.1972
2019-07-19,2.9936
2019-07-22,-0.4152
2019-07-23,1.0424
2019-07-24,1.7882
2019-07-25,-3.9189
2019-07-26,4.0084
2019-07-29,0.7437
2019-07-30,-7.9866
2019-07-31,3.3552
2019-08-01,-4.7283
2019-08-02,-4.1481
2019-08-05,-1.3138
2019-08-06,-0.1566
2019-08-07,-2.1176
2019-08-08,1.0417
2019-08-09,-5.0753
2019-08-12,-4.0936
2019-08-13,0.4355
2019-08-14,-2.3417
2019-08-15,-2.7531
2019-08-16,4.5662
2019-08-19,-0.1747
2019-08-20,-2.1872
2019-08-21,-0.805
2019-08-22,0.1803
2019-08-23,-3.7804
2019-08-26,-3.3676
2019-08-27,-3.2914
2019-08-28,-0.7007
2019-08-29,-0.8065
2019-08-30,0.0
2019-09-03,-2.3374
2019-09-04,4.0583
2019-09-05,2.6
2019-09-06,-1.5594999999999999
2019-09-09,3.3663
2019-09-10,3.1609
2019-09-11,6.4995
2019-09-12,3.2258
2019-09-13,3.9696
2019-09-16,-0.2437
2019-09-17,-0.4886
2019-09-18,-5.7283
2019-09-19,-1.8229
2019-09-20,-4.244
2019-09-23,-2.7701000000000002
2019-09-24,-2.0893
2019-09-25,0.485
2019-09-26,-3.8609999999999998
2019-09-27,-0.502
2019-09-30,0.5045
2019-10-01,-2.2088
2019-10-02,-2.5667
2019-10-03,-1.0537
2019-10-04,-1.9169
2019-10-07,-0.76
2019-10-08,-3.5011
2019-10-09,1.5873
2019-10-10,1.2277
2019-10-11,5.8434
2019-10-14,-5.1042
2019-10-15,2.9638
2019-10-16,3.7313
2019-10-17,0.4111
2019-10-18,-3.7871
2019-10-21,1.2766
2019-10-22,2.2059
2019-10-23,0.0
2019-10-24,-4.0082
2019-10-25,6.6381
2019-10-28,4.0161
2019-10-29,-3.3784
2019-10-30,-0.2997
2019-10-31,-4.8096
2019-11-01,4.8421
2019-11-04,6.3253
2019-11-05,-1.1331
2019-11-06,-3.6294
2019-11-07,3.7661
2019-11-08,-4.9666
2019-11-11,6.8342
2019-11-12,-3.9511
2019-11-13,-0.8815
2019-11-14,0.6917
2019-11-15,3.7291
2019-11-18,-4.2573
2019-11-19,6.4229
2019-11-20,-4.5497
2019-11-21,-0.6809
2019-11-22,3.0362
2019-11-25,2.1863
2019-11-26,6.0465
2019-11-27,1.9298
2019-11-29,-0.4303
2019-12-02,4.5808
2019-12-03,-3.5537
2019-12-04,2.1422
2019-12-05,-1.5939999999999999
2019-12-06,-1.023
2019-12-09,-13.4367
2019-12-10,-1.4925
2019-12-11,-1.7172
2019-12-12,6.9887
2019-12-13,-2.3055
2019-12-16,0.6883
2019-12-17,2.6367000000000003
2019-12-18,3.5205
2019-12-19,-3.9522
2019-12-20,-3.445
2019-12-23,4.0634
2019-12-24,-0.6667
2019-12-26,-0.5753
2019-12-27,-1.35
2019-12-30,-1.7595
2019-12-31,-0.597
2020-01-02,-1.4014
2020-01-03,-2.8426
2020-01-06,-0.209
2020-01-07,-0.9424
2020-01-08,-3.5941
2020-01-09,-4.8246
2020-01-10,4.0323
2020-01-13,10.1883
2020-01-14,3.7186
2020-01-15,-1.0659
2020-01-16,1.0774
2020-01-17,-3.1008
2020-01-21,-0.8
2020-01-22,-2.621
2020-01-23,0.8282
2020-01-24,-3.2854
2020-01-27,-4.2463
2020-01-28,-1.2195
2020-01-29,-4.0404
2020-01-30,0.5848
2020-01-31,-2.093
2020-02-03,2.7316000000000003
2020-02-04,4.6243
2020-02-05,1.5470000000000002
2020-02-06,-2.6115
2020-02-07,-1.7877
2020-02-10,-2.1615
2020-02-11,1.6279
2020-02-12,-1.373
2020-02-13,-0.232
2020-02-14,0.5814
2020-02-18,4.8555
2020-02-19,-7.7178
2020-02-20,-0.2389
2020-02-21,-3.5928
2020-02-24,-7.3292
2020-02-25,-3.4853
2020-02-26,-0.1389
2020-02-27,-2.6426
2020-02-28,-0.8571
2020-03-02,-1.7290999999999999
2020-03-03,0.0
2020-03-04,1.4663
2020-03-05,-5.4913
2020-03-06,-4.5872
2020-03-09,-14.4231
2020-03-10,-7.6779
2020-03-11,-1.4199
2020-03-12,-16.2551
2020-03-13,11.7936
2020-03-16,-15.1648
2020-03-17,-5.6995000000000005
2020-03-18,-14.5604
2020-03-19,-3.8585000000000003
2020-03-20,-4.0134
2020-03-23,0.6969
2020-03-24,6.9204
2020-03-25,8.4142
2020-03-26,3.2836
2020-03-27,-4.0462
2020-03-30,-9.9398
2020-03-31,-4.3478
2020-04-01,-0.3497
2020-04-02,-1.7544
2020-04-03,-2.5
2020-04-06,9.5238
2020-04-07,2.0067
2020-04-08,34.4262
2020-04-09,6.0976
2020-04-13,9.4253
2020-04-14,6.9328
2020-04-15,-12.3772
2020-04-16,-8.9686
2020-04-17,0.9852
2020-04-20,-8.5366
2020-04-21,0.0
2020-04-22,-8.5333
2020-04-23,16.6181
2020-04-24,7.5
2020-04-27,4.8837
2020-04-28,14.1907
2020-04-29,7.9612
2020-04-30,-1.9784000000000002
2020-05-01,-4.0367
2020-05-04,-5.7361
2020-05-05,0.2028
2020-05-06,-1.8218999999999999
2020-05-07,3.0928
2020-05-08,21.0
2020-05-11,-7.2727
2020-05-12,-9.6257
2020-05-13,-9.6647
2020-05-14,8.2969
2020-05-15,-6.0484
2020-05-18,6.867
2020-05-19,-4.6185
2020-05-20,-5.8947
2020-05-21,-0.4474
2020-05-22,-1.573
2020-05-26,9.589
2020-05-27,9.1667
2020-05-28,1.3359
2020-05-29,-2.6365
2020-06-01,4.4487
2020-06-02,4.6296
2020-06-03,5.1327
2020-06-04,2.862
2020-06-05,6.2193
2020-06-08,2.9276
2020-06-09,-3.7425
2020-06-10,-7.6205
2020-06-11,-9.7643
2020-06-12,8.3955
2020-06-15,-6.1962
2020-06-16,2.5688
2020-06-17,-9.4812
2020-06-18,1.3834
2020-06-19,3.3138
2020-06-22,1.6981000000000002
2020-06-23,-0.3711
2020-06-24,-7.2626
2020-06-25,-2.008
2020-06-26,3.2787
2020-06-29,7.1429
2020-06-30,2.5926
2020-07-01,-9.9278
2020-07-02,-0.6012
2020-07-06,9.6774
2020-07-07,-8.8235
2020-07-08,5.6452
2020-07-09,-6.1068999999999996
2020-07-10,2.8455
2020-07-13,3.9526
2020-07-14,12.167300000000001
2020-07-15,9.4915
2020-07-16,6.3467
2020-07-17,1.7467000000000001
2020-07-20,-3.0043
2020-07-21,2.3599
2020-07-22,0.5764
2020-07-23,4.298
2020-07-24,-2.1978
2020-07-27,-3.0899
2020-07-28,0.4348
2020-07-29,2.3088
2020-07-30,-13.2581
2020-07-31,-4.3902
