ticker,ALBO US Equity
2007-10-02,3.0132
2007-10-03,1.95
2007-10-04,0.4184
2007-10-05,1.1905000000000001
2007-10-08,0.0588
2007-10-09,-2.7043
2007-10-10,-1.2689
2007-10-11,-2.9988
2007-10-12,0.4416
2007-10-15,0.8794
2007-10-16,1.1831
2007-10-17,0.6154
2007-10-18,4.3425
2007-10-19,-1.8757000000000001
2007-10-22,-0.1792
2007-10-23,-1.0772
2007-10-24,0.6352
2007-10-25,1.4127
2007-10-26,0.7113
2007-10-29,0.2943
2007-10-30,-1.7606000000000002
2007-10-31,1.0753
2007-11-01,-1.3002
2007-11-02,-0.9581
2007-11-05,0.5441
2007-11-06,2.7661
2007-11-07,-3.9204
2007-11-08,1.218
2007-11-09,-0.1203
2007-11-12,-5.7831
2007-11-13,-5.5626999999999995
2007-11-14,-2.302
2007-11-15,0.2772
2007-11-16,11.4029
2007-11-19,3.3499
2007-11-20,0.7203
2007-11-21,0.0596
2007-11-23,1.7271999999999998
2007-11-26,2.6347
2007-11-27,0.2852
2007-11-28,0.3982
2007-11-29,0.3399
2007-11-30,-0.7905
2007-12-03,1.992
2007-12-04,1.3951
2007-12-05,2.9169
2007-12-06,3.262
2007-12-07,-0.3625
2007-12-10,0.6237
2007-12-11,-1.7562
2007-12-12,1.8927
2007-12-13,0.8772
2007-12-14,-0.0512
2007-12-17,1.0747
2007-12-18,2.8861
2007-12-19,2.313
2007-12-20,1.8277999999999999
2007-12-21,3.9206
2007-12-24,2.9545
2007-12-26,2.0309
2007-12-27,0.952
2007-12-28,-0.1715
2007-12-31,-0.2576
2008-01-02,-2.4968
2008-01-03,0.4857
2008-01-04,1.0105
2008-01-07,7.1335
2008-01-08,-2.1924
2008-01-09,3.6115
2008-01-10,-5.2484
2008-01-11,-0.5497
2008-01-14,-0.1276
2008-01-15,0.8089
2008-01-16,-6.3345
2008-01-17,-9.6934
2008-01-18,-3.8942
2008-01-22,-3.7403
2008-01-23,-3.5618
2008-01-24,-0.2798
2008-01-25,0.2245
2008-01-28,-1.1758
2008-01-29,1.2465
2008-01-30,0.7275
2008-01-31,-0.9444
2008-02-01,-5.6085
2008-02-04,7.7243
2008-02-05,-4.9641
2008-02-06,-7.4289
2008-02-07,-5.9561
2008-02-08,3.6667
2008-02-11,1.2862
2008-02-12,-0.6984
2008-02-13,-0.1279
2008-02-14,-1.7926
2008-02-15,-4.3025
2008-02-19,-4.3597
2008-02-20,-4.5584
2008-02-21,-1.7164000000000001
2008-02-22,2.9613
2008-02-25,5.0147
2008-02-26,0.1404
2008-02-27,-0.9818
2008-02-28,-3.6827
2008-02-29,2.8676
2008-03-03,-7.6483
2008-03-04,-1.548
2008-03-05,-0.1572
2008-03-06,-1.7323
2008-03-07,-10.7372
2008-03-10,-6.7325
2008-03-11,-0.9625
2008-03-12,-1.6521
2008-03-13,6.4229
2008-03-14,-7.2423
2008-03-17,-2.9029
2008-03-18,5.567
2008-03-19,-0.3906
2008-03-20,3.8235
2008-03-24,3.1161
2008-03-25,1.0989
2008-03-26,-3.0797
2008-03-27,0.2804
2008-03-28,-1.6775
2008-03-31,2.8436
2008-04-01,9.0323
2008-04-02,4.141
2008-04-03,1.8679000000000001
2008-04-04,-1.0359
2008-04-07,3.7842000000000002
2008-04-08,-0.3879
2008-04-09,2.8816
2008-04-10,-2.8009
2008-04-11,-1.8692
2008-04-14,-1.2698
2008-04-15,-3.3762
2008-04-16,8.4859
2008-04-17,-2.9908
2008-04-18,1.9763
2008-04-21,0.6202
2008-04-22,2.4653
2008-04-23,3.609
2008-04-24,1.4514
2008-04-25,-3.3619
2008-04-28,1.7024
2008-04-29,-0.8006
2008-04-30,1.5407
2008-05-01,1.3728
2008-05-02,1.0691
2008-05-05,-0.7052
2008-05-06,5.6818
2008-05-07,-2.5538
2008-05-08,0.4828
2008-05-09,7.4125
2008-05-12,4.984
2008-05-13,-1.8868
2008-05-14,2.5434
2008-05-15,-0.242
2008-05-16,-4.0024
2008-05-19,3.1586
2008-05-20,-0.4899
2008-05-21,-2.8923
2008-05-22,-1.0139
2008-05-23,0.0
2008-05-27,-5.0576
2008-05-28,-2.0904
2008-05-29,8.6777
2008-05-30,-0.6971
2008-06-02,-1.9783
2008-06-03,-2.3437
2008-06-04,0.6667
2008-06-05,6.2914
2008-06-06,-4.1121
2008-06-09,-0.8447
2008-06-10,0.0
2008-06-11,-0.4587
2008-06-12,-1.6458
2008-06-13,1.4056
2008-06-16,2.3102
2008-06-17,-2.2580999999999998
2008-06-18,-2.3762
2008-06-19,-0.6085
2008-06-20,2.1769
2008-06-23,-0.1997
2008-06-24,-4.2028
2008-06-25,4.039
2008-06-26,-7.3628
2008-06-27,0.578
2008-06-30,-6.6091999999999995
2008-07-01,-4.6923
2008-07-02,-5.4076
2008-07-03,0.0853
2008-07-07,1.705
2008-07-08,2.0956
2008-07-09,4.9261
2008-07-10,2.1127
2008-07-11,5.364
2008-07-14,1.4545
2008-07-15,-0.4301
2008-07-16,4.7516
2008-07-17,11.3402
2008-07-18,-4.2593
2008-07-21,0.7092
2008-07-22,2.1127
2008-07-23,3.0721
2008-07-24,-1.2774
2008-07-25,0.9858
2008-07-28,1.9524
2008-07-29,3.1718
2008-07-30,0.116
2008-07-31,-2.4913
2008-08-01,3.6245000000000003
2008-08-04,-1.2041
2008-08-05,-1.509
2008-08-06,4.4196
2008-08-07,-0.5643
2008-08-08,3.1215
2008-08-11,4.623
2008-08-12,-2.9984
2008-08-13,1.7896
2008-08-14,-1.545
2008-08-15,-0.2165
2008-08-18,2.6029999999999998
2008-08-19,-1.1628
2008-08-20,-1.6042999999999998
2008-08-21,0.7609
2008-08-22,-1.8878
2008-08-25,-1.9790999999999999
2008-08-26,-4.8233
2008-08-27,1.0018
2008-08-28,3.3839
2008-08-29,0.8465
2008-09-02,-2.0145
2008-09-03,0.9709
2008-09-04,1.81
2008-09-05,-5.3333
2008-09-08,-66.2559
2008-09-09,-13.0435
2008-09-10,5.2
2008-09-11,-2.2814
2008-09-12,11.284
2008-09-15,-3.8462
2008-09-16,2.3636
2008-09-17,-6.5719
2008-09-18,-3.0418
2008-09-19,11.7647
2008-09-22,-5.9649
2008-09-23,-1.1194
2008-09-24,-8.3019
2008-09-25,-5.5556
2008-09-26,-12.2004
2008-09-29,-15.3846
2008-09-30,-1.7595
2008-10-01,2.6866
2008-10-02,-8.7209
2008-10-03,-9.5541
2008-10-06,-15.8451
2008-10-07,-10.8787
2008-10-08,-12.2066
2008-10-09,10.1604
2008-10-10,10.6796
2008-10-13,16.2281
2008-10-14,-1.8868
2008-10-15,-17.6923
2008-10-16,3.7382999999999997
2008-10-17,-9.9099
2008-10-20,-4.0
2008-10-21,8.3333
2008-10-22,-2.4038
2008-10-23,0.4926
2008-10-24,3.4314
2008-10-27,-7.5829
2008-10-28,3.5897
2008-10-29,-4.4554
2008-10-30,3.1088
2008-10-31,11.5578
2008-11-03,3.1532
2008-11-04,0.4367
2008-11-05,15.6522
2008-11-06,-15.0376
2008-11-07,0.885
2008-11-10,10.9649
2008-11-11,0.0
2008-11-12,-10.2767
2008-11-13,7.9295
2008-11-14,-4.0816
2008-11-17,1.2766
2008-11-18,5.8824
2008-11-19,-3.1746
2008-11-20,1.2295
2008-11-21,-4.0486
2008-11-24,2.9536
2008-11-25,-5.3279
2008-11-26,7.3593
2008-11-28,10.8871
2008-12-01,-11.2727
2008-12-02,7.377
2008-12-03,2.6718
2008-12-04,-2.974
2008-12-05,-6.1303
2008-12-08,-2.0408
2008-12-09,-1.25
2008-12-10,2.9536
2008-12-11,-5.7377
2008-12-12,-0.4348
2008-12-15,9.607
2008-12-16,7.9681
2008-12-17,12.5461
2008-12-18,4.918
2008-12-19,18.4375
2008-12-22,-2.1108
2008-12-23,9.973
2008-12-24,-0.2451
2008-12-26,-6.1425
2008-12-29,1.5707
2008-12-30,15.7216
2008-12-31,7.3497
2009-01-02,-4.5643
2009-01-05,-0.2174
2009-01-06,3.4858000000000002
2009-01-07,-0.4211
2009-01-08,-6.3425
2009-01-09,-3.8375
2009-01-12,3.2864
2009-01-13,-0.2273
2009-01-14,-3.1891
2009-01-15,-4.9412
2009-01-16,-5.4455
2009-01-20,-8.6387
2009-01-21,13.1805
2009-01-22,-6.8354
2009-01-23,4.0761
2009-01-26,7.5718
2009-01-27,1.6989999999999998
2009-01-28,7.1599
2009-01-29,-5.7905999999999995
2009-01-30,4.4917
2009-02-02,6.3347999999999995
2009-02-03,4.2553
2009-02-04,-4.6939
2009-02-05,2.3555
2009-02-06,0.4184
2009-02-09,1.875
2009-02-10,2.6585
2009-02-11,2.7888
2009-02-12,-5.6202
2009-02-13,1.4374
2009-02-17,-2.2267
2009-02-18,-12.4224
2009-02-19,-9.2199
2009-02-20,-8.8542
2009-02-23,2.8571
2009-02-24,8.6111
2009-02-25,0.0
2009-02-26,-7.9284
2009-02-27,3.3333
2009-03-02,0.2688
2009-03-03,-3.2172
2009-03-04,2.2161
2009-03-05,0.271
2009-03-06,-5.9459
2009-03-09,9.7701
2009-03-10,7.5916
2009-03-11,0.2433
2009-03-12,0.4854
2009-03-13,-2.8986
2009-03-16,-5.2239
2009-03-17,4.9869
2009-03-18,7.0
2009-03-19,2.5701
2009-03-20,0.4556
2009-03-23,0.907
2009-03-24,-2.0225
2009-03-25,14.4495
2009-03-26,2.6052
2009-03-27,-3.5156
2009-03-30,2.2267
2009-03-31,3.1683
2009-04-01,0.3839
2009-04-02,2.2945
2009-04-03,3.5514
2009-04-06,-3.0686
2009-04-07,-4.8417
2009-04-08,1.7612999999999999
2009-04-09,4.8077
2009-04-13,4.9541
2009-04-14,-3.8462
2009-04-15,2.3636
2009-04-16,-0.3552
2009-04-17,-0.1783
2009-04-20,-9.4643
2009-04-21,4.7337
2009-04-22,0.0
2009-04-23,-5.2731
2009-04-24,-0.1988
2009-04-27,-7.7689
2009-04-28,4.7516
2009-04-29,4.5361
2009-04-30,-5.3254
2009-05-01,-2.7083
2009-05-04,-1.4989
2009-05-05,0.4348
2009-05-06,1.0823
2009-05-07,-8.5653
2009-05-08,-8.1967
2009-05-11,9.4388
2009-05-12,-0.9324
2009-05-13,-5.1765
2009-05-14,2.9777
2009-05-15,2.4096
2009-05-18,4.7059
2009-05-19,0.4494
2009-05-20,2.0134
2009-05-21,-0.8772
2009-05-22,0.0
2009-05-26,0.2212
2009-05-27,-3.532
2009-05-28,1.6018
2009-05-29,-1.1261
2009-06-01,4.7836
2009-06-02,-0.6522
2009-06-03,1.0941
2009-06-04,7.5758
2009-06-05,0.6036
2009-06-08,-0.4
2009-06-09,3.2129
2009-06-10,4.6693
2009-06-11,5.3903
2009-06-12,4.9383
2009-06-15,-11.9328
2009-06-16,-6.4885
2009-06-17,6.7347
2009-06-18,1.3384
2009-06-19,0.1887
2009-06-22,-1.6949
2009-06-23,-1.5326
2009-06-24,-2.5292
2009-06-25,1.7964
2009-06-26,4.3137
2009-06-29,0.0
2009-06-30,-3.0075
2009-07-01,-3.1008
2009-07-02,-6.2
2009-07-06,6.6098
2009-07-07,0.4
2009-07-08,-4.9801
2009-07-09,-3.1447
2009-07-10,-0.2165
2009-07-13,5.423
2009-07-14,0.2058
2009-07-15,2.2587
2009-07-16,0.4016
2009-07-17,-1.0
2009-07-20,4.4444
2009-07-21,-0.5803
2009-07-22,3.6965
2009-07-23,0.7505
2009-07-24,-2.9795
2009-07-27,-0.1919
2009-07-28,-0.3846
2009-07-29,-3.2819
2009-07-30,0.998
2009-07-31,-2.5692
2009-08-03,-2.2312
2009-08-04,4.5643
2009-08-05,-0.7937
2009-08-06,-1.8
2009-08-07,4.0733
2009-08-10,-0.1957
2009-08-11,-5.6863
2009-08-12,2.4948
2009-08-13,0.4057
2009-08-14,-1.0101
2009-08-17,0.6122
2009-08-18,1.4199
2009-08-19,0.6
2009-08-20,0.994
2009-08-21,0.5906
2009-08-24,1.9569
2009-08-25,-1.5354999999999999
2009-08-26,1.7544
2009-08-27,-1.1494
2009-08-28,-2.3256
2009-08-31,0.9921
2009-09-01,-4.5187
2009-09-02,1.0288
2009-09-03,2.6477
2009-09-04,0.7937
2009-09-08,1.3780000000000001
2009-09-09,0.7767
2009-09-10,-1.7341
2009-09-11,1.9607999999999999
2009-09-14,1.7308
2009-09-15,-1.1342
2009-09-16,0.0
2009-09-17,0.3824
2009-09-18,-1.3333
2009-09-21,1.3514
2009-09-22,-1.3333
2009-09-23,-1.3514
2009-09-24,0.0
2009-09-25,-6.0665
2009-09-28,5.8333
2009-09-29,2.9528
2009-09-30,2.6769
2009-10-01,-1.8622
2009-10-02,-1.518
2009-10-05,-0.3854
2009-10-06,1.354
2009-10-07,0.3817
2009-10-08,-4.7529
2009-10-09,2.9939999999999998
2009-10-12,0.7752
2009-10-13,0.9615
2009-10-14,-0.9524
2009-10-15,-2.8846
2009-10-16,-0.396
2009-10-19,-1.3917
2009-10-20,-1.4113
2009-10-21,0.2045
2009-10-22,-1.0204
2009-10-23,-1.8557000000000001
2009-10-26,-4.8319
2009-10-27,-2.2075
2009-10-28,-3.386
2009-10-29,-3.972
2009-10-30,1.7032
2009-11-02,-0.9569
2009-11-03,-0.7246
2009-11-04,4.1363
2009-11-05,1.8692
2009-11-06,-1.3761
2009-11-09,3.9535
2009-11-10,-6.4877
2009-11-11,-1.6745999999999999
2009-11-12,-2.4331
2009-11-13,1.995
2009-11-16,2.2005
2009-11-17,-3.5885
2009-11-18,-4.7146
2009-11-19,-2.3437
2009-11-20,10.6667
2009-11-23,-7.4699
2009-11-24,0.7813
2009-11-25,1.0336
2009-11-27,-9.4629
2009-11-30,6.7797
2009-12-01,5.291
2009-12-02,4.5226
2009-12-03,-4.3269
2009-12-04,-2.7638
2009-12-07,2.0672
2009-12-08,1.0127
2009-12-09,-0.2506
2009-12-10,-6.5327
2009-12-11,1.8817
2009-12-14,-2.1108
2009-12-15,6.469
2009-12-16,-1.0127
2009-12-17,-3.0691
2009-12-18,-0.5277
2009-12-21,2.3872999999999998
2009-12-22,-1.0363
2009-12-23,7.0681
2009-12-24,-0.978
2009-12-28,2.4691
2009-12-29,-1.9277
2009-12-30,1.4742
2009-12-31,5.0847
2010-01-04,1.3825
2010-01-05,-3.6364
2010-01-06,5.4245
2010-01-07,3.8031
2010-01-08,3.4483
2010-01-11,5.625
2010-01-12,-1.3807
2010-01-13,0.0
2010-01-14,-3.4
2010-01-15,-1.2422
2010-01-19,0.6289
2010-01-20,-2.9167
2010-01-21,-3.4335
2010-01-22,-6.6667
2010-01-25,-1.6667
2010-01-26,0.2421
2010-01-27,-0.2415
2010-01-28,-2.4213
2010-01-29,-0.4963
2010-02-01,0.7481
2010-02-02,-1.2376
2010-02-03,-1.5038
2010-02-04,-7.1247
2010-02-05,-1.3699
2010-02-08,-7.7778
2010-02-09,0.6024
2010-02-10,3.2934
2010-02-11,12.7536
2010-02-12,-7.1979
2010-02-16,3.0471
2010-02-17,-2.4194
2010-02-18,0.0
2010-02-19,-1.1019
2010-02-22,3.0641
2010-02-23,10.5405
2010-02-24,0.2445
2010-02-25,-2.439
2010-02-26,-0.25
2010-03-01,9.0226
2010-03-02,-0.9195
2010-03-03,-1.6240999999999999
2010-03-04,0.0
2010-03-05,-0.4717
2010-03-08,1.8957000000000002
2010-03-09,1.3953
2010-03-10,0.2294
2010-03-11,0.4577
2010-03-12,0.0
2010-03-15,0.6834
2010-03-16,0.2262
2010-03-17,-0.9029
2010-03-18,-11.1617
2010-03-19,4.1026
2010-03-22,8.1281
2010-03-23,-0.2278
2010-03-24,-2.968
2010-03-25,-1.1764999999999999
2010-03-26,-1.1905000000000001
2010-03-29,3.8554
2010-03-30,0.464
2010-03-31,-1.3857
2010-04-01,-3.0445
2010-04-05,0.2415
2010-04-06,1.2048
2010-04-07,1.4285999999999999
2010-04-08,2.3474
2010-04-09,9.1743
2010-04-12,-1.2605
2010-04-13,-2.3404
2010-04-14,3.0501
2010-04-15,0.6342
2010-04-16,-0.8403
2010-04-19,-1.6949
2010-04-20,0.431
2010-04-21,-3.8627000000000002
2010-04-22,-2.0089
2010-04-23,4.1002
2010-04-26,-0.2188
2010-04-27,-2.4123
2010-04-28,-1.1236
2010-04-29,2.9545
2010-04-30,-0.6623
2010-05-03,11.3333
2010-05-04,10.5788
2010-05-05,1.2635
2010-05-06,-7.6649
2010-05-07,10.4247
2010-05-10,-3.4965
2010-05-11,-2.5362
2010-05-12,1.6729
2010-05-13,0.3656
2010-05-14,-5.4645
2010-05-17,2.3121
2010-05-18,-0.565
2010-05-19,4.7348
2010-05-20,-11.2116
2010-05-21,0.0
2010-05-24,0.4073
2010-05-25,-5.4767
2010-05-26,0.0
2010-05-27,6.4378
2010-05-28,-0.8065
2010-06-01,-8.1301
2010-06-02,3.9823
2010-06-03,-1.4894
2010-06-04,-5.7235
2010-06-07,-6.3001
2010-06-08,1.7115
2010-06-09,-1.6827
2010-06-10,3.6675
2010-06-11,-0.7075
2010-06-14,1.9002
2010-06-15,8.3916
2010-06-16,5.5914
2010-06-17,-1.833
2010-06-18,-2.9046
2010-06-21,-4.9145
2010-06-22,-4.0449
2010-06-23,-1.6393
2010-06-24,0.2381
2010-06-25,-3.5629
2010-06-28,2.9557
2010-06-29,-6.6986
2010-06-30,-3.0769
2010-07-01,-2.6455
2010-07-02,3.2609
2010-07-06,-3.1579
2010-07-07,-1.087
2010-07-08,1.6484
2010-07-09,2.4324
2010-07-12,-0.2639
2010-07-13,-0.5291
2010-07-14,-2.1277
2010-07-15,-1.9022000000000001
2010-07-16,-3.8781
2010-07-19,-3.8905
2010-07-20,0.1499
2010-07-21,0.8982
2010-07-22,5.0445
2010-07-23,6.2147
2010-07-26,8.5106
2010-07-27,-2.2059
2010-07-28,-1.7544
2010-07-29,-0.2551
2010-07-30,-0.2558
2010-08-02,5.641
2010-08-03,8.0097
2010-08-04,7.6404
2010-08-05,-7.0981
2010-08-06,-4.0449
2010-08-09,-3.0445
2010-08-10,-1.4493
2010-08-11,-2.6961
2010-08-12,1.2594
2010-08-13,1.4925
2010-08-16,-1.2255
2010-08-17,0.4963
2010-08-18,7.1605
2010-08-19,-2.0737
2010-08-20,-2.5882
2010-08-23,3.8647
2010-08-24,-8.6047
2010-08-25,-1.7812000000000001
2010-08-26,3.6269
2010-08-27,-3.0
2010-08-30,-5.4124
2010-08-31,1.3624
2010-09-01,-0.8065
2010-09-02,5.1491
2010-09-03,3.3505
2010-09-07,-2.2444
2010-09-08,1.7856999999999998
2010-09-09,-0.5013
2010-09-10,0.5038
2010-09-13,8.5213
2010-09-14,-5.3118
2010-09-15,4.3902
2010-09-16,7.243
2010-09-17,8.7146
2010-09-20,13.8302
2010-09-21,-7.2204
2010-09-22,3.2258
2010-09-23,-1.8382
2010-09-24,-0.1873
2010-09-27,1.1257
2010-09-28,-2.5974
2010-09-29,1.3333
2010-09-30,-0.3759
2010-10-01,-4.1509
2010-10-04,-6.4961
2010-10-05,-4.8421
2010-10-06,5.531
2010-10-07,-5.6604
2010-10-08,-0.8889
2010-10-11,-3.3632
2010-10-12,-3.4803
2010-10-13,3.6058
2010-10-14,2.3202
2010-10-15,-4.5351
2010-10-18,-4.9881
2010-10-19,1.0
2010-10-20,-7.1782
2010-10-21,-0.5333
2010-10-22,0.0
2010-10-25,2.681
2010-10-26,-2.0888
2010-10-27,-4.8
2010-10-28,-5.3221
2010-10-29,7.3964
2010-11-01,-41.3223
2010-11-02,-11.2676
2010-11-03,0.5291
2010-11-04,1.5789
2010-11-05,-2.5907
2010-11-08,6.9149
2010-11-09,1.4925
2010-11-10,0.0
2010-11-11,-2.9412000000000003
2010-11-12,-2.0202
2010-11-15,-6.701
2010-11-16,-6.0773
2010-11-17,2.9412000000000003
2010-11-18,5.1429
2010-11-19,-2.1739
2010-11-22,-5.0
2010-11-23,-2.3392
2010-11-24,-3.5928
2010-11-26,14.9068
2010-11-29,-4.3243
2010-11-30,-3.9548
2010-12-01,0.5882
2010-12-02,3.5088
2010-12-03,1.6949
2010-12-06,0.5556
2010-12-07,-0.5525
2010-12-08,-1.6667
2010-12-09,1.6949
2010-12-10,-6.6667
2010-12-13,-3.5714
2010-12-14,0.6173
2010-12-15,3.681
2010-12-16,1.1834
2010-12-17,5.848
2010-12-20,-3.3149
2010-12-21,2.8571
2010-12-22,5.0
2010-12-23,-3.7037
2010-12-27,3.8462
2010-12-28,3.1746
2010-12-29,0.0
2010-12-30,-1.5385
2010-12-31,-4.6875
2011-01-03,4.918
2011-01-04,-2.0833
2011-01-05,-0.5319
2011-01-06,0.5348
2011-01-07,1.0638
2011-01-10,-1.0526
2011-01-11,2.1277
2011-01-12,2.0833
2011-01-13,27.551
2011-01-14,10.0
2011-01-18,-8.3636
2011-01-19,-9.5238
2011-01-20,4.386
2011-01-21,-0.8403
2011-01-24,-7.2034
2011-01-25,12.3288
2011-01-26,-3.6585
2011-01-27,-4.2194
2011-01-28,-5.2863
2011-01-31,3.2558
2011-02-01,0.0
2011-02-02,0.9009
2011-02-03,1.3393
2011-02-04,-3.0837
2011-02-07,-5.0
2011-02-08,-1.4354
2011-02-09,-0.9709
2011-02-10,0.0
2011-02-11,0.9804
2011-02-14,-1.9417
2011-02-15,-0.9901
2011-02-16,0.0
2011-02-17,-3.0
2011-02-18,1.0309
2011-02-22,0.5102
2011-02-23,2.0305
2011-02-24,2.9851
2011-02-25,1.4493
2011-02-28,-3.3333
2011-03-01,-1.4778
2011-03-02,2.5
2011-03-03,-0.4878
2011-03-04,-1.4706000000000001
2011-03-07,-2.9851
2011-03-08,14.8718
2011-03-09,-4.9107
2011-03-10,0.0
2011-03-11,0.939
2011-03-14,-1.3953
2011-03-15,-3.7736
2011-03-16,-1.9607999999999999
2011-03-17,1.0
2011-03-18,4.9505
2011-03-21,6.6038
2011-03-22,-6.1947
2011-03-23,-0.4717
2011-03-24,-2.8436
2011-03-25,-0.4878
2011-03-28,0.0
2011-03-29,3.4314
2011-03-30,-1.4218
2011-03-31,0.9615
2011-04-01,0.0
2011-04-04,-0.9524
2011-04-05,-0.9615
2011-04-06,1.4563
2011-04-07,-0.4785
2011-04-08,3.3654
2011-04-11,5.5814
2011-04-12,5.2863
2011-04-13,0.0
2011-04-14,-3.7657
2011-04-15,-3.4783
2011-04-18,-2.2523
2011-04-19,-2.765
2011-04-20,0.9479
2011-04-21,1.8779
2011-04-25,1.3825
2011-04-26,0.4545
2011-04-27,3.6199
2011-04-28,-1.7467000000000001
2011-04-29,-0.8889
2011-05-02,-3.5874
2011-05-03,0.4651
2011-05-04,-3.7037
2011-05-05,0.0
2011-05-06,1.4423
2011-05-09,0.9479
2011-05-10,0.0
2011-05-11,-0.4695
2011-05-12,-2.3585
2011-05-13,2.4154999999999998
2011-05-16,-3.7736
2011-05-17,2.451
2011-05-18,-1.4354
2011-05-19,-1.4563
2011-05-20,3.4483
2011-05-23,-0.9524
2011-05-24,-1.4423
2011-05-25,-1.4634
2011-05-26,0.495
2011-05-27,0.0
2011-05-31,0.9852
2011-06-01,-2.439
2011-06-02,0.5
2011-06-03,2.4876
2011-06-06,-0.9709
2011-06-07,0.4902
2011-06-08,-3.9024
2011-06-09,1.5228000000000002
2011-06-10,-6.5
2011-06-13,-3.2086
2011-06-14,-2.2099
2011-06-15,-15.2542
2011-06-16,14.0
2011-06-17,0.5848
2011-06-20,-1.7442
2011-06-21,1.7751000000000001
2011-06-22,-1.1628
2011-06-23,-1.7647
2011-06-24,8.3832
2011-06-27,-0.5525
2011-06-28,3.3333
2011-06-29,-1.0753
2011-06-30,1.6303999999999998
2011-07-01,-2.1390000000000002
2011-07-05,0.0
2011-07-06,3.2787
2011-07-07,2.1164
2011-07-08,2.5907
2011-07-11,2.0202
2011-07-12,1.4851
2011-07-13,0.0
2011-07-14,-3.9024
2011-07-15,1.5228000000000002
2011-07-18,-3.0
2011-07-19,0.5155
2011-07-20,0.5128
2011-07-21,0.0
2011-07-22,0.0
2011-07-25,-2.551
2011-07-26,-1.0471
2011-07-27,-5.291
2011-07-28,3.352
2011-07-29,-4.3243
2011-08-01,3.9548
2011-08-02,-6.25
2011-08-03,-2.029
2011-08-04,-6.8047
2011-08-05,-15.5556
2011-08-08,-11.2782
2011-08-09,1.6949
2011-08-10,-5.8333
2011-08-11,6.1947
2011-08-12,0.8333
2011-08-15,3.3058
2011-08-16,0.0
2011-08-17,-3.2
2011-08-18,-8.2645
2011-08-19,1.8018
2011-08-22,-5.3097
2011-08-23,3.7382999999999997
2011-08-24,1.8018
2011-08-25,3.5398
2011-08-26,3.4188
2011-08-29,0.8264
2011-08-30,1.6393
2011-08-31,0.0
2011-09-01,-1.6129
2011-09-02,-3.2787
2011-09-06,0.0
2011-09-07,1.6949
2011-09-08,0.0
2011-09-09,-1.6667
2011-09-12,1.6949
2011-09-13,4.1667
2011-09-14,-2.4
2011-09-15,0.8197
2011-09-16,0.0
2011-09-19,-2.439
2011-09-20,-2.5
2011-09-21,-2.5641
2011-09-22,-1.7544
2011-09-23,-3.5714
2011-09-26,-3.7037
2011-09-27,-29.8077
2011-09-28,-10.9589
2011-09-29,-9.2308
2011-09-30,-8.4746
2011-10-03,3.7037
2011-10-04,10.5357
2011-10-05,5.0081
2011-10-06,3.25
