ticker,GTEH US Equity
2015-04-06,-4.2857
2015-04-07,0.0
2015-04-09,-10.4478
2015-04-10,1.6667
2015-04-13,-9.8361
2015-04-14,-9.0909
2015-04-15,-10.0
2015-04-16,-1.3889
2015-04-21,-27.8873
2015-04-22,12.8906
2015-04-27,10.7266
2015-04-28,-11.25
2015-04-29,7.0423
2015-04-30,5.2632
2015-05-01,-12.9688
2015-05-04,-3.7702
2015-05-05,-13.4328
2015-05-06,-6.8966
2015-05-07,-3.7037
2015-05-08,-3.8462
2015-05-11,8.0
2015-05-12,9.7222
2015-05-13,-7.173
2015-05-14,27.2727
2015-05-15,-22.8571
2015-05-18,3.7037
2015-05-19,7.1429
2015-05-20,-7.0833
2015-05-21,0.4484
2015-05-22,0.0
2015-05-26,7.1429
2015-05-27,16.6667
2015-05-28,0.0
2015-05-29,20.0
2015-06-01,7.1429
2015-06-02,-6.6667
2015-06-03,7.1429
2015-06-05,-4.4444
2015-06-08,5.0872
2015-06-09,-7.0539
2015-06-10,-9.5238
2015-06-11,2.6316
2015-06-12,10.2564
2015-06-15,34.8837
2015-06-16,-22.4138
2015-06-17,-8.8889
2015-06-18,7.3171
2015-06-19,8.806799999999999
2015-06-22,12.7937
2015-06-23,-3.7037
2015-06-24,-3.8462
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,6.0
2015-06-30,5.6604
2015-07-01,3.3482
2015-07-02,3.6717
2015-07-06,3.3333
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,28.8306
2015-07-10,0.0
2015-07-13,-0.0782
2015-07-14,0.0783
2015-07-15,0.0
2015-07-16,-7.3552
2015-07-17,8.1081
2015-07-20,62.5
2015-07-21,23.0769
2015-07-22,-6.25
2015-07-23,-20.0
2015-07-24,4.1667
2015-07-27,20.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,10.0
2015-07-31,2.4242
2015-08-03,-2.3669000000000002
2015-08-04,-3.0303
2015-08-05,6.25
2015-08-06,5.8824
2015-08-07,-4.4444
2015-08-10,-25.5814
2015-08-11,36.7187
2015-08-12,-14.857099999999999
2015-08-13,0.6711
2015-08-14,0.0
2015-08-17,-6.6667
2015-08-18,0.3571
2015-08-20,19.573
2015-08-21,-1.7856999999999998
2015-08-24,-9.0909
2015-08-25,6.6667
2015-08-26,-6.875
2015-08-27,-0.0839
2015-08-28,-10.6633
2015-08-31,20.3008
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,5.3125
2015-09-08,-2.0772
2015-09-09,0.0
2015-09-10,6.0606
2015-09-11,-2.9286
2015-09-14,5.9603
2015-09-16,-11.1111
2015-09-17,0.0
2015-09-21,-3.125
2015-09-22,-9.7581
2015-09-23,0.0894
2015-09-24,-6.4286
2015-09-25,4.9618
2015-09-28,-1.8182
2015-09-29,-11.25
2015-09-30,-24.8826
2015-10-01,11.1111
2015-10-02,10.0
2015-10-05,0.0
2015-10-06,-4.5455
2015-10-07,-5.2381
2015-10-08,0.5025
2015-10-09,23.0
2015-10-12,-2.439
2015-10-13,0.0
2015-10-14,-4.1667
2015-10-15,-12.4457
2015-10-16,-25.1397
2015-10-19,6.136
2015-10-20,0.1563
2015-10-21,12.0905
2015-10-22,5.7759
2015-10-26,5.2632
2015-10-27,0.0
2015-10-28,-19.125
2015-10-29,5.255
2015-10-30,17.4743
2015-11-02,0.0
2015-11-03,-14.875
2015-11-04,5.7269
2015-11-05,11.1111
2015-11-06,3.8125
2015-11-09,-8.6695
2015-11-10,-6.1305
2015-11-11,5.0562
2015-11-12,-4.2781
2015-11-13,-1.6760000000000002
2015-11-16,-20.4545
2015-11-17,0.1786
2015-11-18,4.0998
2015-11-20,-24.6575
2015-11-23,3.6364
2015-11-24,14.0351
2015-11-25,21.3462
2015-11-30,-11.252
2015-12-01,-4.2857
2015-12-02,11.9403
2015-12-07,-6.6667
2015-12-08,7.1429
2015-12-09,-2.6667
2015-12-10,7.5342
2015-12-11,-22.0541
2015-12-14,-1.9407999999999999
2015-12-15,6.25
2015-12-16,3.3333
2015-12-17,-7.4004
2015-12-18,-18.0328
2015-12-22,-10.0
2015-12-23,-33.3333
2015-12-24,0.0
2015-12-28,6.6667
2015-12-29,-31.25
2015-12-30,9.0909
2015-12-31,0.0
2016-01-04,-12.5
2016-01-05,19.0476
2016-01-06,12.0
2016-01-07,-23.6607
2016-01-08,27.7778
2016-01-11,-7.3227
2016-01-12,-9.1358
2016-01-13,-76.9022
2016-01-14,69.4118
2016-01-15,-50.0
2016-01-19,22.2222
2016-01-20,0.0
2016-01-21,-39.7727
2016-01-22,45.283
2016-01-25,-37.6623
2016-01-26,-20.8333
2016-01-27,34.2105
2016-01-28,192.1569
2016-01-29,-39.5973
2016-02-01,-11.1111
2016-02-02,-32.5
2016-02-03,127.7778
2016-02-04,-28.4553
2016-02-05,9.0909
2016-02-08,75.0
2016-02-09,60.7143
2016-02-10,0.7407
2016-02-11,-5.8824
2016-02-12,-21.875
2016-02-16,17.5
2016-02-17,-45.5319
2016-02-18,-3.9063
2016-02-19,-21.9512
2016-02-22,-16.6667
2016-02-23,-3.75
2016-02-24,-16.8831
2016-02-25,0.0
2016-02-26,12.5
2016-02-29,8.3333
2016-03-01,-25.641
2016-03-02,-17.2414
2016-03-03,6.25
2016-03-04,0.0
2016-03-07,-21.5686
2016-03-08,0.0
2016-03-09,-5.0
2016-03-10,-10.526299999999999
2016-03-11,2.9412000000000003
2016-03-14,20.0
2016-03-15,-4.7619
2016-03-16,-15.0
2016-03-17,2.9412000000000003
2016-03-18,-8.5714
2016-03-21,-18.75
2016-03-22,3.8462
2016-03-23,-3.7037
2016-03-24,-3.8462
2016-03-28,-4.0
2016-03-29,-8.3333
2016-03-30,-4.5455
2016-03-31,0.0
2016-04-01,-9.5238
2016-04-04,10.526299999999999
2016-04-05,-9.5238
2016-04-06,-5.2632
2016-04-07,-22.2222
2016-04-08,14.2857
2016-04-11,-31.25
2016-04-12,0.0
2016-04-13,-9.0909
2016-04-14,-20.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,37.5
2016-04-22,18.1818
2016-04-25,146.1538
2016-04-26,-40.625
2016-04-27,0.0
2016-04-28,-31.5789
2016-04-29,0.0
2016-05-02,-15.3846
2016-05-03,18.1818
2016-05-04,-15.3846
2016-05-05,-27.2727
2016-05-06,0.0
2016-05-09,25.0
2016-05-10,-40.0
2016-05-11,66.6667
2016-05-12,-20.0
2016-05-13,-25.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,-16.6667
2016-05-19,0.0
2016-05-20,20.0
2016-05-23,-16.6667
2016-05-24,0.0
2016-05-25,-40.0
2016-05-26,0.0
2016-05-27,6.6667
2016-05-31,0.0
2016-06-01,-6.25
2016-06-02,0.0
2016-06-03,6.6667
2016-06-06,-6.25
2016-06-07,-46.6667
2016-06-08,25.0
2016-06-09,50.0
2016-06-10,-33.3333
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,-20.0
2016-06-16,25.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-14,0.0
2016-07-18,0.0
2016-07-19,50.0
2016-07-20,-33.3333
2016-07-21,60.0
2016-07-22,-37.5
2016-07-25,0.0
2016-07-26,50.0
2016-07-27,0.0
2016-07-28,-33.3333
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,50.0
2016-08-04,-33.3333
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-11,0.0
2016-08-16,50.0
2016-08-17,6.6667
2016-08-19,-6.25
2016-08-22,0.0
2016-08-24,-46.6667
2016-08-26,87.5
2016-08-29,-33.3333
2016-08-30,0.0
2016-08-31,50.0
2016-09-01,-33.3333
2016-09-02,50.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,-33.3333
2016-09-14,60.0
2016-09-15,-6.25
2016-09-16,-33.3333
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,50.0
2016-09-22,-33.3333
2016-09-23,0.0
2016-09-26,50.0
2016-09-28,-33.3333
2016-09-29,0.0
2016-09-30,50.0
2016-10-03,6.6667
2016-10-06,-6.25
2016-10-07,0.0
2016-10-12,-33.3333
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-04,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,50.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,166.6667
2016-12-06,137.5
2016-12-07,26.3158
2016-12-08,-12.5
2016-12-09,-38.0952
2016-12-12,-23.0769
2016-12-13,-20.0
2016-12-14,0.0
2016-12-15,-25.0
2016-12-16,0.0
2016-12-19,33.3333
2016-12-20,25.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,-10.0
2016-12-27,11.1111
2016-12-28,-20.0
2016-12-29,25.0
2016-12-30,-40.0
2017-01-03,33.3333
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,-25.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,-16.6667
2017-01-17,20.0
2017-01-18,33.3333
2017-01-19,0.0
2017-01-20,0.0
2017-01-23,75.0
2017-01-24,0.0
2017-01-25,-14.2857
2017-01-26,-8.3333
2017-01-27,0.0
2017-01-30,-9.0909
2017-01-31,0.0
2017-02-01,120.0
2017-02-02,45.4545
2017-02-03,-40.625
2017-02-06,10.526299999999999
2017-02-07,0.0
2017-02-08,4.7619
2017-02-09,-4.5455
2017-02-10,-14.2857
2017-02-13,0.0
2017-02-14,-22.2222
2017-02-15,-7.1429
2017-02-16,0.0
2017-02-17,-15.3846
2017-02-21,-9.0909
2017-02-22,-40.0
2017-02-23,83.3333
2017-02-24,-27.2727
2017-02-27,0.0
2017-02-28,-25.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,33.3333
2017-03-07,-25.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,33.3333
2017-03-13,-25.0
2017-03-14,0.0
2017-03-15,33.3333
2017-03-16,-25.0
2017-03-17,0.0
2017-03-20,-16.6667
2017-03-21,-40.0
2017-03-22,233.3333
2017-03-23,-50.0
2017-03-24,20.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,-16.6667
2017-04-03,0.0
2017-04-04,100.0
2017-04-05,-20.0
2017-04-06,-25.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,-16.6667
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,20.0
2017-04-20,0.0
2017-04-21,-16.6667
2017-04-24,20.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,-16.6667
2017-04-28,0.0
2017-05-01,-20.0
2017-05-02,50.0
2017-05-03,0.0
2017-05-04,-16.6667
2017-05-05,0.0
2017-05-08,-40.0
2017-05-09,6.6667
2017-05-10,-6.25
2017-05-11,0.0
2017-05-12,6.6667
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,-37.5
2017-05-18,50.0
2017-05-19,-46.6667
2017-05-22,100.0
2017-05-23,-37.5
2017-05-24,50.0
2017-05-25,-46.6667
2017-05-26,0.0
2017-05-30,25.0
2017-05-31,0.0
2017-06-01,60.0
2017-06-02,-6.25
2017-06-05,-46.6667
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,100.0
2017-06-14,0.0
2017-06-15,-50.0
2017-06-16,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-03,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-07,0.0
2017-11-08,-90.0
2017-11-09,1900.0
2017-11-10,-50.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-11,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-30,0.0
2018-01-31,100.0
2018-02-01,150.0
2018-02-02,-20.0
2018-02-05,-50.0
2018-02-06,50.0
2018-02-07,0.0
2018-02-08,-33.3333
2018-02-09,50.0
2018-02-12,-33.3333
2018-02-13,0.0
2018-02-14,-50.0
2018-02-15,100.0
2018-02-16,0.0
2018-02-20,-50.0
2018-02-21,100.0
2018-02-22,-50.0
2018-02-23,100.0
2018-02-26,-50.0
2018-02-27,100.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,-25.0
2018-03-05,-33.3333
2018-03-06,100.0
2018-03-07,0.0
2018-03-08,-50.0
2018-03-09,100.0
2018-03-12,0.0
2018-03-13,-50.0
2018-03-14,100.0
2018-03-15,-50.0
2018-03-16,50.0
2018-03-19,-33.3333
2018-03-20,0.0
2018-03-21,100.0
2018-03-22,-50.0
2018-03-23,0.0
2018-03-26,100.0
2018-03-27,-50.0
2018-03-28,100.0
2018-03-29,-50.0
2018-04-02,0.0
2018-04-03,100.0
2018-04-04,-50.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,100.0
2018-04-20,-50.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,100.0
2018-06-11,-50.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-08-06,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-27,0.0
2018-08-29,0.0
2018-08-31,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-24,0.0
2018-09-26,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,-90.0
2018-10-18,900.0
2018-10-22,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-02,0.0
2018-11-07,0.0
2018-11-12,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-21,-99.9857
2018-11-29,11000.0
2018-11-30,1994.5946
2018-12-03,-82.7527
2018-12-04,12.4688
2018-12-06,210.4213
2018-12-07,-42.7857
2018-12-10,-0.1248
2018-12-11,80.875
2018-12-12,-49.8272
2018-12-13,3.4435000000000002
2018-12-14,0.0
2018-12-17,-4.4607
2018-12-18,-1.0453
2018-12-19,2.1127
2018-12-20,0.069
2018-12-21,-3.2391
2018-12-26,-10.9687
2018-12-27,-28.0
2018-12-28,0.0
2018-12-31,300.0
2019-01-02,-38.8889
2019-01-03,-17.1818
2019-01-04,15.258
2019-01-07,23.7143
2019-01-08,-12.933
2019-01-09,14.9425
2019-01-10,-35.8462
2019-01-11,67.8657
2019-01-14,-40.5714
2019-01-15,-1.3221
2019-01-16,-1.3397999999999999
2019-01-17,25.9259
2019-01-18,-2.9412000000000003
2019-01-22,-39.3939
2019-01-24,66.6667
2019-01-25,0.0
2019-01-28,-10.0
2019-01-29,-5.5556
2019-01-30,-5.8824
2019-01-31,-11.125
2019-02-01,0.7032
2019-02-04,53.6313
2019-02-05,-45.4545
2019-02-06,0.0
2019-02-08,0.0
2019-02-11,-5.5
2019-02-12,-29.365099999999998
2019-02-13,24.8439
2019-02-19,-30.5
2019-02-20,15.1079
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,32.5
2019-03-01,-24.5283
2019-03-04,-12.5
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,-14.2857
2019-03-11,2.2667
2019-03-12,-1.8904999999999998
2019-03-13,0.0
2019-03-14,48.8372
2019-03-15,0.2232
2019-03-19,-10.9131
2019-03-20,37.5
2019-03-21,1.2727
2019-03-22,-28.1867
2019-03-25,24.75
2019-03-26,-35.8717
2019-03-27,53.125
2019-03-29,-18.3673
2019-04-02,30.0
2019-04-03,-36.5385
2019-04-05,-9.0909
2019-04-08,30.1667
2019-04-09,-5.5058
2019-04-10,8.4011
2019-04-11,-22.75
2019-04-12,-17.4757
2019-04-22,1.7647
2019-04-23,20.6166
2019-04-24,3.8339
2019-04-25,-53.8462
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,-10.0
2019-05-01,49.6296
2019-05-02,-25.7426
2019-05-03,53.3333
2019-05-08,-29.5652
2019-05-09,8.0247
2019-05-10,53.7143
2019-05-13,-14.8699
2019-05-14,56.3319
2019-05-15,8.3799
2019-05-16,5.6701
2019-05-17,7.3171
2019-05-20,-9.6591
2019-05-21,-24.5283
2019-05-22,16.6667
2019-05-23,-20.0
2019-05-24,17.5
2019-05-28,-3.6474
2019-05-29,16.7192
2019-05-30,-10.5811
2019-05-31,51.1259
2019-06-03,-14.4
2019-06-04,-13.5514
2019-06-05,-16.0811
2019-06-06,-16.2641
2019-06-07,7.6923
2019-06-10,18.5714
2019-06-11,-9.744
2019-06-12,-0.5506
2019-06-13,6.7114
2019-06-14,-10.3774
2019-06-17,-12.2807
2019-06-18,19.2
2019-06-19,28.1879
2019-06-20,4.712
2019-06-21,17.75
2019-06-24,18.6837
2019-06-25,-37.3882
2019-06-26,-12.2857
2019-06-27,-2.9316
2019-06-28,-7.3826
2019-07-01,8.6957
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,-6.6667
2019-07-08,-4.2857
2019-07-09,0.7463
2019-07-10,-3.7037
2019-07-11,-4.6154
2019-07-12,0.8065
2019-07-15,12.0
2019-07-16,-13.9286
2019-07-17,-7.9876000000000005
2019-07-18,-14.7689
2019-07-19,-12.6984
2019-07-22,3.0303
2019-07-23,5.3412
2019-07-24,-7.5832
2019-07-25,0.9063
2019-07-26,-0.4192
2019-07-29,4.6302
2019-07-30,-12.069
2019-07-31,11.1111
2019-08-01,-12.2294
2019-08-02,-1.7626
2019-08-05,6.4265
2019-08-06,8.9744
2019-08-07,9.4118
2019-08-08,-10.2151
2019-08-09,-5.3892
2019-08-12,-8.8608
2019-08-13,-6.25
2019-08-14,8.7037
2019-08-15,-1.8739
2019-08-16,0.6944
2019-08-19,8.9655
2019-08-20,-8.2278
2019-08-21,1.3793
2019-08-22,-14.2857
2019-08-23,3.1746
2019-08-26,0.7692
2019-08-27,-0.7634
2019-08-28,3.5
2019-08-29,-4.8755
2019-08-30,1.5704
2019-09-03,-1.5385
2019-09-04,-0.7813
2019-09-05,0.0
2019-09-06,0.7874
2019-09-09,1.5625
2019-09-10,-2.3077
2019-09-11,6.2992
2019-09-12,-5.9259
2019-09-13,-1.5748
2019-09-16,-0.8
2019-09-17,-5.6452
2019-09-18,-2.5641
2019-09-19,-17.7632
2019-09-20,14.1333
2019-09-23,0.0
2019-09-24,-6.5421
2019-09-25,-20.0
2019-09-26,-25.0
2019-09-27,-5.0
2019-09-30,15.7895
2019-10-01,-21.2121
2019-10-02,1.9231
2019-10-03,-5.0943
2019-10-04,-0.5964
2019-10-07,-18.0
2019-10-08,-26.8293
2019-10-09,16.6667
2019-10-10,0.6857
2019-10-11,-6.3564
2019-10-14,-12.1212
2019-10-15,13.7931
2019-10-16,-21.2121
2019-10-17,7.6923
2019-10-18,-20.0
2019-10-21,-10.7143
2019-10-22,30.0
2019-10-23,27.8846
2019-10-24,2.2556
2019-10-25,-11.7647
2019-10-28,-16.6667
2019-10-29,-12.0
2019-10-30,9.0909
2019-10-31,16.6667
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,3.5714
2019-11-11,-3.4483
2019-11-12,-10.7143
2019-11-13,4.0
2019-11-14,-3.8462
2019-11-15,28.4
2019-11-18,-0.3115
2019-11-19,21.875
2019-11-20,-20.5128
2019-11-21,0.0
2019-11-22,-16.129
2019-11-25,-11.538499999999999
2019-11-26,-3.3043
2019-11-27,12.4101
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,23.8
2019-12-04,-3.0695
2019-12-05,-30.0
2019-12-06,4.7619
2019-12-09,-36.3636
2019-12-10,-21.4286
2019-12-11,18.1818
2019-12-12,-7.6923
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,-16.6667
2019-12-19,10.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,-2.2727
2019-12-30,2.3256
2019-12-31,9.0909
2020-01-02,8.3333
2020-01-03,-3.8462
2020-01-06,4.0
2020-01-07,7.6923
2020-01-08,-14.2857
2020-01-09,0.0
2020-01-10,-8.3333
2020-01-13,-18.1818
2020-01-14,5.5556
2020-01-15,0.0
2020-01-16,5.2632
2020-01-17,10.0
2020-01-21,9.0909
2020-01-22,25.0
2020-01-23,-1.6667
2020-01-24,1.6949
2020-01-27,-6.6667
2020-01-28,7.1429
2020-01-29,0.0
2020-01-30,-6.6667
2020-01-31,-7.1429
2020-02-03,15.3846
2020-02-04,-10.0
2020-02-05,3.7037
2020-02-06,-14.2857
2020-02-07,-8.3333
