ticker,RDML US Equity
2008-01-03,-4.0404
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,-31.5789
2008-01-09,46.1538
2008-01-10,0.0
2008-01-11,4.2105
2008-01-14,0.0
2008-01-15,1.0101
2008-01-17,-2.0
2008-01-22,0.0
2008-01-23,2.0408
2008-01-25,-10.0
2008-01-29,8.8889
2008-02-05,-23.4694
2008-02-06,-6.6667
2008-02-07,-27.1429
2008-02-08,0.0
2008-02-11,-21.5686
2008-02-12,25.0
2008-02-13,20.0
2008-02-29,-41.6667
2008-03-05,0.0
2008-03-13,-11.4286
2008-03-20,-19.3548
2008-04-02,60.0
2008-04-04,0.0
2008-04-07,0.0
2008-05-02,0.0
2008-06-03,-35.0
2008-06-05,-3.8462
2008-06-12,0.0
2008-06-17,0.0
2008-06-18,60.0
2008-06-20,-25.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-07-02,16.6667
2008-07-03,0.0
2008-07-07,0.0
2008-07-09,-22.8571
2008-07-10,-25.9259
2008-07-14,-45.0
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,18.1818
2008-07-23,15.3846
2008-07-24,0.0
2008-07-28,66.6667
2008-07-29,-12.0
2008-07-30,-9.0909
2008-07-31,20.0
2008-08-01,0.0
2008-08-15,-37.5
2008-08-18,0.0
2008-08-22,-26.6667
2008-08-26,9.0909
2008-09-02,-8.3333
2008-09-03,-9.0909
2008-09-08,-30.0
2008-09-18,-28.3929
2008-10-02,0.0
2008-10-08,0.0
2008-10-10,19.7007
2008-10-13,0.0
2008-10-16,-50.0
2008-10-20,66.6667
2008-10-21,-60.0
2008-10-24,150.0
2008-10-28,0.0
2008-11-05,-60.0
2008-11-06,25.0
2008-11-07,-60.0
2008-11-10,-70.0
2008-11-11,200.0
2008-11-12,11.1111
2008-11-13,-50.0
2008-11-21,-60.0
2008-11-26,-43.75
2008-11-28,0.0
2008-12-02,5.5556
2008-12-09,-15.7895
2008-12-11,0.0
2008-12-15,0.0
2008-12-16,-18.75
2008-12-18,0.0
2008-12-30,0.0
2009-01-08,392.3077
2009-01-13,100.0
2009-01-14,12.5
2009-01-20,0.0
2009-01-22,-44.4444
2009-01-23,-60.0
2009-03-11,0.0
2009-04-13,1150.0
2009-04-14,-12.0
2009-04-15,-9.0909
2009-04-22,-50.0
2009-04-23,-40.0
2009-05-08,-16.6667
2009-06-03,-60.0
2009-06-04,0.0
2009-06-05,250.0
2009-06-08,171.4286
2009-06-09,163.1579
2009-06-10,-40.0
2009-06-12,-33.3333
2009-06-15,0.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-23,-25.0
2009-06-24,33.3333
2009-06-29,-50.0
2009-07-01,300.0
2009-07-15,0.0
2009-07-23,-25.0
2009-08-03,-78.9583
2009-08-10,0.0
2009-08-19,0.9901
2009-08-21,56.8627
2009-08-24,100.0
2009-08-25,-35.0
2009-08-28,-15.3846
2009-09-17,-42.0455
2009-09-22,-5.8824
2009-09-24,66.6667
2009-10-09,10.0
2009-10-12,0.0
2009-10-14,0.0
2009-10-20,0.0
2009-10-26,22.7273
2009-11-16,-25.9259
2009-12-01,0.0
2009-12-07,0.0
2009-12-21,0.0
2009-12-28,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-22,50.0
2010-02-03,-33.3333
2010-03-02,0.0
2010-03-16,-78.75
2010-03-24,0.0
2010-03-25,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-07-14,0.0
2010-07-28,135.2941
2010-08-30,-40.0
2010-08-31,0.0
2010-09-03,-10.4167
2010-09-07,48.8372
2010-09-14,-37.5
2010-09-15,0.0
2010-09-16,0.0
2010-10-04,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-11-01,5.0
2010-11-09,52.381
2010-11-15,-34.375
2010-12-08,0.0
2010-12-09,52.381
2010-12-14,-25.0
2010-12-17,-29.1667
2010-12-20,0.0
2010-12-21,0.0
2011-01-28,88.2353
2011-03-03,400.0
2011-03-04,0.0
2011-03-07,-25.0
2011-03-15,0.0
2011-03-21,-65.8333
2011-03-23,-21.9512
2011-04-13,0.0
2011-04-25,50.0
2011-05-11,-46.875
2011-05-12,0.0
2011-05-16,0.0
2011-05-18,0.0
2011-05-31,0.0
2011-06-08,-5.8824
2011-06-22,-62.5
2011-08-01,77.7778
2011-08-03,300.0
2011-09-26,-12.5
2011-10-14,-19.6429
2011-11-03,-37.7778
2011-11-08,0.0
2011-12-14,-42.8571
2011-12-22,0.0
2012-01-19,200.0
2012-02-03,-50.0
2012-03-14,-20.8333
2012-03-30,-15.7895
2012-05-02,-6.25
2012-06-29,0.0
2012-07-19,0.0
2012-08-23,86.6667
2012-10-01,-46.4286
2012-10-09,86.6667
2012-11-30,0.0
2013-01-09,-57.1429
2013-08-21,0.0
2013-10-22,91.6667
2013-10-25,-47.8261
2013-11-06,91.6667
2013-11-29,-43.4783
2014-03-13,0.0
2014-03-26,823.0769
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,-20.0
2014-04-03,-8.3333
2014-04-04,-9.0909
2014-04-14,-18.125
2014-04-15,-0.7634
2014-05-22,0.0
2014-05-23,-26.1538
2014-07-30,0.0
2014-08-05,0.0
2014-08-15,0.0
2014-10-28,6.25
2014-11-12,-5.8824
2014-12-04,10.4167
2014-12-05,-0.9434
2014-12-08,-8.5714
2015-06-16,-16.6667
2015-09-03,-26.25
2015-10-12,0.0
2015-11-24,8.4746
2015-11-25,-7.8125
2015-12-03,-15.2542
2015-12-23,12.0
2016-04-01,-14.2857
2016-06-14,16.6667
2016-08-23,-51.7857
2016-09-22,196.2963
2016-09-27,-56.25
2016-09-29,22.8571
2016-10-03,0.0
2016-10-04,-18.6047
2016-10-05,14.2857
2016-10-06,0.0
2016-10-07,67.5
2016-10-10,0.0
2016-10-11,-28.3582
2016-10-13,-33.3333
2017-01-18,6.25
2017-10-09,-52.9412
2017-11-09,0.0
2017-12-20,0.0
2018-01-31,400.0
2018-02-02,0.0
2018-02-09,0.0
2018-04-10,0.0
2018-04-13,-38.0
2018-06-01,61.2903
2018-09-17,-68.0
2018-09-18,-6.25
2018-10-03,0.0
2018-10-29,0.0
2018-12-31,0.0
2019-01-18,166.6667
2019-04-24,62.5
2019-05-01,-46.1538
2019-05-03,2.8571
2019-05-28,122.2222
2019-06-25,-50.0
2019-06-27,0.0
2019-07-02,0.0
2019-07-29,-7.5
2019-09-25,-2.7027
2019-09-27,5.5556
2019-10-01,-10.526299999999999
2019-10-02,8.8235
2019-10-03,-13.5135
2019-10-04,-3.125
2019-10-08,-9.6774
2019-10-14,0.0
2019-10-16,7.1429
2019-10-22,-10.0
2019-10-24,37.037
2019-10-25,-29.7297
2019-10-28,-3.8462
2019-10-29,0.0
2019-12-02,60.0
2019-12-05,-57.5
2019-12-11,24.7059
2020-01-09,-0.9434
2020-03-26,42.8571
2020-04-17,-46.6667
2020-05-06,-12.5
2020-05-21,42.8571
2020-05-22,50.0
2020-05-26,-30.0
2020-06-19,-28.5714
2020-06-26,33.3333
