ticker,NXNN US Equity
2018-06-07,1.3514
2018-06-08,-4.0
2018-06-11,-1.3889
2018-06-12,-22.5352
2018-06-13,36.3636
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-6.6667
2018-06-20,0.0
2018-06-25,0.0
2018-06-29,104.0816
2018-07-02,0.0
2018-07-05,-12.5
2018-07-06,14.2857
2018-07-09,-25.0
2018-07-10,31.6667
2018-07-11,-24.0506
2018-07-12,0.0
2018-07-20,-26.6667
2018-07-23,36.3636
2018-07-24,-33.3333
2018-07-25,-5.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,0.0
2018-08-16,-15.7895
2018-08-17,0.0
2018-08-24,0.0
2018-09-04,-18.75
2018-09-26,0.7692
2018-09-27,14.5038
2018-09-28,6.6667
2018-10-16,-62.5
2018-10-17,116.6667
2018-10-18,0.0
2018-10-23,3.8462
2018-10-24,3.7037
2018-10-26,-30.4286
2018-10-29,45.7906
2018-11-06,-24.6479
2018-11-07,21.4953
2018-11-14,0.0
2018-11-23,-25.3846
2018-11-26,33.8144
2018-11-28,-21.4176
2018-11-30,25.4902
2018-12-04,-24.2188
2018-12-07,32.7835
2018-12-10,0.0
2018-12-13,-23.913
2018-12-14,1.0204
2018-12-17,0.0
2018-12-18,19.1919
2018-12-19,0.8475
2019-01-16,-32.7731
2019-01-17,32.5
2019-01-18,11.3208
2019-01-22,-2.5423999999999998
2019-01-23,-13.0435
2019-01-24,-14.0
2019-01-25,1.1628
2019-01-28,-8.046
2019-01-30,-12.5
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-11,-7.1429
2019-02-12,-7.6923
2019-02-13,0.0
2019-02-14,-60.0
2019-02-15,75.0
2019-02-19,-4.7619
2019-02-21,17.5
2019-02-22,4.2553
2019-02-25,0.0
2019-02-26,-36.3265
2019-02-27,69.8718
2019-02-28,-0.7547
2019-03-05,19.7719
2019-03-06,0.0
2019-03-08,0.0
2019-03-15,-31.4286
2019-03-18,131.0185
2019-03-21,-1.002
2019-04-10,-0.2024
2019-04-12,-38.9452
2019-04-29,-0.3322
2019-04-30,-5.0
2019-05-14,-20.3509
2019-05-24,-50.6608
2019-05-30,-0.8929
2019-06-05,23.4234
2019-06-10,23.3577
2019-06-13,1.1834
2019-06-14,75.4386
2019-06-17,0.0
2019-06-19,83.3333
2019-06-20,0.0
2019-06-25,-36.3636
2019-06-26,1.4285999999999999
2019-06-27,-1.1268
2019-07-01,1.1396
2019-07-10,-4.2254
2019-07-11,1.7647
2019-07-15,-13.2948
2019-07-16,-47.6667
2019-08-06,-3.8217
2019-08-07,-0.6623
2019-08-13,32.6667
2019-08-15,28.1407
2019-08-16,27.451
2019-08-19,7.6923
2019-08-20,14.2857
2019-08-21,0.0
2019-08-22,11.25
2019-08-23,0.0
2019-08-26,-54.8315
2019-09-03,4.4776
2019-09-04,-4.7619
2019-09-05,-5.0
2019-09-09,5.2632
2019-09-12,0.0
2019-09-13,0.0
2019-09-27,-5.0
2019-10-02,4.7368
2019-10-10,-16.5829
2019-10-11,0.0
2019-11-18,171.0843
2019-11-25,-60.8889
2019-12-13,5.3068
2019-12-24,-5.0394
2019-12-26,-5.6818
2020-01-06,5.4217
2020-01-07,9.7143
2020-01-15,0.0
2020-01-16,-13.5417
2020-01-24,-9.6386
2020-01-27,3.3333
2020-02-07,-35.4839
2020-02-10,5.0
2020-02-11,-4.7619
2020-02-12,0.0
2020-02-19,-25.0
2020-02-24,20.0
2020-02-28,-43.3333
2020-03-03,94.1176
2020-03-05,-48.4848
2020-03-09,0.0
2020-03-16,0.0196
2020-03-19,184.258
2020-03-20,-99.9931
2020-03-23,999900.0
2020-03-27,-69.0
2020-04-13,-3.2258
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,233.3333
2020-04-29,-68.0
2020-05-06,-6.25
2020-05-12,0.0
2020-05-22,-16.6667
2020-05-26,0.0
2020-05-28,-20.0
2020-06-19,-36.75
2020-06-23,-72.332
2020-06-26,2.8571
2020-06-29,0.0
2020-07-06,-77.0833
2020-07-31,384.8485
