ticker,NET US Equity
2020-02-04,1.3567
2020-02-05,0.3904
2020-02-06,-1.2778
2020-02-07,2.251
2020-02-10,0.9356
2020-02-11,0.1636
2020-02-12,-2.9939999999999998
2020-02-13,1.4029
2020-02-14,-1.7709000000000001
2020-02-18,-1.4085
2020-02-19,2.9143
2020-02-20,12.7152
2020-02-21,3.5468
2020-02-24,-5.7564
2020-02-25,2.423
2020-02-26,8.969899999999999
2020-02-27,-0.7689
2020-02-28,-2.917
2020-03-02,3.662
2020-03-03,0.0
2020-03-04,2.808
2020-03-05,2.8634
2020-03-06,-2.4839
2020-03-09,-8.9152
2020-03-10,1.784
2020-03-11,-2.4633
2020-03-12,-6.9451
2020-03-13,-0.5219
2020-03-16,-16.4743
2020-03-17,17.3995
2020-03-18,5.404
2020-03-19,5.0254
2020-03-20,4.9783
2020-03-23,-1.4273
2020-03-24,4.6707
2020-03-25,-3.3467000000000002
2020-03-26,-0.277
2020-03-27,1.6667
2020-03-30,8.7887
2020-03-31,-1.7162
2020-04-01,2.7257
2020-04-02,-4.3947
2020-04-03,4.4232
2020-04-06,-1.8272
2020-04-07,-3.5533
2020-04-08,0.1754
2020-04-09,-7.268
2020-04-13,11.5203
2020-04-14,-3.0059
2020-04-15,4.2776
2020-04-16,6.4044
2020-04-17,-2.321
2020-04-20,5.437
2020-04-21,-8.5561
2020-04-22,2.7987
2020-04-23,-3.5758
2020-04-24,-1.8963
2020-04-27,5.1117
2020-04-28,-4.0866
2020-04-29,1.3208
2020-04-30,-0.9251
2020-05-01,-3.056
2020-05-04,3.634
2020-05-05,3.5488
2020-05-06,1.7952
2020-05-07,18.3166
2020-05-08,-11.0434
2020-05-11,7.083
2020-05-12,2.3826
2020-05-13,-3.1955999999999998
2020-05-14,0.5382
2020-05-15,5.2463
2020-05-18,-4.8152
2020-05-19,-0.1069
2020-05-20,-1.7475
2020-05-21,1.7786
2020-05-22,0.7846
2020-05-26,-0.6016
2020-05-27,0.356
2020-05-28,-0.3193
2020-05-29,3.452
2020-06-01,3.3712
2020-06-02,0.4992
2020-06-03,-2.7152
2020-06-04,-3.0973
2020-06-05,2.3534
2020-06-08,0.103
2020-06-09,-1.5427
2020-06-10,2.3677
2020-06-11,-3.0612
2020-06-12,1.1228
2020-06-15,7.4948
2020-06-16,2.1627
2020-06-17,13.1122
2020-06-18,2.5978
2020-06-19,-1.9875
2020-06-22,2.7778
2020-06-23,-4.3243
2020-06-24,-1.1299
2020-06-25,2.8571
2020-06-26,-1.3056
2020-06-29,-1.1821
2020-06-30,2.3925
2020-07-01,2.726
2020-07-02,-1.2456
2020-07-06,5.1275
2020-07-07,-1.1215
2020-07-08,1.2925
2020-07-09,3.4635
2020-07-10,0.8809
2020-07-13,-8.3084
2020-07-14,0.0
2020-07-15,-1.7143000000000002
2020-07-16,-2.8239
2020-07-17,5.4701
2020-07-20,3.6467
2020-07-21,-0.4952
2020-07-22,-0.3667
2020-07-23,-4.2324
2020-07-24,-1.9489
2020-07-27,4.5913
2020-07-28,0.7762
2020-07-29,2.7888
2020-07-30,6.2791
2020-07-31,1.1913
