ticker,GHSI US Equity
2019-08-27,-1.5236
2019-08-28,-4.4906
2019-08-29,-0.0395
2019-08-30,0.3557
2019-09-03,1.6148
2019-09-04,-0.3101
2019-09-05,1.0886
2019-09-06,-2.6923
2019-09-09,-1.9763
2019-09-10,1.2097
2019-09-11,7.0343
2019-09-12,1.9891999999999999
2019-09-13,15.8759
2019-09-16,19.0551
2019-09-17,24.365099999999998
2019-09-18,36.1412
2019-09-19,-18.4531
2019-09-20,3.6789
2019-09-23,20.1257
2019-09-24,22.0
2019-09-25,-0.0631
2019-09-26,-7.0284
2019-09-27,7.8719
2019-09-30,-4.1017
2019-10-01,-16.0325
2019-10-02,-14.0469
2019-10-03,19.9782
2019-10-04,-2.5606
2019-10-07,-5.9244
2019-10-08,-2.5620000000000003
2019-10-09,-6.1578
2019-10-10,5.0976
2019-10-11,-0.2408
2019-10-14,-8.2069
2019-10-15,-1.1082
2019-10-16,-3.1719
2019-10-17,-3.8839
2019-10-18,4.0224
2019-10-21,-0.1393
2019-10-22,-2.112
2019-10-23,3.7632
2019-10-24,-9.0909
2019-10-25,-7.753
2019-10-28,-34.7958
2019-10-29,-1.3088
2019-10-30,-4.086
2019-10-31,1.2332
2019-11-01,-0.3322
2019-11-04,-1.1481
2019-11-05,-4.4586
2019-11-06,9.6471
2019-11-07,-6.0086
2019-11-08,0.4186
2019-11-11,-3.5998
2019-11-12,-4.2846
2019-11-13,-0.1643
2019-11-14,-8.515
2019-11-15,-2.4281
2019-11-18,-7.9263
2019-11-19,-7.9079
2019-11-20,-6.5217
2019-11-21,18.6047
2019-11-22,5.8824
2019-11-25,3.7037
2019-11-26,-8.9286
2019-11-27,-2.0588
2019-11-29,6.1742
2019-12-02,-0.7806
2019-12-03,-4.9791
2019-12-04,5.6
2019-12-05,-7.197
2019-12-06,2.0408
2019-12-09,-0.85
2019-12-10,-2.6727
2019-12-11,-6.6321
2019-12-12,1.4428
2019-12-13,9.9015
2019-12-16,11.7471
2019-12-17,-5.5679
2019-12-18,-7.5
2019-12-19,1.9888
2019-12-20,-0.5
2019-12-23,-2.4121
2019-12-24,1.3388
2019-12-26,3.3537
2019-12-27,3.2448
2019-12-30,17.381
2019-12-31,-10.6247
2020-01-02,13.4765
2020-01-03,42.8
2020-01-06,8.8235
2020-01-07,-8.1081
2020-01-08,-4.7619
2020-01-09,5.7647
2020-01-10,-0.8899
2020-01-13,-5.4994
2020-01-14,0.9501
2020-01-15,1.4118
2020-01-16,-4.6114
2020-01-17,-4.9863
2020-01-21,12.0
2020-01-22,-8.1429
2020-01-23,0.311
2020-01-24,-1.2093
2020-01-27,-0.1255
2020-01-28,0.0314
2020-01-29,-5.1838
2020-01-30,2.0543
2020-01-31,-2.3377
2020-02-03,-1.9614
2020-02-04,-8.1044
2020-02-05,-1.476
2020-02-06,13.9326
2020-02-07,-7.6923
2020-02-10,-1.9586999999999999
2020-02-11,0.0726
2020-02-12,6.7151
2020-02-13,-0.2041
2020-02-14,-3.9877000000000002
2020-02-18,-2.3784
2020-02-19,3.6364
2020-02-20,7.0175
2020-02-21,-0.1311
2020-02-24,-1.8056
2020-02-25,-1.3708
2020-02-26,3.4237
2020-02-27,54.0479
2020-02-28,-9.766
2020-03-02,16.2462
2020-03-03,-16.8357
2020-03-04,7.2683
2020-03-05,1.1824
2020-03-06,1.2809
2020-03-09,-17.617
2020-03-10,6.9216
2020-03-11,-1.7631999999999999
2020-03-12,-16.359
2020-03-13,3.924
2020-03-16,-17.3746
2020-03-17,7.1046
2020-03-18,35.0
2020-03-19,1.7284000000000002
2020-03-20,15.2913
2020-03-23,-6.3158
2020-03-24,19.1011
2020-03-25,-15.0943
2020-03-26,-2.2667
2020-03-27,2.3192
2020-03-30,-7.0889
2020-03-31,8.8256
2020-04-01,-6.6154
2020-04-02,-3.9303
2020-04-03,5.2425
2020-04-06,-1.8855
2020-04-07,5.0534
2020-04-08,9.2141
2020-04-09,-2.9983
2020-04-13,0.2134
2020-04-14,1.0421
2020-04-15,-11.1579
2020-04-16,-3.5545
2020-04-17,2.1622
2020-04-20,8.8985
2020-04-21,4.439
2020-04-22,-10.6154
2020-04-23,-4.1874
2020-04-24,-2.4938000000000002
2020-04-27,7.9514
2020-04-28,3.6829
2020-04-29,-1.5836999999999999
2020-04-30,6.2069
2020-05-01,2.7922000000000002
2020-05-04,5.0748
2020-05-05,-0.9018
2020-05-06,-8.7968
2020-05-07,4.1685
2020-05-08,7.8118
2020-05-11,-1.2833
2020-05-12,-3.4
2020-05-13,0.0
2020-05-14,-6.8323
2020-05-15,-0.4444
2020-05-18,8.125
2020-05-19,-2.9727
2020-05-20,4.0
2020-05-21,6.3421
2020-05-22,4.848
2020-05-26,-2.789
2020-05-27,-5.2661
2020-05-28,4.4033
2020-05-29,0.9542
2020-06-01,-1.7013
2020-06-02,-0.4615
2020-06-03,-1.4683
2020-06-04,-2.0
2020-06-05,-0.9604
2020-06-08,-5.4949
2020-06-09,3.6554
2020-06-10,-2.021
2020-06-11,-9.7032
2020-06-12,2.0513
2020-06-15,12.9283
2020-06-16,-7.14
2020-06-17,-6.3385
2020-06-18,0.0
2020-06-19,1.1163
2020-06-22,0.069
2020-06-23,6.5043
2020-06-24,-3.9922
2020-06-25,4.7876
2020-06-26,-4.6118
2020-06-29,0.877
2020-06-30,-2.2514
2020-07-01,-1.7104
2020-07-02,-2.529
2020-07-06,0.4523
2020-07-07,-0.2133
2020-07-08,3.5858
2020-07-09,-2.8198
2020-07-10,-0.9908
2020-07-13,5.1704
2020-07-14,-3.9647
2020-07-15,1.958
2020-07-16,-2.1286
2020-07-17,6.2648
2020-07-20,5.9399
2020-07-21,2.6459
2020-07-22,-6.2807
2020-07-23,-1.3316
2020-07-24,-3.1195
2020-07-27,-2.238
2020-07-28,2.5461
2020-07-29,-2.4829
2020-07-30,-1.3548
2020-07-31,0.1184
