ticker,IAA US Equity
2019-11-05,1.292
2019-11-06,-2.551
2019-11-07,-0.2356
2019-11-08,0.3411
2019-11-11,1.7259
2019-11-12,10.7969
2019-11-13,-2.2738
2019-11-14,0.7835
2019-11-15,-0.4005
2019-11-18,1.8448
2019-11-19,2.3688000000000002
2019-11-20,0.363
2019-11-21,0.2712
2019-11-22,-0.0225
2019-11-25,-0.7215
2019-11-26,0.7495
2019-11-27,1.8711
2019-11-29,0.3098
2019-12-02,0.9486
2019-12-03,1.2238
2019-12-04,0.367
2019-12-05,-0.9034
2019-12-06,0.9117
2019-12-09,-1.1615
2019-12-10,-2.9162
2019-12-11,2.3313
2019-12-12,0.6353
2019-12-13,-0.8707
2019-12-16,0.022
2019-12-17,-0.5488
2019-12-18,-0.287
2019-12-19,-0.3985
2019-12-20,3.0451
2019-12-23,1.3374
2019-12-24,-0.7024
2019-12-26,0.3001
2019-12-27,-0.8763
2019-12-30,0.1509
2019-12-31,1.3132
2020-01-02,2.2099
2020-01-03,0.3119
2020-01-06,0.1451
2020-01-07,-0.1035
2020-01-08,-1.0151
2020-01-09,-1.6324999999999998
2020-01-10,-1.1277
2020-01-13,-0.3658
2020-01-14,4.2549
2020-01-15,-1.6987999999999999
2020-01-16,-0.4004
2020-01-17,5.1841
2020-01-21,-0.5633
2020-01-22,-0.9711
2020-01-23,-2.3698
2020-01-24,1.5484
2020-01-27,0.1855
2020-01-28,-0.3291
2020-01-29,-0.4953
2020-01-30,-1.5554000000000001
2020-01-31,-0.4424
2020-02-03,-0.8252
2020-02-04,2.4109
2020-02-05,0.1042
2020-02-06,-0.3538
2020-02-07,-0.6475
2020-02-10,1.3874
2020-02-11,-1.1196
2020-02-12,-0.5452
2020-02-13,2.7409
2020-02-14,3.3039
2020-02-18,0.9734
2020-02-19,0.0197
2020-02-20,-1.4359
2020-02-21,-2.295
2020-02-24,-1.1234
2020-02-25,-4.6891
2020-02-26,-2.2757
2020-02-27,-3.0605
2020-02-28,-2.2649
2020-03-02,2.1067
2020-03-03,-2.2696
2020-03-04,5.1372
2020-03-05,-2.2535
2020-03-06,-1.4837
2020-03-09,-10.3568
2020-03-10,6.7201
2020-03-11,-4.8196
2020-03-12,-13.8168
2020-03-13,3.2182
2020-03-16,-15.9325
2020-03-17,-1.5311
2020-03-18,-1.1057
2020-03-19,8.3159
2020-03-20,-11.9032
2020-03-23,-7.3599
2020-03-24,11.2253
2020-03-25,8.6709
2020-03-26,7.0307
2020-03-27,-1.2832
2020-03-30,-1.1761
2020-03-31,-6.1697
2020-04-01,-7.9105
2020-04-02,0.2537
2020-04-03,-9.6168
2020-04-06,4.04
2020-04-07,8.0354
2020-04-08,2.5979
2020-04-09,10.9955
2020-04-13,-0.1875
2020-04-14,1.8472
2020-04-15,0.707
2020-04-16,-2.7167
2020-04-17,6.1814
2020-04-20,-3.3097
2020-04-21,-2.7506
2020-04-22,2.9227
2020-04-23,6.0763
2020-04-24,3.5694
2020-04-27,5.5031
2020-04-28,2.6607
2020-04-29,1.7963
2020-04-30,-2.6973000000000003
2020-05-01,-3.8601
2020-05-04,-0.4042
2020-05-05,1.9750999999999999
2020-05-06,4.0064
2020-05-07,-2.7805999999999997
2020-05-08,1.5744
2020-05-11,-6.8716
2020-05-12,-3.9945
2020-05-13,-4.0162
2020-05-14,7.5557
2020-05-15,0.0
2020-05-18,4.7859
2020-05-19,-4.4071
2020-05-20,4.5543
2020-05-21,-2.5387
2020-05-22,1.6178
2020-05-26,5.9363
2020-05-27,4.1773
2020-05-28,-0.8802
2020-05-29,1.1347
2020-06-01,3.8293
2020-06-02,2.2551
2020-06-03,3.6297
2020-06-04,-1.7513
2020-06-05,1.083
2020-06-08,0.4241
2020-06-09,-1.4447999999999999
2020-06-10,-2.7289
2020-06-11,-5.5646
2020-06-12,3.069
2020-06-15,0.4288
2020-06-16,3.0361
2020-06-17,-1.0359
2020-06-18,-1.6981000000000002
2020-06-19,-3.9991
2020-06-22,-0.8627
2020-06-23,0.3232
2020-06-24,-3.1475
2020-06-25,-0.8188
2020-06-26,-2.8122
2020-06-29,1.8848
2020-06-30,0.495
2020-07-01,-0.5704
2020-07-02,1.4863
2020-07-06,-0.6423
2020-07-07,-1.6292
2020-07-08,0.4732
2020-07-09,-0.2093
2020-07-10,1.6256
2020-07-13,-0.7482
2020-07-14,-1.1178
2020-07-15,5.8885
2020-07-16,-1.0675
2020-07-17,0.3764
2020-07-20,-1.275
2020-07-21,-0.709
2020-07-22,0.9946
2020-07-23,3.9899
2020-07-24,-2.2341
2020-07-27,-0.7203
2020-07-28,-0.7506
2020-07-29,13.3098
2020-07-30,-0.7786
2020-07-31,-2.8026999999999997
