ticker,HLLF US Equity
2005-11-18,-50.0
2005-11-28,-33.3333
2005-11-30,25.0
2005-12-01,-20.0
2005-12-02,0.0
2005-12-06,200.0
2005-12-07,-41.6667
2005-12-14,-42.8571
2005-12-15,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,-25.0
2005-12-22,0.0
2005-12-27,0.0
2005-12-28,200.0
2005-12-29,-66.6667
2005-12-30,0.0
2006-01-06,0.0
2006-01-10,0.0
2006-01-11,33.3333
2006-01-12,-25.0
2006-01-17,0.0
2006-01-18,-33.3333
2006-01-19,50.0
2006-01-20,100.0
2006-01-23,0.0
2006-01-26,-36.6667
2006-02-01,5.2632
2006-02-02,0.0
2006-02-06,-5.0
2006-02-09,5.2632
2006-02-21,0.0
2006-02-23,-25.0
2006-02-24,0.0
2006-03-01,20.0
2006-03-03,11.1111
2006-03-06,10.0
2006-03-08,0.0
2006-03-09,0.0
2006-03-10,0.0
2006-03-20,127.2727
2006-03-21,0.0
2006-03-22,-65.0
2006-03-23,-14.2857
2006-03-27,33.3333
2006-03-28,0.0
2006-03-30,-10.0
2006-04-04,0.0
2006-04-06,0.0
2006-04-10,0.0
2006-04-18,-44.4444
2006-04-24,110.0
2006-04-25,0.0
2006-04-27,0.0
2006-04-28,0.0
2006-05-02,0.0
2006-05-03,-42.8571
2006-05-05,316.6667
2006-05-08,-70.0
2006-05-09,33.3333
2006-05-19,-60.0
2006-05-24,0.0
2006-05-30,0.0
2006-06-06,0.0
2006-06-12,12.5
2006-06-15,177.7778
2006-06-23,-56.0
2006-06-26,-27.2727
2006-07-13,-25.0
2006-07-14,-66.6667
2006-07-18,75.0
2006-08-02,814.2857
2006-08-22,-21.875
2006-08-23,-86.0
2006-08-28,14.2857
2006-09-22,25.0
2006-10-06,-20.0
2006-10-13,0.0
2006-10-18,25.0
2006-10-23,0.0
2006-10-26,0.0
2006-10-30,0.0
2006-11-01,0.0
2006-11-08,0.0
2006-11-14,0.0
2006-11-21,0.0
2006-11-28,0.0
2006-11-30,0.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,-80.0
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,900.0
2006-12-29,-90.0
2007-01-03,100.0
2007-01-10,400.0
2007-02-22,390.0
2007-02-27,-91.4541
2007-03-08,425.3731
2007-03-09,-79.5455
2007-03-16,-55.5556
2007-03-19,0.0
2007-03-29,0.0
2007-03-30,0.0
2007-04-03,0.0
2007-04-04,900.0
2007-04-05,50.0
2007-04-16,0.0
2007-05-02,-99.5833
2007-07-23,0.0
2007-07-24,700.0
2007-07-27,0.0
2007-09-21,900.0
2007-10-02,-98.75
2007-12-19,15900.0
2007-12-28,0.0
2008-03-04,-99.375
2008-03-07,15900.0
2008-03-19,-99.375
2008-03-25,0.0
2008-06-10,0.0
2008-06-12,0.0
2008-06-19,0.0
2008-09-02,0.0
2008-10-15,0.0
2008-10-16,39900.0
2008-11-05,-99.75
2008-11-11,0.0
2008-12-16,0.0
2008-12-30,0.0
2009-04-28,0.0
2009-10-08,0.0
2010-06-28,0.0
2011-02-14,0.0
2011-03-03,0.0
2011-05-03,0.0
2011-05-05,0.0
2011-07-08,0.0
2011-12-28,0.0
2012-12-28,300.0
2014-02-06,-75.0
2015-05-26,0.0
2015-09-01,700.0
2015-12-28,0.0
2016-03-02,-87.5
2016-12-19,0.0
2017-10-06,-99.2
2017-10-18,0.0
2017-11-13,9900.0
2018-03-23,0.0
2018-09-19,-99.0
2018-09-27,9900.0
2019-02-14,-99.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-09-17,0.0
2019-10-11,0.0
2019-11-20,0.0
2019-12-23,0.0
2019-12-27,99900.0003
2020-01-27,-99.0
2020-02-06,-90.0
2020-04-17,1300.0
