ticker,CLCI US Equity
2019-07-24,0.5319
2019-07-25,-10.0529
2019-07-26,0.0
2019-07-29,-11.8235
2019-07-30,-19.9466
2019-07-31,0.0
2019-08-01,8.3333
2019-08-02,0.0
2019-08-05,-23.0769
2019-08-06,19.9
2019-08-07,15.0959
2019-08-08,1.4493
2019-08-09,1.7856999999999998
2019-08-12,-12.3509
2019-08-13,7.2858
2019-08-14,-25.3731
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,5.0
2019-08-20,9.5238
2019-08-21,0.0
2019-08-22,-30.4348
2019-08-23,25.0
2019-08-26,-18.0
2019-08-27,21.9512
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-5.65
2019-09-03,0.424
2019-09-04,-2.058
2019-09-06,-14.9246
2019-09-09,24.1292
2019-09-10,-1.0204
2019-09-11,-5.1546
2019-09-12,-20.6522
2019-09-13,0.0
2019-09-16,2.0548
2019-09-17,-8.7248
2019-09-18,-7.3529
2019-09-19,-6.3492
2019-09-20,18.6441
2019-09-23,42.8571
2019-09-25,-35.0
2019-09-26,38.4615
2019-09-27,4.4444
2019-09-30,-1.0638
2019-10-01,2.1505
2019-10-02,-6.3158
2019-10-03,-5.618
2019-10-04,7.1429
2019-10-07,3.2222
2019-10-08,-14.9623
2019-10-09,6.3291
2019-10-10,-45.2381
2019-10-11,78.2609
2019-10-14,-1.2195
2019-10-15,0.0
2019-10-16,0.2469
2019-10-17,-28.5714
2019-10-18,0.0
2019-10-22,-20.6897
2019-10-23,49.7826
2019-10-24,-14.3687
2019-10-25,0.0
2019-10-28,1.6949
2019-10-29,-1.6667
2019-10-30,-1.8643999999999998
2019-10-31,-18.8256
2019-11-01,17.0213
2019-11-04,0.0
2019-11-05,-3.8182
2019-11-06,3.5917
2019-11-07,0.0
2019-11-08,-0.365
2019-11-11,0.1832
2019-11-12,0.0
2019-11-13,-12.2486
2019-11-14,7.7083
2019-11-18,-32.4952
2019-11-19,8.8825
2019-11-20,15.1316
2019-11-21,0.0
2019-11-22,7.4286
2019-11-25,-29.2553
2019-11-26,17.2932
2019-11-27,-25.641
2019-11-29,-0.2759
2019-12-02,-8.4544
2019-12-03,1.983
2019-12-04,3.3333
2019-12-05,39.7849
2019-12-06,-23.3333
2019-12-09,-33.1104
2019-12-10,45.0
2019-12-11,-3.7931
2019-12-12,-16.8459
2019-12-13,20.6897
2019-12-16,0.0
2019-12-17,-0.3571
2019-12-18,-5.5914
2019-12-19,5.9226
2019-12-20,-11.3799
2019-12-23,-19.1102
2019-12-24,25.0
2019-12-26,-4.5
2019-12-27,3.8743
2019-12-30,-4.0725999999999996
2019-12-31,0.042
2020-01-02,-15.9664
2020-01-03,-3.75
2020-01-06,-1.2987
2020-01-07,90.7895
2020-01-08,-0.8276
2020-01-09,1.7107
2020-01-10,6.6594
2020-01-14,1.9487
2020-01-15,25.7545
2020-01-16,29.8
2020-01-17,0.1541
2020-01-21,21.5385
2020-01-22,-10.8481
2020-01-23,-19.6791
2020-01-24,5.7097
2020-01-27,0.0
2020-01-29,0.1672
2020-01-30,33.5559
2020-01-31,-1.3125
2020-02-03,-1.2033
2020-02-04,-5.1923
2020-02-05,-0.879
2020-02-06,2.1828
2020-02-07,-6.5421
2020-02-10,0.0
2020-02-11,7.1429
2020-02-12,0.0
2020-02-13,-20.0
2020-02-14,11.6667
2020-02-18,-11.3806
2020-02-19,0.0
2020-02-20,-32.6316
2020-02-21,87.25
2020-02-25,0.0
2020-02-26,0.1335
2020-02-27,-0.1333
2020-02-28,0.0
2020-03-03,-6.5421
2020-03-04,7.0
2020-03-05,6.8091
2020-03-06,0.0
2020-03-09,0.0
2020-03-11,-12.5
2020-03-12,1.6714
2020-03-13,-1.6440000000000001
2020-03-16,-28.5714
2020-03-17,-0.2
2020-03-18,0.0
2020-03-19,-29.8597
2020-03-20,-14.2857
2020-03-23,0.0
2020-03-24,33.0
2020-03-25,22.807
2020-03-26,0.0
2020-03-30,0.0
2020-04-01,-16.3265
2020-04-02,31.7073
2020-04-03,-7.963
2020-04-06,18.7123
2020-04-07,0.0
2020-04-08,0.0
2020-04-13,-16.9492
2020-04-14,40.8163
2020-04-15,15.2174
2020-04-16,-25.7862
2020-04-17,1.6949
2020-04-20,15.0
2020-04-21,0.0
2020-04-22,1.4493
2020-04-23,1.1429
2020-04-24,-1.1299
2020-04-27,27.1429
2020-04-28,11.236
2020-04-29,1.0101
2020-04-30,-1.0
2020-05-01,0.0
2020-05-04,1.0101
2020-05-05,-1.0
2020-05-06,-1.0101
2020-05-08,22.449
2020-05-11,-17.5
2020-05-12,-23.2323
2020-05-13,5.2632
2020-05-14,0.0
2020-05-15,-1.25
2020-05-18,-11.3924
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,7.1429
2020-05-22,0.0
2020-05-27,-6.6667
2020-05-28,-2.8571
2020-06-01,2.9412000000000003
2020-06-03,10.0
2020-06-04,-2.5974
2020-06-05,-6.6667
2020-06-08,34.2857
2020-06-09,0.0
2020-06-10,-15.9574
2020-06-11,0.0
2020-06-12,19.6203
2020-06-15,-4.7619
2020-06-16,3.3333
2020-06-17,-1.0753
2020-06-18,-3.3696
2020-06-22,-6.243
2020-06-23,9.1782
2020-06-24,-1.0989
2020-06-25,0.0
2020-06-26,4.4444
2020-06-29,-4.2553
2020-06-30,0.0
2020-07-01,4.4444
2020-07-02,0.0
2020-07-06,-17.5532
2020-07-07,0.0
2020-07-08,-4.5161
2020-07-09,2.7027
2020-07-10,7.8947
2020-07-13,4.2683
2020-07-14,0.0
2020-07-15,2.3392
2020-07-16,7.4286
2020-07-17,0.0
2020-07-20,-4.2553
2020-07-21,4.4444
2020-07-22,-4.2553
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,-6.1111
2020-07-30,-20.9467
2020-07-31,19.012
