ticker,NFE US Equity
2019-06-21,4.8708
2019-06-24,0.4739
2019-06-25,2.4528
2019-06-26,1.7495
2019-06-27,-1.1764999999999999
2019-06-28,7.2344
2019-07-01,1.3664
2019-07-02,-4.2123
2019-07-03,4.1337
2019-07-05,-3.5473
2019-07-08,1.6637
2019-07-09,0.0861
2019-07-10,2.4096
2019-07-11,-2.521
2019-07-12,0.8621
2019-07-15,0.0
2019-07-16,0.6838
2019-07-17,1.0187
2019-07-18,4.1176
2019-07-19,0.4843
2019-07-22,0.4819
2019-07-23,1.3589
2019-07-24,-0.7098
2019-07-25,-1.112
2019-07-26,-1.5261
2019-07-29,-4.1599
2019-07-30,4.766
2019-07-31,-3.4931
2019-08-01,-2.0202
2019-08-02,0.7732
2019-08-05,0.0
2019-08-06,-1.7903
2019-08-07,1.0417
2019-08-08,8.4192
2019-08-09,-3.7241999999999997
2019-08-12,6.0082
2019-08-13,7.9193
2019-08-14,2.3741
2019-08-15,6.1138
2019-08-16,2.7152
2019-08-19,5.7382
2019-08-20,-0.2439
2019-08-21,-0.3667
2019-08-22,-6.9939
2019-08-23,-2.5066
2019-08-26,1.8268
2019-08-27,0.7309
2019-08-28,1.9129
2019-08-29,3.8834999999999997
2019-08-30,-0.1246
2019-09-03,-5.053
2019-09-04,2.431
2019-09-05,2.0526
2019-09-06,-0.3143
2019-09-09,1.5763
2019-09-10,-3.0416
2019-09-11,0.3201
2019-09-12,1.5954000000000002
2019-09-13,1.4447
2019-09-16,1.3622
2019-09-17,8.4301
2019-09-18,3.0423
2019-09-19,3.2805
2019-09-20,0.0529
2019-09-23,0.5291
2019-09-24,-3.4737
2019-09-25,0.4362
2019-09-26,-1.8458
2019-09-27,-2.6549
2019-09-30,2.4432
2019-10-01,-2.995
2019-10-02,1.4866
2019-10-03,1.1831
2019-10-04,5.4009
2019-10-07,-0.7396
2019-10-08,-4.364
2019-10-09,0.5565
2019-10-10,-0.5534
2019-10-11,-3.3388999999999998
2019-10-14,3.3967
2019-10-15,-1.8931
2019-10-16,-1.0216
2019-10-17,1.9495
2019-10-18,-1.2936
2019-10-21,-0.5698
2019-10-22,0.4585
2019-10-23,-1.7684
2019-10-24,-0.0581
2019-10-25,-0.3486
2019-10-28,-0.1166
2019-10-29,-0.467
2019-10-30,0.4692
2019-10-31,0.6421
2019-11-01,-2.1462
2019-11-04,4.7421
2019-11-05,-0.9621
2019-11-06,-0.6857
2019-11-07,-0.6329
2019-11-08,-3.5321
2019-11-11,-4.7419
2019-11-12,0.6931
2019-11-13,-0.7509
2019-11-14,-2.7112
2019-11-15,0.5833
2019-11-18,-1.0309
2019-11-19,0.1953
2019-11-20,-0.3899
2019-11-21,-0.3262
2019-11-22,0.6545
2019-11-25,0.5852
2019-11-26,-2.7796
2019-11-27,-0.3324
2019-11-29,-0.1334
2019-12-02,-4.0748
2019-12-03,6.7549
2019-12-04,2.4136
2019-12-05,3.3758
2019-12-06,2.403
2019-12-09,0.0602
2019-12-10,-0.5412
2019-12-11,-1.6324
2019-12-12,0.0
2019-12-13,0.1229
2019-12-16,0.9822
2019-12-17,-1.155
2019-12-18,-1.599
2019-12-19,1.0
2019-12-20,-0.495
2019-12-23,0.0
2019-12-24,-1.1194
2019-12-26,1.5093999999999999
2019-12-27,-0.3098
2019-12-30,0.3729
2019-12-31,-2.9721
2020-01-02,-5.6158
2020-01-03,-2.1636
2020-01-06,1.8659
2020-01-07,4.1384
2020-01-08,1.0423
2020-01-09,2.2566
2020-01-10,-3.0895
2020-01-13,1.2362
2020-01-14,0.3213
2020-01-15,-1.7936999999999999
2020-01-16,0.1957
2020-01-17,1.6926999999999999
2020-01-21,-2.8169
2020-01-22,-1.581
2020-01-23,-0.9371
2020-01-24,1.4189
2020-01-27,0.0666
2020-01-28,2.6631
2020-01-29,-1.4267
2020-01-30,-0.9868
2020-01-31,0.0
2020-02-03,2.7243
2020-02-04,1.5524
2020-02-05,0.9554
2020-02-06,1.1356
2020-02-07,0.6238
2020-02-10,0.0
2020-02-11,2.5418
2020-02-12,0.4232
2020-02-13,-1.6255
2020-02-14,-1.4687999999999999
2020-02-18,2.4845
2020-02-19,-0.6061
2020-02-20,-2.1341
2020-02-21,1.433
2020-02-24,-1.9042
2020-02-25,-0.814
2020-02-26,-0.6944
2020-02-27,-9.0273
2020-02-28,-1.8169
2020-03-02,1.5657999999999999
2020-03-03,-1.4015
2020-03-04,8.8131
2020-03-05,0.9144
2020-03-06,-1.6181
2020-03-09,-11.25
2020-03-10,-13.9362
2020-03-11,-5.0818
2020-03-12,-4.6279
2020-03-13,1.7127
2020-03-16,-10.6642
2020-03-17,2.0942
2020-03-18,-4.6154
2020-03-19,2.043
2020-03-20,-8.2192
2020-03-23,-7.9219
2020-03-24,11.3466
2020-03-25,7.7268
2020-03-26,8.7318
2020-03-27,-1.2428
2020-03-30,-1.0649
2020-03-31,-4.2074
2020-04-01,-10.8274
2020-04-02,1.8328
2020-04-03,1.5748
2020-04-06,7.4197
2020-04-07,1.8557000000000001
2020-04-08,8.0972
2020-04-09,11.4232
2020-04-13,-7.8992
2020-04-14,3.4672
2020-04-15,-1.6755
2020-04-16,0.8072
2020-04-17,4.6263
2020-04-20,-3.3163
2020-04-21,-2.8144
2020-04-22,1.5385
2020-04-23,2.5846999999999998
2020-04-24,11.7289
2020-04-27,-0.2333
2020-04-28,-4.9883
2020-04-29,4.5119
2020-04-30,1.4914
2020-05-01,-5.2591
2020-05-04,2.8571
2020-05-05,1.8254000000000001
2020-05-06,-1.9485999999999999
2020-05-07,2.3847
2020-05-08,3.1832
2020-05-11,1.4296
2020-05-12,1.3353
2020-05-13,-6.0029
2020-05-14,-1.0125
2020-05-15,1.4162
2020-05-18,4.7324
2020-05-19,3.7037
2020-05-20,2.5
2020-05-21,-2.5087
2020-05-22,-0.8578
2020-05-26,-0.2163
2020-05-27,-1.3006
2020-05-28,-1.1713
2020-05-29,2.7407
2020-06-01,1.442
2020-06-02,-0.4975
2020-06-03,-2.1429
2020-06-04,2.1168
2020-06-05,1.3580999999999999
2020-06-08,0.6347
2020-06-09,-1.6118000000000001
2020-06-10,-4.2735
2020-06-11,-3.125
2020-06-12,-0.9217
2020-06-15,0.7752
2020-06-16,-1.6923
2020-06-17,-4.2254
2020-06-18,5.9641
2020-06-19,0.2313
2020-06-22,0.0
2020-06-23,-3.3077
2020-06-24,-1.5911
2020-06-25,0.2425
2020-06-26,-2.0161
2020-06-29,2.4691
2020-06-30,4.0964
2020-07-01,-1.3117
2020-07-02,-1.0946
2020-07-06,2.7668
2020-07-07,20.4615
2020-07-08,11.2388
2020-07-09,-1.0333
2020-07-10,1.9142000000000001
2020-07-13,2.0489
2020-07-14,0.3904
2020-07-15,-1.1667
2020-07-16,4.3845
2020-07-17,2.4771
2020-07-20,-0.1051
2020-07-21,1.2625
2020-07-22,0.8831
2020-07-23,3.3471
2020-07-24,0.6477
2020-07-27,-2.6733000000000002
2020-07-28,4.6287
2020-07-29,5.8337
2020-07-30,-2.3886
2020-07-31,1.6471
