ticker,BHAT US Equity
2019-12-13,-3.3654
2019-12-16,4.4776
2019-12-17,9.0476
2019-12-18,6.5502
2019-12-19,8.1967
2019-12-20,-7.9545
2019-12-23,1.2346
2019-12-24,0.813
2019-12-26,0.4032
2019-12-27,-14.8594
2019-12-30,5.6604
2019-12-31,-10.2589
2020-01-02,3.9698
2020-01-03,-0.7177
2020-01-06,-0.241
2020-01-07,1.4493
2020-01-08,-2.8571
2020-01-09,2.9412000000000003
2020-01-10,-2.8571
2020-01-13,0.4902
2020-01-14,-9.2683
2020-01-15,3.7634
2020-01-16,2.0725
2020-01-17,-1.0152
2020-01-21,-7.1795
2020-01-22,-4.9724
2020-01-23,0.5814
2020-01-24,-5.2023
2020-01-27,-6.0976
2020-01-28,9.0909
2020-01-29,-5.3571
2020-01-30,-2.5157
2020-01-31,-19.3548
2020-02-03,3.672
2020-02-04,-3.5419
2020-02-05,0.0
2020-02-06,12.8
2020-02-07,-12.766
2020-02-10,4.065
2020-02-11,-12.5
2020-02-12,2.6875
2020-02-13,6.9472000000000005
2020-02-14,-5.6911000000000005
2020-02-18,-2.5862
2020-02-19,-1.7699
2020-02-20,12.6126
2020-02-21,-10.4
2020-02-24,-9.8214
2020-02-25,-2.9604
2020-02-26,3.0507
2020-02-27,-1.9802
2020-02-28,-3.0303
2020-03-02,-6.25
2020-03-03,9.9889
2020-03-04,0.0
2020-03-05,-1.5051999999999999
2020-03-06,-11.0769
2020-03-09,-8.6159
2020-03-10,-2.6884
2020-03-11,2.5651
2020-03-12,-9.5447
2020-03-13,-2.1390000000000002
2020-03-16,-3.5714
2020-03-17,6.2222
2020-03-18,-2.371
2020-03-19,30.0
2020-03-20,-10.9011
2020-03-23,0.3577
2020-03-24,-2.9126
2020-03-25,-1.2658
2020-03-26,1.8846
2020-03-27,3.2843
2020-03-30,-13.3772
2020-03-31,13.9241
2020-04-01,-1.2346
2020-04-02,0.0
2020-04-03,-1.25
2020-04-06,0.5063
2020-04-07,-0.9824
2020-04-08,-1.2847
2020-04-09,3.0795
2020-04-13,0.0
2020-04-14,1.35
2020-04-15,2.368
2020-04-16,-1.2048
2020-04-17,-1.2195
2020-04-20,-3.8395
2020-04-21,10.2708
2020-04-22,-0.3375
2020-04-23,5.5346
2020-04-24,0.7332
2020-04-27,10.989
2020-04-28,4.9505
2020-04-29,5.6604
2020-04-30,5.3571
2020-05-01,22.0339
2020-05-04,-11.8056
2020-05-05,-7.0866
2020-05-06,0.0
2020-05-07,4.2373
2020-05-08,-4.878
2020-05-11,0.0
2020-05-12,-2.8889
2020-05-13,-8.8189
2020-05-14,0.3861
2020-05-15,-0.9615
2020-05-18,0.0
2020-05-19,2.9126
2020-05-20,-2.8302
2020-05-21,1.9417
2020-05-22,-8.0571
2020-05-26,-2.5274
2020-05-27,1.169
2020-05-28,29.2017
2020-05-29,-6.5041
2020-06-01,-6.087
2020-06-02,22.2222
2020-06-03,0.0
2020-06-04,-6.0682
2020-06-05,-5.6295
2020-06-08,10.247
2020-06-09,-0.7752
2020-06-10,-7.0313
2020-06-11,7.563
2020-06-12,-1.5625
2020-06-15,-0.7937
2020-06-16,13.6
2020-06-17,-7.0423
2020-06-18,-1.5152
2020-06-19,-3.0769
2020-06-22,-0.7937
2020-06-23,0.8
2020-06-24,-0.7937
2020-06-25,-1.6
2020-06-26,-4.878
2020-06-29,5.1282
2020-06-30,6.5041
2020-07-01,-4.5802
2020-07-02,8.8
2020-07-06,-1.9191
2020-07-07,-4.7905
2020-07-08,3.9370000000000003
2020-07-09,-1.5152
2020-07-10,6.1538
2020-07-13,-2.8986
2020-07-14,-0.7463
2020-07-15,10.526299999999999
2020-07-16,7.483
2020-07-17,-5.0633
2020-07-20,-2.6667
2020-07-21,-2.0548
2020-07-22,-3.4965
2020-07-23,-0.7246
2020-07-24,-3.6496
2020-07-27,4.5455
2020-07-28,-2.1739
2020-07-29,-2.963
2020-07-30,-3.8167999999999997
2020-07-31,-2.3810000000000002
