ticker,PVDG US Equity
2018-07-26,0.0
2018-07-27,-0.7143
2018-07-30,0.0
2018-08-01,29.4964
2018-08-03,1.8519
2018-08-06,9.0909
2018-08-07,6.6667
2018-08-08,3.125
2018-08-13,-1.5152
2018-08-14,-1.5385
2018-08-15,3.125
2018-08-16,-1.5152
2018-08-22,1.5385
2018-08-24,-3.0303
2018-08-27,0.0
2018-09-04,3.125
2018-09-07,0.0
2018-09-18,0.0
2018-09-24,0.0
2018-09-28,-3.0303
2018-10-02,3.125
2018-10-08,-15.1515
2018-10-15,-21.4286
2018-10-24,-26.8182
2018-10-25,-6.8323
2019-01-28,-46.6667
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,-11.25
2019-02-06,-1.4085
2019-02-13,-25.7143
2019-02-15,-19.2308
2019-02-19,-34.5238
2019-02-21,0.0
2019-02-25,16.3636
2019-02-27,-34.375
2019-02-28,-4.7619
2019-03-01,0.0
2019-03-04,25.0
2019-03-05,40.0
2019-03-06,-28.5714
2019-03-07,-8.0
2019-03-08,-13.0435
2019-03-11,-15.0
2019-03-12,-17.647100000000002
2019-03-13,-14.2857
2019-03-14,25.0
2019-03-15,-13.3333
2019-03-18,7.6923
2019-03-19,17.8571
2019-03-20,-3.6364
2019-03-21,113.8365
2019-03-22,-32.3529
2019-03-25,0.0
2019-03-26,-4.1304
2019-03-27,6.1224
2019-03-28,-23.0769
2019-03-29,-25.0
2019-04-01,14.8148
2019-04-02,-19.3548
2019-04-03,-32.0
2019-04-04,-9.4118
2019-04-05,1.2987
2019-04-08,105.1282
2019-04-09,-28.75
2019-04-10,-20.1754
2019-04-11,9.8901
2019-04-12,-30.0
2019-04-15,4.2857
2019-04-16,83.5616
2019-04-17,138.806
2019-04-18,-40.9375
2019-04-22,-24.8677
2019-04-23,-35.2113
2019-04-24,111.9565
2019-04-25,-17.9487
2019-04-26,-28.125
2019-04-29,-7.3913
2019-04-30,-16.4319
2019-05-01,16.8539
2019-05-02,-13.9423
2019-05-03,-16.2011
2019-05-06,40.0
2019-05-07,-14.2857
2019-05-08,-6.6667
2019-05-09,33.3333
2019-05-10,6.25
2019-05-13,23.3613
2019-05-14,-15.5313
2019-05-15,-25.8065
2019-05-16,-2.1739
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,22.2222
2019-05-22,-19.0909
2019-05-23,8.9888
2019-05-24,-12.3711
2019-05-28,0.0
2019-05-29,-5.8824
2019-05-30,3.75
2019-05-31,-7.2289
2019-06-03,-9.0909
2019-06-04,-2.8571
2019-06-05,-50.0
2019-06-06,-20.5882
2019-06-07,14.8148
2019-06-10,-19.3548
2019-06-11,-32.0
2019-06-12,17.647100000000002
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,5.0
2019-06-18,-4.7619
2019-06-19,-15.0
2019-06-20,0.0
2019-06-21,5.8824
2019-06-24,0.0
2019-06-25,-27.7778
2019-06-26,-7.6923
2019-06-27,16.6667
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,-21.4286
2019-07-03,18.1818
2019-07-05,53.8462
2019-07-08,-20.0
2019-07-09,0.0
2019-07-10,-18.75
2019-07-11,-16.5385
2019-07-12,38.2488
2019-07-15,-20.0
2019-07-16,320.8333
2019-07-17,-32.6733
2019-07-18,23.5294
2019-07-19,-11.9048
2019-07-22,-32.4324
2019-07-23,-12.0
2019-07-24,4.5455
2019-07-25,-21.7391
2019-07-26,0.0
2019-07-29,-11.1111
2019-07-30,0.0
2019-07-31,-12.5
2019-08-01,-7.1429
2019-08-02,0.0
2019-08-05,-7.6923
2019-08-06,-8.3333
2019-08-07,18.1818
2019-08-08,-7.6923
2019-08-09,-8.3333
2019-08-12,27.2727
2019-08-13,0.0
2019-08-14,-7.1429
2019-08-15,-23.0769
2019-08-16,20.0
2019-08-19,-7.0833
2019-08-20,-1.3453
2019-08-21,4.5455
2019-08-22,4.3478
2019-08-23,-8.3333
2019-08-26,9.0909
2019-08-27,-8.3333
2019-08-28,-9.0909
2019-08-29,0.0
2019-08-30,20.0
2019-09-03,-8.3333
2019-09-04,-9.0909
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,-20.0
2019-09-10,-12.5
2019-09-11,-14.2857
2019-09-12,0.0
2019-09-13,33.3333
2019-09-16,-12.5
2019-09-17,0.0
2019-09-18,14.2857
2019-09-19,-12.5
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,14.2857
2019-09-27,-12.5
2019-09-30,-14.2857
2019-10-01,0.0
2019-10-02,-16.6667
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,20.0
2019-10-11,-16.6667
2019-10-14,-20.0
2019-10-15,25.0
2019-10-16,-20.0
2019-10-17,25.0
2019-10-18,-20.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,-25.0
2019-10-25,33.3333
2019-10-28,-25.0
2019-10-29,0.0
2019-10-30,-3.3333
2019-10-31,3.4483
2019-11-04,0.0
2019-11-05,-33.3333
2019-11-06,50.0
2019-11-07,-33.3333
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,50.0
2019-11-14,-66.6667
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,100.0
2019-11-22,-52.0
2019-11-25,56.25
2019-11-26,-36.0
2019-11-27,108.3333
2019-12-02,-50.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,50.0
2019-12-11,33.3333
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,50.0
2019-12-24,-33.3333
2019-12-26,50.0
2019-12-27,0.0
2019-12-30,-33.3333
2019-12-31,50.0
2020-01-02,0.0
2020-01-03,-33.3333
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,5.0
2020-01-10,-4.7619
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-50.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,100.0
2020-01-27,-50.0
2020-01-29,100.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,-50.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-13,0.0
2020-02-14,100.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-50.0
2020-03-06,100.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-12,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,0.0
2020-03-25,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-14,0.0
2020-04-15,-50.0
2020-04-16,0.0
2020-04-17,100.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-05-06,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-19,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,100.0
2020-06-01,0.0
2020-06-02,-25.0
2020-06-03,66.6667
2020-06-04,-60.0
2020-06-05,450.0
2020-06-08,0.0
2020-06-09,54.5455
2020-06-10,0.0
2020-06-11,-23.5294
2020-06-12,-23.0769
2020-06-15,-40.0
2020-06-16,33.3333
2020-06-17,0.0
2020-06-18,-6.25
2020-06-19,-20.0
2020-06-22,-16.6667
2020-06-23,0.0
2020-06-24,30.0
2020-06-25,-7.6923
2020-06-26,83.3333
2020-06-29,45.4545
2020-06-30,-12.5
2020-07-01,7.1429
2020-07-02,-6.6667
2020-07-06,28.5714
2020-07-07,-11.1111
2020-07-08,25.0
2020-07-09,-10.0
2020-07-10,-5.5556
2020-07-13,-23.5294
2020-07-14,-7.6923
2020-07-15,-33.3333
2020-07-16,62.5
2020-07-17,-15.3846
2020-07-20,-13.6364
2020-07-21,21.0526
2020-07-22,-13.0435
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,30.0
2020-07-28,-23.0769
2020-07-29,0.0
2020-07-30,-15.0
2020-07-31,-5.8824
