ticker,NHLG US Equity
2006-05-25,0.0
2006-05-31,0.0
2006-06-01,0.0
2006-06-06,0.0
2006-06-09,0.0
2006-06-12,0.0
2006-06-14,0.0
2006-06-16,0.0
2006-06-20,0.0
2006-06-27,0.0
2006-06-30,0.0
2006-07-06,-50.0
2006-07-07,0.0
2006-07-10,0.0
2006-07-12,0.0
2006-07-14,0.0
2006-07-17,0.0
2006-07-19,0.0
2006-07-25,0.0
2006-07-31,0.0
2006-08-03,100.0
2006-08-04,-45.0
2006-08-07,0.0
2006-08-09,-9.0909
2006-08-11,160.0
2006-08-14,7.6923
2006-08-18,10.7143
2006-08-21,3.2258
2006-08-22,-12.5
2006-08-23,-17.8571
2006-08-24,0.0
2006-08-25,4.3478
2006-08-28,-8.3333
2006-08-29,0.0
2006-08-30,9.0909
2006-08-31,0.0
2006-09-01,0.0
2006-09-05,0.0
2006-09-06,-16.6667
2006-09-07,15.0
2006-09-08,-4.3478
2006-09-11,0.0
2006-09-12,-4.5455
2006-09-13,0.0
2006-09-14,-4.7619
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,-50.0
2006-09-20,50.0
2006-09-21,-33.3333
2006-09-22,0.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,-50.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,80.0
2006-10-03,11.1111
2006-10-04,-20.0
2006-10-05,25.0
2006-10-06,0.0
2006-10-09,0.0
2006-10-11,-40.0
2006-10-12,66.6667
2006-10-13,0.0
2006-10-16,10.0
2006-10-17,-63.6364
2006-10-18,50.0
2006-10-20,66.6667
2006-10-25,-20.0
2006-10-27,-25.0
2006-10-30,66.6667
2006-10-31,0.0
2006-11-02,-40.0
2006-11-03,-16.6667
2006-11-06,20.0
2006-11-08,-16.6667
2006-11-09,0.0
2006-11-13,0.0
2006-11-14,0.0
2006-11-15,-20.0
2006-11-16,25.0
2006-11-17,-10.0
2006-11-20,33.3333
2006-11-21,-33.3333
2006-11-22,0.0
2006-11-24,0.0
2006-11-27,0.0
2006-11-29,0.0
2006-12-01,0.0
2006-12-05,0.0
2006-12-08,3.125
2006-12-11,0.0
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,-75.7576
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,12.5
2006-12-20,0.0
2006-12-22,-11.1111
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-04,0.0
2007-01-11,-12.5
2007-01-12,0.0
2007-01-25,14.2857
2007-03-01,-87.5
2007-03-07,0.0
2007-03-23,7900.0
2007-03-26,-98.75
2007-03-27,0.0
2007-04-12,0.0
2007-04-26,0.0
2007-05-02,0.0
2007-05-16,0.0
2007-07-17,0.0
2007-12-10,0.0
2007-12-17,0.0
2008-04-03,0.0
2009-04-13,0.0
2009-12-18,0.0
2009-12-29,0.0
2011-01-10,0.0
2011-03-03,0.0
2011-09-22,0.0
2011-11-04,0.0
2011-12-22,0.0
2012-07-13,600.0
2012-09-12,0.0
2012-12-14,0.0
2015-10-19,14.2857
2017-03-30,-87.5
2017-06-15,-99.2
2017-06-30,9900.0
2017-07-31,-99.0
2017-12-26,900.0
2018-01-10,-90.0
2018-05-29,0.0
2019-03-19,9900.0
2019-04-29,-99.0
2019-05-07,9900.0
2019-05-14,-99.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-08-15,-90.0
2019-09-17,0.0
2019-10-14,0.0
2019-12-23,99900.0003
2020-01-07,-99.0
2020-03-30,900.0
2020-05-04,-99.0
2020-06-22,309900.0008
2020-06-23,-51.6129
2020-06-24,0.0
2020-06-25,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-02,6.6667
2020-07-22,6.25
2020-07-31,23.5294
