ticker,CTXIF US Equity
2010-04-05,1.3072
2010-04-06,-1.2903
2010-04-07,1.3072
2010-04-08,6.4516
2010-04-09,0.0
2010-04-12,1.2121
2010-04-13,6.5868
2010-04-14,1.6854
2010-04-15,4.4199
2010-04-16,-2.6455
2010-04-19,0.5435
2010-04-20,2.1622
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,-2.6455
2010-04-29,-2.1739
2010-04-30,0.0
2010-05-03,0.0
2010-05-04,-11.1111
2010-05-05,3.125
2010-05-06,-6.0606
2010-05-07,-6.4516
2010-05-10,10.3448
2010-05-11,0.0
2010-05-12,-3.125
2010-05-13,3.2258
2010-05-14,3.125
2010-05-17,-15.1515
2010-05-18,0.0
2010-05-19,-3.5714
2010-05-20,-15.5556
2010-05-21,5.2632
2010-05-24,8.3333
2010-05-25,-9.2308
2010-05-26,15.2542
2010-05-27,-0.7353
2010-05-28,-1.4815
2010-06-01,5.2632
2010-06-02,-3.5714
2010-06-03,-0.7407
2010-06-04,-0.7463
2010-06-07,0.7519
2010-06-08,0.7463
2010-06-09,16.2963
2010-06-10,0.0
2010-06-11,0.6369
2010-06-14,-4.4304
2010-06-15,0.6623
2010-06-16,-1.3158
2010-06-17,0.0
2010-06-18,-4.0
2010-06-21,-3.4722
2010-06-22,-6.4748
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,-6.9231
2010-06-29,-17.3554
2010-06-30,20.0
2010-07-01,-1.6667
2010-07-02,0.0
2010-07-06,-2.5423999999999998
2010-07-07,-8.6957
2010-07-08,-1.9048
2010-07-09,-3.8834999999999997
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,-4.0404
2010-07-15,5.2632
2010-07-16,-0.5
2010-07-19,-4.5226
2010-07-20,1.0526
2010-07-21,0.0
2010-07-22,-6.25
2010-07-23,-8.7778
2010-07-26,4.7655
2010-07-27,4.636
2010-07-28,6.6667
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,4.1667
2010-08-06,2.0
2010-08-09,2.9412000000000003
2010-08-10,9.5238
2010-08-11,8.6957
2010-08-12,-4.0
2010-08-13,33.3333
2010-08-16,-6.25
2010-08-17,-0.6667
2010-08-18,-26.1745
2010-08-19,9.0909
2010-08-20,-2.5
2010-08-23,2.5641
2010-08-24,-5.0
2010-08-25,-1.7544
2010-08-26,-4.4643
2010-08-27,2.8037
2010-08-30,3.6364
2010-08-31,14.0351
2010-09-01,11.538499999999999
2010-09-02,-3.4483
2010-09-03,6.4286
2010-09-07,-0.6711
2010-09-08,9.4595
2010-09-09,-1.2346
2010-09-10,2.5
2010-09-13,-2.439
2010-09-14,-1.25
2010-09-15,-1.8987
2010-09-16,-3.2258
2010-09-17,1.3333
2010-09-20,1.9737
2010-09-21,-3.2258
2010-09-22,3.0
2010-09-23,-2.9126
2010-09-24,2.0
2010-09-27,0.6536
2010-09-28,0.6494
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,-0.6452
2010-10-04,-0.6494
2010-10-05,1.3072
2010-10-06,-3.2258
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,-0.6667
2010-10-12,0.0
2010-10-13,-0.6711
2010-10-14,1.3514
2010-10-15,-0.6667
2010-10-18,0.0
2010-10-19,0.6711
2010-10-20,-6.6667
2010-10-21,5.0
2010-10-22,1.3605
2010-10-25,-1.3423
2010-10-26,-4.7619
2010-10-27,-3.5714
2010-10-28,1.4815
2010-10-29,-5.1095
2010-11-01,-3.8462
2010-11-02,12.0
2010-11-03,-7.1429
2010-11-04,6.9231
2010-11-05,4.3165
2010-11-08,3.4483
2010-11-09,-2.6667
2010-11-10,0.6849
2010-11-11,-3.4013999999999998
2010-11-12,0.0
2010-11-15,2.1127
2010-11-16,-6.8966
2010-11-17,-1.4815
2010-11-18,3.7594
2010-11-19,7.2464
2010-11-22,0.6757
2010-11-23,0.6711
2010-11-24,1.3333
2010-11-26,0.0
2010-11-29,-1.9737
2010-11-30,0.6711
2010-12-01,0.0
2010-12-02,-0.6667
2010-12-03,-1.3423
2010-12-06,3.4013999999999998
2010-12-07,-7.8947
2010-12-08,3.5714
2010-12-09,0.6897
2010-12-10,0.6849
2010-12-13,-1.3605
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,-3.4483
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,3.5714
2010-12-28,-3.4483
2010-12-29,0.0
2010-12-30,2.8571
2010-12-31,-2.7778
2011-01-03,4.2857
2011-01-04,0.6849
2011-01-05,0.6803
2011-01-06,0.0
2011-01-07,1.3514
2011-01-10,2.6667
2011-01-11,2.5974
2011-01-12,-2.5316
2011-01-13,-6.4935
2011-01-14,-0.6944
2011-01-18,-2.0979
2011-01-19,-2.8571
2011-01-20,2.2059
2011-01-21,-2.1583
2011-01-24,-8.0882
2011-01-25,0.8
2011-01-26,1.5873
2011-01-27,1.5625
2011-01-28,-3.0769
2011-01-31,1.5873
2011-02-01,-2.3438
2011-02-02,0.0
2011-02-03,-12.0
2011-02-04,0.9091
2011-02-07,-0.9009
2011-02-08,4.5455
2011-02-09,0.0
2011-02-10,4.3478
2011-02-14,-8.3333
2011-02-15,0.0
2011-02-16,1.8182
2011-02-17,-1.7856999999999998
2011-02-18,-4.5455
2011-02-22,3.8095
2011-02-23,0.9174
2011-02-25,-4.5455
2011-02-28,9.5238
2011-03-01,-8.6957
2011-03-02,-0.9524
2011-03-03,0.9615
2011-03-04,-9.5119
2011-03-07,5.2493
2011-03-08,-4.9875
2011-03-09,9.4593
2011-03-11,-3.8462
2011-03-14,-1.0
2011-03-15,-4.0404
2011-03-16,5.2632
2011-03-17,-5.0
2011-03-18,-3.1579
2011-03-21,8.6957
2011-03-22,-5.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,-5.2632
2011-03-29,0.0
2011-03-31,84.127
2011-04-04,-35.5172
2011-04-05,-13.1016
2011-04-06,-7.6923
2011-04-07,11.6667
2011-04-08,0.0
2011-04-11,-17.9104
2011-04-12,12.7273
2011-04-13,0.0
2011-04-18,-3.2258
2011-04-19,0.0
2011-04-21,16.3333
2011-04-25,10.8883
2011-04-26,-6.9767
2011-04-28,-5.5556
2011-04-29,-1.4706000000000001
2011-05-02,4.4776
2011-05-05,-2.8571
2011-05-06,-4.4118
2011-05-09,0.0
2011-05-10,0.0
2011-05-11,-1.5385
2011-05-12,0.0
2011-05-19,-7.1875
2011-05-20,1.0101
2011-05-24,-0.3333
2011-05-25,0.0
2011-05-26,0.0
2011-05-27,0.3344
2011-06-01,-3.3333
2011-06-02,0.0
2011-06-03,-5.1724
2011-06-06,-14.5455
2011-06-07,6.383
2011-06-08,-6.0
2011-06-09,2.1277
2011-06-10,-2.0833
2011-06-14,27.234
2011-06-15,-16.388
2011-06-20,-2.4
2011-06-21,-5.7377
2011-06-23,-1.3043
2011-06-27,0.0
2011-06-28,-3.0837
2011-06-29,-0.4545
2011-06-30,2.7397
2011-07-01,-0.4444
2011-07-05,0.0
2011-07-06,-1.7856999999999998
2011-07-08,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,4.5455
2011-07-18,-2.1739
2011-07-19,2.2222
2011-07-20,8.6957
2011-07-21,0.0
2011-07-25,-10.0
2011-07-28,4.4444
2011-07-29,2.1277
2011-08-03,0.0
2011-08-08,-4.1667
2011-08-15,-2.6087
2011-08-16,2.6786
2011-08-19,-13.0435
2011-08-22,0.0
2011-08-23,2.5
2011-08-24,-2.439
2011-08-25,-2.5
2011-08-26,-2.5641
2011-08-29,25.2632
2011-08-30,9.2437
2011-08-31,-1.1538
2011-09-19,-12.4514
2011-09-21,-11.1111
2011-09-22,-2.5
2011-09-26,32.3077
2011-09-30,-10.8527
2011-10-03,-13.0435
2011-10-04,0.0
2011-10-10,15.0
2011-10-13,-17.3913
2011-10-14,-12.6316
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-11-11,0.6024
2011-11-14,13.7725
2011-11-15,0.0
2011-11-21,-8.9474
2011-11-22,0.0
2011-11-28,26.5896
2011-12-05,-28.7671
2011-12-06,39.7436
2011-12-13,0.0
2011-12-16,-22.0183
2011-12-29,-5.8824
2011-12-30,0.0
2012-01-03,35.625
2012-01-19,-7.8341
2012-01-23,0.0
2012-01-24,-19.5
2012-02-02,2.4845
2012-02-08,0.0
2012-02-13,0.0
2012-02-17,21.2121
2012-02-22,-17.5
2012-02-23,0.0
2012-02-27,-3.0303
2012-03-05,0.0
2012-03-09,0.0
2012-03-15,3.125
2012-03-19,0.6061
2012-03-23,0.0
2012-03-28,-3.012
2012-03-29,17.3913
2012-04-09,-12.1693
2012-04-12,0.0
2012-04-13,-3.6145
2012-04-16,0.0
2012-04-19,-25.0
2012-04-20,12.5
2012-04-23,0.0
2012-04-25,0.0
2012-04-26,-11.1111
2012-04-27,0.0
2012-04-30,23.3333
2012-05-07,-22.2973
2012-05-16,4.3478
2012-05-22,0.8333
2012-05-29,0.0
2012-06-14,0.0
2012-06-15,-3.3058
2012-06-19,-5.9829
2012-06-20,-8.1818
2012-06-27,0.0
2012-06-29,26.7327
2012-07-10,-60.1563
2012-07-12,0.0
2012-07-17,0.0
2012-07-26,145.098
2012-08-17,-84.4
2012-08-20,515.3846
2012-10-10,-91.6667
2012-10-11,120.0
2012-10-12,0.0
2012-10-15,131.8182
2012-11-05,-70.5882
2012-11-16,-93.3333
2012-11-26,5000.0
2012-11-30,-1.9607999999999999
2012-12-04,-97.4
2012-12-05,53.8462
2012-12-06,0.0
2012-12-12,2300.0
2012-12-14,-95.625
2012-12-20,-4.7619
2012-12-21,1150.0
2012-12-24,-91.6
2012-12-28,1090.4762
2012-12-31,0.0
2013-01-02,0.0
2013-01-16,0.0
2013-02-08,-91.6
2013-02-28,-4.7619
2013-05-02,-75.0
2013-05-16,-40.0
2013-05-20,16.6667
2013-05-23,0.0
2013-06-18,0.0
2013-06-26,0.0
2013-07-30,0.0
2013-08-07,0.0
2013-08-23,1042.8571
2013-09-03,0.0
2013-09-12,-96.25
2013-09-26,33.3333
2013-10-03,0.0
2013-10-09,0.0
2013-11-13,0.0
2013-11-15,0.0
2013-11-19,0.0
2013-12-05,50.0
2013-12-16,0.0
2013-12-18,666.6667
2013-12-23,-86.9565
2013-12-27,0.0
2013-12-31,0.0
2014-02-04,0.0
2014-02-05,0.0
2014-04-01,0.0
2014-04-22,0.0
2014-05-14,0.0
2014-11-03,4.1667
2014-11-18,0.0
2014-11-20,0.0
2014-11-25,796.0
2014-12-12,0.0
2014-12-17,0.0
2014-12-22,0.0
2014-12-26,0.0
2014-12-31,0.0
2015-01-02,0.0
2015-01-05,0.0
2015-01-07,0.0
2015-01-13,0.0
2015-01-14,-28.5714
2015-01-15,0.0
2015-01-26,0.0
2015-03-18,0.0
2015-03-24,0.0
2015-05-01,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-24,0.0
2015-07-20,-99.0625
2015-08-18,5333.3333
2015-09-08,7.9755
2015-09-16,-97.1591
2015-09-21,0.0
2015-10-28,20.0
2015-12-04,2666.6667
2016-01-20,383.1325
2016-03-07,-99.3766
2016-03-17,1500.0
2016-03-23,1900.0
2016-04-08,-99.375
2016-05-05,1500.0
2016-05-19,0.0
2016-06-16,0.0
2016-07-14,0.0
2016-09-21,0.0
2016-09-26,-48.75
2016-09-29,18.2927
2016-11-22,-15.4639
2016-11-30,0.0
2017-02-23,96.3415
2017-04-18,-80.1242
2017-07-26,-95.0
2017-11-06,0.0
2018-07-18,0.0
2019-05-23,-99.0
2019-07-29,0.0
