ticker,DLMI US Equity
2007-12-07,0.0
2007-12-10,0.0
2008-01-08,-14.2857
2008-02-20,-16.6667
2008-03-04,0.0
2008-03-12,0.0
2008-03-31,0.0
2008-04-03,0.0
2008-04-18,0.0
2008-05-19,0.0
2008-05-23,0.0
2008-07-15,0.0
2008-07-16,0.0
2008-07-24,0.0
2008-08-07,0.0
2008-08-14,0.0
2008-09-23,-20.0
2008-10-16,0.0
2008-10-29,-25.0
2008-11-03,-33.3333
2008-11-06,-50.0
2008-11-13,0.0
2008-11-14,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-04,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-16,0.0
2008-12-18,0.0
2008-12-26,-25.0
2009-01-06,286.6667
2009-01-09,20.6897
2009-01-14,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-20,17.1429
2009-01-21,21.9512
2009-01-22,-40.0
2009-01-23,-50.0
2009-01-26,100.0
2009-01-27,0.0
2009-01-28,-8.3333
2009-02-02,-20.0
2009-02-05,-31.8182
2009-02-06,-33.3333
2009-02-10,0.0
2009-02-11,130.0
2009-02-12,-56.5217
2009-02-25,-20.0
2009-03-10,12.5
2009-03-11,222.2222
2009-03-23,-65.5172
2009-03-27,0.0
2009-04-01,10.0
2009-04-14,9.0909
2009-04-15,0.0
2009-04-28,-66.6667
2009-05-08,0.0
2009-05-18,0.0
2009-06-05,-75.0
2009-07-23,250.0
2009-08-17,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-11-30,14.2857
2009-12-01,25.0
2009-12-08,-20.0
2009-12-10,-75.0
2009-12-23,-37.5
2010-01-04,60.0
2010-03-01,12.5
2010-03-25,5.5556
2010-04-29,-5.2632
2010-05-05,5.5556
2010-06-25,0.0
2010-08-30,0.0
2010-09-17,163.1579
2010-12-01,-68.0
2010-12-07,0.0
2011-01-10,268.75
2011-01-11,5.0847
2011-01-12,0.0
2011-01-13,235.4839
2011-01-14,-53.8462
2011-01-18,183.3333
2011-01-20,-48.1618
2011-01-21,0.0
2011-01-25,-31.9149
2011-01-27,33.3333
2011-02-09,-25.0
2011-02-10,19.7917
2011-02-14,-16.5217
2011-02-16,0.0
2011-02-17,19.7917
2011-02-24,-16.5217
2011-03-09,0.0
2011-03-22,0.0
2011-03-30,-31.25
2011-04-05,-6.0606
2011-04-12,0.0
2011-04-27,29.0323
2011-05-10,-22.5
2011-06-02,0.0
2011-06-07,0.0
2011-06-16,-17.7419
2011-06-27,0.0
2011-08-23,-5.8824
2011-08-24,-66.6667
2011-09-07,12.5
2011-09-15,-44.4444
2011-09-16,30.0
2011-12-07,0.0
2011-12-30,0.0
2012-02-03,0.0
2012-02-23,0.0
2012-03-12,0.0
2012-03-13,269.2308
2012-03-26,-62.5
2012-04-30,5.5556
2012-05-02,0.0
2012-09-12,0.0
2012-11-15,26.3158
2013-01-15,108.3333
2013-01-16,0.0
2013-01-30,54.0
2013-03-11,-35.0649
2013-03-19,0.0
2013-04-25,-68.0
2013-05-21,637.5
2013-06-06,-86.4407
2013-07-30,12.5
2013-08-21,5.5556
2013-10-01,0.0
2013-10-30,0.0
2013-12-04,0.0
2014-01-23,0.0
2014-02-06,0.0
2014-03-13,10.526299999999999
2014-07-08,204.7619
2014-07-15,25.0
2014-07-17,-40.0
2014-07-18,-33.3333
2014-07-29,168.75
2014-07-31,0.0
2014-08-11,0.0
2014-09-30,-6.9767
2014-10-23,37.5
2014-10-28,-41.8182
2014-10-29,0.0
2014-10-30,25.0
2014-11-03,40.0
2014-11-04,0.0
2014-11-05,-35.7143
2014-11-06,100.0
2014-11-07,11.1111
2014-11-13,-10.0
2014-11-21,-20.8333
2014-11-25,-15.7895
2014-11-26,-25.0
2014-11-28,33.3333
2014-12-01,25.0
2014-12-02,-33.3333
2014-12-05,30.0
2014-12-10,-23.0769
2014-12-11,30.0
2014-12-16,-30.7692
2015-01-06,-19.4444
2015-01-27,62.069
2015-02-04,-46.8085
2015-02-06,6.0
2015-04-02,-9.434
2015-05-13,0.0
2015-06-15,-10.4167
2015-06-16,11.6279
2015-06-25,0.0
2015-08-04,0.0
2015-09-08,-10.4167
2015-12-07,11.6279
2015-12-14,-10.4167
2016-04-19,-25.5814
2016-05-04,-18.75
2016-05-05,0.0
2016-05-12,0.0
2016-07-29,0.0
2016-08-31,0.0
2016-10-21,0.0
2016-11-02,0.0
2016-11-23,80.9955
2017-02-08,-99.6
2017-05-30,37400.0
2017-09-12,-33.3333
2017-10-18,-31.0
2018-01-26,117.3913
2018-03-05,0.0
2018-03-23,-2.0
2018-04-05,2.0408
2018-04-06,-20.0
2018-06-27,-41.6667
2018-08-20,100.0
2018-08-21,-91.4286
2018-09-18,1066.6667
2018-09-26,261.4286
2018-09-27,-5.1383
2018-09-28,-18.5417
2018-10-01,19.6931
2018-10-02,6.8376
2018-10-04,-19.6
2018-10-09,-40.2985
2018-10-10,0.0
2018-10-12,0.0
2018-10-16,-8.3333
2018-10-18,0.0
2018-10-19,63.6364
2018-10-26,-36.1111
2018-11-06,5.2174
2018-11-15,36.3636
2018-11-19,-15.1515
2018-11-20,-17.8571
2018-11-28,0.0
2018-12-10,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,-21.7391
2018-12-21,-10.9444
2018-12-26,-3.9301
2019-02-05,0.0
2019-02-15,0.0
2019-03-06,0.0
2019-05-07,62.3377
2019-05-08,-20.0
2019-05-10,-23.0
2019-05-28,-32.4675
2019-06-11,94.2308
2019-08-14,18.8119
2019-08-15,-19.1667
2019-08-19,49.4845
2019-08-21,-28.2759
2019-08-22,-2.8846
2019-08-23,0.0
2019-08-27,0.0
2019-08-29,0.0
2019-09-03,0.0
2019-09-04,3.2673
2019-09-12,-6.999
2019-09-26,0.0
2019-10-01,0.0
2019-10-09,0.0
2019-10-10,8.2474
2019-11-05,-3.8095
2020-04-15,-20.7921
2020-04-29,-31.25
