ticker,LOGC US Equity
2019-03-13,-0.9009
2019-03-14,1.6162
2019-03-15,1.3917
2019-03-18,-0.9804
2019-03-19,0.0
2019-03-20,-2.3762
2019-03-21,-1.6227
2019-03-22,-0.6186
2019-03-25,1.2448
2019-03-26,0.4098
2019-03-27,-1.2245
2019-03-28,6.095
2019-03-29,-3.7975
2019-04-01,-1.1134
2019-04-02,3.3777
2019-04-03,-0.8911
2019-04-04,0.999
2019-04-05,3.363
2019-04-08,-1.8182
2019-04-09,0.0975
2019-04-10,7.5949
2019-04-11,-5.7919
2019-04-12,2.3055
2019-04-15,1.4085
2019-04-16,22.685200000000002
2019-04-17,-5.2075
2019-04-18,-3.2643
2019-04-22,1.1522999999999999
2019-04-23,-0.6103
2019-04-24,4.0524000000000004
2019-04-25,5.7435
2019-04-26,2.2321
2019-04-29,9.1703
2019-04-30,-9.2667
2019-05-01,2.1308
2019-05-02,-0.6475
2019-05-03,5.7929
2019-05-06,-2.601
2019-05-07,-0.8433
2019-05-08,-4.6067
2019-05-09,2.1545
2019-05-10,1.0909
2019-05-13,1.8705
2019-05-14,-0.9887
2019-05-15,3.709
2019-05-16,1.4443
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,2.1017
2019-05-22,-0.1992
2019-05-23,-1.4637
2019-05-24,9.4531
2019-05-28,5.3671
2019-05-29,-9.6019
2019-05-30,2.7202
2019-05-31,-4.3506
2019-06-03,-9.6243
2019-06-04,-6.4187
2019-06-05,-3.2736
2019-06-06,-2.1757
2019-06-07,-1.1532
2019-06-10,2.3333
2019-06-11,1.7915
2019-06-12,14.56
2019-06-13,2.6536
2019-06-14,0.8844
2019-06-17,-6.0688
2019-06-18,7.5377
2019-06-19,-0.534
2019-06-20,-1.2081
2019-06-21,3.8723
2019-06-24,-14.5847
2019-06-25,-9.0352
2019-06-26,3.5354
2019-06-27,0.813
2019-06-28,4.8387
2019-07-01,-1.9231
2019-07-02,-7.451
2019-07-03,-4.0678
2019-07-05,-1.0601
2019-07-08,-1.6964000000000001
2019-07-09,2.4523
2019-07-10,10.0177
2019-07-11,3.3038
2019-07-12,-7.4103
2019-07-15,6.5712
2019-07-16,2.4506
2019-07-17,3.858
2019-07-18,-2.1545
2019-07-19,-3.5686999999999998
2019-07-22,2.5984
2019-07-23,-1.0744
2019-07-24,-1.474
2019-07-25,-0.4724
2019-07-26,-0.0791
2019-07-29,0.0792
2019-07-30,-0.2373
2019-07-31,-0.8723
2019-08-01,-6.8
2019-08-02,11.073
2019-08-05,-21.0201
2019-08-06,3.7182
2019-08-07,0.9434
2019-08-08,-2.6168
2019-08-09,-5.4702
2019-08-12,-10.6599
2019-08-13,7.9545
2019-08-14,-15.6842
2019-08-15,2.4969
2019-08-16,-1.7052
2019-08-19,-2.3544
2019-08-20,-0.2538
2019-08-21,1.3995
2019-08-22,-2.6349
2019-08-23,-10.1804
2019-08-26,2.0086
2019-08-27,1.9691
2019-08-28,2.069
2019-08-29,29.4595
2019-08-30,4.3841
2019-09-03,8.1
2019-09-04,-3.0527
2019-09-05,4.771
2019-09-06,2.8233
2019-09-09,-2.0372
2019-09-10,0.8137
2019-09-11,4.843
2019-09-12,-2.9939999999999998
2019-09-13,3.0864
2019-09-16,-0.7699
2019-09-17,-12.2414
2019-09-18,0.7859
2019-09-19,-0.6823
2019-09-20,4.7105
2019-09-23,-6.5604
2019-09-24,-0.1003
2019-09-25,-1.1044
2019-09-26,-5.2792
2019-09-27,1.8221
2019-09-30,13.7895
2019-10-01,1.8500999999999999
2019-10-02,-3.2698
2019-10-03,-4.8826
2019-10-04,-0.2962
2019-10-07,0.9901
2019-10-08,-1.2745
2019-10-09,-0.7944
2019-10-10,0.4004
2019-10-11,1.4955
2019-10-14,-1.0806
2019-10-15,0.4965
2019-10-16,1.8775
2019-10-17,-2.1339
2019-10-18,0.4955
2019-10-21,2.2682
2019-10-22,-3.568
2019-10-23,1.7
2019-10-24,-1.1799
2019-10-25,-0.796
2019-10-28,-0.3009
2019-10-29,0.6036
2019-10-30,0.0
2019-10-31,-0.5
2019-11-01,0.603
2019-11-04,0.6993
2019-11-05,-0.0992
2019-11-06,-1.5889
2019-11-07,-0.4036
2019-11-08,-5.0659
2019-11-11,2.5614
2019-11-12,-0.6243
2019-11-13,-1.0471
2019-11-14,-1.164
2019-11-15,-0.9636
2019-11-18,-1.5135
2019-11-19,-2.1954
2019-11-20,0.1122
2019-11-21,-0.4484
2019-11-22,-1.464
2019-11-25,-3.4286
2019-11-26,-3.432
2019-11-27,0.4902
2019-11-29,-1.9512
2019-12-02,-2.7363
2019-12-03,-0.7673
2019-12-04,-1.0309
2019-12-05,-1.0417
2019-12-06,0.7895
2019-12-09,0.1305
2019-12-10,6.8449
2019-12-11,0.061
2019-12-12,-2.8049
2019-12-13,-4.0151
2019-12-16,3.7255000000000003
2019-12-17,-1.7013
2019-12-18,-0.3846
2019-12-19,-0.3861
2019-12-20,-0.5168
2019-12-23,-0.7792
2019-12-24,-0.5236
2019-12-26,-7.7632
2019-12-27,1.1412
2019-12-30,1.8336000000000001
2019-12-31,-0.277
2020-01-02,4.0278
2020-01-03,-1.4686
2020-01-06,3.3875
2020-01-07,-3.0144
2020-01-08,-7.1622
2020-01-09,2.7656
2020-01-10,0.9915
2020-01-13,3.5063
2020-01-14,-1.2195
2020-01-15,1.6461000000000001
2020-01-16,1.4845
2020-01-17,2.5266
2020-01-21,0.6485
2020-01-22,-1.5464
2020-01-23,13.3508
2020-01-24,0.1155
2020-01-27,8.1892
2020-01-28,0.7463
2020-01-29,4.8677
2020-01-30,0.7064
2020-01-31,-1.1022
2020-02-03,1.5198
2020-02-04,3.3932
2020-02-05,2.7992
2020-02-06,-0.0939
2020-02-07,3.3835
2020-02-10,-5.0
2020-02-11,-31.9617
2020-02-12,14.6273
2020-02-13,-3.8037
2020-02-14,2.1684
2020-02-18,9.3633
2020-02-19,10.8447
2020-02-20,-0.8239
2020-02-21,-9.242
2020-02-24,-2.6316
2020-02-25,-2.9377
2020-02-26,10.8959
2020-02-27,-12.1179
2020-02-28,-0.1242
2020-03-02,14.4279
2020-03-03,1.8477999999999999
2020-03-04,-0.1067
2020-03-05,-4.3803
2020-03-06,-2.1229
2020-03-09,-13.6986
2020-03-10,-1.3228
2020-03-11,-5.63
2020-03-12,-40.0568
2020-03-13,9.0047
2020-03-16,-11.7391
2020-03-17,31.5271
2020-03-18,1.3109
2020-03-19,9.6118
2020-03-20,-10.2867
2020-03-23,-9.0226
2020-03-24,5.9917
2020-03-25,4.0936
2020-03-26,9.5506
2020-03-27,-10.2564
2020-03-30,6.4762
2020-03-31,-11.6279
2020-04-01,-10.9312
2020-04-02,-3.4091
2020-04-03,6.1176
2020-04-06,4.2129
2020-04-07,-2.3404
2020-04-08,0.0
2020-04-09,13.0719
2020-04-13,2.8902
2020-04-14,10.1124
2020-04-15,-12.2449
2020-04-16,-1.938
2020-04-17,8.6957
2020-04-20,4.5455
2020-04-21,1.7391
2020-04-22,-4.7863
2020-04-23,0.3591
2020-04-24,6.0823
2020-04-27,6.0708
2020-04-28,-5.2464
2020-04-29,10.906
2020-04-30,-13.4644
2020-05-01,-11.3636
2020-05-04,9.4675
2020-05-05,1.982
2020-05-06,7.0671
2020-05-07,21.2871
2020-05-08,-0.6803
2020-05-11,-7.1233
2020-05-12,-1.4748999999999999
2020-05-13,-9.1317
2020-05-14,-2.4712
2020-05-15,2.7027
2020-05-18,9.375
2020-05-19,-0.9023
2020-05-20,2.5797
2020-05-21,0.5917
2020-05-22,0.7353
2020-05-26,0.438
2020-05-27,3.1977
2020-05-28,-3.9436999999999998
2020-05-29,0.5865
2020-06-01,5.3936
2020-06-02,2.7663
2020-06-03,2.961
2020-06-04,-4.8366
2020-06-05,3.2967
2020-06-08,10.5053
2020-06-09,1.2034
2020-06-10,-0.7134
2020-06-11,-14.1317
2020-06-12,-0.4184
2020-06-15,2.521
2020-06-16,8.469899999999999
2020-06-17,-5.0378
2020-06-18,1.5915
2020-06-19,3.9164
2020-06-22,4.8995
2020-06-23,-2.8743
2020-06-24,0.4932
2020-06-25,0.2454
2020-06-26,-0.9792
2020-06-29,-0.1236
2020-06-30,4.703
2020-07-01,3.6643
2020-07-02,-5.1311
2020-07-06,-3.4856
2020-07-07,-2.7397
2020-07-08,-2.5608
2020-07-09,-6.3075
2020-07-10,8.4151
2020-07-13,-3.6223
2020-07-14,-1.6107
2020-07-15,2.3192
2020-07-16,12.6667
2020-07-17,7.1006
2020-07-20,0.5525
2020-07-21,-1.978
2020-07-22,0.7848
2020-07-23,-1.3348
2020-07-24,-1.4656
2020-07-27,1.373
2020-07-28,-3.8375
2020-07-29,0.8216
2020-07-30,0.2328
2020-07-31,-8.9431
