ticker,RMBL US Equity
2017-12-21,-1.7176
2017-12-22,2.9126
2017-12-26,-2.0755
2017-12-27,-3.2755
2017-12-28,5.3785
2017-12-29,-1.7957999999999998
2018-01-02,0.8662
2018-01-03,0.1908
2018-01-04,2.2857
2018-01-05,-0.3724
2018-01-08,-0.9346
2018-01-09,-2.8302
2018-01-10,-2.9126
2018-01-11,0.6
2018-01-12,2.9821
2018-01-16,-1.7375
2018-01-17,2.1611
2018-01-18,-3.2692
2018-01-19,0.994
2018-01-22,0.9843
2018-01-23,-0.9747
2018-01-24,-3.5433
2018-01-25,3.0612
2018-01-26,-0.396
2018-01-29,-1.5905
2018-01-30,-3.2323
2018-01-31,-3.9666
2018-02-01,4.3478
2018-02-02,-1.0417
2018-02-05,-2.9474
2018-02-06,4.9892
2018-02-07,-3.9256
2018-02-08,-9.4624
2018-02-09,-4.7506
2018-02-12,-1.4963
2018-02-13,-3.2911
2018-02-14,-2.0942
2018-02-15,6.6845
2018-02-16,-6.015
2018-02-20,5.8667
2018-02-21,7.0529
2018-02-22,-3.5294
2018-02-23,2.9268
2018-02-26,-4.5024
2018-02-27,-2.4814
2018-02-28,7.888
2018-03-01,0.4717
2018-03-02,2.1127
2018-03-05,-1.1494
2018-03-06,-5.814
2018-03-07,4.9383
2018-03-08,3.0588
2018-03-09,-1.3699
2018-03-12,2.5463
2018-03-13,4.2889
2018-03-14,-3.4632
2018-03-15,-1.7936999999999999
2018-03-16,10.7306
2018-03-19,-3.0928
2018-03-20,-4.8915
2018-03-21,-7.3846
2018-03-22,3.1401
2018-03-23,0.0
2018-03-26,-1.6393
2018-03-27,4.7619
2018-03-28,-9.0909
2018-03-29,3.5
2018-04-02,-3.3816
2018-04-03,2.75
2018-04-04,11.9221
2018-04-05,-5.0
2018-04-06,2.0595
2018-04-09,-6.9507
2018-04-10,1.4458
2018-04-11,4.5131
2018-04-12,-4.3182
2018-04-13,2.1378
2018-04-16,1.1628
2018-04-17,3.2184
2018-04-18,3.3407999999999998
2018-04-19,3.4483
2018-04-20,-4.7917
2018-04-23,7.4398
2018-04-24,1.0183
2018-04-25,4.3367
2018-04-26,-3.3835
2018-04-27,3.6
2018-04-30,-2.1236
2018-05-01,-4.142
2018-05-02,-0.2058
2018-05-03,1.0309
2018-05-04,2.0408
2018-05-07,-3.0
2018-05-08,-3.2907
2018-05-09,1.4348
2018-05-10,2.9909
2018-05-11,-2.2449
2018-05-14,2.0063
2018-05-15,-1.7621
2018-05-16,-0.625
2018-05-17,2.5157
2018-05-18,-1.4315
2018-05-21,-0.2075
2018-05-22,-1.2474
2018-05-23,0.8421
2018-05-24,-0.8351
2018-05-25,4.0
2018-05-29,-3.2389
2018-05-30,-2.5105
2018-05-31,-0.4292
2018-06-01,3.4483
2018-06-04,-2.9167
2018-06-05,0.4292
2018-06-06,-0.4274
2018-06-07,1.2876
2018-06-08,-0.8475
2018-06-11,0.4274
2018-06-12,-0.8511
2018-06-13,0.8584
2018-06-14,4.8936
2018-06-15,3.6511
2018-06-18,0.1957
2018-06-19,16.9922
2018-06-20,5.0083
2018-06-21,0.0
2018-06-22,-0.6359
2018-06-25,-3.04
2018-06-26,-0.6601
2018-06-27,-7.4751
2018-06-28,3.4111000000000002
2018-06-29,2.0833
2018-07-02,2.8912
2018-07-03,0.9934
2018-07-05,1.635
2018-07-06,2.0934
2018-07-09,4.1009
2018-07-10,1.6667
2018-07-11,-3.7258
2018-07-12,16.4087
2018-07-13,-0.3989
2018-07-16,-9.4793
2018-07-17,-6.9322
2018-07-18,3.0111
2018-07-19,-0.4615
2018-07-20,-2.1638
2018-07-23,-1.8957000000000002
2018-07-24,-2.0934
2018-07-25,0.9868
2018-07-26,-1.1401
2018-07-27,-0.1647
2018-07-30,-1.3201
2018-07-31,-0.8361
2018-08-01,1.1804000000000001
2018-08-02,0.8333
2018-08-03,-2.3967
2018-08-06,0.254
2018-08-07,-0.5068
2018-08-08,-4.4143
2018-08-09,3.5524
2018-08-10,1.2006999999999999
2018-08-13,4.5763
2018-08-14,-1.1345
2018-08-15,0.0
2018-08-16,-2.7869
2018-08-17,3.3727
2018-08-20,5.5465
2018-08-21,5.1005
2018-08-22,-6.0294
2018-08-23,-1.252
2018-08-24,6.1807
2018-08-27,-1.194
2018-08-28,1.3595
2018-08-29,15.4993
2018-08-30,-0.9032
2018-08-31,11.5885
2018-09-04,-0.3501
2018-09-05,-3.63
2018-09-06,10.9356
2018-09-07,4.4907
2018-09-10,1.9916
2018-09-11,2.5694
2018-09-12,0.2004
2018-09-13,5.2
2018-09-14,1.7109999999999999
2018-09-17,-9.6729
2018-09-18,0.8795
2018-09-19,-10.2564
2018-09-20,3.5429
2018-09-21,9.713
2018-09-24,-1.6097000000000001
2018-09-25,5.0102
2018-09-26,-1.0711
2018-09-27,0.0
2018-09-28,3.1496
2018-10-01,0.5725
2018-10-02,-2.8463000000000003
2018-10-03,3.125
2018-10-04,-9.0909
2018-10-05,-4.7917
2018-10-08,-9.5186
2018-10-09,2.5393
2018-10-10,-1.1792
2018-10-11,-1.1933
2018-10-12,-5.1932
2018-10-15,2.293
2018-10-16,5.9776
2018-10-17,-3.9953
2018-10-18,6.4871
2018-10-19,-1.6092
2018-10-22,-1.8692
2018-10-23,-0.2381
2018-10-24,-3.3413
2018-10-25,0.0
2018-10-26,-15.4321
2018-10-29,-26.2774
2018-10-30,13.4653
2018-10-31,-1.9197
2018-11-01,19.395
2018-11-02,0.0
2018-11-05,2.9806
2018-11-06,-5.4993
2018-11-07,-0.6126
2018-11-08,-3.2357
2018-11-09,-5.0955
2018-11-12,-5.0336
2018-11-13,-1.0601
2018-11-14,-4.8214
2018-11-15,8.4428
2018-11-16,10.5536
2018-11-19,-5.4773
2018-11-20,-4.8013
2018-11-21,4.6957
2018-11-23,-0.9967
2018-11-26,-0.1678
2018-11-27,-2.6891
2018-11-28,3.7997
2018-11-29,0.6656
2018-11-30,5.7851
2018-12-03,-0.3125
2018-12-04,1.2539
2018-12-06,-5.5728
2018-12-07,-2.2951
2018-12-10,-3.5235
2018-12-11,-1.5652
2018-12-12,3.7102
2018-12-13,-5.6218
2018-12-14,-4.6931
2018-12-17,-4.5455
2018-12-18,0.5952
2018-12-19,-5.9172
2018-12-20,-3.9832
2018-12-21,1.31
2018-12-24,3.8792999999999997
2018-12-26,11.6183
2018-12-27,-0.7435
2018-12-28,-0.7491
2018-12-31,1.5093999999999999
2019-01-02,5.5762
2019-01-03,-0.3521
2019-01-04,1.7668
2019-01-07,4.5139
2019-01-08,-0.9967
2019-01-09,1.3423
2019-01-10,-1.3245
2019-01-11,-2.6846
2019-01-14,0.5172
2019-01-15,2.4013999999999998
2019-01-16,3.1826
2019-01-17,4.3831
2019-01-18,6.3764
2019-01-22,-6.7251
2019-01-23,-3.7618
2019-01-24,0.6515
2019-01-25,-1.1327
2019-01-28,3.6007
2019-01-29,1.7378
2019-01-30,-3.2609
2019-01-31,2.8891999999999998
2019-02-01,-0.468
2019-02-04,1.7241
2019-02-05,-6.7797
2019-02-06,-0.3306
2019-02-07,-10.4478
2019-02-08,-2.037
2019-02-11,-2.0794
2019-02-12,2.3166
2019-02-13,-1.8868
2019-02-14,-0.1923
2019-02-15,1.3487
2019-02-19,1.7109999999999999
2019-02-20,5.4206
2019-02-21,1.4184
2019-02-22,-3.6713
2019-02-25,1.0889
2019-02-26,-3.4111000000000002
2019-02-27,-0.3717
2019-02-28,-5.4104
2019-03-01,0.3945
2019-03-04,-6.0904
2019-03-05,1.4644
2019-03-06,-3.0928
2019-03-07,0.4255
2019-03-08,-2.1186
2019-03-11,5.8442
2019-03-12,12.6789
2019-03-13,-5.2632
2019-03-14,3.0651
2019-03-15,-2.6022
2019-03-18,-2.6718
2019-03-19,5.6863
2019-03-20,3.3395
2019-03-21,2.693
2019-03-22,-6.2937
2019-03-25,0.3731
2019-03-26,8.1784
2019-03-27,4.1237
2019-03-28,-10.066
2019-03-29,-9.3578
2019-04-01,4.6559
2019-04-02,-6.7698
2019-04-03,-0.8299
2019-04-04,-3.7657
2019-04-05,21.7391
2019-04-08,-0.5357
2019-04-09,-4.6679
2019-04-10,-0.565
2019-04-11,-5.1136
2019-04-12,-5.3892
2019-04-15,-1.8987
2019-04-16,3.871
2019-04-17,-2.6915
2019-04-18,-3.9362
2019-04-22,0.9967
2019-04-23,-0.4386
2019-04-24,1.9824000000000002
2019-04-25,2.1598
2019-04-26,5.2854
2019-04-29,0.6024
2019-04-30,-2.3952
2019-05-01,0.0
2019-05-02,-2.2495
2019-05-03,2.3013
2019-05-06,4.499
2019-05-07,0.5871
2019-05-08,0.3891
2019-05-09,-1.6473
2019-05-10,1.4778
2019-05-13,3.6893000000000002
2019-05-14,-3.5581
2019-05-15,-2.7184
2019-05-16,0.3992
2019-05-17,-1.7893
2019-05-20,0.2024
2019-05-21,-0.6061
2019-05-22,-0.6098
2019-05-23,-2.2495
2019-05-24,0.2092
2019-05-28,-1.0438
2019-05-29,-5.6962
2019-05-30,0.6711
2019-05-31,-2.0
2019-06-03,3.8548999999999998
2019-06-04,-9.607
2019-06-05,2.1739
2019-06-06,-5.2009
2019-06-07,4.4888
2019-06-10,5.7279
2019-06-11,-3.6117
2019-06-12,9.6019
2019-06-13,-3.8462
2019-06-14,-5.1111
2019-06-17,-2.5761
2019-06-18,-0.4808
2019-06-19,0.2415
2019-06-20,1.4458
2019-06-21,0.9501
2019-06-24,0.0
2019-06-25,-4.4706
2019-06-26,3.4483
2019-06-27,2.8571
2019-06-28,3.7037
2019-07-01,-1.3393
2019-07-02,-1.5836999999999999
2019-07-03,0.2299
2019-07-05,2.5229
2019-07-08,-1.9016
2019-07-09,-1.4823
2019-07-10,1.1574
2019-07-11,-1.6018
2019-07-12,-4.186
2019-07-15,3.3981
2019-07-16,-0.2347
2019-07-17,1.1764999999999999
2019-07-18,1.1628
2019-07-19,2.9885
2019-07-22,-2.9018
2019-07-23,-3.4483
2019-07-24,0.9524
2019-07-25,-0.4717
2019-07-26,-0.237
2019-07-29,-0.2375
2019-07-30,6.1905
2019-07-31,4.7085
2019-08-01,0.0
2019-08-02,-0.6424
2019-08-05,-3.0172
2019-08-06,3.3333
2019-08-07,-4.9462
2019-08-08,4.2986
2019-08-09,-3.2538
2019-08-12,4.2600999999999996
2019-08-13,-7.5269
2019-08-14,-5.1163
2019-08-15,-13.2353
2019-08-16,7.3446
2019-08-19,-2.1053
2019-08-20,-1.6129
2019-08-21,0.8197
2019-08-22,0.813
2019-08-23,5.6452
2019-08-26,-5.598
2019-08-27,-1.6173
2019-08-28,2.4657999999999998
2019-08-29,-3.7433
2019-08-30,1.3889
2019-09-03,-5.2055
2019-09-04,-8.3815
2019-09-05,0.0
2019-09-06,-3.4699999999999998
2019-09-09,-8.4967
2019-09-10,2.1429
2019-09-11,7.3427
2019-09-12,-3.5831
2019-09-13,3.0405
2019-09-16,-2.623
2019-09-17,-4.3771
2019-09-18,-8.0986
2019-09-19,4.5977
2019-09-20,-1.8315000000000001
2019-09-23,-3.3582
2019-09-24,-2.3166
2019-09-25,12.6482
2019-09-26,-0.3509
2019-09-27,-4.2254
2019-09-30,6.25
2019-10-01,-5.1903
2019-10-02,-2.9196999999999997
2019-10-03,-2.2556
2019-10-04,0.0
2019-10-07,2.6923
2019-10-08,-1.8727
2019-10-09,-1.5267
2019-10-10,3.1008
2019-10-11,1.8797000000000001
2019-10-14,4.797
2019-10-15,1.7606000000000002
2019-10-16,5.5363
2019-10-17,-0.6557
2019-10-18,0.0
2019-10-21,-0.33
2019-10-22,0.9934
2019-10-23,1.9672
2019-10-24,3.2154
2019-10-25,4.0498
2019-10-28,-3.5928
2019-10-29,-4.0373
2019-10-30,-11.9741
2019-10-31,2.5735
2019-11-01,-8.6022
2019-11-04,0.7843
2019-11-05,0.3891
2019-11-06,1.938
2019-11-07,-6.4639
2019-11-08,3.252
2019-11-11,-9.0551
2019-11-12,0.8658
2019-11-13,-34.7639
2019-11-14,19.0789
2019-11-15,-4.9724
2019-11-18,-2.3256
2019-11-19,-8.3333
2019-11-20,-10.0649
2019-11-21,-9.7473
2019-11-22,-3.2
2019-11-25,-9.0909
2019-11-26,0.0
2019-11-27,6.3636
2019-11-29,5.9829
2019-12-02,-10.4839
2019-12-03,-10.4341
2019-12-04,-20.4371
2019-12-05,9.7345
2019-12-06,-6.682
2019-12-09,1.3333
2019-12-10,-1.3158
2019-12-11,4.7407
2019-12-12,-3.9368
2019-12-13,-5.7791
2019-12-16,0.6381
2019-12-17,-2.9503
2019-12-18,-0.2643
2019-12-19,17.0293
2019-12-20,3.739
2019-12-23,7.3634
2019-12-24,-8.1026
2019-12-26,2.6897
2019-12-27,-3.7061
2019-12-30,-3.3973
2019-12-31,-3.5401
2020-01-02,6.5649
2020-01-03,-4.6147
2020-01-06,1.2869
2020-01-07,-0.5294
2020-01-08,-5.3814
2020-01-09,1.3875
2020-01-10,-26.0264
2020-01-13,0.0333
2020-01-14,-0.9663
2020-01-15,0.9926
2020-01-16,1.6159
2020-01-17,6.8033
2020-01-21,1.9647000000000001
2020-01-22,-3.5827
2020-01-23,-3.5129
2020-01-24,-7.767
2020-01-27,0.3509
2020-01-28,-4.7203
2020-01-29,0.5138
2020-01-30,-2.3001
2020-01-31,-4.559
2020-02-03,-2.8387000000000002
2020-02-04,16.8648
2020-02-05,-9.4483
2020-02-06,3.751
2020-02-07,-2.7344
2020-02-10,-2.7358000000000002
2020-02-11,0.8535
2020-02-12,-1.0194
2020-02-13,-0.0194
2020-02-14,-0.8941
2020-02-18,1.9808
2020-02-19,5.7692
2020-02-20,-3.9091
2020-02-21,-1.6272
2020-02-24,-5.8088
2020-02-25,-7.086
2020-02-26,-3.3186999999999998
2020-02-27,-11.7981
2020-02-28,-11.7268
2020-03-02,1.6058
2020-03-03,-0.8621
2020-03-04,-1.4493
2020-03-05,-4.4118
2020-03-06,-8.6769
2020-03-09,-7.8504000000000005
2020-03-10,-8.5923
2020-03-11,20.0
2020-03-12,-13.5
2020-03-13,-13.2524
2020-03-16,-15.1526
2020-03-17,28.2723
2020-03-18,-16.8298
2020-03-19,0.3597
2020-03-20,7.5795
2020-03-23,-8.8636
2020-03-24,8.7282
2020-03-25,-3.6696999999999997
2020-03-26,14.7619
2020-03-27,7.8838
2020-03-30,-11.538499999999999
2020-03-31,-9.087
2020-04-01,-1.913
2020-04-02,-4.4369
2020-04-03,2.0408
2020-04-06,17.0
2020-04-07,-7.6923
2020-04-08,-2.1759
2020-04-09,4.0227
2020-04-13,11.465
2020-04-14,10.2857
2020-04-15,1.1473
2020-04-16,0.9879
2020-04-17,5.0725
2020-04-20,13.7931
2020-04-21,-11.1212
2020-04-22,-6.2393
2020-04-23,-1.8182
2020-04-24,0.0
2020-04-27,33.3333
2020-04-28,-8.3333
2020-04-29,3.0303
2020-04-30,6.7059
2020-05-01,-11.7971
2020-05-04,29.6875
2020-05-05,-6.0964
2020-05-06,41.1342
2020-05-07,-9.9091
2020-05-08,-15.2371
2020-05-11,-4.8571
2020-05-12,2.1522
2020-05-13,42.0872
2020-05-14,-15.4828
2020-05-15,6.0792
2020-05-18,9.0962
2020-05-19,-14.8599
2020-05-20,-4.2443
2020-05-21,-14.0541
2020-05-22,-5.283
2020-05-26,0.2656
2020-05-27,-1.8542999999999998
2020-05-28,1.2146
2020-05-29,6.0
2020-06-01,8.9308
2020-06-02,-7.2748
2020-06-03,2.8643
2020-06-04,-1.2107
2020-06-05,13.1127
2020-06-08,10.6176
2020-06-09,19.6866
2020-06-10,-15.3846
2020-06-11,-12.766
2020-06-12,2.1064
2020-06-15,-3.0402
2020-06-16,6.383
2020-06-17,2.3158
2020-06-18,-0.4115
2020-06-19,2.7893
2020-06-22,13.869299999999999
2020-06-23,-10.8561
2020-06-24,1.6832
2020-06-25,1.3632
2020-06-26,-3.17
2020-06-29,-5.754
2020-06-30,1.7894999999999999
2020-07-01,-4.6536
2020-07-02,-2.1692
2020-07-06,4.9889
2020-07-07,-3.9071
2020-07-08,5.2747
2020-07-09,-3.5491
2020-07-10,-0.1082
2020-07-13,-6.7172
2020-07-14,6.8525
2020-07-15,16.413
2020-07-16,0.0934
2020-07-17,139.3657
2020-07-20,-16.173
2020-07-21,0.6044
2020-07-22,-9.8891
2020-07-23,13.5897
2020-07-24,-6.3657
2020-07-27,-2.1697
2020-07-28,1.6263999999999998
2020-07-29,0.679
2020-07-30,1.7341
2020-07-31,2.983
