ticker,field,value,exchange
1541931D UQ Equity,INDUSTRY_SECTOR,Technology,UQ
1541931D UW Equity,INDUSTRY_SECTOR,Technology,UW
1566019D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
1649858D UN Equity,INDUSTRY_SECTOR,Financial,UN
1649858D UQ Equity,INDUSTRY_SECTOR,Financial,UQ
1649858D UW Equity,INDUSTRY_SECTOR,Financial,UW
1654539D UN Equity,INDUSTRY_SECTOR,Communications,UN
1683351D UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
1683997D UQ Equity,INDUSTRY_SECTOR,Technology,UQ
1683997D UW Equity,INDUSTRY_SECTOR,Technology,UW
1684442D UN Equity,INDUSTRY_SECTOR,Industrial,UN
1697067D UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
1699947D US Equity,INDUSTRY_SECTOR,Industrial,US
1704453D UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
1715651D UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
1719868D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
1746513D UQ Equity,INDUSTRY_SECTOR,Communications,UQ
1746513D UW Equity,INDUSTRY_SECTOR,Communications,UW
1752754D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
1799685D UN Equity,INDUSTRY_SECTOR,Energy,UN
1806854D UN Equity,INDUSTRY_SECTOR,Technology,UN
1810430D UN Equity,INDUSTRY_SECTOR,Energy,UN
1812212D UW Equity,INDUSTRY_SECTOR,Communications,UW
1822785D UN Equity,INDUSTRY_SECTOR,Financial,UN
1825471D UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
1831877D UN Equity,INDUSTRY_SECTOR,Financial,UN
1831877D US Equity,INDUSTRY_SECTOR,Financial,US
1837572D UN Equity,INDUSTRY_SECTOR,Communications,UN
1844053D US Equity,INDUSTRY_SECTOR,Financial,US
1856613D UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
1858968D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
2307532Q UQ Equity,INDUSTRY_SECTOR,Industrial,UQ
2307532Q UW Equity,INDUSTRY_SECTOR,Industrial,UW
2641504Q UN Equity,INDUSTRY_SECTOR,Industrial,UN
2676187Q UQ Equity,INDUSTRY_SECTOR,Financial,UQ
2727195Q UN Equity,INDUSTRY_SECTOR,Financial,UN
2942331Q UN Equity,INDUSTRY_SECTOR,Financial,UN
2968900Q UN Equity,INDUSTRY_SECTOR,Communications,UN
297504Q UN Equity,INDUSTRY_SECTOR,Industrial,UN
2987536Q UN Equity,INDUSTRY_SECTOR,Industrial,UN
2999130Q UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
3022239Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
3026360Q UN Equity,INDUSTRY_SECTOR,Communications,UN
3029830Q UQ Equity,INDUSTRY_SECTOR,Technology,UQ
3080867Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
3133754Q UN Equity,INDUSTRY_SECTOR,Financial,UN
3153670Q UQ Equity,INDUSTRY_SECTOR,Technology,UQ
3286728Q UN Equity,INDUSTRY_SECTOR,Industrial,UN
3362726Q UN Equity,INDUSTRY_SECTOR,Financial,UN
3393199Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
3403545Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
3414924Q US Equity,INDUSTRY_SECTOR,Communications,US
3423152Q UN Equity,INDUSTRY_SECTOR,Technology,UN
3517233Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
355488Q UN Equity,INDUSTRY_SECTOR,Financial,UN
3605818Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
3621240Q UN Equity,INDUSTRY_SECTOR,Financial,UN
3692470Q UN Equity,INDUSTRY_SECTOR,Communications,UN
4621824Q UN Equity,INDUSTRY_SECTOR,Energy,UN
502466Q US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US
519239Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
519239Q UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
5656565D UN Equity,INDUSTRY_SECTOR,Industrial,UN
605018Q UN Equity,INDUSTRY_SECTOR,Financial,UN
605555Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
653707Q UN Equity,INDUSTRY_SECTOR,Communications,UN
723588Q UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
748957Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
764144Q UN Equity,INDUSTRY_SECTOR,Technology,UN
8206908Q UQ Equity,INDUSTRY_SECTOR,Financial,UQ
8206908Q UW Equity,INDUSTRY_SECTOR,Financial,UW
8277831Q UN Equity,INDUSTRY_SECTOR,Technology,UN
8394653Q UN Equity,INDUSTRY_SECTOR,Financial,UN
929530Q UN Equity,INDUSTRY_SECTOR,Energy,UN
945852Q UN Equity,INDUSTRY_SECTOR,Communications,UN
987200Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
9876544D UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
9876549D UN Equity,INDUSTRY_SECTOR,Communications,UN
9876566D UN Equity,INDUSTRY_SECTOR,Financial,UN
9995522D UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
A UN Equity,INDUSTRY_SECTOR,Industrial,UN
AA UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
AAL UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW
AAMRQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
AAP UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
AAPL UQ Equity,INDUSTRY_SECTOR,Technology,UQ
AAPL UW Equity,INDUSTRY_SECTOR,Technology,UW
ABBV UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ABC UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ABKFQ UN Equity,INDUSTRY_SECTOR,Financial,UN
ABMD UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
ABT UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ACAS UW Equity,INDUSTRY_SECTOR,Financial,UW
ACN UN Equity,INDUSTRY_SECTOR,Technology,UN
ADBE UQ Equity,INDUSTRY_SECTOR,Technology,UQ
ADBE UW Equity,INDUSTRY_SECTOR,Technology,UW
ADI UN Equity,INDUSTRY_SECTOR,Technology,UN
ADI UW Equity,INDUSTRY_SECTOR,Technology,UW
ADM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ADNT UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
ADP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ADP UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
ADS UN Equity,INDUSTRY_SECTOR,Financial,UN
ADSK UQ Equity,INDUSTRY_SECTOR,Technology,UQ
ADSK UW Equity,INDUSTRY_SECTOR,Technology,UW
AEE UN Equity,INDUSTRY_SECTOR,Utilities,UN
AEP UN Equity,INDUSTRY_SECTOR,Utilities,UN
AEP UW Equity,INDUSTRY_SECTOR,Utilities,UW
AES UN Equity,INDUSTRY_SECTOR,Utilities,UN
AET UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
AFL UN Equity,INDUSTRY_SECTOR,Financial,UN
AGN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
AIG UN Equity,INDUSTRY_SECTOR,Financial,UN
AIRC UN Equity,INDUSTRY_SECTOR,Financial,UN
AIV UN Equity,INDUSTRY_SECTOR,Financial,UN
AIZ UN Equity,INDUSTRY_SECTOR,Financial,UN
AJG UN Equity,INDUSTRY_SECTOR,Financial,UN
AKAM UW Equity,INDUSTRY_SECTOR,Technology,UW
AKS UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ALB UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ALGN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
ALK UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
ALL UN Equity,INDUSTRY_SECTOR,Financial,UN
ALLE UN Equity,INDUSTRY_SECTOR,Industrial,UN
ALXN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
AMAT UQ Equity,INDUSTRY_SECTOR,Technology,UQ
AMAT UW Equity,INDUSTRY_SECTOR,Technology,UW
AMCC UQ Equity,INDUSTRY_SECTOR,Technology,UQ
AMCR UN Equity,INDUSTRY_SECTOR,Industrial,UN
AMD UN Equity,INDUSTRY_SECTOR,Technology,UN
AMD UR Equity,INDUSTRY_SECTOR,Technology,UR
AMD UW Equity,INDUSTRY_SECTOR,Technology,UW
AME UN Equity,INDUSTRY_SECTOR,Industrial,UN
AMG UN Equity,INDUSTRY_SECTOR,Financial,UN
AMGN UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
AMGN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
AMP UN Equity,INDUSTRY_SECTOR,Financial,UN
AMT UN Equity,INDUSTRY_SECTOR,Financial,UN
AMZN UQ Equity,INDUSTRY_SECTOR,Communications,UQ
AMZN UW Equity,INDUSTRY_SECTOR,Communications,UW
AN UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
ANDV UN Equity,INDUSTRY_SECTOR,Energy,UN
ANDV US Equity,INDUSTRY_SECTOR,Energy,US
ANDW UQ Equity,INDUSTRY_SECTOR,Communications,UQ
ANDW UW Equity,INDUSTRY_SECTOR,Communications,UW
ANET UN Equity,INDUSTRY_SECTOR,Communications,UN
ANF UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
ANRZQ UN Equity,INDUSTRY_SECTOR,Energy,UN
ANSS UW Equity,INDUSTRY_SECTOR,Technology,UW
ANTM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
AON UN Equity,INDUSTRY_SECTOR,Financial,UN
AOS UN Equity,INDUSTRY_SECTOR,Industrial,UN
APA UN Equity,INDUSTRY_SECTOR,Energy,UN
APA UW Equity,INDUSTRY_SECTOR,Energy,UW
APC UN Equity,INDUSTRY_SECTOR,Energy,UN
APD UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
APH UN Equity,INDUSTRY_SECTOR,Industrial,UN
APOL UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
APOL UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
APTV UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
ARE UN Equity,INDUSTRY_SECTOR,Financial,UN
ARG UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ARNC UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ASH UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ASIX UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ATGE UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
ATI UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
ATO UN Equity,INDUSTRY_SECTOR,Utilities,UN
ATVI UW Equity,INDUSTRY_SECTOR,Technology,UW
AVB UN Equity,INDUSTRY_SECTOR,Financial,UN
AVGO UW Equity,INDUSTRY_SECTOR,Technology,UW
AVP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
AVY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
AW UN Equity,INDUSTRY_SECTOR,Industrial,UN
AWE UN Equity,INDUSTRY_SECTOR,Communications,UN
AWK UN Equity,INDUSTRY_SECTOR,Utilities,UN
AXP UN Equity,INDUSTRY_SECTOR,Financial,UN
AYE UN Equity,INDUSTRY_SECTOR,Utilities,UN
AYI UN Equity,INDUSTRY_SECTOR,Industrial,UN
AZO UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
BA UN Equity,INDUSTRY_SECTOR,Industrial,UN
BAC UN Equity,INDUSTRY_SECTOR,Financial,UN
BAX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BBBY UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ
BBBY UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW
BBY UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
BC UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
BCR UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BCR US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US
BDK UN Equity,INDUSTRY_SECTOR,Industrial,UN
BDX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BEN UN Equity,INDUSTRY_SECTOR,Financial,UN
BGEN UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
BHF UW Equity,INDUSTRY_SECTOR,Financial,UW
BHI UN Equity,INDUSTRY_SECTOR,Energy,UN
BIG UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
BIIB UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
BIIB UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
BIO UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BIVV UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
BK UN Equity,INDUSTRY_SECTOR,Financial,UN
BKNG UW Equity,INDUSTRY_SECTOR,Communications,UW
BKR UN Equity,INDUSTRY_SECTOR,Energy,UN
BLK UN Equity,INDUSTRY_SECTOR,Financial,UN
BLL UN Equity,INDUSTRY_SECTOR,Industrial,UN
BLS UN Equity,INDUSTRY_SECTOR,Communications,UN
BMC UN Equity,INDUSTRY_SECTOR,Technology,UN
BMC UW Equity,INDUSTRY_SECTOR,Technology,UW
BMS UN Equity,INDUSTRY_SECTOR,Industrial,UN
BMY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BNI UN Equity,INDUSTRY_SECTOR,Industrial,UN
BOL UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BR UN Equity,INDUSTRY_SECTOR,Technology,UN
BRCM UQ Equity,INDUSTRY_SECTOR,Technology,UQ
BRCM UW Equity,INDUSTRY_SECTOR,Technology,UW
BRL UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BSX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BTUUQ UN Equity,INDUSTRY_SECTOR,Energy,UN
BWA UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
BXLT UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
BXP UN Equity,INDUSTRY_SECTOR,Financial,UN
C UN Equity,INDUSTRY_SECTOR,Financial,UN
CA UN Equity,INDUSTRY_SECTOR,Technology,UN
CA UW Equity,INDUSTRY_SECTOR,Technology,UW
CAG UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CAH UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CAM UN Equity,INDUSTRY_SECTOR,Energy,UN
CAR UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CARR UN Equity,INDUSTRY_SECTOR,Industrial,UN
CAT UN Equity,INDUSTRY_SECTOR,Industrial,UN
CB UN Equity,INDUSTRY_SECTOR,Financial,UN
CBE UN Equity,INDUSTRY_SECTOR,Industrial,UN
CBOE UF Equity,INDUSTRY_SECTOR,Financial,UF
CBOE UW Equity,INDUSTRY_SECTOR,Financial,UW
CBRE UN Equity,INDUSTRY_SECTOR,Financial,UN
CCEP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CCI UN Equity,INDUSTRY_SECTOR,Financial,UN
CCL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CCTYQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CDNS UW Equity,INDUSTRY_SECTOR,Technology,UW
CDW UW Equity,INDUSTRY_SECTOR,Communications,UW
CE UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
CEG UN Equity,INDUSTRY_SECTOR,Utilities,UN
CELG UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
CEPH UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
CERN UW Equity,INDUSTRY_SECTOR,Technology,UW
CF UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
CFC UN Equity,INDUSTRY_SECTOR,Financial,UN
CFG UN Equity,INDUSTRY_SECTOR,Financial,UN
CFN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CHD UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CHKAQ UN Equity,INDUSTRY_SECTOR,Energy,UN
CHRW UW Equity,INDUSTRY_SECTOR,Industrial,UW
CHTR UW Equity,INDUSTRY_SECTOR,Communications,UW
CHX UN Equity,INDUSTRY_SECTOR,Energy,UN
CI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CIEN UA Equity,INDUSTRY_SECTOR,Communications,UA
CIEN UQ Equity,INDUSTRY_SECTOR,Communications,UQ
CIEN UW Equity,INDUSTRY_SECTOR,Communications,UW
CIN UN Equity,INDUSTRY_SECTOR,Utilities,UN
CINF UQ Equity,INDUSTRY_SECTOR,Financial,UQ
CINF UW Equity,INDUSTRY_SECTOR,Financial,UW
CITGQ UN Equity,INDUSTRY_SECTOR,Financial,UN
CL UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CLF UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
CLX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CMA UN Equity,INDUSTRY_SECTOR,Financial,UN
CMCSA UA Equity,INDUSTRY_SECTOR,Communications,UA
CMCSA UQ Equity,INDUSTRY_SECTOR,Communications,UQ
CMCSA UW Equity,INDUSTRY_SECTOR,Communications,UW
CMCSK UQ Equity,INDUSTRY_SECTOR,Communications,UQ
CMCSK UW Equity,INDUSTRY_SECTOR,Communications,UW
CME UN Equity,INDUSTRY_SECTOR,Financial,UN
CME UW Equity,INDUSTRY_SECTOR,Financial,UW
CMG UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CMI UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CMS UN Equity,INDUSTRY_SECTOR,Utilities,UN
CMVT UQ Equity,INDUSTRY_SECTOR,Communications,UQ
CMX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CNC UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CNP UN Equity,INDUSTRY_SECTOR,Utilities,UN
CNX UN Equity,INDUSTRY_SECTOR,Energy,UN
COF UN Equity,INDUSTRY_SECTOR,Financial,UN
COG UN Equity,INDUSTRY_SECTOR,Energy,UN
COL UN Equity,INDUSTRY_SECTOR,Industrial,UN
COO UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
COP UN Equity,INDUSTRY_SECTOR,Energy,UN
COST UA Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UA
COST UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ
COST UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW
COTY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
COV UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CPB UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CPGX UN Equity,INDUSTRY_SECTOR,Energy,UN
CPGX US Equity,INDUSTRY_SECTOR,Energy,US
CPNLQ UN Equity,INDUSTRY_SECTOR,Utilities,UN
CPPRQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CPRI UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CPRT UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW
CR UN Equity,INDUSTRY_SECTOR,Industrial,UN
CRM UN Equity,INDUSTRY_SECTOR,Technology,UN
CSC UN Equity,INDUSTRY_SECTOR,Technology,UN
CSCO UQ Equity,INDUSTRY_SECTOR,Communications,UQ
CSCO UW Equity,INDUSTRY_SECTOR,Communications,UW
CSRA UN Equity,INDUSTRY_SECTOR,Technology,UN
CSX UN Equity,INDUSTRY_SECTOR,Industrial,UN
CSX UW Equity,INDUSTRY_SECTOR,Industrial,UW
CTAS UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ
CTAS UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
CTB UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
CTLT UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CTSH UW Equity,INDUSTRY_SECTOR,Technology,UW
CTVA UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CTXS UQ Equity,INDUSTRY_SECTOR,Technology,UQ
CTXS UW Equity,INDUSTRY_SECTOR,Technology,UW
CVC UN Equity,INDUSTRY_SECTOR,Communications,UN
CVET UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
CVG UN Equity,INDUSTRY_SECTOR,Technology,UN
CVH UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CVH US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US
CVS UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
CVX UN Equity,INDUSTRY_SECTOR,Energy,UN
CXO UN Equity,INDUSTRY_SECTOR,Energy,UN
D UN Equity,INDUSTRY_SECTOR,Utilities,UN
DAL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DALRQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DCNAQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DD UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
DDS UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DE UN Equity,INDUSTRY_SECTOR,Industrial,UN
DFODQ UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
DFS UN Equity,INDUSTRY_SECTOR,Financial,UN
DG UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DGX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
DHI UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DHR UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
DIS UN Equity,INDUSTRY_SECTOR,Communications,UN
DISCA UW Equity,INDUSTRY_SECTOR,Communications,UW
DISCK UW Equity,INDUSTRY_SECTOR,Communications,UW
DISH UW Equity,INDUSTRY_SECTOR,Communications,UW
DJ UN Equity,INDUSTRY_SECTOR,Communications,UN
DLPH UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DLR UN Equity,INDUSTRY_SECTOR,Financial,UN
DLTR UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW
DLX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
DNRCQ UN Equity,INDUSTRY_SECTOR,Energy,UN
DOFSQ UN Equity,INDUSTRY_SECTOR,Energy,UN
DOV UN Equity,INDUSTRY_SECTOR,Industrial,UN
DOW UN Equity,INDUSTRY_SECTOR,Basic Materials,UN
DPHIQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DPZ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DRE UN Equity,INDUSTRY_SECTOR,Financial,UN
DRI UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN
DTE UN Equity,INDUSTRY_SECTOR,Utilities,UN
DUK UN Equity,INDUSTRY_SECTOR,Utilities,UN
DVA UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN
DVMT UN Equity,INDUSTRY_SECTOR,Technology,UN
DVN UA Equity,INDUSTRY_SECTOR,Energy,UA
DVN UN Equity,INDUSTRY_SECTOR,Energy,UN
DXC UN Equity,INDUSTRY_SECTOR,Technology,UN
DXCM UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW
DYNIQ UN Equity,INDUSTRY_SECTOR,Utilities,UN
EA UQ Equity,INDUSTRY_SECTOR,Technology,UQ
EA UW Equity,INDUSTRY_SECTOR,Technology,UW
EBAY UQ Equity,INDUSTRY_SECTOR,Communications,UQ
EBAY UW Equity,INDUSTRY_SECTOR,Communications,UW
