ticker,SDW US Equity
2000-05-24,-1.9763
2000-05-25,0.0
2000-05-26,-2.2177
2000-05-30,1.8557000000000001
2000-05-31,-0.6073
2000-06-01,0.1018
2000-06-02,1.3225
2000-06-05,0.6024
2000-06-06,-1.5968
2000-06-07,0.6085
2000-06-08,8.0645
2000-06-09,0.2799
2000-06-12,-3.1628
2000-06-13,1.7290999999999999
2000-06-14,-1.2276
2000-06-15,-2.8681
2000-06-16,-0.1969
2000-06-19,-2.071
2000-06-20,-1.007
2000-06-21,-1.4242
2000-06-22,2.9928
2000-06-23,-3.6071999999999997
2000-06-26,-1.7671999999999999
2000-06-27,1.5873
2000-06-28,-0.3125
2000-06-29,-1.0449
2000-06-30,-2.4023
2000-07-03,5.5991
2000-07-05,-1.7418
2000-07-06,1.6684
2000-07-07,0.7179
2000-07-10,0.5092
2000-07-11,0.2026
2000-07-12,-0.1011
2000-07-13,-2.4291
2000-07-14,-0.8299
2000-07-17,0.7322
2000-07-18,-2.2845
2000-07-19,-0.6376
2000-07-20,1.3904
2000-07-21,2.6371
2000-07-24,-1.1305
2000-07-25,2.5987999999999998
2000-07-26,1.4184
2000-07-27,0.0
2000-07-28,-0.7992
2000-07-31,0.3021
2000-08-01,0.7028
2000-08-02,0.8973
2000-08-03,-0.2964
2000-08-04,-0.9911
2000-08-07,-0.4004
2000-08-08,2.8141
2000-08-09,-0.391
2000-08-10,-1.472
2000-08-11,4.4223
2000-08-14,-2.3901
2000-08-15,-1.665
2000-08-16,2.0916
2000-08-17,0.3902
2000-08-18,0.3887
2000-08-21,-1.3553
2000-08-22,-2.159
2000-08-23,-1.1033
2000-08-24,-1.3185
2000-08-25,1.0277
2000-08-28,-2.5432
2000-08-29,2.4008
2000-08-30,-0.5097
2000-08-31,2.8689
2000-09-01,-0.6972
2000-09-05,-3.7111
2000-09-06,2.5
2000-09-07,-0.6098
2000-09-08,-0.6135
2000-09-11,1.6461000000000001
2000-09-12,-2.3279
2000-09-13,-0.2073
2000-09-14,0.0
2000-09-15,-3.1153
2000-09-18,-4.8232
2000-09-19,1.8018
2000-09-20,-1.7699
2000-09-21,-4.5045
2000-09-22,-0.4717
2000-09-25,4.1469
2000-09-26,-3.6405
2000-09-27,1.6529
2000-09-28,1.9672
2000-09-29,29.8497
2000-10-02,0.0
2000-10-03,0.0877
2000-10-04,-0.0876
2000-10-05,0.0877
2000-10-06,-0.2629
2000-10-09,0.0
2000-10-10,-0.1757
2000-10-11,-0.088
2000-10-12,-0.3524
2000-10-13,0.1768
2000-10-16,0.1765
2000-10-17,0.0881
2000-10-18,-0.2641
2000-10-19,-0.0883
2000-10-20,-0.7067
2000-10-23,0.3559
2000-10-24,0.3546
2000-10-25,0.1767
2000-10-26,0.0882
2000-10-27,0.7048
2000-10-30,-0.4374
2000-10-31,-0.3515
2000-11-01,0.8818
2000-11-02,0.3497
2000-11-03,0.8711
2000-11-06,0.7772
2000-11-07,-0.1714
2000-11-08,0.0858
2000-11-09,-0.0858
2000-11-10,0.0858
2000-11-13,0.0
2000-11-14,-0.0858
2000-11-15,0.0
2000-11-16,0.0858
