ticker,NDB US Equity
2000-05-24,-0.5128
2000-05-25,-3.0928
2000-05-26,-2.3936
2000-05-30,0.0
2000-05-31,8.9918
2000-06-01,4.75
2000-06-02,6.9212
2000-06-05,-0.4464
2000-06-06,-0.2242
2000-06-07,0.8989
2000-06-08,-0.6682
2000-06-09,0.2242
2000-06-12,0.6711
2000-06-13,-2.0
2000-06-14,1.3605
2000-06-15,0.2237
2000-06-16,6.0268
2000-06-19,6.7368
2000-06-20,3.1558
2000-06-21,-0.5736
2000-06-22,-2.1154
2000-06-23,-1.5716999999999999
2000-06-26,0.0
2000-06-27,-0.1996
2000-06-28,3.6
2000-06-29,0.3861
2000-06-30,-1.9712
2000-07-03,-0.1471
2000-07-05,-3.1434
2000-07-06,1.217
2000-07-07,2.4048
2000-07-10,0.1957
2000-07-11,6.25
2000-07-12,4.5956
2000-07-13,7.3814
2000-07-14,-1.1457
2000-07-17,-4.3046
2000-07-18,1.2111
2000-07-19,0.5128
2000-07-20,7.483
2000-07-21,-7.4367
2000-07-24,-5.1282
2000-07-25,4.8649000000000004
2000-07-26,-1.0309
2000-07-27,1.2153
2000-07-28,-8.0617
2000-07-31,-0.7463
2000-08-01,1.1278
2000-08-02,1.487
2000-08-03,-0.7326
2000-08-04,2.214
2000-08-07,3.2491
2000-08-08,-1.2238
2000-08-09,1.4159
2000-08-10,-3.3159
2000-08-11,0.0
2000-08-14,2.1661
2000-08-15,-0.8834
2000-08-16,-1.9607999999999999
2000-08-17,2.7273
2000-08-18,-0.708
2000-08-21,-0.1783
2000-08-22,2.1429
2000-08-23,-2.7972
2000-08-24,0.3597
2000-08-25,-1.4337
2000-08-28,0.1818
2000-08-29,5.2632
2000-08-30,0.5172
2000-08-31,-0.6861
2000-09-01,-0.6908
2000-09-05,-1.913
2000-09-06,1.7730000000000001
2000-09-07,-0.1742
2000-09-08,-22.3386
2000-09-11,5.618
2000-09-12,3.8298
2000-09-13,13.7295
2000-09-14,5.7658000000000005
2000-09-15,3.0664
2000-09-18,-4.9587
2000-09-19,-5.0435
2000-09-20,-4.5788
2000-09-21,-1.9194
2000-09-22,-0.5871
2000-09-25,0.7874
2000-09-26,-4.6875
2000-09-27,-5.123
2000-09-28,4.9676
2000-09-29,1.8519
2000-10-02,-4.8485
2000-10-03,-3.8217
2000-10-04,-1.3245
2000-10-05,-1.3423
2000-10-06,-8.6168
2000-10-09,0.2481
2000-10-10,88.8614
2000-10-11,-0.7864
2000-10-12,1.9815
2000-10-13,0.2591
2000-10-16,-0.1292
2000-10-17,0.1294
2000-10-18,-0.1292
2000-10-19,0.0
2000-10-20,0.1294
2000-10-23,0.1292
2000-10-24,0.6452
2000-10-25,-0.2564
2000-10-26,0.1285
2000-10-27,0.1284
2000-10-30,-0.2564
2000-10-31,0.1285
2000-11-01,0.1284
2000-11-02,0.0
2000-11-03,0.0
2000-11-06,-0.1282
2000-11-07,0.2567
2000-11-08,0.0
2000-11-09,0.0
2000-11-10,0.128
2000-11-13,0.0
2000-11-14,0.0
2000-11-15,0.0
2000-11-16,0.1279
2000-11-17,-0.1277
2000-11-20,0.0
2000-11-21,0.0
2000-11-22,0.2558
2000-11-24,0.0
2000-11-27,-0.1276
2000-11-28,-0.1277
2000-11-29,0.1279
2000-11-30,-0.1277
