ticker,FVB US Equity
2000-05-22,0.995
2000-05-23,1.8062
2000-05-24,1.4516
2000-05-25,-1.1129
2000-05-26,2.09
2000-05-30,0.315
2000-05-31,-0.314
2000-06-01,3.4646
2000-06-02,4.1096
2000-06-05,-4.386
2000-06-06,-2.1407
2000-06-07,1.875
2000-06-08,-2.1471999999999998
2000-06-09,-1.5674000000000001
2000-06-12,-0.7962
2000-06-13,-0.8026
2000-06-14,0.6472
2000-06-15,-3.0547
2000-06-16,-5.141
2000-06-19,4.8951
2000-06-20,-1.5
2000-06-21,-3.0457
2000-06-22,0.8726
2000-06-23,0.8651
2000-06-26,0.5146
2000-06-27,0.6826
2000-06-28,2.0203
2000-06-29,-0.8389
2000-06-30,-5.753
2000-07-03,4.4883
2000-07-05,0.5155
2000-07-06,-0.1709
2000-07-07,3.0822
2000-07-10,0.3322
2000-07-11,-2.1523
2000-07-12,3.0457
2000-07-13,-1.1494
2000-07-14,2.1595
2000-07-17,2.2763999999999998
2000-07-18,-0.9539
2000-07-19,0.0
2000-07-20,2.0867
2000-07-21,-1.4151
2000-07-24,0.1595
2000-07-25,1.2739
2000-07-26,-1.4151
2000-07-27,0.9569
2000-07-28,-0.6319
2000-07-31,0.9539
2000-08-01,1.1024
2000-08-02,1.5575999999999999
2000-08-03,1.6871
2000-08-04,2.4133
2000-08-07,0.1473
2000-08-08,-0.8824
2000-08-09,0.8902
2000-08-10,0.8824
2000-08-11,0.4373
2000-08-14,0.2903
2000-08-15,-1.4472
2000-08-16,0.4405
2000-08-17,-0.731
2000-08-18,-0.7364
2000-08-21,-0.5935
2000-08-22,1.194
2000-08-23,0.1475
2000-08-24,0.7364
2000-08-25,0.1462
2000-08-28,-0.8759
2000-08-29,-1.3255
2000-08-30,0.1493
2000-08-31,1.9374
2000-09-01,-1.1696
2000-09-05,-1.0355
2000-09-06,0.7474
2000-09-07,1.7804
2000-09-08,2.6239
2000-09-11,0.7102
2000-09-12,-1.1283
2000-09-13,-0.7133
2000-09-14,-0.7184
2000-09-15,-1.8813
2000-09-18,-3.9823
2000-09-19,1.6897
2000-09-20,0.3021
2000-09-21,-1.2048
2000-09-22,-0.1524
2000-09-25,2.9008000000000003
2000-09-26,0.8902
2000-09-27,0.8706
2000-09-28,1.7647
2000-09-29,-1.4451
2000-10-02,1.3195999999999999
2000-10-03,0.2894
2000-10-04,-0.7215
2000-10-05,0.7267
2000-10-06,-3.3189
2000-10-09,-1.6418
2000-10-10,-3.6419
2000-10-11,-2.6772
2000-10-12,-3.2362
2000-10-13,3.5117000000000003
2000-10-16,0.8078
2000-10-17,-1.1218
2000-10-18,-1.1345
2000-10-19,1.4754
2000-10-20,0.1616
2000-10-23,-0.1613
2000-10-24,1.7771
2000-10-25,1.5873
2000-10-26,-1.4062999999999999
2000-10-27,2.8526
2000-10-30,2.1572
2000-10-31,-0.1508
2000-11-01,0.7553
2000-11-02,4.7976
2000-11-03,-0.2861
2000-11-06,-0.7174
2000-11-07,-0.4335
2000-11-08,0.7257
2000-11-09,0.1441
2000-11-10,-2.3022
2000-11-13,-0.7364
2000-11-14,-0.2967
2000-11-15,-4.1667
2000-11-16,-0.1553
2000-11-17,0.311
2000-11-20,-0.4651
2000-11-21,1.2461
2000-11-22,-1.2308
2000-11-24,1.4019
2000-11-27,0.3072
2000-11-28,1.6844999999999999
2000-11-29,2.7108
2000-11-30,1.6129
2000-12-01,-1.443
2000-12-04,-0.5857
2000-12-05,2.7982
2000-12-06,0.2865
2000-12-07,2.4286
2000-12-08,3.2078
2000-12-11,-0.5405
2000-12-12,-1.2227999999999999
2000-12-13,-3.8514
2000-12-14,0.4292
2000-12-15,-0.2849
2000-12-18,3.2857
2000-12-19,0.5533
2000-12-20,0.0
2000-12-21,3.8514
2000-12-22,1.3245
2000-12-26,0.5229
2000-12-27,2.091
2000-12-28,-0.5135
2000-12-29,-0.9032
2001-01-02,-2.9948
2001-01-03,3.0872
2001-01-04,0.5208
2001-01-05,-3.886
2001-01-08,0.0
2001-01-09,-2.4259
2001-01-10,4.1436
2001-01-11,-0.2653
2001-01-12,-2.1277
2001-01-16,1.7663
2001-01-17,2.2697
2001-01-18,-4.047
2001-01-19,-0.5442
2001-01-22,0.9576
2001-01-23,-0.6775
2001-01-24,0.2729
2001-01-25,0.1361
2001-01-26,1.4946
2001-01-29,0.4123
2001-01-30,-0.064
2001-01-31,-1.302
2001-02-01,-0.4974
2001-02-02,1.4562
2001-02-05,0.3642
2001-02-06,-1.238
2001-02-07,0.0648
2001-02-08,-0.5184
2001-02-09,0.9336
2001-02-12,1.097
2001-02-13,0.234
2001-02-14,-0.0212
2001-02-15,0.3185
2001-02-16,0.8466
2001-02-20,-2.9801
2001-02-21,-1.1464
2001-02-22,-2.035
2001-02-23,-0.4244
2001-02-26,2.445
2001-02-27,0.0657
2001-02-28,0.2188
2001-03-01,-0.2183
2001-03-02,0.8753
2001-03-05,-2.3861
2001-03-06,0.0
2001-03-07,1.0667
2001-03-08,-0.4178
2001-03-09,-0.1987
2001-03-12,-2.9867
2001-03-13,-0.9806
2001-03-14,-1.0364
2001-03-15,2.5134
2001-03-16,-0.8173
2001-03-19,1.1902
2001-03-20,-1.7191
2001-03-21,-5.0633
2001-03-22,-3.1758
2001-03-23,4.2564
2001-03-26,1.3449
2001-03-27,2.3697
2001-03-28,-0.0926
2001-03-29,-0.3039
2001-03-30,1.6882000000000001
2001-04-02,0.5303
2001-04-03,-1.1239
2001-04-04,-2.598
2001-04-05,3.0483
2001-04-06,-1.5484
2001-04-09,2.1127
2001-04-10,0.9885
2001-04-11,-0.2049
2001-04-12,0.1141
2001-04-16,0.3645
2001-04-17,-1.521
2001-04-18,1.314
2001-04-19,1.1604
2001-04-20,-1.5969
2001-04-23,-0.1143
2001-04-24,-0.1831
2001-04-25,-0.0459
2001-04-26,-0.4817
2001-04-27,1.5901999999999998
2001-04-30,-0.4991
2001-05-01,0.6384
2001-05-02,-0.0227
2001-05-03,-0.5665
2001-05-04,1.9827
2001-05-07,-0.0447
2001-05-08,-0.939
2001-05-09,-0.1805
2001-05-10,0.2487
2001-05-11,-0.9698
2001-05-14,0.706
2001-05-15,0.882
2001-05-16,1.7709000000000001
2001-05-17,-0.9912
2001-05-18,0.3337
2001-05-21,0.1996
2001-05-22,1.5269
2001-05-23,-1.1116
2001-05-24,1.1461000000000001
2001-05-25,-1.046
2001-05-29,-0.3964
2001-05-30,0.9286
2001-05-31,0.8543
2001-06-01,0.2172
2001-06-04,0.6719
2001-06-05,0.4521
2001-06-06,-1.4359
2001-06-07,-0.3914
2001-06-08,-0.262
2001-06-11,-0.4596
2001-06-12,-0.8355
2001-06-13,1.1086
2001-06-14,-0.8772
2001-06-15,-0.1991
2001-06-18,-0.0222
2001-06-19,0.4435
2001-06-20,1.1479
2001-06-21,2.6844
2001-06-22,-1.2115
2001-06-25,-0.1721
2001-06-26,0.9698
2001-06-27,-0.4055
2001-06-28,0.1081
2001-06-29,1.7271
2001-07-02,-0.2547
2001-07-03,0.0
2001-07-05,0.7447
2001-07-06,-1.8796
2001-07-09,-0.409
2001-07-10,-0.3674
2001-07-11,-0.7809
2001-07-12,2.4705
2001-07-13,0.2987
2001-07-16,1.1061
2001-07-17,0.8837
2001-07-18,-0.1251
2001-07-19,-0.5847
2001-07-20,0.3781
2001-07-23,-0.3976
2001-07-24,-1.0294
2001-07-25,-0.2547
2001-07-26,0.2554
2001-07-27,0.7854
2001-07-30,0.4844
2001-07-31,0.3144
2001-08-01,1.8596
2001-08-02,-0.9641
2001-08-03,0.0207
2001-08-06,-0.642
2001-08-07,0.0417
2001-08-08,-0.5208
2001-08-09,-0.5236
2001-08-10,0.0
2001-08-13,1.0947
2001-08-14,0.2707
2001-08-15,-0.9346
2001-08-16,0.3354
2001-08-17,-0.6477
2001-08-20,-0.0421
2001-08-21,1.3044
2001-08-22,-0.3531
2001-08-23,0.1459
2001-08-24,-0.5411
2001-08-27,-2.1762
2001-08-28,-1.369
2001-08-29,-0.8024
2001-08-30,-0.8308
2001-08-31,1.3007
2001-09-04,-0.4135
2001-09-05,-0.3059
2001-09-06,-1.9727999999999999
2001-09-07,-1.5653000000000001
2001-09-10,0.0227
2001-09-17,-3.5658
2001-09-18,3.5327
2001-09-19,0.091
2001-09-20,-3.8636
2001-09-21,-2.0331
2001-09-24,3.8851
2001-09-25,1.5099
2001-09-26,0.8467
2001-09-27,2.1978
2001-09-28,2.5986000000000002
2001-10-01,-0.1965
2001-10-02,-0.2844
2001-10-03,0.5924
2001-10-04,-4.0349
2001-10-05,-3.0
2001-10-08,-3.4208
2001-10-09,4.3183
2001-10-10,1.4884
2001-10-11,1.6728
2001-10-12,-2.4341
2001-10-15,-0.1848
2001-10-16,4.1194
2001-10-17,-2.0004
2001-10-18,-0.1134
2001-10-19,0.545
2001-10-22,0.0452
2001-10-23,0.7675
2001-10-24,1.1425
2001-10-25,1.1074
2001-10-26,0.5257
2001-10-29,-1.1549
2001-10-30,-0.5732
2001-10-31,0.1774
2001-11-01,0.9739
2001-11-02,-0.263
2001-11-05,1.7582
2001-11-06,2.0518
2001-11-07,-0.1905
2001-11-08,0.0848
2001-11-09,1.2076
2001-11-12,-1.1304
2001-11-13,0.6352
2001-11-14,-0.0631
2001-11-15,-0.1053
2001-11-16,0.0
2001-11-19,0.3161
2001-11-20,0.3992
2001-11-21,-0.6277
2001-11-23,0.5475
2001-11-26,0.4607
2001-11-27,0.0834
2001-11-28,-0.5416
2001-11-29,0.9215
2001-11-30,-0.9338
2001-12-03,-1.0264
2001-12-04,1.7354
2001-12-05,1.5186
2001-12-06,1.8852
2001-12-07,0.3218
2001-12-10,-0.3408
2001-12-11,-0.684
2001-12-12,0.5874
2001-12-13,-1.8526
2001-12-14,0.5129
2001-12-17,0.939
2001-12-18,0.9707
2001-12-19,1.3618999999999999
2001-12-20,0.9287
2001-12-21,-0.2741
2001-12-24,1.6097000000000001
2001-12-26,0.1159
2001-12-27,0.0386
2001-12-28,-0.6221
2001-12-31,-0.7042
2002-01-02,-1.3002
2002-01-03,2.7944
2002-01-04,0.0971
2002-01-07,-1.2027
2002-01-08,-0.8443
2002-01-09,0.099
2002-01-10,0.0
2002-01-11,-0.6924
2002-01-14,-0.498
2002-01-15,2.042
2002-01-16,-0.5297
2002-01-17,1.5582
2002-01-18,-0.505
2002-01-22,0.3514
2002-01-23,0.389
2002-01-24,0.8332
2002-01-25,0.1922
2002-01-28,0.0959
2002-01-29,-3.7555
2002-01-30,0.1394
2002-01-31,-0.0199
2002-02-01,0.0
2002-02-04,-1.0937000000000001
2002-02-05,-0.1206
2002-02-06,-0.2617
2002-02-07,0.9687
2002-02-08,1.7389999999999999
2002-02-11,0.0589
2002-02-12,0.3534
2002-02-13,0.6848
2002-02-14,1.2437
2002-02-15,-0.096
2002-02-19,-1.2104
2002-02-20,1.5947
2002-02-21,-0.9954
2002-02-22,-0.0967
2002-02-25,1.7031
2002-02-26,0.2474
2002-02-27,0.4746
2002-02-28,-0.1323
2002-03-01,0.2649
2002-03-04,2.0755
2002-03-05,-0.3697
2002-03-06,1.3357999999999999
2002-03-07,-0.7689
2002-03-08,-0.369
2002-03-11,0.7222
2002-03-12,-0.3493
2002-03-13,-0.369
2002-03-14,0.1852
2002-03-15,0.9242
2002-03-18,0.0
2002-03-19,-0.5861
2002-03-20,-1.4001000000000001
2002-03-21,-1.5882
2002-03-22,0.6265
2002-03-25,-1.1887
2002-03-26,0.1528
2002-03-27,3.2661
2002-03-28,-0.2233
2002-04-01,-0.3729
2002-04-02,0.1872
2002-04-03,-1.9055
2002-04-04,1.4093
2002-04-05,0.2629
2002-04-08,1.4797
2002-04-09,0.7383
2002-04-10,2.107
2002-04-11,-0.8613
2002-04-12,1.6652
2002-04-15,0.0178
2002-04-16,1.7444
2002-04-17,-0.6998
2002-04-18,-0.7047
2002-04-19,1.1001
2002-04-22,-2.0183
2002-04-23,0.3224
2002-04-24,0.5892
2002-04-25,0.7277
2002-04-26,-0.8811
2002-04-29,-0.1956
2002-04-30,1.9416
2002-05-01,-0.4019
2002-05-02,0.6667
2002-05-03,0.2091
2002-05-06,-0.5217
2002-05-07,-0.3671
2002-05-08,0.5089
2002-05-09,-0.7856
2002-05-10,-0.4927
2002-05-13,1.4854
2002-05-14,1.6205
2002-05-15,-0.12
2002-05-16,-0.6867
2002-05-17,0.242
2002-05-20,-1.6381999999999999
2002-05-21,1.2097
2002-05-22,-0.8834
2002-05-23,1.5729
2002-05-24,-0.5506
2002-05-28,-0.7958
2002-05-29,0.436
2002-05-30,-0.6772
2002-05-31,-0.5594
2002-06-03,-1.2307
2002-06-04,-1.8868
2002-06-05,0.6894
2002-06-06,-1.5676
2002-06-07,0.7688
2002-06-10,0.3451
2002-06-11,0.0
2002-06-12,-0.887
2002-06-13,-2.1918
2002-06-14,0.4855
2002-06-17,2.4717000000000002
2002-06-18,0.9249
2002-06-19,-0.3953
2002-06-20,-1.7139
2002-06-21,-1.7069999999999999
2002-06-24,-1.0831
2002-06-25,0.2832
2002-06-26,-0.8848
2002-06-27,2.2014
2002-06-28,0.4308
2002-07-01,0.2238
2002-07-02,-1.3397999999999999
2002-07-03,-1.7917999999999998
2002-07-05,2.7655
2002-07-08,2.1491
2002-07-09,1.6282
2002-07-10,-2.5202999999999998
2002-07-11,1.3666
2002-07-12,-3.2064
2002-07-15,0.9599
2002-07-16,-0.0373
2002-07-17,-0.317
2002-07-18,-1.9083
2002-07-19,0.3242
2002-07-22,-3.8213
2002-07-23,-5.2184
2002-07-24,5.3389
2002-07-25,3.2865
2002-07-26,1.5143
2002-07-29,4.7017
2002-07-30,0.4328
2002-07-31,0.844
2002-08-01,-2.2792
2002-08-02,-0.2004
2002-08-05,-2.9577999999999998
2002-08-06,4.3274
2002-08-07,0.9919
2002-08-08,3.125
2002-08-09,0.4848
2002-08-12,-0.1896
2002-08-13,-1.8128
2002-08-14,2.7607
2002-08-15,1.0438
2002-08-16,0.254
2002-08-19,0.0845
2002-08-20,-2.0759
2002-08-21,1.2927
2002-08-22,-0.3828
2002-08-23,-1.7934999999999999
2002-08-26,1.7741
2002-08-27,0.769
2002-08-28,-1.2974
2002-08-29,0.799
2002-08-30,0.3835
2002-09-03,-1.783
2002-09-04,1.6338
2002-09-05,-2.1179
2002-09-06,1.4077
2002-09-09,0.9769
2002-09-10,-1.5274999999999999
2002-09-11,-0.7497
2002-09-12,-3.0998
2002-09-13,1.9891999999999999
2002-09-16,-0.6589
2002-09-17,-2.441
2002-09-18,-1.2782
2002-09-19,-0.7438
2002-09-20,0.5551
2002-09-23,0.1932
2002-09-24,0.0551
2002-09-25,2.7808
2002-09-26,1.2411
2002-09-27,-1.2793
2002-09-30,0.7019
2002-10-01,2.6005000000000003
2002-10-02,-3.9979
2002-10-03,-0.4627
2002-10-04,-3.5822000000000003
2002-10-07,-3.8287
2002-10-08,3.6567
2002-10-09,-3.9829
2002-10-10,5.7481
2002-10-11,2.886
2002-10-14,0.5719
2002-10-15,3.0328
2002-10-16,-1.3666
2002-10-17,1.5453999999999999
2002-10-18,0.3674
2002-10-21,0.3137
2002-10-22,-2.0068
2002-10-23,1.3298
2002-10-24,-2.9659
2002-10-25,3.0836
2002-10-28,-0.9971
2002-10-29,-0.9011
2002-10-30,0.7489
2002-10-31,-0.6371
2002-11-01,2.7251
2002-11-04,-1.7685
2002-11-05,-0.1853
2002-11-06,-1.7241
2002-11-07,-2.6991
2002-11-08,-0.0277
2002-11-11,-0.4994
2002-11-12,1.1712
2002-11-13,-0.9647
2002-11-14,1.0576
2002-11-15,0.2479
2002-11-18,-2.0879
2002-11-19,0.8698
2002-11-20,1.9193
2002-11-21,1.5556999999999999
2002-11-22,0.5106
2002-11-25,-0.3476
2002-11-26,-0.7244
2002-11-27,2.5946
2002-11-29,-0.6849
2002-12-02,-0.1326
2002-12-03,-1.0093
2002-12-04,0.2683
2002-12-05,-1.4718
2002-12-06,0.516
2002-12-09,-1.432
2002-12-10,1.2884
2002-12-11,1.1367
2002-12-12,-0.8028
2002-12-13,-0.5125
2002-12-16,1.8709
2002-12-17,-0.9316
2002-12-18,-1.2628
2002-12-19,-0.1361
2002-12-20,1.0899
2002-12-23,-0.3235
2002-12-24,-0.1893
2002-12-26,0.569
2002-12-27,-0.3502
2002-12-30,1.3075
2002-12-31,0.1076
2003-01-02,2.0682
2003-01-03,-0.2632
2003-01-06,0.6596
2003-01-07,-0.8388
2003-01-08,-0.7666
2003-01-09,1.3586
2003-01-10,-0.3154
2003-01-13,-0.3427
2003-01-14,0.7143
2003-01-15,-1.9963
2003-01-16,0.9381
2003-01-17,0.239
2003-01-21,12.1589
2003-01-22,-1.7241
2003-01-23,1.3458
2003-01-24,-2.6085000000000003
2003-01-27,0.3165
2003-01-28,0.3155
2003-01-29,0.0242
2003-01-30,-1.5481
2003-01-31,2.457
2003-02-03,0.1199
2003-02-04,-1.7964
2003-02-05,-1.3415
2003-02-06,-0.6922
2003-02-07,-0.4232
2003-02-10,1.0
2003-02-11,-1.3614
2003-02-12,-0.6274
2003-02-13,-0.2778
2003-02-14,1.722
2003-02-18,1.5683
2003-02-19,-0.5637
2003-02-20,-0.1725
2003-02-21,1.3086
2003-02-24,-2.5103999999999997
2003-02-25,1.725
2003-02-26,-1.2042
2003-02-27,1.4428
2003-02-28,0.2943
2003-03-03,-1.0513
2003-03-04,-1.359
2003-03-05,1.5531000000000001
2003-03-06,-0.2713
2003-03-07,1.1872
2003-03-10,-2.4199
2003-03-11,-2.4299
2003-03-12,-0.5392
2003-03-13,3.588
2003-03-14,-0.299
2003-03-17,2.7243
2003-03-18,0.1217
2003-03-19,0.0
2003-03-20,-0.4374
2003-03-21,1.5133
2003-03-24,-2.8613
2003-03-25,1.1139000000000001
2003-03-26,-1.5422
2003-03-27,-0.0995
2003-03-28,0.6015
2003-03-31,-2.2671
2003-04-01,1.4785
2003-04-02,1.9593
2003-04-03,-1.5274999999999999
2003-04-04,1.351
2003-04-07,-0.0741
2003-04-08,-0.1235
2003-04-09,-1.6077
2003-04-10,1.2318
2003-04-11,0.0248
2003-04-14,0.6455
2003-04-15,0.518
2003-04-16,-1.7913999999999999
2003-04-17,0.7996
2003-04-21,0.2231
2003-04-22,0.7915
2003-04-23,0.1227
2003-04-24,-0.4412
2003-04-25,-0.5416
2003-04-28,1.6832
2003-04-29,0.0
2003-04-30,-0.5599
2003-05-01,0.612
2003-05-02,2.3844
2003-05-05,-0.6654
2003-05-06,-0.1196
2003-05-07,-0.8623
2003-05-08,-1.353
2003-05-09,1.396
2003-05-12,1.2077
2003-05-13,-0.2148
2003-05-14,-0.4784
2003-05-15,-0.5287
2003-05-16,-0.7007
2003-05-19,-1.4599
2003-05-20,0.3704
2003-05-21,0.492
2003-05-22,-0.4406
2003-05-23,0.6393
2003-05-27,1.7102
2003-05-28,0.4084
2003-05-29,-0.2153
2003-05-30,3.0928
2003-06-02,0.3953
2003-06-03,0.8802
2003-06-04,1.9518
2003-06-05,0.4505
2003-06-06,-1.1211
2003-06-09,-1.2018
2003-06-10,0.5049
2003-06-11,1.4386999999999999
2003-06-12,0.6303
2003-06-13,-0.8949
2003-06-16,1.8058999999999998
2003-06-17,-0.6874
2003-06-18,-0.4242
2003-06-19,-1.5247000000000002
2003-06-20,-0.1138
2003-06-23,-1.0941
2003-06-24,-0.3687
2003-06-25,-0.6477
2003-06-26,0.8382
2003-06-27,-0.5541
2003-06-30,0.1161
2003-07-01,1.8553
