ticker,KNT US Equity
2000-05-23,-4.8673
2000-05-24,-1.8605
2000-05-25,-0.4739
2000-05-26,0.2381
2000-05-30,3.5629
2000-05-31,1.8349
2000-06-01,2.9279
2000-06-02,3.7199
2000-06-05,1.4768
2000-06-06,-0.6237
2000-06-07,0.6276
2000-06-08,1.0395
2000-06-09,1.0288
2000-06-12,-6.11
2000-06-13,1.9523000000000001
2000-06-14,-2.9787
2000-06-15,1.7544
2000-06-16,-1.5086
2000-06-19,1.0941
2000-06-20,-2.1645
2000-06-21,-0.885
2000-06-22,3.125
2000-06-23,-3.0303
2000-06-26,-2.2321
2000-06-27,2.0548
2000-06-28,8.7248
2000-06-29,-1.4403000000000001
2000-06-30,-0.4697
2000-07-03,1.7305000000000001
2000-07-05,-5.567
2000-07-06,-1.5284
2000-07-07,3.3259
2000-07-10,1.073
2000-07-11,3.1847
2000-07-12,7.4074
2000-07-13,0.9579
2000-07-14,3.2258
2000-07-17,-1.6543999999999999
2000-07-18,0.5607
2000-07-19,1.1152
2000-07-20,-1.8382
2000-07-21,-4.8689
2000-07-24,1.7717
2000-07-25,5.9961
2000-07-26,0.7299
2000-07-27,-7.2464
2000-07-28,-2.9297
2000-07-31,0.2012
2000-08-01,2.4096
2000-08-02,-1.1764999999999999
2000-08-03,-8.7302
2000-08-04,0.0
2000-08-07,-1.9565000000000001
2000-08-08,-0.6652
2000-08-09,-3.3482
2000-08-10,-2.3095
2000-08-11,-8.9835
2000-08-14,1.2987
2000-08-15,-0.5128
2000-08-16,3.866
2000-08-17,-1.2407
2000-08-18,5.2764
2000-08-21,5.7279
2000-08-22,6.0948
2000-08-23,-1.9149
2000-08-24,-0.8677
2000-08-25,-0.2188
2000-08-28,0.8772
2000-08-29,0.6522
2000-08-30,0.0
2000-08-31,1.0799
2000-09-01,2.3504
2000-09-05,-3.5491
2000-09-06,-2.5974
2000-09-07,2.8889
2000-09-08,0.432
2000-09-11,0.2151
2000-09-12,0.0
2000-09-13,-1.073
2000-09-14,3.0369
2000-09-15,-1.4737
2000-09-18,-2.3504
2000-09-19,0.6565
2000-09-20,-0.0407
2000-09-21,-4.7439
2000-09-22,-2.968
2000-09-25,0.9412
2000-09-26,-8.6247
2000-09-27,-2.8061
2000-09-28,0.5249
2000-09-29,-0.2611
2000-10-02,-1.5707
2000-10-03,-11.1702
2000-10-04,-1.7964
2000-10-05,-0.6098
2000-10-06,-6.7485
2000-10-09,2.6316
2000-10-10,-4.4872
2000-10-11,-8.0537
2000-10-12,5.1095
2000-10-13,1.7361
2000-10-16,-4.4369
2000-10-17,-2.1429
2000-10-18,-0.365
2000-10-19,11.7216
2000-10-20,-1.3115
2000-10-23,1.3289
2000-10-24,-0.9836
2000-10-25,-6.6225000000000005
2000-10-26,-0.7092
2000-10-27,0.3571
2000-10-30,1.0676
2000-10-31,4.9296
2000-11-01,-1.3423
2000-11-02,14.966
2000-11-03,-1.4793
2000-11-06,0.0
2000-11-07,-0.6006
2000-11-08,-2.1148
2000-11-09,-1.5432000000000001
2000-11-10,-5.9561
2000-11-13,1.0
2000-11-14,4.9505
2000-11-15,2.8302
2000-11-16,-3.3639
2000-11-17,0.3165
2000-11-20,-2.8391
2000-11-21,-9.0909
2000-11-22,-2.1429
2000-11-24,4.7445
2000-11-27,-2.439
2000-11-28,-5.0
2000-11-29,-3.0075
2000-11-30,-2.7132
2000-12-01,-1.1952
2000-12-04,-3.2258
2000-12-05,2.5
2000-12-06,-2.439
2000-12-07,-2.5
2000-12-08,1.7094
2000-12-11,2.9412000000000003
2000-12-12,4.0816
2000-12-13,2.3529
2000-12-14,-1.1494
2000-12-15,-3.876
2000-12-18,-3.629
2000-12-19,-2.9289
2000-12-20,-3.0172
2000-12-21,-4.0
2000-12-22,10.1852
2000-12-26,0.0
2000-12-27,10.5042
2000-12-28,15.5894
2000-12-29,-13.1579
2001-01-02,2.6515
2001-01-03,9.2251
2001-01-04,-0.6757
2001-01-05,-3.4013999999999998
2001-01-08,-0.7042
2001-01-09,-0.3546
2001-01-10,1.7793999999999999
2001-01-11,1.7483
2001-01-12,8.9347
2001-01-16,-2.8391
2001-01-17,17.2078
2001-01-18,-2.4931
2001-01-19,1.7045
2001-01-22,0.2793
2001-01-23,-1.9499
2001-01-24,-1.9886
2001-01-25,-0.2899
2001-01-26,0.5814
2001-01-29,6.3584
2001-01-30,-3.1739
2001-01-31,2.3799
2001-02-01,0.614
2001-02-02,-7.1055
2001-02-05,-3.801
2001-02-06,1.4146
2001-02-07,-8.1289
2001-02-08,3.5079000000000002
2001-02-09,-3.5913
2001-02-12,2.3085
2001-02-13,-0.2564
2001-02-14,0.0
2001-02-15,2.6221
2001-02-16,-5.7114
2001-02-20,-1.6472
2001-02-21,-4.268
2001-02-22,-2.9345
2001-02-23,-0.2907
2001-02-26,3.4985
2001-02-27,-5.6338
2001-02-28,-4.4776
2001-03-01,1.3125
2001-03-02,3.0845
2001-03-05,0.5984
2001-03-06,4.2237
2001-03-07,1.1416
2001-03-08,8.3521
2001-03-09,-14.2188
2001-03-12,-3.218
2001-03-13,2.5721
2001-03-14,-4.5872
2001-03-15,-5.7692
2001-03-16,-3.3333
2001-03-19,6.9669
2001-03-20,-1.3158
2001-03-21,6.0
2001-03-22,12.956
2001-03-23,0.2784
2001-03-26,1.7768000000000002
2001-03-27,2.0185
2001-03-28,-4.8128
2001-03-29,1.0674
2001-03-30,0.0556
2001-04-02,-6.4444
2001-04-03,-1.6033
2001-04-04,-0.1207
2001-04-05,8.1571
2001-04-06,-6.4246
2001-04-09,1.5522
2001-04-10,7.1723
2001-04-11,4.0592
2001-04-12,2.0032
2001-04-16,-3.0491
2001-04-17,-1.3859
2001-04-18,8.2703
2001-04-19,5.0924
2001-04-20,-2.9929
2001-04-23,-4.0157
2001-04-24,-0.6122
2001-04-25,3.9528
2001-04-26,2.4691
2001-04-27,2.4096
2001-04-30,1.6471
2001-05-01,5.5556
2001-05-02,0.1754
2001-05-03,-3.6778
2001-05-04,1.3636
2001-05-07,-0.8969
2001-05-08,0.4072
2001-05-09,-2.2533
2001-05-10,0.2766
2001-05-11,-0.9195
2001-05-14,-0.6497
2001-05-15,-0.0934
2001-05-16,5.1893
2001-05-17,1.0222
2001-05-18,-0.132
2001-05-21,5.6828
2001-05-22,0.7086
2001-05-23,-4.8013
2001-05-24,-1.5217
2001-05-25,-1.3245
2001-05-29,-3.8031
2001-05-30,-3.0233
2001-05-31,2.6859
2001-06-01,1.3545
2001-06-04,-0.2304
2001-06-05,2.9099
2001-06-06,-0.0898
2001-06-07,2.8750999999999998
2001-06-08,-6.1135
