ticker,EWB US Equity
2000-05-25,-0.2513
2000-05-26,-2.7708
2000-05-30,3.6269
2000-05-31,2.75
2000-06-01,0.0
2000-06-02,0.0
2000-06-05,-5.8394
2000-06-06,-1.0336
2000-06-07,0.0
2000-06-08,-0.5222
2000-06-09,-3.4121
2000-06-12,-1.3587
2000-06-13,-3.3058
2000-06-14,-4.8433
2000-06-15,0.2994
2000-06-16,-4.1791
2000-06-19,0.6231
2000-06-20,-2.7864
2000-06-21,-0.9554
2000-06-22,0.0
2000-06-23,-1.6077
2000-06-26,-0.3268
2000-06-27,-0.9836
2000-06-28,8.6093
2000-06-29,-0.3049
2000-06-30,-0.6116
2000-07-03,1.2308
2000-07-05,-5.1672
2000-07-06,6.0897
2000-07-07,2.1148
2000-07-10,-1.4793
2000-07-11,-0.9009
2000-07-12,8.4848
2000-07-13,-5.8659
2000-07-14,-0.5935
2000-07-17,0.8955
2000-07-18,-1.4793
2000-07-19,0.9009
2000-07-20,7.1429
2000-07-21,-2.7778
2000-07-24,4.0
2000-07-25,-0.8242
2000-07-26,11.9114
2000-07-27,3.4653
2000-07-28,4.3062000000000005
2000-07-31,3.8991
2000-08-01,0.2208
2000-08-02,-0.3304
2000-08-03,-0.7735
2000-08-04,2.4499
2000-08-07,-4.0783
2000-08-08,-3.1891
2000-08-09,-8.0
2000-08-10,-10.2302
2000-08-11,9.4017
2000-08-14,1.3021
2000-08-15,-1.7995
2000-08-16,-0.7853
2000-08-17,-5.0132
2000-08-18,-4.7222
2000-08-21,-2.0408
2000-08-22,-0.8929
2000-08-23,-4.5045
2000-08-24,4.717
2000-08-25,1.5015
2000-08-28,2.3669000000000002
2000-08-29,0.8671
2000-08-30,-0.8596
2000-08-31,1.4451
2000-09-01,-3.4188
2000-09-05,1.4748999999999999
2000-09-06,0.0
2000-09-07,-1.1628
2000-09-08,0.2941
2000-09-11,1.4663
2000-09-12,-0.578
2000-09-13,-3.4884
2000-09-14,0.9036
2000-09-15,-4.4776
2000-09-18,-1.25
2000-09-19,4.1139
2000-09-20,-2.1277
2000-09-21,-2.1739
2000-09-22,6.6667
2000-09-25,-2.9762
2000-09-26,-2.454
2000-09-27,-4.0881
2000-09-28,0.9836
2000-09-29,7.7922
2000-10-02,-1.506
2000-10-03,-0.9174
2000-10-04,-4.6296
2000-10-05,11.3269
2000-10-06,-2.6163
2000-10-09,2.3881
2000-10-10,-2.6239
2000-10-11,-1.7964
2000-10-12,-1.8293
2000-10-13,-5.5901
2000-10-16,-1.6447
2000-10-17,-1.0033
2000-10-18,-2.7027
2000-10-19,3.8194
2000-10-20,0.3344
2000-10-23,-1.0
2000-10-24,1.0101
2000-10-25,-0.6667
2000-10-26,-1.3423
2000-10-27,1.3605
2000-10-30,2.6846
2000-10-31,-1.3072
2000-11-01,1.6556
2000-11-02,-14.658
2000-11-03,-7.6336
2000-11-06,-4.5455
2000-11-07,12.5541
2000-11-08,-2.9846
2000-11-09,0.8
2000-11-10,1.5873
2000-11-13,-5.4688
2000-11-14,9.0909
2000-11-15,3.0303
2000-11-16,4.4118
2000-11-17,2.8169
2000-11-20,-2.3973
2000-11-21,-3.1579
2000-11-22,-2.1739
2000-11-24,-1.4815
2000-11-27,2.2556
2000-11-28,-0.3676
2000-11-29,0.738
2000-11-30,-10.2564
2000-12-01,1.2245
2000-12-04,-1.6129
2000-12-05,4.0984
2000-12-06,1.5748
2000-12-07,-4.2636
2000-12-08,1.6194
2000-12-11,2.7888
2000-12-12,0.3876
2000-12-13,-3.0888
2000-12-14,-0.3984
2000-12-15,1.2
2000-12-18,0.3953
2000-12-19,0.0
2000-12-20,3.5433
2000-12-21,0.0
2000-12-22,-3.0418
2000-12-26,2.3529
2000-12-27,5.364
2000-12-28,0.0
2000-12-29,1.4545
2001-01-02,-4.6594999999999995
2001-01-03,0.7519
2001-01-04,0.3731
2001-01-05,-5.2045
2001-01-08,-7.0588
2001-01-09,2.9536
2001-01-10,0.8197
2001-01-11,-2.8455
2001-01-12,-1.2551999999999999
2001-01-16,1.2711999999999999
2001-01-17,-10.8787
2001-01-18,3.7559
2001-01-19,-1.3575
2001-01-22,5.5046
2001-01-23,1.3043
2001-01-24,0.4292
2001-01-25,-3.4188
2001-01-26,-6.1947
2001-01-29,-4.9056999999999995
2001-01-30,3.1746
2001-01-31,0.0
2001-02-01,0.7692
2001-02-02,-3.8167999999999997
2001-02-05,3.1746
2001-02-06,0.4615
2001-02-07,2.5542
2001-02-08,-0.3019
2001-02-09,0.3028
2001-02-12,-10.3396
2001-02-13,0.6734
2001-02-14,-3.1773
2001-02-15,-1.1226
2001-02-16,-0.262
2001-02-20,-4.1156
2001-02-21,-0.5479
2001-02-22,-5.4178
2001-02-23,-7.767
2001-02-26,-3.1579
2001-02-27,-3.2609
2001-02-28,-6.5169
2001-03-01,-2.524
2001-03-02,3.5758
2001-03-05,3.5714
2001-03-06,1.7241
2001-03-07,12.4294
2001-03-08,-1.206
2001-03-09,-0.3052
2001-03-12,-6.5306
2001-03-13,4.8035
2001-03-14,-0.8333
2001-03-15,-1.2605
2001-03-16,-1.5957
2001-03-19,2.7027
2001-03-20,-2.1053
2001-03-21,-1.8279999999999998
2001-03-22,-4.7097
2001-03-23,0.9195
2001-03-26,2.2779
2001-03-27,-5.3452
2001-03-28,-1.0588
2001-03-29,-6.0642
2001-03-30,0.6329
2001-04-02,-0.6289
2001-04-03,-4.6835
2001-04-04,4.6481
2001-04-05,-4.5685
2001-04-06,-3.4574
2001-04-09,-3.5813
2001-04-10,-2.8571
2001-04-11,13.9706
2001-04-12,3.4839
2001-04-16,63.9651
2001-04-17,-0.076
2001-04-18,-0.0761
2001-04-19,-0.3808
2001-04-20,0.3823
2001-04-23,0.0
2001-04-24,0.0762
2001-04-25,0.1522
2001-04-26,0.076
2001-04-27,0.4556
2001-04-30,0.7559
2001-05-01,0.3001
2001-05-02,0.0
2001-05-03,-0.1496
2001-05-04,0.1498
2001-05-07,-0.0748
2001-05-08,1.1976
2001-05-09,-0.4438
2001-05-10,-0.4458
2001-05-11,-0.0746
2001-05-14,0.5228
2001-05-15,0.0743
2001-05-16,-0.1485
2001-05-17,0.0743
2001-05-18,-0.0743
2001-05-21,0.0743
2001-05-22,-0.0743
2001-05-23,0.0
2001-05-24,0.0
2001-05-25,0.0
2001-05-29,0.0
2001-05-30,0.1487
2001-05-31,0.2227
